"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Lythraceae"	"Onagraceae"	"Orchidaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
16674	26510	"Schwemm"	47.65811	12.299518	750	"AWI"	750	7405	9290	8353	1	17	113	0	5	3	4	0	65	0	0	0	0	0	0	0	0	172	68	0	0	0	0	0	12	0	99	0	0	2	0	0	0	0	0	0	0	390	48	0	0	0	0	0	141	0	0	0	1	0	2	0	0	0	0	0	0	150	168	0	1
16674	26510	"Schwemm"	47.65811	12.299518	760	"AWI"	760	7598	9501	8573	5	17	85	0	4	0	0	0	41	0	1	0	0	0	1	0	0	133	80	0	0	0	0	0	6	0	66	1	0	1	0	0	0	0	0	0	0	491	44	0	0	0	0	0	90	0	0	0	0	0	2	0	0	0	0	0	1	152	200	0	0
16674	26510	"Schwemm"	47.65811	12.299518	770	"AWI"	770	7767	9713	8801	4	18	76	0	4	0	1	0	43	0	0	0	0	0	0	0	1	162	30	0	0	0	0	0	2	0	86	0	0	1	0	0	2	0	0	0	0	203	17	0	0	0	0	0	76	0	0	0	0	2	0	0	0	0	0	0	0	133	179	0	0
16674	26510	"Schwemm"	47.65811	12.299518	780	"AWI"	780	7992	9870	9020	1	8	61	0	0	0	1	0	36	0	0	0	0	0	0	0	0	114	60	0	0	0	0	0	4	0	46	0	0	0	0	0	1	0	0	0	0	335	39	0	0	0	0	0	59	0	0	0	0	1	1	0	0	0	0	0	1	125	158	0	0
16674	26510	"Schwemm"	47.65811	12.299518	790	"AWI"	790	8211	10040	9243	2	14	42	0	2	1	0	0	35	0	0	0	0	0	0	0	0	202	62	0	0	0	0	0	6	0	50	0	0	0	0	0	0	0	0	0	0	589	51	0	0	0	0	0	86	0	0	0	0	1	2	0	0	0	0	0	0	211	232	0	0
16674	26510	"Schwemm"	47.65811	12.299518	800	"AWI"	800	8423	10226	9469	0	11	44	0	3	0	1	0	35	0	1	0	0	0	0	0	0	382	80	0	0	0	0	0	2	0	44	0	0	0	1	0	0	0	0	0	0	241	80	0	0	0	0	0	56	0	0	0	0	1	0	0	0	0	0	0	0	83	243	0	0
16674	26510	"Schwemm"	47.65811	12.299518	810	"AWI"	810	8640	10394	9708	0	0	27	0	3	1	0	0	32	0	0	0	0	0	0	0	0	405	217	0	0	0	0	0	0	0	39	0	0	4	0	0	0	0	0	0	0	168	124	0	0	0	0	0	39	0	0	0	1	1	1	0	0	0	0	0	0	155	113	0	0
16674	26510	"Schwemm"	47.65811	12.299518	820	"AWI"	820	8890	10536	9940	0	2	50	0	1	0	0	0	27	0	0	0	0	0	0	0	2	441	206	0	0	0	0	0	0	6	42	0	0	3	1	0	0	0	0	0	0	132	83	0	0	0	0	0	69	0	0	0	1	0	0	0	0	0	1	0	0	89	129	0	0
16674	26510	"Schwemm"	47.65811	12.299518	830	"AWI"	830	9128	10690	10165	0	5	49	0	7	0	1	0	62	0	0	0	0	0	0	0	1	533	149	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	107	219	0	0	0	0	0	80	0	0	0	0	0	6	0	0	1	0	0	0	131	157	0	0
16674	26510	"Schwemm"	47.65811	12.299518	840	"AWI"	840	9344	10886	10370	0	4	37	0	9	0	1	0	122	0	0	0	0	0	2	0	2	115	65	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	19	692	0	0	0	0	0	10	0	0	0	2	1	4	0	0	0	0	0	1	33	37	0	0
