"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Juglans"	"Juniperus"	"Liliaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"
16299	25275	"Saint Hilaire du Rosier"	45.07083	5.25667	160	"AWI"	160	13987	14577	14245	0	0	0	5	0	0	52	0	63	3	0	0	0	1	7	0	5	3	0	0	0	0	0	31	0	0	0	43	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0
16299	25275	"Saint Hilaire du Rosier"	45.07083	5.25667	165	"AWI"	165	14012	14649	14290	0	0	0	16	2	0	109	0	189	1	0	0	0	0	13	0	11	2	1	2	0	0	0	68	0	0	0	75	0	0	0	0	0	0	0	0	1	2	4	0	5	0	0
16299	25275	"Saint Hilaire du Rosier"	45.07083	5.25667	170	"AWI"	170	14057	14690	14337	0	0	0	1	2	0	52	0	60	0	0	0	0	1	9	0	9	4	0	0	0	0	0	23	0	0	0	25	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0
16299	25275	"Saint Hilaire du Rosier"	45.07083	5.25667	175	"AWI"	175	14089	14747	14387	0	0	0	14	0	0	50	0	84	0	0	0	0	1	6	0	34	2	4	1	0	0	0	54	1	0	0	51	0	0	0	0	0	0	0	0	2	0	2	0	4	0	0
16299	25275	"Saint Hilaire du Rosier"	45.07083	5.25667	180	"AWI"	180	14122	14801	14434	0	0	2	13	0	0	100	0	72	3	0	0	0	5	11	0	31	0	1	0	0	0	0	24	0	0	0	82	0	0	0	0	0	2	0	0	0	1	0	0	6	0	0
16299	25275	"Saint Hilaire du Rosier"	45.07083	5.25667	185	"AWI"	185	14169	14850	14482	0	0	0	13	0	0	37	0	68	0	0	0	0	0	7	0	12	0	1	0	0	0	0	10	0	0	0	47	0	0	0	0	0	0	0	0	1	0	9	0	3	0	0
16299	25275	"Saint Hilaire du Rosier"	45.07083	5.25667	190	"AWI"	190	14200	14912	14532	0	0	2	15	0	0	48	0	79	1	0	0	0	0	2	0	3	0	0	0	0	0	0	18	0	0	0	45	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0
16299	25275	"Saint Hilaire du Rosier"	45.07083	5.25667	195	"AWI"	195	14253	14953	14581	0	0	0	4	0	0	5	0	5	0	0	0	0	0	8	0	15	2	1	0	0	0	0	13	0	0	0	27	0	0	0	0	0	2	0	0	1	0	3	0	3	0	0
16299	25275	"Saint Hilaire du Rosier"	45.07083	5.25667	200	"AWI"	200	14294	14993	14630	0	0	0	14	1	0	5	0	7	2	0	0	0	0	13	0	30	1	4	0	0	0	0	27	0	0	0	56	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0
16299	25275	"Saint Hilaire du Rosier"	45.07083	5.25667	210	"AWI"	210	14384	15082	14723	0	0	0	6	0	0	86	0	74	1	0	0	0	0	11	0	22	0	0	0	0	0	0	22	0	0	0	29	0	0	0	0	0	0	0	0	1	0	1	0	5	0	0
16299	25275	"Saint Hilaire du Rosier"	45.07083	5.25667	215	"AWI"	215	14416	15129	14769	0	0	0	8	0	0	41	0	39	3	0	0	0	4	8	0	16	1	1	0	0	0	0	43	0	0	0	27	0	0	0	0	0	0	0	0	2	1	0	0	4	0	0
16299	25275	"Saint Hilaire du Rosier"	45.07083	5.25667	220	"AWI"	220	14466	15169	14815	0	0	0	13	3	0	74	0	59	0	0	0	0	1	6	0	8	1	1	0	0	0	0	46	0	0	0	21	0	0	0	0	0	1	0	0	2	0	4	1	7	0	0
16299	25275	"Saint Hilaire du Rosier"	45.07083	5.25667	235	"AWI"	235	14610	15306	14958	0	0	0	18	3	0	75	0	45	1	0	0	0	2	11	0	43	0	3	0	0	0	0	57	0	0	0	58	0	0	0	0	0	1	0	0	3	4	8	0	15	0	0
16299	25275	"Saint Hilaire du Rosier"	45.07083	5.25667	245	"AWI"	245	14712	15391	15052	0	0	0	18	2	0	106	0	64	2	0	0	0	0	12	0	23	0	2	0	0	0	0	39	0	0	0	27	0	0	0	0	0	1	0	0	7	1	4	1	8	0	0
16299	25275	"Saint Hilaire du Rosier"	45.07083	5.25667	255	"AWI"	255	14803	15479	15149	0	0	0	16	3	0	72	0	66	1	0	0	0	0	16	0	10	0	0	1	0	0	0	49	2	0	0	22	0	0	0	0	0	1	0	0	2	2	2	1	4	0	0
16299	25275	"Saint Hilaire du Rosier"	45.07083	5.25667	265	"AWI"	265	14934	15553	15241	0	0	0	13	2	0	65	0	42	6	0	1	1	1	16	0	19	1	2	1	0	0	0	37	0	0	0	45	0	0	0	0	0	1	0	0	6	2	3	1	10	0	0
16299	25275	"Saint Hilaire du Rosier"	45.07083	5.25667	270	"AWI"	270	15004	15597	15286	0	0	0	15	1	0	81	0	45	1	0	0	0	0	13	0	19	0	1	0	0	0	0	48	0	0	0	34	0	0	0	0	0	0	0	0	3	0	4	0	7	0	0
16299	25275	"Saint Hilaire du Rosier"	45.07083	5.25667	275	"AWI"	275	15074	15633	15329	0	0	0	8	0	0	61	0	41	2	0	0	0	2	8	0	20	0	0	1	0	0	0	33	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
16299	25275	"Saint Hilaire du Rosier"	45.07083	5.25667	280	"AWI"	280	15124	15681	15374	0	0	0	9	0	0	29	0	33	1	0	0	0	1	5	0	2	0	2	0	0	0	0	8	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
16299	25275	"Saint Hilaire du Rosier"	45.07083	5.25667	285	"AWI"	285	15262	15736	15422	0	0	0	8	0	0	31	0	9	1	0	0	0	1	26	0	17	0	3	0	0	0	0	30	0	0	0	50	0	0	0	0	0	0	0	0	1	0	3	0	6	0	0
16299	25275	"Saint Hilaire du Rosier"	45.07083	5.25667	290	"AWI"	290	15348	15798	15475	0	0	0	16	0	0	73	0	37	3	0	0	0	5	19	0	28	0	0	1	0	0	0	14	0	0	0	23	0	0	0	0	0	5	0	0	2	0	0	0	9	0	0
16299	25275	"Saint Hilaire du Rosier"	45.07083	5.25667	295	"AWI"	295	15456	15951	15626	0	0	0	18	3	0	62	0	16	2	0	1	0	0	10	0	18	0	2	0	0	0	0	8	0	0	0	24	0	0	0	0	0	1	0	0	1	2	4	0	9	0	0
16299	25275	"Saint Hilaire du Rosier"	45.07083	5.25667	300	"AWI"	300	15539	16369	15885	0	0	0	4	0	0	59	0	13	0	0	0	0	0	7	0	14	0	1	0	0	0	0	9	0	0	0	18	0	0	0	0	0	0	0	0	1	1	0	0	6	0	0
16299	25275	"Saint Hilaire du Rosier"	45.07083	5.25667	305	"AWI"	305	15588	16889	16134	0	0	0	16	0	0	37	0	9	2	0	1	0	3	14	0	18	1	1	0	0	0	0	12	0	0	0	44	0	0	0	0	0	1	0	0	1	3	0	1	4	0	0
16299	25275	"Saint Hilaire du Rosier"	45.07083	5.25667	309	"AWI"	309	15748	17030	16315	0	0	0	19	0	0	54	0	13	2	0	0	0	1	36	0	18	0	1	0	0	0	0	28	0	0	0	35	0	0	0	0	0	1	0	0	1	1	0	1	9	0	0
16299	25275	"Saint Hilaire du Rosier"	45.07083	5.25667	320	"AWI"	320	16001	17563	16781	0	0	0	24	0	0	75	0	7	4	0	0	0	3	35	0	25	1	4	2	0	0	0	8	0	0	0	72	0	0	0	0	0	4	0	0	4	3	2	1	6	0	0
16299	25275	"Saint Hilaire du Rosier"	45.07083	5.25667	325	"AWI"	325	16134	17687	16928	0	0	0	10	2	0	123	0	16	11	0	0	0	0	27	0	29	1	4	0	0	0	0	6	0	0	0	49	0	0	0	0	0	1	0	0	2	1	1	0	6	0	0
16299	25275	"Saint Hilaire du Rosier"	45.07083	5.25667	330	"AWI"	330	16213	17871	17075	0	0	0	14	3	0	91	4	9	3	0	0	0	1	14	0	23	0	2	1	0	0	0	7	1	0	0	47	0	0	0	0	0	0	0	0	0	3	3	0	7	0	0
16299	25275	"Saint Hilaire du Rosier"	45.07083	5.25667	335	"AWI"	335	16380	18006	17223	0	0	0	23	2	0	76	0	7	3	0	0	1	8	30	0	32	0	2	3	0	0	0	10	0	0	0	76	0	0	0	0	0	2	0	0	2	3	2	1	13	0	0
16299	25275	"Saint Hilaire du Rosier"	45.07083	5.25667	340	"AWI"	340	16506	18140	17374	0	0	1	10	6	0	103	0	10	3	0	0	0	2	44	0	21	0	0	1	0	0	0	0	0	0	0	60	0	0	0	0	0	1	0	0	1	3	1	0	5	0	0
16299	25275	"Saint Hilaire du Rosier"	45.07083	5.25667	345	"AWI"	345	16631	18301	17525	0	0	0	15	2	0	78	0	8	3	0	0	0	1	19	0	10	0	1	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	2	1	2	1	6	0	0
16299	25275	"Saint Hilaire du Rosier"	45.07083	5.25667	350	"AWI"	350	16802	18392	17689	0	0	0	20	1	0	66	0	12	1	0	0	0	1	13	0	7	0	1	1	0	0	0	5	0	0	0	30	0	0	0	0	0	2	0	0	2	2	0	0	3	0	0
16299	25275	"Saint Hilaire du Rosier"	45.07083	5.25667	355	"AWI"	355	16929	18526	17855	0	0	0	22	3	0	79	0	5	2	0	0	0	4	34	0	24	0	2	1	0	0	0	6	0	0	0	65	0	0	0	0	0	4	0	0	2	2	1	0	7	0	0
16299	25275	"Saint Hilaire du Rosier"	45.07083	5.25667	360	"AWI"	360	17132	18644	18002	0	0	0	15	0	0	61	0	17	2	0	0	1	0	10	0	24	0	2	1	0	0	0	2	0	0	0	30	0	0	0	0	0	0	0	0	1	1	0	1	3	0	0
16299	25275	"Saint Hilaire du Rosier"	45.07083	5.25667	362	"AWI"	362	17192	18680	18064	0	0	0	20	1	0	78	0	12	2	0	1	0	5	22	0	20	0	1	1	0	0	0	6	0	0	0	86	0	0	0	0	0	1	0	0	2	2	4	0	10	0	0
16299	25275	"Saint Hilaire du Rosier"	45.07083	5.25667	365	"AWI"	365	17283	18733	18157	0	0	0	9	2	0	126	0	10	1	0	0	0	1	17	0	20	0	2	0	0	0	0	4	0	0	0	26	0	0	0	0	0	0	0	0	1	1	0	0	3	0	0
16299	25275	"Saint Hilaire du Rosier"	45.07083	5.25667	370	"AWI"	370	17402	18883	18302	0	0	0	7	0	0	40	0	6	0	0	0	0	1	10	0	4	0	0	0	0	0	0	1	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
16299	25275	"Saint Hilaire du Rosier"	45.07083	5.25667	372	"AWI"	372	17459	18929	18353	0	0	0	14	0	0	21	0	2	2	0	0	0	0	20	0	0	0	4	0	0	0	0	2	0	0	0	26	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
16299	25275	"Saint Hilaire du Rosier"	45.07083	5.25667	375	"AWI"	375	17526	19029	18438	0	0	0	6	0	0	46	0	2	0	0	0	0	1	14	0	2	0	1	1	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	3	0	0	7	0	0
16299	25275	"Saint Hilaire du Rosier"	45.07083	5.25667	377	"AWI"	377	17564	19121	18488	0	0	0	4	1	0	33	0	0	0	0	0	0	2	36	0	12	0	0	0	0	0	0	2	0	0	0	21	0	0	0	0	0	2	0	0	4	1	2	0	4	0	0
16299	25275	"Saint Hilaire du Rosier"	45.07083	5.25667	380	"AWI"	380	17621	19258	18565	0	0	0	8	5	0	60	0	0	3	0	0	0	0	13	0	9	0	0	0	0	0	0	3	0	0	0	28	0	0	0	0	0	0	0	0	1	1	2	0	5	0	0
16299	25275	"Saint Hilaire du Rosier"	45.07083	5.25667	382	"AWI"	382	17648	19380	18611	0	0	0	11	2	0	58	0	1	2	0	0	0	1	42	0	9	0	0	3	0	0	0	5	1	0	0	109	0	0	0	0	0	2	0	0	7	3	4	2	8	0	0
