"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Lythraceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
14557	22822	"Kružlová"	49.36417	21.58361	97.5	"AWI"	97.5	941.5	1521	1253	85	0	33	7	5	0	8	0	22	1	0	1	0	0	43	221	0	0	97	0	0	0	0	0	0	0	0	0	0	0	7	0	2	130	0	0	0	9	0	0	30	0	0	9	0	3	0	0	0	1	37	4	1
14557	22822	"Kružlová"	49.36417	21.58361	102.5	"AWI"	102.5	1086.5	1608	1364	119	0	47	6	1	0	10	0	29	0	0	0	0	0	21	85	0	0	193	0	0	1	6	0	0	0	0	1	0	0	30	0	2	99	0	0	0	2	0	0	54	0	0	3	0	2	1	0	0	1	5	5	0
14557	22822	"Kružlová"	49.36417	21.58361	107.5	"AWI"	107.5	1275	1662	1476	240	0	66	7	9	1	14	0	35	1	0	1	0	1	43	105	0	0	204	0	2	0	4	0	2	0	0	0	0	0	23	0	0	82	0	0	0	0	0	0	49	0	0	7	0	10	1	1	0	1	23	12	0
14557	22822	"Kružlová"	49.36417	21.58361	112.5	"AWI"	112.5	1356	1734	1564.5	123	0	66	4	2	0	13	0	24	1	0	0	0	0	18	83	0	0	190	0	1	0	1	0	1	0	0	0	0	0	23	1	1	89	0	0	0	9	0	0	48	0	0	3	0	10	0	1	0	0	3	2	2
14557	22822	"Kružlová"	49.36417	21.58361	117.5	"AWI"	117.5	1397	1817	1610.5	126	0	38	2	1	0	11	0	39	3	0	0	0	0	22	153	0	0	242	1	4	0	0	0	1	0	1	2	0	0	24	0	4	71	0	0	0	0	0	0	50	0	0	18	0	4	0	0	0	0	3	8	3
14557	22822	"Kružlová"	49.36417	21.58361	122.5	"AWI"	122.5	1438.5	1896	1659	75	0	35	0	0	0	5	0	69	0	0	0	0	0	12	90	0	0	217	0	1	0	0	0	0	0	0	4	1	0	21	0	3	66	0	0	0	6	0	0	71	0	0	7	0	3	2	0	0	0	14	4	0
14557	22822	"Kružlová"	49.36417	21.58361	127.5	"AWI"	127.5	1471.5	1949.5	1709	46	0	36	2	0	0	6	0	31	1	0	0	0	0	12	52	0	0	275	0	0	0	19	0	5	0	0	0	0	0	41	0	0	40	0	0	0	12	0	0	71	0	0	0	0	3	0	0	0	0	8	7	2
14557	22822	"Kružlová"	49.36417	21.58361	132.5	"AWI"	132.5	1510	2014	1757.5	50	0	25	0	0	0	1	0	25	2	0	0	0	0	9	20	0	0	227	0	0	0	4	0	1	0	0	0	0	0	59	0	1	56	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	32	3	0
14557	22822	"Kružlová"	49.36417	21.58361	137.5	"AWI"	137.5	1551	2064	1809	16	2	19	0	0	0	3	0	39	0	0	0	0	0	18	11	0	0	192	0	3	0	0	0	0	0	0	0	0	0	39	0	1	42	0	0	0	7	0	0	27	0	0	1	0	2	0	0	1	1	45	4	0
14557	22822	"Kružlová"	49.36417	21.58361	142.5	"AWI"	142.5	1599	2125.5	1859	75	0	24	0	0	0	0	0	32	0	0	0	0	0	12	17	0	0	163	0	4	0	0	0	0	0	0	0	0	0	53	0	2	88	0	0	0	0	0	0	16	0	0	1	0	2	0	0	0	0	29	5	0
14557	22822	"Kružlová"	49.36417	21.58361	152.5	"AWI"	152.5	1698	2225	1964	52	2	44	0	0	0	3	0	33	4	0	0	0	1	17	19	0	0	293	0	2	0	3	0	0	0	0	0	0	0	71	0	2	54	0	0	0	0	0	0	46	0	0	0	0	2	0	0	0	0	29	5	1
14557	22822	"Kružlová"	49.36417	21.58361	162.5	"AWI"	162.5	1805.5	2326.5	2071.5	47	1	22	1	0	0	8	0	23	0	0	0	0	0	8	5	0	0	235	0	1	0	0	0	0	0	0	0	0	0	69	0	0	52	0	0	0	2	0	0	37	0	0	2	0	1	0	0	0	1	16	3	0
14557	22822	"Kružlová"	49.36417	21.58361	170	"AWI"	170	1878	2409	2151	51	2	36	0	0	0	1	0	33	1	0	0	0	0	19	19	0	0	340	0	2	0	2	0	0	0	0	0	1	0	82	0	7	91	0	0	0	0	0	0	45	0	0	0	0	2	1	0	0	0	48	4	1
14557	22822	"Kružlová"	49.36417	21.58361	182.5	"AWI"	182.5	2026.5	2549.5	2295.5	53	0	22	0	0	0	1	0	19	1	0	0	0	0	11	21	0	0	237	0	1	0	0	0	0	0	0	0	0	0	34	0	0	89	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	37	2	0
14557	22822	"Kružlová"	49.36417	21.58361	192.5	"AWI"	192.5	2131.5	2703	2411	48	0	27	1	0	0	5	0	29	1	0	0	0	0	5	5	0	0	224	0	2	0	8	0	0	0	0	0	1	0	24	0	3	88	0	0	0	2	0	0	58	0	0	0	0	1	0	0	0	0	80	8	0
14557	22822	"Kružlová"	49.36417	21.58361	202.5	"AWI"	202.5	2246	2831	2532.5	46	1	22	0	0	0	6	0	24	1	0	1	0	0	18	29	0	0	228	0	2	0	0	0	1	0	0	0	0	0	36	0	2	76	0	0	0	1	0	0	27	0	0	1	0	0	0	0	0	0	66	7	2
14557	22822	"Kružlová"	49.36417	21.58361	212.5	"AWI"	212.5	2378.5	2958.5	2658	70	2	37	1	1	0	7	0	50	2	0	0	0	0	20	5	0	0	278	0	4	0	2	0	0	0	0	0	0	0	18	0	1	58	0	0	0	2	0	0	45	0	0	0	0	3	0	0	0	1	137	7	0
14557	22822	"Kružlová"	49.36417	21.58361	222.5	"AWI"	222.5	2535	3070.5	2782	41	1	10	1	0	0	3	0	4	0	0	0	0	0	11	2	0	0	90	0	1	0	15	0	0	0	0	0	0	0	9	0	4	35	0	0	0	0	0	0	29	0	0	2	0	0	0	0	0	0	57	4	0
14557	22822	"Kružlová"	49.36417	21.58361	227.5	"AWI"	227.5	2622.5	3122	2844	53	0	20	0	1	0	11	0	21	1	0	0	0	0	7	4	0	0	283	0	4	0	0	0	0	0	0	0	0	0	14	0	1	31	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	131	9	0
14557	22822	"Kružlová"	49.36417	21.58361	232.5	"AWI"	232.5	2713.5	3181.5	2904.5	51	2	25	1	0	0	14	0	39	1	0	0	0	0	20	3	0	0	441	0	2	0	15	0	0	0	0	0	0	0	53	0	3	62	0	0	0	1	0	0	39	0	0	2	0	1	0	0	0	0	113	18	1
14557	22822	"Kružlová"	49.36417	21.58361	235	"AWI"	235	2757	3213	2936	39	0	23	1	0	0	12	0	13	1	0	0	0	0	9	0	0	0	302	0	1	0	0	0	0	0	0	0	0	0	18	0	4	66	0	0	0	1	0	0	60	0	0	0	0	0	0	0	0	0	118	15	0
14557	22822	"Kružlová"	49.36417	21.58361	237.5	"AWI"	237.5	2779.5	3260.5	2969	33	0	14	2	0	0	8	0	16	0	0	0	0	0	7	4	0	0	248	0	4	0	0	0	0	0	0	0	0	0	24	0	1	38	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	95	17	1
14557	22822	"Kružlová"	49.36417	21.58361	240	"AWI"	240	2796	3317	3001	25	0	25	0	0	0	6	0	34	1	0	0	0	0	21	3	0	0	293	0	0	0	0	0	0	0	0	0	0	0	41	0	6	56	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	114	18	0
14557	22822	"Kružlová"	49.36417	21.58361	242.5	"AWI"	242.5	2827.5	3360.5	3038	17	0	4	0	1	0	1	0	9	0	0	0	0	0	6	5	0	0	63	0	0	0	0	0	0	0	0	0	0	0	5	0	8	35	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	61	8	2
14557	22822	"Kružlová"	49.36417	21.58361	245	"AWI"	245	2847	3411	3074	27	0	3	0	0	0	0	0	4	0	0	0	0	0	0	3	0	0	27	0	0	0	0	0	0	0	0	0	0	0	1	0	7	52	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	26	0	0
14557	22822	"Kružlová"	49.36417	21.58361	247.5	"AWI"	247.5	2861	3479	3106.5	6	0	5	0	0	1	1	0	3	0	0	0	0	0	5	4	0	0	19	0	0	0	0	0	0	0	0	0	0	0	5	0	10	78	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	68	1	0
