"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Geraniaceae"	"Ilex"	"Iridaceae"	"Juniperus"	"Lamiaceae"	"Linaceae"	"Lythraceae"	"Malvaceae"	"Onagraceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Violaceae"
10529	16217	"Lough Moynagh"	53.819506	-6.769384	160	"AWI"	160	205	745	445	25	2	8	1	3	0	7	2	0	0	2	0	0	83	22	6	0	0	1	5	0	0	0	0	0	0	0	0	0	1	0	65	0	0	10	21	0	7	0	3	3	0	0	0	3	1	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	170	"AWI"	170	236	779	478	21	1	5	0	0	0	6	2	0	0	0	0	0	83	18	10	0	0	0	2	0	0	0	0	0	0	2	0	0	2	0	65	0	0	10	20	0	8	0	10	9	0	1	0	4	1	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	180	"AWI"	180	260	825	510	14	0	2	1	1	0	2	2	0	0	3	0	0	75	33	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	3	15	0	0	0	3	5	0	0	0	3	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	190	"AWI"	190	291	862	543	25	0	2	0	1	0	9	0	0	0	2	0	0	83	31	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	119	0	0	9	13	0	4	1	11	4	0	0	0	3	1	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	200	"AWI"	200	314	905	578	10	0	3	0	0	0	2	1	1	0	2	0	0	23	17	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	226	0	0	2	6	0	4	1	7	0	0	0	0	0	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	210	"AWI"	210	348	942	612	33	1	3	0	0	0	2	1	0	0	0	0	0	80	31	2	0	0	1	2	0	0	0	0	0	0	0	0	0	1	7	145	0	0	3	11	0	3	2	5	4	0	0	0	0	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	220	"AWI"	220	376	979	645	21	0	0	1	2	0	3	0	0	0	3	0	0	60	33	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	12	151	0	0	3	12	0	2	0	10	6	0	0	0	0	2	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	230	"AWI"	230	406	1017	676	12	0	4	0	1	0	6	2	0	0	0	0	0	28	29	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	142	0	0	6	19	0	4	0	3	1	0	0	0	0	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	240	"AWI"	240	436	1050	710	17	0	4	0	1	0	2	0	0	5	1	0	0	49	40	8	0	0	0	1	0	1	0	0	0	0	1	0	0	2	0	0	0	0	6	7	0	5	2	8	3	0	0	0	1	2	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	250	"AWI"	250	462	1085	743	22	0	3	0	0	0	6	1	0	0	0	0	0	47	45	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10	152	0	0	7	10	0	2	1	7	5	0	0	0	1	2	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	260	"AWI"	260	496	1116	776	17	0	4	0	0	0	7	0	2	0	3	1	0	23	52	3	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	131	0	0	10	6	0	6	0	9	2	0	0	0	1	1	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	270	"AWI"	270	525	1157	809	10	0	5	0	1	0	5	1	0	0	3	0	0	51	33	4	0	0	0	3	0	0	0	0	0	0	1	0	0	1	0	169	0	0	7	9	0	7	1	9	5	0	0	0	0	1	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	280	"AWI"	280	559	1182	841	23	0	4	0	6	0	9	3	1	0	0	0	0	67	40	3	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	15	20	0	2	1	15	8	0	0	0	1	3	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	290	"AWI"	290	588	1221	874	28	0	3	0	3	0	3	3	0	0	2	0	0	72	43	6	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	113	0	0	3	7	0	2	0	9	8	0	0	0	0	1	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	300	"AWI"	300	620	1251	904	2	0	3	0	0	0	1	2	0	0	2	1	0	31	83	4	0	0	0	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	4	5	0	3	0	7	1	0	0	0	3	3	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	310	"AWI"	310	646	1285	938	28	1	2	0	0	0	6	1	0	0	1	0	0	66	32	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	124	0	0	7	12	0	4	0	11	5	0	0	0	2	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	320	"AWI"	320	680	1317	971	22	0	1	0	0	0	5	2	0	0	1	0	0	58	40	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	116	0	0	4	14	0	3	0	8	4	0	0	0	0	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	330	"AWI"	330	719	1355	1006	21	0	3	0	1	0	2	1	0	0	3	0	0	67	24	7	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	103	0	0	8	8	0	0	1	5	5	0	0	0	0	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	340	"AWI"	340	750	1394	1038	19	0	3	0	4	0	1	1	0	0	2	0	0	74	15	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	4	5	0	3	0	7	3	0	0	0	1	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	350	"AWI"	350	786	1420	1070	8	0	5	0	0	0	0	1	0	0	1	0	0	43	59	0	0	0	0	15	0	0	1	0	0	0	0	0	3	0	0	89	0	0	16	12	0	7	1	6	2	0	0	0	0	4	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	360	"AWI"	360	812	1458	1102	23	0	3	0	0	0	1	0	1	0	2	0	0	50	22	9	0	0	0	2	0	0	0	0	0	0	8	0	0	0	0	0	0	0	2	16	0	7	0	3	3	0	0	0	1	1	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	370	"AWI"	370	858	1490	1135	30	1	4	0	0	0	1	1	0	0	2	0	0	57	17	2	0	0	0	3	0	0	0	0	0	0	5	0	0	1	0	117	0	0	7	17	0	6	0	3	4	0	0	0	1	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	380	"AWI"	380	891	1531	1168	26	0	3	0	0	0	3	1	0	0	1	0	0	83	29	1	0	0	0	2	0	0	5	0	0	0	2	0	0	0	0	130	0	0	5	4	0	7	0	3	4	0	0	0	0	1	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	390	"AWI"	390	930	1565	1198	21	1	5	1	0	0	3	0	2	0	1	0	0	71	20	2	0	0	0	2	0	2	14	0	0	0	0	0	0	0	3	0	0	0	5	12	0	7	0	8	8	0	0	0	9	1	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	400	"AWI"	400	967	1591	1229	2	0	3	0	0	0	2	0	1	0	3	0	0	32	66	4	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	0	3	0	5	4	0	0	0	1	1	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	410	"AWI"	410	1007	1626	1260	17	0	4	2	1	0	1	0	0	0	0	0	0	54	47	2	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	15	0	9	0	6	5	0	0	0	0	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	420	"AWI"	420	1044	1665	1291	30	0	2	0	1	0	10	4	0	0	1	0	1	86	35	2	0	0	2	5	0	0	0	0	0	0	1	0	0	0	6	0	0	0	5	21	0	7	0	5	21	0	0	0	1	1	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	430	"AWI"	430	1081	1700	1322	24	0	3	0	0	0	6	2	0	0	1	0	0	113	28	2	0	0	0	11	0	0	0	0	0	0	0	0	0	1	8	98	0	0	15	18	0	0	2	4	5	0	0	0	1	1	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	440	"AWI"	440	1127	1735	1352	20	0	4	0	0	0	7	0	0	0	1	0	0	140	12	7	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	10	0	3	0	2	3	0	0	0	4	1	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	450	"AWI"	450	1162	1774	1385	22	1	2	0	0	0	9	0	0	0	0	0	0	95	45	2	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	7	0	3	0	5	6	0	0	0	1	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	460	"AWI"	460	1217	1807	1412	15	0	9	0	0	0	7	3	0	0	2	0	0	43	31	4	0	0	0	12	0	1	0	0	0	0	1	0	0	0	14	0	0	0	13	8	0	6	1	5	6	0	0	0	2	5	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	470	"AWI"	470	1254	1845	1443	20	0	3	0	1	0	11	3	0	0	0	0	0	68	41	4	0	0	0	6	0	1	0	0	0	0	3	0	0	3	0	0	0	0	13	6	0	11	0	7	7	0	0	0	1	4	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	480	"AWI"	480	1312	1884	1479	31	0	4	1	0	0	8	3	0	0	1	0	0	51	35	8	0	0	0	0	0	0	0	0	0	0	2	0	0	0	14	0	0	0	10	5	0	13	0	2	8	0	0	0	0	2	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	490	"AWI"	490	1355	1926	1521	22	0	8	1	3	0	9	4	0	0	2	0	0	103	14	3	0	0	0	5	0	0	0	0	0	0	0	0	0	0	17	0	0	0	9	14	0	6	2	8	5	0	0	0	1	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	500	"AWI"	500	1395	1977	1576	10	0	2	0	0	0	3	0	0	0	3	0	0	61	46	1	0	0	0	6	0	1	0	0	0	0	0	0	0	0	9	0	0	0	8	8	0	3	1	5	8	0	0	0	4	6	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	510	"AWI"	510	1429	2056	1651	19	0	4	0	13	0	2	1	0	0	4	0	0	66	33	4	0	0	0	1	0	0	0	0	0	0	0	0	0	1	21	0	0	0	8	21	0	7	0	7	4	0	0	0	1	5	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	520	"AWI"	520	1468	2163	1720	18	0	4	0	3	0	2	3	0	0	5	0	0	90	13	6	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	9	12	0	9	0	8	9	0	0	0	0	2	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	530	"AWI"	530	1521	2224	1791	15	0	4	2	1	0	8	3	0	0	2	0	0	80	24	2	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	12	18	0	9	1	11	6	0	0	0	2	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	540	"AWI"	540	1554	2321	1860	23	0	7	2	1	0	6	1	0	0	3	0	0	128	16	4	0	0	0	9	0	0	0	0	0	0	1	0	0	1	14	0	0	0	7	15	0	4	0	9	15	0	0	0	0	5	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	550	"AWI"	550	1612	2381	1933	10	0	2	0	0	0	7	0	0	0	1	0	0	95	24	3	0	0	0	9	0	2	0	0	0	0	0	0	0	0	10	0	0	0	15	10	0	10	0	4	3	0	0	0	0	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	560	"AWI"	560	1651	2464	2006	29	0	5	0	0	0	9	1	0	0	2	0	0	138	27	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	9	0	0	0	2	16	0	5	0	3	13	0	0	0	0	1	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	570	"AWI"	570	1718	2520	2073	18	0	7	0	0	0	16	0	0	0	1	0	0	136	21	1	0	0	0	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	4	12	0	2	1	12	5	0	0	0	0	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	580	"AWI"	580	1763	2590	2144	21	0	7	1	1	0	4	2	0	0	2	0	0	60	33	3	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	13	0	8	0	14	11	0	0	0	2	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	590	"AWI"	590	1833	2658	2213	22	0	5	1	0	0	8	4	0	0	0	0	0	86	24	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	14	0	0	0	9	7	0	6	1	5	15	0	0	0	4	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	600	"AWI"	600	1902	2725	2285	11	0	5	3	0	0	7	1	0	0	0	0	0	88	43	0	0	0	0	5	0	2	0	0	0	0	0	0	0	2	0	0	0	0	21	3	0	5	0	5	6	0	0	0	1	4	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	610	"AWI"	610	1965	2795	2357	32	0	21	0	0	0	17	1	0	0	2	0	0	129	16	6	0	0	0	4	0	1	0	0	0	0	0	0	0	1	0	0	0	0	5	22	0	6	1	2	9	0	0	0	0	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	620	"AWI"	620	2034	2850	2429	27	0	20	0	1	0	8	2	0	0	4	0	0	143	20	0	0	1	1	16	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	12	0	3	0	1	19	0	0	0	3	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	630	"AWI"	630	2086	2911	2505	19	0	16	0	4	0	13	6	0	0	0	0	0	141	23	0	0	0	0	21	0	1	0	0	0	0	0	0	0	1	0	0	0	0	11	16	0	0	1	3	17	0	0	0	9	1	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	640	"AWI"	640	2180	2962	2576	46	0	25	0	1	0	8	2	0	0	0	0	0	165	6	0	0	0	0	11	0	1	0	0	0	0	0	0	0	1	0	0	0	0	12	18	0	4	1	3	12	0	0	0	9	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	650	"AWI"	650	2237	3023	2647	50	0	1	0	0	0	4	0	0	0	0	0	0	165	26	0	0	0	0	10	0	2	0	0	0	0	0	0	0	0	0	0	0	0	11	10	0	0	0	3	13	0	0	0	5	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	660	"AWI"	660	2332	3079	2713	44	0	7	0	1	0	8	0	0	0	0	0	0	187	11	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	12	0	3	0	2	16	0	1	0	2	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	670	"AWI"	670	2411	3133	2784	25	0	21	1	0	0	9	3	0	0	0	0	0	177	7	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	13	13	0	5	0	0	11	0	0	0	3	1	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	680	"AWI"	680	2511	3187	2849	26	0	5	0	0	0	20	0	0	0	1	0	0	136	20	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	13	0	4	0	2	12	0	0	0	2	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	690	"AWI"	690	2617	3234	2917	22	1	9	0	0	0	10	2	0	0	3	0	0	73	40	1	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	16	6	0	4	0	2	5	0	0	0	0	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	700	"AWI"	700	2727	3298	2988	23	0	14	0	0	0	1	0	0	0	1	0	0	170	20	0	0	0	0	12	0	0	2	0	0	0	0	0	0	1	0	0	0	0	31	0	0	3	0	0	4	0	0	0	8	0	1
10529	16217	"Lough Moynagh"	53.819506	-6.769384	710	"AWI"	710	2879	3363	3077	29	1	14	0	0	0	8	0	0	0	1	0	0	164	23	1	0	0	0	18	0	2	0	0	0	0	0	0	0	0	0	0	0	0	14	9	0	3	0	0	6	0	0	0	18	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	720	"AWI"	720	2937	3527	3173	40	0	5	1	0	0	3	4	0	0	3	1	0	107	30	0	0	0	0	17	0	0	0	0	0	0	0	0	0	1	0	0	0	0	30	4	0	7	0	3	11	0	0	0	6	1	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	730	"AWI"	730	3038	3818	3344	64	0	3	0	0	0	4	2	0	0	0	0	0	159	24	0	0	0	0	13	0	0	0	0	0	0	0	0	0	1	0	0	0	0	19	0	0	4	0	0	6	0	0	0	15	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	740	"AWI"	740	3089	4277	3494	29	0	3	0	0	0	4	1	0	0	0	0	0	170	20	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	3	0	0	6	0	0	0	11	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	750	"AWI"	750	3202	4512	3665	59	0	2	2	0	0	9	0	0	0	0	0	0	118	8	0	0	0	0	13	0	0	2	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	4	0	0	0	3	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	760	"AWI"	760	3272	4716	3849	56	0	5	0	0	0	19	0	0	0	0	0	0	129	6	2	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	33	0	0	3	0	0	4	0	0	0	6	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	770	"AWI"	770	3388	4947	4027	29	0	5	0	0	0	18	0	0	0	2	0	0	90	14	4	0	0	0	19	0	0	0	0	0	0	0	0	0	0	27	0	0	0	28	0	0	0	0	0	3	0	0	1	1	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	780	"AWI"	780	3492	5139	4219	53	1	7	0	0	0	3	1	0	0	1	0	0	152	16	0	0	0	0	14	0	0	0	0	0	0	0	0	1	0	10	0	0	0	45	2	0	3	0	0	5	0	0	0	8	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	790	"AWI"	790	3595	5397	4397	56	0	4	1	0	0	17	1	0	0	3	0	0	122	15	1	0	0	0	21	0	0	0	0	0	0	0	0	0	0	21	0	0	0	39	2	0	4	0	1	4	0	0	0	5	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	800	"AWI"	800	3748	5544	4582	86	0	0	0	0	0	2	0	0	0	0	0	0	202	6	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	2	0	0	0	15	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	810	"AWI"	810	3842	5765	4762	29	0	0	0	1	0	8	0	0	0	1	0	0	240	5	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	1	0	0	0	4	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	820	"AWI"	820	4040	5891	4942	28	0	0	2	0	0	6	0	0	0	1	0	0	235	9	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	2	0	0	3	0	0	0	18	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	830	"AWI"	830	4166	6082	5130	122	0	0	4	0	0	4	0	0	0	0	0	0	122	13	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	5	1	0	0	0	6	0	0	0	41	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	840	"AWI"	840	4348	6223	5307	61	1	0	0	0	0	12	0	0	0	1	0	0	180	6	0	0	0	0	24	0	1	0	0	0	0	0	0	0	1	0	0	0	1	30	1	0	3	0	0	9	0	0	0	26	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	860	"AWI"	860	4662	6528	5659	75	0	1	3	0	0	4	0	0	0	1	0	0	166	10	1	0	0	0	15	0	0	0	0	0	0	0	0	0	2	8	0	0	0	50	4	0	0	0	0	4	0	0	0	18	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	870	"AWI"	870	4839	6639	5853	100	0	0	1	0	0	9	0	0	0	0	0	0	152	0	1	0	0	0	12	0	3	0	0	0	0	0	0	0	3	0	0	0	0	56	2	0	0	0	0	0	0	0	0	41	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	880	"AWI"	880	5014	6792	6032	80	0	0	0	0	0	3	0	0	0	0	0	0	180	3	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	61	2	0	0	0	0	6	0	0	0	12	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	890	"AWI"	890	5267	6890	6222	75	0	0	1	0	0	6	0	0	0	0	0	0	180	4	0	0	0	0	7	0	1	0	0	0	0	0	0	0	1	0	0	0	0	64	0	0	0	0	0	3	0	0	0	27	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	900	"AWI"	900	5435	7044	6412	52	0	0	0	0	0	4	0	0	0	0	0	0	233	5	0	0	0	0	4	0	2	0	0	0	0	0	0	0	1	0	0	0	0	69	0	0	0	0	0	2	0	0	0	7	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	910	"AWI"	910	5736	7104	6590	74	0	0	1	0	0	10	0	0	0	0	0	0	186	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	64	0	0	0	0	0	1	0	0	0	44	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	920	"AWI"	920	5911	7210	6775	85	0	0	0	0	0	12	0	0	0	0	0	0	160	3	1	0	0	0	3	0	2	0	0	0	0	0	0	0	2	0	0	0	0	48	0	0	0	0	0	0	0	0	0	63	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	930	"AWI"	930	6299	7282	6926	71	0	0	0	0	0	2	0	0	0	0	0	0	224	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	42	0	0	0	0	0	0	0	0	0	51	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	940	"AWI"	940	6673	7346	7090	74	0	0	0	0	0	1	0	0	0	0	0	0	192	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	43	0	0	0	0	0	2	0	0	0	64	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	950	"AWI"	950	6931	7440	7248	70	0	2	1	0	0	3	0	0	0	0	0	0	191	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	39	0	0	0	0	0	2	0	0	0	51	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	960	"AWI"	960	7079	7608	7386	85	0	1	1	0	0	5	1	0	0	0	0	0	153	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	51	2	0	0	0	0	4	0	0	0	16	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	970	"AWI"	970	7162	7926	7500	60	0	0	2	0	0	5	0	0	0	0	0	0	196	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	7	0	0	0	0	37	2	0	0	0	0	3	0	0	0	19	0	0
10529	16217	"Lough Moynagh"	53.819506	-6.769384	980	"AWI"	980	7242	8127	7622	53	0	0	1	0	0	5	0	0	0	0	0	0	210	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	50	0	0	0	0	0	1	1	0	0	29	0	0
