"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Iridaceae"	"Juniperus"	"Lamiaceae"	"Lentibulariaceae"	"Ligustrum"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
2986	3890	"Åsbotorpsjön"	58.40981	13.81996	874	"AWI"	874	10143	10635	10368	0	2	0	4	0	363	0	2	0	0	0	1	0	36	49	3	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	730	0	22	10	0	2	0	0	3	1	23	0	0	0	0	0	0	0	0	0
2986	3890	"Åsbotorpsjön"	58.40981	13.81996	876	"AWI"	876	10247	10703	10444	0	0	0	5	0	386	0	0	0	0	0	1	0	41	20	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	639	0	46	2	0	4	0	0	0	0	15	1	0	1	0	0	0	5	0	0
2986	3890	"Åsbotorpsjön"	58.40981	13.81996	878	"AWI"	878	10293	10835	10517	0	0	0	0	0	527	0	0	0	0	0	0	0	41	72	2	1	0	1	0	0	0	1	0	1	0	13	0	0	0	0	0	0	0	746	0	52	0	0	4	0	0	0	0	41	0	0	0	0	0	0	7	0	0
2986	3890	"Åsbotorpsjön"	58.40981	13.81996	880	"AWI"	880	10406	10929	10645	0	0	1	2	0	444	1	0	0	0	0	0	0	32	23	7	0	0	0	0	1	0	5	0	0	0	20	0	0	0	0	0	3	0	424	0	45	1	0	3	1	0	0	1	23	0	0	2	0	0	0	2	0	0
2986	3890	"Åsbotorpsjön"	58.40981	13.81996	882	"AWI"	882	10461	11070	10769	0	0	2	4	0	506	2	0	0	0	7	0	0	41	42	12	0	0	0	0	0	0	7	0	0	0	43	0	0	0	0	0	1	0	464	0	58	0	0	6	0	0	0	0	36	0	0	2	1	0	0	7	6	0
2986	3890	"Åsbotorpsjön"	58.40981	13.81996	884	"AWI"	884	10622	11212	10912	0	0	0	3	0	737	0	0	0	0	7	0	0	29	36	8	0	0	0	0	0	0	1	0	0	0	14	0	0	0	0	0	2	7	537	0	81	5	0	1	0	0	0	2	35	0	0	0	3	0	0	3	0	0
2986	3890	"Åsbotorpsjön"	58.40981	13.81996	886	"AWI"	886	10775	11347	11096	0	1	0	0	0	673	0	3	0	0	1	2	0	32	44	10	0	0	0	0	0	0	4	0	0	0	82	0	0	0	0	0	0	3	355	0	74	4	0	4	0	0	0	2	35	0	0	0	1	1	0	3	1	0
2986	3890	"Åsbotorpsjön"	58.40981	13.81996	888	"AWI"	888	10849	11613	11233	0	6	0	13	0	592	1	8	0	0	0	0	0	11	93	13	0	0	0	0	0	0	6	0	0	0	368	0	0	0	0	2	0	3	274	0	84	3	0	2	0	0	0	5	66	0	0	0	0	5	0	8	6	0
2986	3890	"Åsbotorpsjön"	58.40981	13.81996	890	"AWI"	890	11090	11778	11436	0	2	2	9	0	611	0	0	0	0	0	0	0	8	70	14	0	0	0	0	0	4	6	0	0	0	751	0	0	0	0	0	0	0	399	0	94	2	0	5	0	0	3	7	64	0	0	0	0	0	0	4	7	0
2986	3890	"Åsbotorpsjön"	58.40981	13.81996	892	"AWI"	892	11212	12101	11640	0	4	0	6	0	795	0	0	0	2	0	0	0	12	82	6	0	0	0	0	0	0	2	0	0	0	364	0	0	0	1	0	1	0	340	0	187	0	0	3	0	0	0	7	76	0	0	0	0	0	0	14	9	0
2986	3890	"Åsbotorpsjön"	58.40981	13.81996	894	"AWI"	894	11480	12338	11870	0	5	0	12	0	940	0	3	0	0	0	0	0	3	74	0	0	0	0	0	0	1	0	0	1	0	83	0	1	0	1	0	0	0	418	0	223	0	0	0	0	0	0	8	40	0	0	0	0	0	0	21	4	0
2986	3890	"Åsbotorpsjön"	58.40981	13.81996	896	"AWI"	896	11812	12477	12146	23	3	0	10	0	680	0	0	0	0	0	0	0	18	53	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	268	0	156	0	0	0	0	0	0	9	43	0	0	0	0	0	2	21	0	0
2986	3890	"Åsbotorpsjön"	58.40981	13.81996	898	"AWI"	898	11975	12781	12415	8	5	1	15	0	543	0	0	0	0	0	0	0	3	77	5	0	0	0	0	0	0	5	0	0	1	60	0	0	0	0	0	0	2	342	0	127	0	0	7	0	0	0	24	80	0	0	0	0	0	0	0	21	0
2986	3890	"Åsbotorpsjön"	58.40981	13.81996	900	"AWI"	900	12421	13016	12738	10	6	1	21	0	423	0	0	0	1	0	0	0	10	52	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	1	2	533	0	108	2	0	3	2	0	2	51	68	0	0	0	1	0	1	0	9	0
2986	3890	"Åsbotorpsjön"	58.40981	13.81996	902	"AWI"	902	12716	13370	13061	11	12	2	78	0	477	0	0	0	3	0	0	0	1	66	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	480	0	191	0	0	5	0	0	4	12	69	0	0	0	0	0	0	0	3	0
2986	3890	"Åsbotorpsjön"	58.40981	13.81996	904	"AWI"	904	13091	13712	13361	0	12	1	159	0	351	0	0	0	14	0	0	0	0	57	0	0	0	0	0	0	0	2	0	0	0	51	0	0	0	0	0	0	0	348	0	249	0	0	0	0	0	3	14	76	0	0	0	1	0	0	0	17	0
2986	3890	"Åsbotorpsjön"	58.40981	13.81996	906	"AWI"	906	13242	14193	13620	0	67	0	517	0	418	0	0	0	21	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	645	0	195	0	0	1	0	0	1	14	45	0	0	0	0	3	0	0	1	0
2986	3890	"Åsbotorpsjön"	58.40981	13.81996	908	"AWI"	908	13319	14892	13859	0	54	2	375	0	202	3	1	0	0	0	0	0	5	32	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	271	0	183	0	0	2	0	0	0	10	24	0	0	0	0	0	0	0	2	0
2986	3890	"Åsbotorpsjön"	58.40981	13.81996	910	"AWI"	910	13641	15221	14289	0	52	2	364	0	324	0	0	0	4	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	1	591	0	175	0	0	0	0	0	0	18	13	0	0	0	0	6	0	1	8	0
2986	3890	"Åsbotorpsjön"	58.40981	13.81996	912	"AWI"	912	13819	15816	14731	0	63	4	511	0	252	6	0	0	22	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	1	497	0	147	0	0	0	0	0	0	42	43	0	0	0	0	11	0	0	0	0
2986	3890	"Åsbotorpsjön"	58.40981	13.81996	914	"AWI"	914	14255	16528	15688	0	66	0	0	0	319	0	0	0	8	0	2	0	6	90	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	2	0	0	0	142	0	0	0	0	0	0	10	11	0	0	0	0	5	0	0	0	0
2986	3890	"Åsbotorpsjön"	58.40981	13.81996	916	"AWI"	916	14591	18528	17369	0	115	0	538	0	272	0	0	0	17	0	11	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	0	240	0	0	0	2	0	4	3	46	0	0	0	0	10	0	0	0	0
