"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crataegus"	"Cyperaceae"	"Ephedraceae"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Grossulariaceae"	"Hypericaceae"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Loranthaceae"	"Lythraceae"	"Melanthiaceae"	"Oleaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Verbenaceae"	"Viburnum"	"Violaceae"	"Vitaceae"
3212	4170	"Kupena"	41.98333	24.33333	50	"AWI"	50	7776	8647	8175	1	0	10	1	1	0	0	8	0	0	22	0	1	0	0	0	0	1	1	0	2	25	0	294	0	3	0	0	0	0	0	0	0	2	0	0	12	0	0	6	0	0	1	0	0	0	5	0	4	35	0	0	2	0	0	0	293	0	1	0	1	4	1	0	0	0	0	0	1	1	39	66	0	0	0	0	2
3212	4170	"Kupena"	41.98333	24.33333	55	"AWI"	55	8060	8830	8355	6	5	12	3	0	0	1	22	0	0	70	0	5	0	0	0	0	2	2	0	5	55	0	447	0	4	2	0	2	83	0	0	0	4	0	0	5	0	0	13	0	0	0	0	0	0	21	0	6	75	2	0	8	0	0	0	578	0	2	0	6	9	6	0	0	0	0	3	1	6	62	139	0	4	3	1	0
3212	4170	"Kupena"	41.98333	24.33333	60	"AWI"	60	8190	9108	8541	0	2	7	7	0	0	2	8	0	0	24	0	3	1	0	0	0	1	0	0	5	7	1	98	1	4	0	0	0	0	0	0	0	1	1	0	18	0	0	5	0	0	0	0	0	0	9	0	0	28	0	0	2	0	0	0	285	0	1	0	3	4	4	0	0	0	0	0	2	1	35	80	0	0	1	0	0
3212	4170	"Kupena"	41.98333	24.33333	65	"AWI"	65	8395	9424	8843	0	1	9	2	1	0	0	11	0	0	30	0	3	2	0	0	0	1	2	0	2	24	0	176	0	3	3	0	0	0	0	0	0	1	0	0	3	0	7	9	0	0	0	0	0	3	7	0	2	29	0	0	0	0	0	0	535	0	4	0	4	7	3	2	0	0	0	0	0	4	38	86	0	1	0	0	0
3212	4170	"Kupena"	41.98333	24.33333	70	"AWI"	70	8491	10010	9115	0	0	3	2	0	0	0	10	0	0	35	0	0	0	0	0	0	0	2	1	0	3	0	211	0	0	0	0	0	0	2	0	0	2	0	0	12	0	0	7	0	0	0	0	0	0	6	0	1	17	0	4	0	0	0	0	375	0	2	0	3	6	2	0	0	0	0	0	2	0	24	77	0	0	0	0	0
3212	4170	"Kupena"	41.98333	24.33333	75	"AWI"	75	8780	10196	9447	2	0	7	5	0	0	0	7	0	0	13	0	1	0	2	0	0	0	2	0	0	3	0	204	0	0	0	0	1	0	1	0	1	1	0	0	3	0	0	8	0	0	0	0	0	0	4	0	1	26	0	0	0	0	0	0	217	0	0	0	4	6	3	0	0	0	0	1	1	1	12	53	0	0	0	0	0
3212	4170	"Kupena"	41.98333	24.33333	80	"AWI"	80	8939	10537	9764	1	0	0	8	0	0	0	2	0	0	33	0	7	0	0	0	0	1	1	0	1	3	0	293	0	0	0	0	0	0	1	0	0	0	0	0	2	0	8	10	0	0	0	0	0	0	0	0	0	44	2	0	0	0	0	0	112	0	0	0	3	6	1	0	0	0	0	0	0	1	6	40	0	0	0	0	2
3212	4170	"Kupena"	41.98333	24.33333	85	"AWI"	85	9428	10661	10056	3	1	8	10	0	0	0	19	0	0	58	0	6	3	2	0	0	0	0	0	0	0	0	349	0	0	0	0	2	0	1	0	0	1	0	0	3	0	4	10	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	81	0	1	0	1	19	2	0	0	0	0	0	1	1	9	21	1	2	0	0	1
3212	4170	"Kupena"	41.98333	24.33333	90	"AWI"	90	9699	10959	10365	0	1	5	11	6	0	0	12	0	0	70	0	7	1	1	0	0	0	1	0	0	0	0	425	4	1	0	0	1	0	4	0	0	0	0	1	9	0	0	11	0	0	0	0	0	0	4	0	0	19	0	0	0	0	0	0	21	0	0	0	4	12	5	1	0	0	0	0	1	0	4	7	1	0	0	0	0
3212	4170	"Kupena"	41.98333	24.33333	95	"AWI"	95	9969	11135	10580	0	0	8	13	1	0	1	32	1	0	39	0	2	0	0	0	0	0	1	0	0	0	1	988	3	0	0	0	0	0	1	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	7	9	3	0	0	0	0	0	0	6	0	0	0	0	0	0	0
3212	4170	"Kupena"	41.98333	24.33333	100	"AWI"	100	10128	11469	10780	1	0	1	95	0	0	1	153	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	1053	8	0	0	2	0	0	49	1	0	4	0	0	10	0	0	0	0	1	0	0	0	0	0	1	1	30	0	0	0	0	0	0	15	0	0	0	13	3	8	0	0	0	0	0	1	4	0	0	0	0	0	0	0
3212	4170	"Kupena"	41.98333	24.33333	105	"AWI"	105	10373	11639	10981	0	0	0	132	0	0	0	187	0	0	16	0	0	0	1	0	0	0	1	0	1	0	0	1132	7	0	0	0	4	0	9	0	0	0	1	0	12	0	0	1	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	18	0	0	0	6	5	2	0	0	0	0	0	1	2	1	1	1	0	0	0	0
3212	4170	"Kupena"	41.98333	24.33333	110	"AWI"	110	10527	11947	11177	0	0	1	55	0	0	0	184	0	0	17	0	0	0	0	0	0	1	1	0	2	2	0	668	1	3	0	0	0	0	5	0	0	0	1	0	3	0	0	1	0	0	3	0	0	0	2	0	3	19	0	0	0	0	0	0	6	0	0	0	2	4	10	0	0	0	0	0	0	5	0	0	1	0	1	0	0
3212	4170	"Kupena"	41.98333	24.33333	115	"AWI"	115	10834	12190	11420	0	1	0	132	0	0	0	263	0	0	33	0	0	1	0	0	0	0	1	0	2	3	0	996	7	0	0	0	0	0	6	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	18	0	0	0	3	2	5	0	1	0	0	0	1	1	1	2	0	0	0	0	0
3212	4170	"Kupena"	41.98333	24.33333	120	"AWI"	120	10997	12523	11664	2	0	5	692	6	0	0	292	0	0	106	0	9	0	0	0	0	0	0	0	0	2	0	694	28	0	0	0	0	0	2	1	0	1	0	0	22	0	0	1	0	0	0	0	0	0	3	0	0	417	0	0	0	0	0	0	42	0	1	0	12	25	6	0	0	0	0	0	0	4	1	5	7	0	0	0	0
3212	4170	"Kupena"	41.98333	24.33333	125	"AWI"	125	11337	12923	12045	0	0	0	24	0	0	0	98	0	0	56	0	1	0	0	0	0	0	0	0	2	1	0	503	10	0	0	0	0	0	0	0	0	6	0	0	22	0	0	1	0	0	0	0	1	0	4	0	0	313	0	0	0	0	0	0	17	0	1	0	7	9	3	1	0	0	0	0	0	9	0	3	8	1	1	0	0
3212	4170	"Kupena"	41.98333	24.33333	130	"AWI"	130	11489	13646	12384	0	1	2	10	5	13	0	52	0	0	15	0	2	0	3	0	0	0	0	0	3	2	0	584	2	0	0	0	0	0	0	0	0	0	1	0	39	0	0	2	0	0	0	0	0	0	0	0	0	374	0	0	0	0	0	0	5	0	0	0	3	2	2	0	0	0	0	0	6	3	0	0	6	0	0	1	0
3212	4170	"Kupena"	41.98333	24.33333	135	"AWI"	135	11901	13930	12800	0	0	0	45	0	0	1	129	0	0	51	0	0	0	1	0	0	0	2	0	4	0	0	183	6	0	0	0	0	0	0	0	0	2	1	0	79	0	0	6	0	0	0	0	0	0	0	0	0	320	0	4	0	0	0	0	8	0	0	0	19	10	10	0	0	0	0	2	2	6	1	0	7	0	0	0	0
3212	4170	"Kupena"	41.98333	24.33333	140	"AWI"	140	12109	14491	13208	0	0	1	39	0	0	3	72	0	0	20	0	1	0	1	0	5	0	0	0	1	1	0	117	0	3	0	0	0	0	6	0	1	0	2	0	73	0	0	13	1	0	2	0	0	0	7	0	0	137	0	4	0	0	0	0	3	0	0	0	8	13	9	0	1	0	0	1	1	0	0	1	5	0	0	3	0
3212	4170	"Kupena"	41.98333	24.33333	145	"AWI"	145	12774	14745	13555	0	0	0	23	0	0	0	106	0	0	21	0	0	0	1	0	0	0	0	0	2	0	0	132	3	0	0	0	4	0	0	0	0	0	0	0	66	0	0	4	0	0	0	0	0	9	4	0	0	133	0	0	0	0	0	0	5	0	0	0	8	8	6	0	0	0	0	1	2	3	0	0	6	0	0	0	0
3212	4170	"Kupena"	41.98333	24.33333	150	"AWI"	150	13110	15210	13919	1	0	0	30	0	0	0	80	0	0	6	0	3	0	0	0	0	0	0	0	2	0	0	99	3	2	0	0	0	0	0	0	1	0	0	0	37	0	0	5	0	0	0	0	0	32	7	0	0	25	0	0	0	0	0	0	5	0	1	0	2	9	2	0	1	0	0	0	0	3	0	1	0	0	0	5	0
