"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Cannabaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	578	"AWI"	578	7129	7815	7480	1	0	5	0	3	2	0	57	2	0	0	69	12	0	2	0	0	0	1	0	0	1	2	0	0	1	79	6	0	1	1	0	0	1	16	27
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	586	"AWI"	586	7277	7973	7647	0	0	8	0	4	5	0	55	0	0	0	93	3	0	2	3	0	0	0	0	0	5	5	0	0	0	70	0	1	0	0	0	0	1	6	21
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	594	"AWI"	594	7424	8108	7825	0	0	1	0	8	4	0	24	0	0	0	104	2	0	2	0	0	1	1	0	0	4	2	0	0	0	82	11	1	1	2	0	2	0	13	35
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	602	"AWI"	602	7675	8197	7977	0	0	4	0	1	5	0	97	0	0	0	103	6	2	2	7	0	0	0	0	0	1	6	0	0	0	65	0	0	0	1	2	0	1	14	27
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	610	"AWI"	610	7810	8303	8081	0	0	11	0	1	4	0	37	0	0	0	160	1	0	1	0	0	0	0	0	0	2	5	0	0	0	80	3	2	1	1	1	3	0	24	36
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	618	"AWI"	618	7903	8413	8160	0	0	5	0	4	4	4	99	0	0	0	98	12	0	2	5	0	0	3	0	4	2	3	0	0	0	66	15	0	6	1	0	1	1	23	38
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	626	"AWI"	626	7974	8516	8228	0	0	7	0	3	0	0	10	0	0	1	229	3	0	1	6	0	3	0	0	0	2	6	0	0	0	65	10	0	4	1	0	0	1	22	43
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	634	"AWI"	634	8049	8633	8295	0	1	5	0	0	5	0	13	0	1	4	239	1	0	0	5	0	0	1	0	0	7	5	0	0	0	75	7	0	1	1	2	1	1	6	32
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	642	"AWI"	642	8141	8720	8362	0	1	14	0	1	1	0	16	0	0	0	123	0	0	0	14	0	5	2	0	0	4	2	0	0	0	107	10	0	1	1	0	2	0	21	38
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	650	"AWI"	650	8220	8804	8426	0	0	7	0	8	2	0	6	0	0	0	168	3	0	0	11	0	2	3	0	0	10	6	0	0	0	59	5	0	1	1	3	4	3	13	34
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	658	"AWI"	658	8312	8883	8487	0	1	0	1	1	3	0	2	0	0	0	266	6	0	1	5	0	1	0	0	0	1	7	0	0	0	46	2	1	0	1	0	0	3	9	27
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	666	"AWI"	666	8434	8969	8574	0	0	6	0	6	2	0	5	0	0	1	158	10	0	0	11	0	0	0	0	0	5	7	0	0	0	61	7	0	0	0	1	1	2	7	27
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	672	"AWI"	672	8529	9076	8718	0	2	5	1	3	10	0	0	0	0	0	250	2	0	0	0	0	0	0	0	0	4	4	0	0	0	53	9	0	0	0	0	1	2	5	18
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	674	"AWI"	674	8546	9130	8767	0	0	2	0	0	1	0	7	0	0	0	182	3	0	0	6	0	0	0	0	0	2	1	0	0	0	63	3	0	0	1	0	2	5	9	24
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	676	"AWI"	676	8609	9189	8829	0	0	2	0	4	3	2	6	0	0	0	144	4	0	0	0	0	0	0	0	0	2	10	0	0	0	64	7	0	1	0	0	1	0	9	23
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	678	"AWI"	678	8639	9294	8892	0	0	5	0	0	4	0	2	0	0	0	205	7	0	0	0	0	1	0	2	0	1	4	0	0	0	77	3	0	0	0	2	2	0	4	24
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	680	"AWI"	680	8663	9419	8954	0	0	4	0	1	0	0	6	0	0	0	164	3	0	0	6	0	1	0	5	0	2	5	0	0	0	63	8	0	0	0	0	0	2	4	24
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	682	"AWI"	682	8680	9565	9011	0	0	0	0	0	3	0	0	0	0	0	218	2	0	0	0	0	0	2	0	0	2	8	0	0	0	101	14	0	0	0	0	0	1	2	23
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	684	"AWI"	684	8692	9729	9061	0	0	2	0	3	2	0	5	0	0	0	193	6	0	0	0	0	0	0	0	0	4	6	0	0	0	63	6	0	0	0	1	0	0	6	19
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	686	"AWI"	686	8742	9771	9124	1	1	1	0	0	2	0	5	0	1	0	161	2	0	0	0	0	0	0	0	0	1	8	0	0	0	78	5	0	0	0	1	1	0	12	23
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	688	"AWI"	688	8777	9849	9184	0	0	0	0	5	5	2	3	0	0	0	137	1	0	0	0	0	0	0	1	0	4	17	0	0	0	105	2	0	1	1	0	3	0	4	15
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	690	"AWI"	690	8801	9934	9244	0	0	2	0	2	6	3	22	0	0	0	66	5	0	0	0	0	0	3	0	0	2	30	0	0	0	158	1	0	0	0	2	0	3	5	23
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	692	"AWI"	692	8826	10031	9297	0	0	0	0	3	4	3	41	0	0	1	16	6	0	0	0	0	0	0	3	0	1	59	0	0	0	67	5	0	1	2	0	4	6	5	17
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	694	"AWI"	694	8847	10166	9351	0	0	1	2	0	10	0	83	0	0	0	3	4	0	0	0	0	1	0	1	0	1	152	0	0	0	6	0	0	0	1	0	2	0	0	3
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	696	"AWI"	696	8904	10213	9418	0	1	3	1	0	12	2	150	0	0	0	1	3	0	0	0	0	0	0	4	0	2	234	0	0	4	1	0	0	1	0	0	4	0	0	0
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	698	"AWI"	698	8950	10284	9481	0	0	1	1	0	9	0	232	0	0	0	6	13	0	0	0	0	0	0	2	0	2	233	0	0	1	1	0	0	0	0	0	4	0	0	5
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	700	"AWI"	700	8983	10376	9540	0	0	1	0	1	15	0	134	0	0	0	0	6	0	0	0	0	0	0	6	0	2	241	0	0	0	1	0	0	1	0	0	6	2	0	0
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	702	"AWI"	702	9008	10456	9600	0	0	1	0	0	8	4	81	0	0	0	0	5	0	0	0	0	0	0	11	0	1	291	0	0	0	5	0	0	0	0	0	7	1	0	1
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	704	"AWI"	704	9031	10561	9659	0	0	1	0	2	10	0	140	0	0	0	1	5	0	0	0	0	0	0	11	0	2	100	0	58	1	3	0	0	2	1	0	13	1	0	1
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	706	"AWI"	706	9090	10605	9724	0	0	3	0	1	18	0	86	0	0	0	6	10	0	0	0	0	0	0	7	0	10	125	0	0	0	0	0	2	0	1	0	10	0	0	0
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	708	"AWI"	708	9139	10687	9784	0	0	1	3	1	26	7	87	0	0	0	0	2	0	0	0	0	0	0	17	0	8	202	0	0	0	4	0	0	0	2	0	11	1	0	0
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	710	"AWI"	710	9179	10771	9847	0	0	1	1	2	27	3	80	0	1	0	0	4	0	0	0	0	2	0	12	0	0	144	0	0	0	2	0	0	0	2	0	10	0	0	0
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	714	"AWI"	714	9243	10965	9967	0	0	0	2	5	33	2	115	0	0	0	1	13	0	0	0	0	3	0	20	0	16	86	0	0	0	0	0	0	0	2	1	11	1	0	0
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	722	"AWI"	722	9438	11218	10205	1	0	1	1	2	22	6	52	0	0	1	1	7	0	1	0	0	1	0	57	0	9	112	0	0	0	0	0	0	0	0	0	4	1	0	2
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	730	"AWI"	730	9645	11484	10448	2	0	1	1	1	30	3	37	0	0	0	0	28	0	0	0	0	16	0	15	0	37	87	1	0	0	0	0	0	0	2	0	5	0	0	0
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	732	"AWI"	732	9680	11550	10507	3	0	0	0	1	12	0	38	0	0	1	12	12	0	1	0	0	13	0	15	0	25	162	0	0	0	13	0	2	0	2	1	1	0	0	2
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	738	"AWI"	738	9840	11760	10692	0	0	0	1	0	21	6	35	0	0	0	1	9	0	0	0	0	7	0	34	0	8	134	0	0	0	0	0	0	0	3	0	1	0	0	0
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	746	"AWI"	746	10006	12028	10941	0	1	0	3	3	29	0	77	0	0	0	1	29	0	0	0	0	15	1	24	0	12	156	0	0	0	0	0	1	0	0	0	1	1	0	0
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	754	"AWI"	754	10190	12309	11185	0	0	0	4	4	34	3	17	0	0	0	1	26	0	0	0	0	5	0	21	0	75	86	0	0	0	1	0	0	0	0	0	1	3	0	0
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	762	"AWI"	762	10423	12507	11426	0	0	0	3	0	66	0	26	0	0	0	0	13	0	0	0	0	9	0	5	0	61	67	0	0	0	1	0	0	0	2	2	3	1	0	0
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	770	"AWI"	770	10653	12738	11666	2	0	0	4	1	67	0	44	0	1	1	0	28	0	0	0	0	8	0	5	0	22	57	0	0	0	1	0	2	0	0	1	13	5	0	0
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	778	"AWI"	778	10872	12974	11913	0	0	0	4	4	61	0	29	0	0	3	1	23	0	0	0	0	7	1	10	0	35	70	0	0	0	0	0	1	0	1	2	1	4	0	0
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	786	"AWI"	786	11099	13197	12171	0	0	0	8	3	45	0	22	0	0	1	2	34	0	0	0	0	10	0	10	0	55	45	0	51	0	0	0	0	1	2	2	4	6	0	1
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	794	"AWI"	794	11291	13407	12405	1	0	0	8	1	50	5	14	0	1	0	6	35	0	0	0	0	7	0	4	0	26	85	0	0	0	1	0	8	1	4	2	0	0	0	0
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	802	"AWI"	802	11585	13613	12661	0	0	0	2	2	29	0	9	0	1	2	0	40	0	0	0	0	32	1	5	0	51	66	1	0	0	2	0	6	0	0	0	1	2	0	1
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	810	"AWI"	810	11840	13805	12915	0	0	0	3	1	51	5	14	0	0	3	0	44	0	0	0	0	17	0	11	0	35	67	0	40	0	0	0	8	2	1	2	3	1	0	0
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	818	"AWI"	818	12100	14014	13153	0	0	0	3	4	42	0	7	0	0	6	3	34	0	0	0	0	7	0	3	0	12	114	0	0	0	0	0	12	0	2	2	4	5	0	0
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	826	"AWI"	826	12398	14209	13397	0	0	0	4	3	36	0	33	0	0	0	3	30	0	0	0	0	26	0	4	0	31	49	1	0	0	3	0	8	0	4	2	4	1	0	2
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	834	"AWI"	834	12660	14422	13634	0	0	0	2	4	42	3	27	0	0	3	1	23	0	0	0	0	13	0	4	0	16	74	0	0	0	2	0	9	1	3	5	3	6	0	1
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	842	"AWI"	842	12979	14587	13863	0	0	0	8	2	29	0	12	0	2	2	0	23	0	0	0	0	24	2	5	0	23	99	0	0	0	1	0	5	0	2	10	0	1	0	0
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	850	"AWI"	850	13353	14735	14104	1	0	0	5	4	34	0	5	0	0	1	1	25	0	0	0	0	20	0	2	0	5	111	0	0	0	3	0	8	1	2	5	4	0	0	0
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	858	"AWI"	858	13738	14902	14334	1	0	0	2	2	30	2	5	0	0	1	1	23	0	0	0	0	13	0	2	0	64	112	0	0	0	0	0	7	1	0	3	6	4	0	0
26003	44951	"Kis-Mohos Tó"	48.337174	20.42481	866	"AWI"	866	14088	15086	14563	5	0	0	6	1	39	6	11	0	0	1	0	41	0	0	0	0	13	0	5	0	33	59	0	0	0	2	0	16	1	0	0	3	2	1	0
