"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Euonymus"	"Fabaceae"	"Fagus"	"Fraxinus"	"Grossulariaceae"	"Ligustrum"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
14264	22316	"Anenské údolí"	50.58861	16.1175	85	"AWI"	85	2572	3770	3183	186	4	25	0	0	0	4	0	36	0	0	0	0	0	21	5	0	0	0	74	2	0	0	11	120	36	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	4	19	0
14264	22316	"Anenské údolí"	50.58861	16.1175	95	"AWI"	95	2841	4015	3479	97	0	27	0	0	0	0	0	32	0	0	0	0	0	38	6	0	0	0	83	2	0	0	12	106	68	0	0	0	0	0	35	0	0	0	0	0	0	2	0	2	0	9	20	0
14264	22316	"Anenské údolí"	50.58861	16.1175	105	"AWI"	105	3148	4259	3777	44	6	63	0	0	0	2	0	13	0	0	0	0	0	76	7	0	0	0	93	0	0	0	17	74	30	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	24	9	2
14264	22316	"Anenské údolí"	50.58861	16.1175	120	"AWI"	120	3642	4569	4205	5	4	46	0	0	1	3	0	41	0	0	0	0	0	58	2	0	0	0	25	11	0	0	12	157	27	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	10	26	0
14264	22316	"Anenské údolí"	50.58861	16.1175	130	"AWI"	130	4167	4727	4457	0	3	40	0	0	0	3	0	14	0	0	0	0	0	58	1	4	0	0	7	2	0	0	2	110	15	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	6	14	0
14264	22316	"Anenské údolí"	50.58861	16.1175	140	"AWI"	140	4480	4964	4678	0	8	48	0	0	0	2	0	34	0	0	0	0	0	90	0	0	0	0	14	2	0	0	2	182	60	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	1	17	30	0
14264	22316	"Anenské údolí"	50.58861	16.1175	150	"AWI"	150	4592	5209	4869	1	4	37	1	0	0	3	0	34	1	0	0	0	0	230	1	0	0	0	10	6	0	0	0	164	44	0	0	0	0	1	20	0	0	1	0	0	0	0	0	0	0	32	18	0
14264	22316	"Anenské údolí"	50.58861	16.1175	160	"AWI"	160	4735	5385	5056	1	2	38	0	0	0	5	0	20	0	0	0	0	0	155	1	3	0	0	2	1	1	0	0	66	22	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	18	54	0
14264	22316	"Anenské údolí"	50.58861	16.1175	165	"AWI"	165	4881	5456	5146	0	5	67	0	0	1	6	0	40	2	1	0	0	0	132	0	8	0	0	1	21	0	0	1	125	53	0	0	0	0	0	51	0	0	1	0	2	2	0	0	2	0	33	53	0
14264	22316	"Anenské údolí"	50.58861	16.1175	180	"AWI"	180	5266	7284	5973	0	0	40	1	0	0	2	0	46	0	0	0	0	0	240	6	0	0	0	1	8	0	0	0	62	49	0	0	0	0	18	31	0	0	0	0	0	0	0	0	0	0	52	71	0
14264	22316	"Anenské údolí"	50.58861	16.1175	190	"AWI"	190	5718	7986	6805	0	4	35	1	0	0	2	0	29	0	0	0	0	0	110	3	0	0	0	0	6	0	0	0	87	79	0	0	0	0	0	21	0	0	0	0	0	1	0	0	1	0	48	58	0
14264	22316	"Anenské údolí"	50.58861	16.1175	200	"AWI"	200	6366	8487	7671	0	0	63	1	0	1	1	0	47	0	1	0	0	0	240	1	0	0	0	0	3	0	0	0	35	35	0	0	0	0	0	23	0	0	0	0	2	2	1	0	1	1	68	73	0
14264	22316	"Anenské údolí"	50.58861	16.1175	205	"AWI"	205	7287	8608	8060	0	0	34	0	0	1	3	0	36	0	0	0	0	0	322	16	3	0	0	0	0	0	0	0	42	78	0	0	4	0	12	20	0	0	0	0	0	0	0	0	3	3	36	80	0
14264	22316	"Anenské údolí"	50.58861	16.1175	210	"AWI"	210	7863	8857	8490	0	2	16	0	0	0	1	0	27	0	0	0	0	0	240	3	0	0	0	0	2	0	0	0	20	33	0	0	5	0	32	9	0	0	0	0	5	2	0	0	0	0	30	23	0
14264	22316	"Anenské údolí"	50.58861	16.1175	215	"AWI"	215	8506	8972	8707	0	0	12	0	0	0	2	0	16	0	0	0	0	0	240	4	0	0	0	0	1	0	0	0	23	66	0	0	13	0	1	29	0	0	0	0	0	0	0	0	0	1	26	52	1
14264	22316	"Anenské údolí"	50.58861	16.1175	220	"AWI"	220	8634	9628	8962	0	0	8	0	0	0	0	0	23	0	1	0	0	0	265	8	0	0	0	0	2	0	0	0	22	58	0	0	12	0	12	12	0	0	0	0	0	2	1	0	0	0	23	44	5
