"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Arctostaphylos"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Celastraceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Ligustrum"	"Liliaceae"	"Melanthiaceae"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"	"Vitaceae"
15748	24188	"Hopschensee"	46.2525	8.02306	45.3	"AWI"	45.3	842.7	1159.3	989.6	3	0	64	1	0	0	0	0	2	0	11	0	0	0	0	0	0	0	1	0	1	0	6	0	33	0	0	0	0	0	7	0	0	4	0	0	0	1	27	0	2	0	0	0	0	1	0	0	22	57	0	0	0	0	0	0	0	0	4	0	6	0	0	0	3	1	0	0	0	0	0	1	0	3	0	0	0
15748	24188	"Hopschensee"	46.2525	8.02306	46.3	"AWI"	46.3	907.5	1171.5	1022.2	3	1	74	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	3	0	0	0	11	0	41	0	0	0	0	0	5	0	0	0	0	1	0	1	29	0	4	0	0	0	0	0	0	0	28	69	0	0	0	0	0	0	0	0	7	0	11	0	3	0	0	0	0	0	0	0	2	0	0	2	1	0	0
15748	24188	"Hopschensee"	46.2525	8.02306	47.3	"AWI"	47.3	956.8	1189.2	1057.7	4	0	83	2	0	0	1	0	5	0	1	0	1	0	0	0	0	0	3	0	0	0	7	0	31	0	0	0	0	0	4	0	0	0	0	0	0	1	23	0	8	0	0	1	0	0	0	0	16	66	0	0	0	0	0	0	0	0	4	0	8	0	3	0	0	1	0	0	0	1	3	0	0	2	0	0	1
15748	24188	"Hopschensee"	46.2525	8.02306	48.3	"AWI"	48.3	988.6	1217.4	1097	3	1	76	1	1	0	0	0	2	0	3	0	0	0	0	0	0	0	1	0	0	1	13	0	40	0	0	0	0	0	8	0	0	0	1	0	0	1	22	0	3	0	0	0	1	0	0	0	16	72	0	0	0	0	0	0	0	0	2	0	9	0	3	0	0	1	0	0	0	0	0	1	0	4	0	0	1
15748	24188	"Hopschensee"	46.2525	8.02306	49.3	"AWI"	49.3	1009.1	1257.8	1135.8	2	1	60	0	0	0	0	0	3	0	5	0	2	0	0	0	0	0	6	0	0	3	12	0	35	0	0	17	0	0	5	0	1	0	0	0	0	2	35	0	3	0	0	0	0	0	0	0	23	63	0	0	0	0	0	0	0	0	2	0	7	0	4	0	1	0	0	0	0	0	2	1	0	3	0	0	0
15748	24188	"Hopschensee"	46.2525	8.02306	50.3	"AWI"	50.3	1036	1294.8	1172.1	4	0	96	1	0	0	0	0	4	0	9	0	1	0	0	0	0	0	3	0	0	1	3	0	43	0	0	0	0	0	9	0	0	0	1	0	0	3	36	0	3	0	0	0	0	0	0	0	26	67	0	0	0	1	0	0	0	0	4	0	7	0	1	0	0	0	0	0	0	0	2	0	1	5	0	0	0
15748	24188	"Hopschensee"	46.2525	8.02306	51.3	"AWI"	51.3	1079.7	1313.5	1211.8	3	1	77	1	0	0	0	0	3	0	7	0	1	0	0	0	0	0	3	0	0	0	9	0	32	0	0	0	0	0	3	0	1	0	1	0	0	1	31	0	8	0	0	0	0	0	0	0	20	71	0	0	0	0	0	0	0	0	3	0	6	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0
15748	24188	"Hopschensee"	46.2525	8.02306	52.3	"AWI"	52.3	1106.9	1347.5	1254.2	3	0	101	0	0	0	0	0	6	0	8	0	0	0	0	0	0	0	1	0	0	1	7	0	18	0	0	0	0	0	7	0	0	0	0	0	0	1	31	0	6	0	0	0	0	0	0	0	27	64	0	0	0	0	0	0	0	0	5	0	5	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0
15748	24188	"Hopschensee"	46.2525	8.02306	53.3	"AWI"	53.3	1128.1	1410.3	1287.3	4	0	113	1	0	0	1	0	7	0	9	0	1	1	0	15	0	0	6	0	0	0	1	0	36	0	0	0	0	0	11	0	1	0	1	2	0	2	41	0	7	0	0	0	0	0	0	0	22	86	0	0	0	0	0	0	0	0	5	0	9	0	4	0	6	0	0	0	0	0	1	1	0	2	0	0	1
15748	24188	"Hopschensee"	46.2525	8.02306	54.3	"AWI"	54.3	1144.5	1492.2	1318	2	0	93	0	0	0	0	0	6	0	7	0	0	0	0	0	0	0	8	0	0	0	11	0	37	0	0	0	0	0	11	0	0	4	2	0	0	1	31	0	8	0	0	0	0	0	0	0	24	75	0	0	0	0	0	0	0	0	6	0	11	0	2	0	2	0	0	0	0	0	2	0	1	4	0	0	0
15748	24188	"Hopschensee"	46.2525	8.02306	55.3	"AWI"	55.3	1159.5	1576.2	1348	5	0	118	5	0	0	0	0	8	0	7	0	0	0	0	17	0	0	6	0	0	0	7	0	48	0	0	0	0	0	12	0	1	7	1	0	0	2	76	0	11	0	0	0	0	0	0	0	26	98	0	0	0	0	0	0	0	0	13	0	7	0	2	0	2	0	0	0	0	0	1	0	0	7	0	0	1
