"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Aizoaceae"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Grossulariaceae"	"Ilex"	"Juglans"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Myrica"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Violaceae"	"Vitaceae"
2983	3887	"Aronde"	49.4625	2.69111	184	"AWI"	184	1019	2244	1611	0	0	0	2	1	13	0	1	0	3	18	0	0	0	2	0	12	1	75	0	0	0	1	8	4	0	0	0	0	2	0	0	0	0	2	0	0	1	6	0	109	3	1	0	20	0	2	1	0	2	4	2	0	0	0	0	0	0	0	1	1	0
2983	3887	"Aronde"	49.4625	2.69111	200	"AWI"	200	1149	2387	1768	0	1	0	16	0	5	0	0	0	19	2	0	0	0	0	0	19	0	99	0	0	0	2	1	2	0	0	0	0	3	0	0	0	0	0	0	0	9	1	0	86	2	0	1	25	0	6	1	0	0	0	2	0	1	0	0	0	0	2	2	0	0
2983	3887	"Aronde"	49.4625	2.69111	210	"AWI"	210	1248	2453	1850	0	0	0	5	2	2	0	0	0	13	1	0	0	0	1	0	15	0	97	0	0	0	0	10	4	0	0	0	0	3	0	0	0	0	0	0	0	3	6	0	33	1	1	0	35	0	7	0	0	0	3	0	1	1	0	0	0	0	1	0	0	0
2983	3887	"Aronde"	49.4625	2.69111	216	"AWI"	216	1303	2498	1907	0	0	0	9	0	5	0	2	0	10	6	1	0	0	0	0	8	0	133	0	2	0	1	3	2	0	0	0	0	4	1	0	0	0	0	0	0	1	7	1	77	3	0	0	24	0	9	0	0	0	1	0	0	1	0	0	0	1	1	1	0	0
2983	3887	"Aronde"	49.4625	2.69111	275	"AWI"	275	1873	2946	2468	0	0	0	4	0	8	0	1	0	13	2	0	0	0	1	0	10	0	94	0	0	0	0	2	3	0	0	0	0	5	1	0	0	0	0	0	0	2	4	0	73	3	0	0	34	0	7	0	0	0	1	2	0	1	0	0	0	0	3	0	0	0
2983	3887	"Aronde"	49.4625	2.69111	285	"AWI"	285	1982	3010	2565	0	0	0	13	0	5	0	1	0	11	0	0	0	0	0	0	18	0	78	0	1	0	2	2	2	0	0	0	3	5	0	0	0	0	0	0	0	4	5	0	171	1	0	0	22	0	3	0	0	0	0	2	0	0	0	0	0	0	3	2	0	0
2983	3887	"Aronde"	49.4625	2.69111	294	"AWI"	294	2075	3063	2647	0	1	0	8	7	5	0	2	0	3	5	0	0	0	4	0	7	0	48	0	0	0	2	4	5	0	1	0	0	6	0	0	0	1	0	0	0	4	2	0	98	6	0	0	25	0	16	0	0	0	3	3	0	1	0	0	0	1	0	0	0	0
2983	3887	"Aronde"	49.4625	2.69111	315	"AWI"	315	2332	3196	2844	0	0	0	9	0	1	0	0	0	6	0	0	1	0	0	0	10	0	188	0	0	0	0	2	0	0	0	0	0	3	6	0	1	0	0	0	0	6	3	0	0	0	0	0	25	0	1	0	0	0	0	1	0	0	0	0	0	3	1	0	0	0
2983	3887	"Aronde"	49.4625	2.69111	325	"AWI"	325	2460	3261	2935	0	1	1	16	3	2	1	2	0	5	0	0	0	0	0	0	113	0	15	0	0	0	0	36	1	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0	0	0	60	1	7	0	0	0	0	1	0	0	0	0	0	13	3	0	0	0
2983	3887	"Aronde"	49.4625	2.69111	334	"AWI"	334	2583	3298	3011	0	0	0	12	0	1	0	0	0	6	0	0	0	0	0	0	28	0	100	0	0	0	1	11	5	0	0	0	0	3	0	0	0	1	0	0	0	3	0	0	0	0	0	0	49	0	14	0	0	0	1	0	0	0	0	1	0	8	7	2	0	0
2983	3887	"Aronde"	49.4625	2.69111	340	"AWI"	340	2633	3335	3070	0	2	0	19	0	0	1	0	0	9	0	0	0	0	0	0	29	0	66	0	0	0	0	9	6	0	0	0	0	1	0	0	0	0	0	0	0	7	2	0	0	0	0	0	60	0	23	0	0	0	0	0	0	0	0	0	0	23	8	0	0	0
2983	3887	"Aronde"	49.4625	2.69111	350	"AWI"	350	2899	3393	3160	0	0	1	21	0	0	2	0	0	13	0	0	0	0	0	0	74	0	57	0	0	0	0	10	2	0	0	0	0	3	0	0	0	0	0	0	1	6	1	0	0	0	0	0	89	1	3	0	0	0	0	0	1	0	0	0	0	13	6	0	0	0
2983	3887	"Aronde"	49.4625	2.69111	360	"AWI"	360	3058	3494	3262	0	0	2	22	0	0	0	0	0	28	0	0	0	0	0	0	54	0	136	0	0	0	0	13	6	0	0	0	0	1	0	0	0	2	0	0	0	5	0	0	0	0	0	0	93	3	12	0	0	0	2	1	0	0	0	0	0	12	11	1	0	0
2983	3887	"Aronde"	49.4625	2.69111	375	"AWI"	375	3250	4520	3643	0	0	0	10	3	2	0	4	0	8	1	0	0	0	0	0	49	0	85	0	0	0	3	0	3	0	0	0	0	2	0	0	0	1	0	0	0	7	12	0	0	0	0	0	51	1	10	0	0	0	1	3	1	1	0	0	1	9	2	1	0	0
2983	3887	"Aronde"	49.4625	2.69111	385	"AWI"	385	3370	5110	3945	0	2	0	15	3	4	2	2	0	2	2	0	0	0	0	1	39	0	27	0	0	0	2	1	5	0	0	0	0	7	2	0	0	0	0	0	0	4	4	0	0	0	0	0	69	0	5	0	0	2	0	0	0	2	0	0	0	7	4	0	0	0
2983	3887	"Aronde"	49.4625	2.69111	400	"AWI"	400	3549	5820	4448	0	0	0	6	0	4	0	4	0	1	0	0	0	0	0	0	43	0	119	0	0	0	0	3	2	0	0	0	0	1	0	0	0	0	0	0	0	5	5	0	0	0	0	0	44	0	13	0	0	0	0	2	0	0	0	0	0	6	1	1	0	0
2983	3887	"Aronde"	49.4625	2.69111	410	"AWI"	410	3808	6082	4822	0	0	0	7	0	0	0	2	0	1	0	0	0	0	1	1	89	0	125	0	0	0	1	2	4	0	0	0	0	3	1	0	0	0	0	0	0	11	8	0	0	0	0	0	43	1	2	0	0	1	0	0	0	1	0	0	0	7	0	1	0	0
2983	3887	"Aronde"	49.4625	2.69111	420	"AWI"	420	3990	6377	5172	0	2	0	18	0	0	0	1	0	0	0	0	0	0	1	0	86	0	60	0	0	0	0	1	3	0	0	0	0	5	4	0	0	0	0	0	0	11	1	0	0	0	0	0	21	0	2	0	0	0	0	0	0	0	0	0	0	17	16	2	0	0
2983	3887	"Aronde"	49.4625	2.69111	430	"AWI"	430	4361	6580	5496	0	0	0	27	0	1	0	1	0	1	0	0	0	0	0	0	69	0	73	0	0	0	1	0	5	0	0	0	0	4	1	0	0	0	0	0	0	7	0	0	0	0	0	0	46	0	1	0	0	0	0	1	0	0	0	0	0	6	6	0	0	0
2983	3887	"Aronde"	49.4625	2.69111	440	"AWI"	440	4615	6830	5820	0	0	0	16	1	2	0	0	0	15	0	0	1	0	0	0	58	0	34	0	0	0	1	0	4	0	0	0	0	3	0	0	0	3	0	0	0	10	0	0	0	0	0	0	66	0	17	0	0	0	0	3	0	0	0	0	0	25	4	2	0	0
2983	3887	"Aronde"	49.4625	2.69111	450	"AWI"	450	5083	6990	6158	0	0	0	27	1	0	0	0	0	20	1	0	0	0	0	0	83	0	51	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	5	0	0	0	0	0	0	37	1	8	0	0	0	0	0	0	0	0	0	0	12	5	0	0	0
2983	3887	"Aronde"	49.4625	2.69111	460	"AWI"	460	5368	7168	6542	0	0	0	5	0	2	0	1	0	1	1	0	0	0	0	0	23	0	205	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	12	3	0	0	0	0	0	39	0	22	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0
2983	3887	"Aronde"	49.4625	2.69111	480	"AWI"	480	6807	7403	7153	0	0	0	1	0	1	1	0	0	2	0	0	0	0	0	0	169	0	36	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	20	0	10	0	0	0	0	0	0	0	0	0	0	7	29	0	0	0
2983	3887	"Aronde"	49.4625	2.69111	490	"AWI"	490	7173	7857	7506	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	174	0	38	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	41	0	0	0	0	0	0	49	0	11	0	0	0	0	1	0	1	0	0	0	3	27	0	0	0
2983	3887	"Aronde"	49.4625	2.69111	505	"AWI"	505	7455	8911	8022	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	72	2	52	0	0	0	0	0	2	0	0	0	0	1	0	0	0	3	0	0	0	28	0	0	0	0	0	0	63	0	3	0	0	0	0	1	0	0	0	0	0	0	26	0	0	1
2983	3887	"Aronde"	49.4625	2.69111	520	"AWI"	520	7727	9293	8680	0	0	0	4	0	0	1	1	0	1	0	0	1	0	0	0	126	0	14	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	25	0	0	0	0	0	0	27	0	6	0	0	0	0	0	0	0	0	0	0	0	29	1	0	0
2983	3887	"Aronde"	49.4625	2.69111	530	"AWI"	530	8420	9435	9016	0	0	0	0	1	1	2	0	0	3	0	0	0	0	0	0	137	0	61	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	31	0	0	0	0	0	0	33	0	10	0	0	0	0	1	0	0	0	0	0	0	36	0	0	0
2983	3887	"Aronde"	49.4625	2.69111	540	"AWI"	540	9055	9571	9370	0	0	0	4	0	1	0	1	0	0	0	0	0	0	0	0	96	0	29	0	0	0	5	0	0	0	0	0	0	3	0	0	0	4	0	0	0	62	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	1	0	40	0	0	0
2983	3887	"Aronde"	49.4625	2.69111	550	"AWI"	550	9320	10294	9661	0	0	0	0	0	5	0	8	0	4	0	0	0	0	1	0	24	0	41	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	96	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
2983	3887	"Aronde"	49.4625	2.69111	560	"AWI"	560	9415	11373	9929	0	0	0	2	0	1	0	6	0	3	1	0	0	0	0	1	2	0	13	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	111	0	0	0	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2983	3887	"Aronde"	49.4625	2.69111	564	"AWI"	564	9487	11679	10059	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2983	3887	"Aronde"	49.4625	2.69111	567	"AWI"	567	9543	11808	10174	0	0	0	0	1	0	0	7	0	8	1	0	0	0	1	1	0	0	19	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2983	3887	"Aronde"	49.4625	2.69111	575	"AWI"	575	9652	12245	10438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2983	3887	"Aronde"	49.4625	2.69111	580	"AWI"	580	9707	12693	10599	0	0	0	0	1	4	0	14	0	18	2	0	0	0	2	7	2	3	53	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	59	1	1	0	1	0	0	2	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2983	3887	"Aronde"	49.4625	2.69111	585	"AWI"	585	9817	12921	10767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2983	3887	"Aronde"	49.4625	2.69111	602	"AWI"	602	10077	13886	11382	0	0	0	0	0	0	0	22	0	8	3	0	0	0	0	7	0	4	26	2	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
