"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Cistaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Linaceae"	"Lythraceae"	"Orchidaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
16658	26439	"Mieminger See"	47.29167	10.97639	900	"AWI"	900	13263	16236	14673	0	0	0	2	1	0	24	0	6	0	0	0	0	0	0	0	1	0	0	10	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	2	0	1	0
16658	26439	"Mieminger See"	47.29167	10.97639	920	"AWI"	920	13385	16370	14804	0	0	0	11	2	0	62	0	16	0	0	0	0	0	0	0	5	0	0	0	0	7	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	3	0	0	0
16658	26439	"Mieminger See"	47.29167	10.97639	940	"AWI"	940	13510	16497	14932	0	0	0	15	6	0	65	0	16	0	0	0	0	0	0	0	0	0	0	14	2	8	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
16658	26439	"Mieminger See"	47.29167	10.97639	960	"AWI"	960	13605	16635	15061	0	0	0	4	0	0	31	0	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
16658	26439	"Mieminger See"	47.29167	10.97639	980	"AWI"	980	13709	16796	15194	0	0	0	5	0	0	13	0	3	0	0	0	0	0	0	0	1	0	0	6	2	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	1
16658	26439	"Mieminger See"	47.29167	10.97639	1000	"AWI"	1000	13829	16927	15321	0	0	0	11	2	0	49	0	11	0	0	1	0	0	0	0	0	0	0	7	0	3	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0
16658	26439	"Mieminger See"	47.29167	10.97639	1020	"AWI"	1020	13931	17085	15455	0	0	0	23	2	0	88	0	11	0	0	0	0	0	0	0	2	0	0	19	4	16	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	4	0	0	0	0	7	0	0	1
16658	26439	"Mieminger See"	47.29167	10.97639	1040	"AWI"	1040	14048	17251	15587	0	0	0	25	2	0	69	0	13	0	3	0	0	0	0	0	2	0	0	14	2	14	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	3	0	0	0	0	6	0	0	0
16658	26439	"Mieminger See"	47.29167	10.97639	1060	"AWI"	1060	14155	17405	15721	0	0	0	20	0	0	72	0	11	0	0	0	0	0	0	0	4	0	1	20	3	7	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0
16658	26439	"Mieminger See"	47.29167	10.97639	1080	"AWI"	1080	14290	17515	15846	0	0	0	7	0	0	20	0	4	0	0	0	0	0	0	0	2	0	1	4	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0
16658	26439	"Mieminger See"	47.29167	10.97639	1100	"AWI"	1100	14408	17635	15988	0	0	0	20	0	0	107	0	22	0	0	0	0	0	0	0	0	0	0	12	0	15	0	0	0	0	0	0	0	30	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	3	0	0	0
16658	26439	"Mieminger See"	47.29167	10.97639	1120	"AWI"	1120	14528	17784	16116	0	0	0	38	3	0	71	0	16	0	2	0	0	0	0	0	2	0	2	29	0	8	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	7	0	0	1
16658	26439	"Mieminger See"	47.29167	10.97639	1140	"AWI"	1140	14650	17942	16245	0	0	0	37	7	0	121	0	28	0	0	0	0	0	0	0	9	0	1	16	6	14	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	0	0	0	0	6	0	0	0
16658	26439	"Mieminger See"	47.29167	10.97639	1160	"AWI"	1160	14756	18089	16377	0	0	0	9	0	0	44	0	8	0	1	0	0	0	0	0	0	0	1	4	0	3	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	5	0	0	0
16658	26439	"Mieminger See"	47.29167	10.97639	1180	"AWI"	1180	14882	18214	16512	0	0	0	11	0	0	25	0	5	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0
16658	26439	"Mieminger See"	47.29167	10.97639	1200	"AWI"	1200	15000	18381	16639	0	0	0	8	0	0	37	0	11	0	0	0	0	0	0	0	1	0	1	4	0	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0
