"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Linaceae"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Phillyrea"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Rutaceae"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
14610	22904	"Bondone"	46.017064	11.041072	213	"AWI"	213	7134	8514	7780	54	4	21	0	0	0	0	2	0	0	14	0	0	0	0	0	0	0	0	0	22	0	73	0	0	0	0	0	11	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	100	58	0	0	0	0	0	0	0	27	2	0	0	0	1	0	0	0	0	0	1	1	0	6	39	0	0	0
14610	22904	"Bondone"	46.017064	11.041072	233	"AWI"	233	7599	8894	8293	3	1	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	31	0	89	0	0	0	0	0	2	3	0	0	5	0	0	0	2	0	0	0	0	0	0	0	64	59	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	14	46	0	0	0
14610	22904	"Bondone"	46.017064	11.041072	250	"AWI"	250	7994	9213	8713	2	5	0	1	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	16	0	60	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	36	55	0	0	0	0	0	0	4	19	0	0	0	0	0	0	0	0	0	1	0	0	0	4	19	0	0	0
14610	22904	"Bondone"	46.017064	11.041072	253	"AWI"	253	8061	9281	8788	3	3	0	0	0	0	0	1	0	0	8	0	0	0	0	0	0	0	1	0	62	0	82	0	0	0	0	0	0	0	0	0	12	0	1	0	1	0	0	0	0	0	0	1	39	0	0	0	0	0	0	0	1	17	0	0	0	0	0	0	0	0	0	0	0	1	0	14	47	0	0	1
14610	22904	"Bondone"	46.017064	11.041072	273	"AWI"	273	8839	9496	9257	1	3	0	1	0	0	0	5	0	0	9	0	0	0	0	0	0	0	0	0	51	0	36	0	0	0	0	0	0	0	0	1	20	0	0	0	1	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	22	0	0	0	0	3	0	0	0	0	0	0	2	0	9	43	0	0	0
14610	22904	"Bondone"	46.017064	11.041072	280	"AWI"	280	9000	9660	9395	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	47	0	0	0	0	0	1	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	7	162	0	0	0	0	0	0	1	30	0	0	0	0	0	0	0	0	0	0	0	0	0	2	19	0	0	0
14610	22904	"Bondone"	46.017064	11.041072	293	"AWI"	293	9145	9982	9566	4	4	0	2	0	0	0	3	0	0	6	0	0	0	0	0	0	0	0	0	49	1	109	0	0	0	0	0	0	0	0	0	12	0	1	0	8	0	0	0	0	0	0	0	5	221	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	1	0	7	31	0	0	0
14610	22904	"Bondone"	46.017064	11.041072	303	"AWI"	303	9264	10152	9704	1	4	0	1	0	0	0	5	0	0	12	0	0	0	0	0	0	0	0	0	15	0	84	0	0	0	0	0	0	0	0	0	7	0	3	0	5	0	0	0	1	0	0	0	8	230	0	0	0	0	0	0	0	23	2	0	0	0	2	2	0	1	0	1	0	1	1	19	21	0	0	0
14610	22904	"Bondone"	46.017064	11.041072	323	"AWI"	323	9529	10486	9987	0	4	0	1	0	0	0	3	0	0	11	0	0	4	0	0	0	0	0	0	13	0	176	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	5	180	0	0	0	0	0	0	0	9	1	0	0	0	2	2	0	0	0	0	0	3	0	9	16	0	0	0
14610	22904	"Bondone"	46.017064	11.041072	343	"AWI"	343	9815	10764	10277	1	1	0	0	0	0	0	6	0	0	25	0	0	0	0	0	0	0	1	0	18	0	173	0	0	0	0	0	0	0	0	0	2	0	0	0	7	0	0	0	0	0	0	0	1	170	0	0	0	0	0	0	0	12	1	0	0	0	1	0	0	2	0	0	1	1	0	2	7	1	0	0
14610	22904	"Bondone"	46.017064	11.041072	353	"AWI"	353	9979	10890	10413	0	2	0	1	0	0	0	6	0	0	37	0	1	0	0	0	0	0	0	0	19	0	475	0	0	0	0	0	0	0	0	0	8	0	0	0	9	0	0	0	0	0	0	0	1	294	0	0	0	0	0	0	0	25	0	0	0	0	0	1	0	1	0	0	0	3	0	18	18	0	0	0
14610	22904	"Bondone"	46.017064	11.041072	363	"AWI"	363	10160	11017	10553	0	3	0	0	0	0	0	2	0	0	26	0	0	0	0	0	0	0	0	1	18	0	675	0	0	0	0	0	0	0	0	0	4	0	0	0	17	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	14	0	0	0	0	0	2	0	64	0	1	0	3	1	8	17	0	0	0
14610	22904	"Bondone"	46.017064	11.041072	373	"AWI"	373	10318	11130	10687	1	1	0	0	0	0	0	1	0	0	11	0	0	0	0	0	0	0	0	0	25	0	29	0	0	0	0	0	0	0	0	0	10	0	2	0	14	0	0	0	0	0	0	0	2	355	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	237	0	0	0	1	0	3	17	0	0	0
14610	22904	"Bondone"	46.017064	11.041072	383	"AWI"	383	10472	11298	10861	0	2	0	1	0	0	0	4	0	0	25	0	0	0	0	0	0	0	1	0	14	0	52	1	0	0	0	0	0	0	0	1	11	0	0	0	18	0	0	0	0	0	0	0	4	329	0	0	0	0	0	0	0	18	0	0	0	0	3	2	0	121	0	0	0	0	0	3	20	1	0	0
14610	22904	"Bondone"	46.017064	11.041072	393	"AWI"	393	10629	11482	11034	0	1	0	0	0	0	1	3	0	0	33	0	0	0	0	0	0	0	0	0	14	0	160	0	0	0	0	0	0	0	0	1	4	0	2	0	16	0	0	0	0	0	0	0	2	328	0	0	0	0	0	0	0	24	0	0	0	0	1	1	0	171	0	0	0	1	0	8	16	0	0	0
14610	22904	"Bondone"	46.017064	11.041072	398	"AWI"	398	10680	11584	11120	0	2	0	0	0	0	0	4	0	0	31	0	0	0	0	0	0	0	0	0	7	0	97	0	0	0	0	0	0	0	0	2	9	0	2	0	31	0	0	0	0	0	0	0	1	342	0	0	0	0	0	0	0	10	0	0	0	0	1	0	0	96	0	0	1	0	0	5	16	0	0	0
14610	22904	"Bondone"	46.017064	11.041072	403	"AWI"	403	10790	11650	11196	0	1	0	0	0	0	0	3	0	0	89	0	0	1	0	0	0	0	0	1	0	0	163	0	0	0	0	0	0	0	0	0	7	0	1	0	10	0	0	0	0	0	0	0	2	249	0	0	0	0	0	0	0	26	0	0	0	0	3	4	0	419	0	0	1	8	0	1	11	1	0	0
14610	22904	"Bondone"	46.017064	11.041072	408	"AWI"	408	10883	11722	11279	0	2	0	0	0	0	0	10	0	0	29	0	0	1	0	0	0	0	0	0	7	0	570	0	0	0	0	0	0	0	0	1	5	0	1	0	13	0	0	0	0	0	0	0	1	337	0	0	0	0	0	0	0	12	0	0	0	0	3	0	0	95	0	0	1	2	0	4	7	0	0	0
14610	22904	"Bondone"	46.017064	11.041072	413	"AWI"	413	10956	11813	11361	1	3	0	2	0	0	0	3	0	0	15	0	0	1	0	0	0	0	0	0	4	0	411	0	0	0	0	0	0	0	0	0	2	0	1	1	16	0	0	0	1	0	0	0	1	253	0	0	0	0	0	0	0	18	1	0	0	0	3	1	0	100	0	0	0	3	0	3	4	2	0	0
14610	22904	"Bondone"	46.017064	11.041072	418	"AWI"	418	11100	11879	11448	1	5	0	2	0	0	0	5	0	0	26	0	0	2	0	0	0	0	0	0	2	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	1	0	0	0	2	378	0	0	0	0	0	0	0	9	0	0	0	0	1	1	0	70	0	0	1	1	0	6	3	0	0	0
14610	22904	"Bondone"	46.017064	11.041072	423	"AWI"	423	11173	11963	11536	0	0	0	1	0	0	0	9	0	0	53	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	1	0	2	0	5	0	7	0	0	0	0	0	0	0	1	294	0	0	0	0	0	0	0	17	1	0	0	0	3	2	0	6	0	0	0	4	0	7	3	0	0	0
14610	22904	"Bondone"	46.017064	11.041072	430	"AWI"	430	11277	12111	11668	0	0	0	1	0	0	0	11	0	0	56	0	0	0	0	0	0	0	0	1	1	0	26	0	0	0	0	0	0	0	0	0	1	0	12	0	3	0	0	0	0	0	0	0	0	259	0	0	0	0	0	0	0	13	1	0	0	0	2	7	0	1	0	0	0	5	0	5	9	0	0	0
14610	22904	"Bondone"	46.017064	11.041072	436	"AWI"	436	11339	12276	11779	0	0	0	2	0	0	0	21	0	0	10	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	1	0	19	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	1	21	0	0	0	0	6	5	0	0	0	0	0	4	0	5	2	0	0	0
14610	22904	"Bondone"	46.017064	11.041072	439	"AWI"	439	11363	12387	11832	0	1	4	5	1	0	0	63	0	0	19	0	1	1	0	0	0	0	1	1	1	0	76	0	0	0	0	0	0	0	0	0	5	0	19	0	3	0	0	0	0	0	0	0	4	192	0	0	0	0	0	0	0	8	0	0	0	0	6	2	0	6	0	0	0	2	0	3	1	1	0	0
14610	22904	"Bondone"	46.017064	11.041072	444	"AWI"	444	11445	12468	11929	0	0	0	2	1	0	0	29	0	0	15	0	0	1	0	0	0	0	1	1	2	0	49	0	0	0	0	0	0	0	1	1	0	0	20	0	1	0	0	0	0	0	0	0	4	261	0	0	0	0	0	0	0	10	0	0	0	0	2	5	0	1	0	0	0	3	0	2	1	2	0	0
14610	22904	"Bondone"	46.017064	11.041072	448	"AWI"	448	11497	12557	12007	0	0	0	9	0	0	0	46	0	0	23	0	1	1	0	0	0	0	0	1	0	0	63	0	3	0	0	0	0	0	0	0	0	0	26	0	2	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	12	0	0	0	0	7	2	0	5	0	0	0	3	0	6	1	1	0	0
14610	22904	"Bondone"	46.017064	11.041072	453	"AWI"	453	11554	12694	12101	0	0	0	5	1	0	0	64	0	0	14	0	0	1	0	0	0	0	1	1	2	0	57	0	0	0	0	0	0	0	0	1	2	0	14	0	0	0	0	0	0	0	0	0	2	188	0	0	0	0	0	0	0	12	0	0	0	0	5	7	1	1	0	1	1	4	0	3	0	0	0	0
14610	22904	"Bondone"	46.017064	11.041072	458	"AWI"	458	11640	12759	12193	0	0	3	9	0	0	0	45	0	0	14	0	0	0	0	0	0	0	0	1	0	1	69	0	0	0	0	0	0	0	0	0	1	0	19	0	1	0	0	0	0	0	0	0	1	210	0	0	0	0	0	0	0	5	0	0	0	0	4	4	0	0	0	0	0	5	0	1	0	4	0	0
14610	22904	"Bondone"	46.017064	11.041072	463	"AWI"	463	11707	12850	12289	0	0	2	10	0	0	0	67	0	0	9	0	1	0	0	0	0	0	1	1	0	1	77	0	0	0	0	0	0	0	0	0	0	0	17	0	5	0	0	0	0	0	0	0	1	157	0	0	0	0	0	0	0	2	0	0	0	0	8	4	0	2	0	1	0	8	0	2	0	1	0	0
14610	22904	"Bondone"	46.017064	11.041072	468	"AWI"	468	11805	12941	12382	0	0	0	10	0	0	0	77	0	0	16	0	0	1	0	0	0	0	0	1	1	0	64	0	0	0	0	0	0	0	2	0	1	0	17	0	2	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	8	0	0	0	0	5	5	0	3	0	0	0	4	0	1	1	0	0	0
14610	22904	"Bondone"	46.017064	11.041072	473	"AWI"	473	11902	13017	12484	0	0	0	11	0	0	0	60	0	0	13	0	0	1	0	0	0	0	0	0	0	0	74	0	4	0	0	0	0	0	1	0	6	0	6	0	0	0	0	0	0	0	0	0	1	196	0	0	0	0	0	0	0	2	0	0	0	0	3	4	0	1	0	1	0	3	0	1	0	0	0	0
14610	22904	"Bondone"	46.017064	11.041072	478	"AWI"	478	11968	13119	12580	0	0	0	3	0	0	0	40	0	0	15	0	0	1	0	0	0	0	2	0	0	0	103	0	0	0	0	0	0	0	0	0	6	0	7	0	1	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	3	0	0	0	0	7	1	0	5	0	0	0	4	0	2	0	0	0	0
14610	22904	"Bondone"	46.017064	11.041072	483	"AWI"	483	12111	13187	12675	0	0	0	5	0	0	0	39	0	0	13	0	0	1	0	0	0	0	0	0	0	0	98	0	3	0	0	0	0	0	0	0	1	0	6	0	2	0	0	0	0	0	0	0	1	239	0	0	0	0	0	0	0	1	0	0	0	0	8	0	0	2	0	0	0	3	0	1	0	1	0	0
14610	22904	"Bondone"	46.017064	11.041072	488	"AWI"	488	12205	13255	12772	0	0	0	6	0	0	0	57	0	0	15	0	1	1	0	0	0	0	0	1	0	1	64	0	3	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	1	0	0	0	3	6	0	1	0	0	0	4	0	2	1	0	0	0
14610	22904	"Bondone"	46.017064	11.041072	493	"AWI"	493	12287	13361	12868	0	0	0	5	0	0	0	31	0	0	8	0	0	1	0	0	0	0	0	0	1	1	102	0	2	0	0	0	0	0	1	0	1	0	3	0	1	0	0	0	0	0	0	0	0	216	0	0	1	0	0	0	0	2	0	0	0	0	3	2	0	2	0	0	0	1	0	5	0	0	0	0
14610	22904	"Bondone"	46.017064	11.041072	498	"AWI"	498	12429	13409	12962	0	0	0	4	0	0	0	39	0	0	13	0	2	0	0	0	0	0	0	0	1	0	110	0	0	0	0	0	0	0	0	0	3	0	6	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	1	0	0	0	2	0	0	4	0	1	0	3	0	3	2	1	0	0
14610	22904	"Bondone"	46.017064	11.041072	503	"AWI"	503	12532	13484	13059	0	0	0	1	0	0	0	22	1	0	9	0	0	0	0	0	0	0	0	2	0	1	122	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	2	0	4	0	1	0	5	1	0	0	0
14610	22904	"Bondone"	46.017064	11.041072	513	"AWI"	513	12872	13619	13236	0	0	0	3	0	0	0	29	0	0	12	0	1	0	0	0	0	0	1	1	0	0	83	0	0	0	0	0	0	0	1	0	1	0	5	0	1	0	0	0	0	0	0	0	0	261	0	0	0	0	0	0	0	6	0	0	0	0	5	3	0	1	0	2	0	3	0	2	0	0	0	0
14610	22904	"Bondone"	46.017064	11.041072	523	"AWI"	523	13111	13797	13421	1	0	0	3	0	0	0	52	0	0	19	0	0	1	0	0	0	0	0	2	0	0	118	0	0	0	0	0	0	0	0	0	6	0	12	0	1	0	0	0	0	0	0	0	0	598	0	0	0	0	0	0	0	10	1	0	0	0	4	11	0	3	0	0	1	6	0	4	0	0	0	0
14610	22904	"Bondone"	46.017064	11.041072	533	"AWI"	533	13211	14191	13591	0	1	0	4	0	0	0	16	0	0	18	0	0	0	0	0	0	0	0	0	1	0	45	1	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	1	308	0	0	0	0	0	0	0	5	0	0	0	0	1	1	0	0	0	0	0	2	0	4	3	0	0	0
14610	22904	"Bondone"	46.017064	11.041072	543	"AWI"	543	13319	14467	13779	0	0	3	1	0	0	0	26	0	0	11	0	0	0	0	0	0	0	0	1	1	0	56	0	0	0	0	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	1	276	0	0	0	0	0	0	0	9	0	0	0	0	6	2	0	0	0	0	0	2	0	3	2	0	0	0
14610	22904	"Bondone"	46.017064	11.041072	553	"AWI"	553	13438	14760	13972	1	0	4	2	1	0	0	21	0	0	14	0	0	1	0	0	0	0	1	1	1	1	67	0	2	0	0	0	0	0	0	0	1	0	8	0	2	0	0	0	0	0	0	0	1	266	0	0	0	0	0	0	0	8	2	0	1	0	5	2	0	1	0	0	0	1	0	3	3	0	0	0
14610	22904	"Bondone"	46.017064	11.041072	563	"AWI"	563	13565	15033	14160	0	1	0	2	1	0	0	12	0	0	18	0	0	0	0	0	0	0	1	2	0	1	57	0	0	0	0	0	0	0	0	0	1	0	15	0	1	0	0	0	0	0	0	0	0	276	0	0	0	0	0	0	0	16	0	0	0	0	3	7	0	0	0	0	0	2	0	2	1	0	0	0
14610	22904	"Bondone"	46.017064	11.041072	576	"AWI"	576	13731	15393	14398	0	0	0	6	0	0	0	25	0	0	12	0	0	0	0	0	0	0	1	2	4	2	54	0	2	0	0	0	0	0	1	0	2	0	9	0	5	0	0	0	0	0	0	0	0	251	0	0	0	0	0	0	0	4	0	0	0	0	4	5	0	2	0	1	0	4	0	5	4	0	0	0
14610	22904	"Bondone"	46.017064	11.041072	583	"AWI"	583	13804	15577	14532	0	0	0	3	0	0	0	38	0	0	20	0	1	0	0	0	0	0	1	2	0	1	55	0	0	0	0	0	0	0	0	0	1	0	18	0	0	0	0	0	0	0	0	0	0	283	0	0	0	0	0	0	0	4	0	0	0	0	3	4	0	1	0	1	0	1	0	0	0	0	0	0
14610	22904	"Bondone"	46.017064	11.041072	593	"AWI"	593	13924	15815	14723	0	1	3	1	0	0	0	41	0	0	18	0	1	1	0	0	0	0	0	5	0	1	62	1	0	0	0	0	0	0	0	0	1	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	2	10	0	1	0	0	0	5	0	1	0	1	0	0
14610	22904	"Bondone"	46.017064	11.041072	603	"AWI"	603	14064	16065	14906	0	0	0	3	0	0	0	33	0	0	12	0	0	1	0	0	0	0	0	1	0	1	34	0	0	0	0	0	0	0	0	0	2	0	16	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	5	5	0	3	0	0	0	0	0	0	0	2	0	0
14610	22904	"Bondone"	46.017064	11.041072	613	"AWI"	613	14194	16337	15092	0	0	0	0	0	0	0	43	0	0	17	0	0	0	0	0	0	0	0	4	0	1	30	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	276	0	0	0	0	0	0	0	5	1	0	0	0	4	3	0	3	0	1	0	3	0	0	0	0	0	0
14610	22904	"Bondone"	46.017064	11.041072	623	"AWI"	623	14308	16581	15277	0	0	5	1	0	0	0	37	0	0	26	0	1	0	0	0	0	0	1	2	0	0	38	0	0	0	0	0	0	0	0	0	2	0	10	0	1	0	0	0	0	0	0	0	0	279	0	0	0	0	0	0	0	7	0	0	0	0	2	8	0	1	0	1	0	1	0	1	0	0	0	0
14610	22904	"Bondone"	46.017064	11.041072	633	"AWI"	633	14453	16796	15466	0	0	0	0	1	0	0	30	0	0	14	0	0	1	0	0	0	0	0	5	1	0	38	1	0	0	0	0	0	0	0	0	1	0	20	0	1	0	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0	1	0	0	0	0	1	7	0	2	0	0	1	2	0	0	0	0	0	0
14610	22904	"Bondone"	46.017064	11.041072	643	"AWI"	643	14591	17075	15657	0	0	0	5	0	0	0	33	0	0	21	0	0	0	0	0	0	0	0	1	0	0	8	1	4	0	0	0	0	0	0	0	4	0	21	1	0	0	0	0	0	0	0	0	0	280	0	0	1	0	0	0	0	0	0	0	0	0	2	9	0	5	0	0	0	0	0	0	0	0	0	0
14610	22904	"Bondone"	46.017064	11.041072	653	"AWI"	653	14727	17301	15849	0	0	0	9	0	0	0	41	0	0	11	0	1	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	3	0	8	0	0	0	1	0	0	0	0	0	0	348	0	0	2	0	0	0	0	0	0	0	0	0	5	3	0	10	0	4	0	3	0	0	0	0	0	0
14610	22904	"Bondone"	46.017064	11.041072	663	"AWI"	663	14877	17547	16033	0	0	0	9	0	0	0	54	0	0	9	0	1	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	6	0	11	0	0	0	0	0	0	0	0	0	0	325	0	0	1	0	0	0	0	1	0	0	0	0	3	5	0	8	0	0	0	2	0	0	0	0	0	0
14610	22904	"Bondone"	46.017064	11.041072	673	"AWI"	673	15033	17782	16219	0	0	0	7	0	0	0	63	0	0	8	0	0	0	0	0	0	0	0	1	0	0	2	1	5	0	0	0	0	0	0	0	0	0	16	5	0	0	0	0	0	0	0	0	0	306	0	0	1	0	0	0	0	0	0	0	0	0	9	3	0	3	0	1	1	3	0	0	0	0	0	0
14610	22904	"Bondone"	46.017064	11.041072	683	"AWI"	683	15186	18015	16413	0	0	0	23	0	0	0	64	0	0	5	0	2	0	0	0	0	0	0	1	0	0	3	1	5	0	0	0	0	0	0	0	2	0	11	0	0	0	0	0	0	0	0	0	2	313	0	0	1	0	0	0	0	0	0	0	0	0	1	4	0	7	0	0	0	1	0	0	0	0	0	0
14610	22904	"Bondone"	46.017064	11.041072	693	"AWI"	693	15322	18246	16604	0	0	0	14	0	0	0	68	0	0	5	0	3	0	0	0	0	0	0	1	0	0	6	1	6	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	6	0	1	1	4	0	0	0	0	0	0
14610	22904	"Bondone"	46.017064	11.041072	703	"AWI"	703	15449	18473	16786	0	0	0	47	0	0	0	49	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	6	0	0	0	0	0	0	0	9	0	11	0	0	0	0	0	0	0	0	0	0	268	0	0	1	0	0	0	0	0	0	0	0	0	7	3	0	5	0	0	0	7	0	0	0	0	0	0
