"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Geraniaceae"	"Ilex"	"Lamiaceae"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
16357	25408	"Troarn Saint-Samson"	49.18361	-0.16806	158	"AWI"	158	1987	2343	2159	13.2352941176471	10.7843137254902	0.490196078431373	0	0	0	2.45098039215686	0	0	16.1764705882353	30.3921568627451	0	0	1.47058823529412	0	0	0	2.94117647058824	0	0	0	0	17.6470588235294	0.490196078431373	0	0	0.980392156862745	0	2.45098039215686	0.490196078431373	0
16357	25408	"Troarn Saint-Samson"	49.18361	-0.16806	168	"AWI"	168	2153	2495	2306	1.41843971631206	4.9645390070922	1.41843971631206	0	0	0	0.709219858156028	0	0	1.41843971631206	75.886524822695	0.709219858156028	0	1.41843971631206	0	0	0	0	0	0	0	0	9.9290780141844	0.709219858156028	0	0	0.709219858156028	0	0.709219858156028	0	0
16357	25408	"Troarn Saint-Samson"	49.18361	-0.16806	173	"AWI"	173	2216	2597	2385	5.07246376811594	2.17391304347826	1.44927536231884	0	0	0	0	0	0	5.07246376811594	57.9710144927536	0.72463768115942	0	0	0	0	0	0	0	0	0	0	24.6376811594203	0	0.72463768115942	0	1.44927536231884	0	0.72463768115942	0	0
16357	25408	"Troarn Saint-Samson"	49.18361	-0.16806	183	"AWI"	183	2349	2786	2549	9.09090909090909	2.84090909090909	1.70454545454545	0	0	0	1.13636363636364	0	0	3.97727272727273	40.3409090909091	0	0	0	0	0	0	2.27272727272727	0	0	21.5909090909091	0	8.52272727272727	1.13636363636364	0	0	2.84090909090909	2.27272727272727	2.27272727272727	0	0
16357	25408	"Troarn Saint-Samson"	49.18361	-0.16806	195	"AWI"	195	2524	3016	2747	9.72222222222222	0.694444444444444	0.694444444444444	0.694444444444444	1.38888888888889	0	0.694444444444444	0	0	5.55555555555556	34.0277777777778	0	0	0.694444444444444	0	0	0.694444444444444	1.38888888888889	0	0	18.75	0	11.1111111111111	1.38888888888889	1.38888888888889	0	5.55555555555556	3.47222222222222	0.694444444444444	1.38888888888889	0
16357	25408	"Troarn Saint-Samson"	49.18361	-0.16806	205	"AWI"	205	2675	3192	2913	32.4324324324324	1.62162162162162	4.86486486486486	0	0	0	2.7027027027027	0.540540540540541	0	10.8108108108108	10.2702702702703	0	0	0.540540540540541	0	0	0.540540540540541	3.24324324324324	0.540540540540541	0	9.72972972972973	0	14.0540540540541	0	0	0.540540540540541	6.48648648648649	0	0.540540540540541	0.540540540540541	0
16357	25408	"Troarn Saint-Samson"	49.18361	-0.16806	215	"AWI"	215	2826	3369	3079	33.502538071066	0.50761421319797	0	0	0	0	0.50761421319797	0	0	13.1979695431472	11.1675126903553	0	0	0.50761421319797	0	0	0	1.52284263959391	0.50761421319797	0	10.6598984771574	0	17.258883248731	0.50761421319797	0	0	8.12182741116751	0.50761421319797	1.52284263959391	0	0
16357	25408	"Troarn Saint-Samson"	49.18361	-0.16806	225	"AWI"	225	2978	3528	3245	48.4962406015038	1.12781954887218	1.8796992481203	0	0	0	2.25563909774436	0	0	7.89473684210526	10.1503759398496	0	0	0	0	0	0	1.50375939849624	0	0.37593984962406	7.5187969924812	0	17.2932330827068	0	0	0	0.37593984962406	0	0.75187969924812	0.37593984962406	0
16357	25408	"Troarn Saint-Samson"	49.18361	-0.16806	235	"AWI"	235	3138	3699	3410	40.7239819004525	3.16742081447964	1.80995475113122	0	0	0	1.80995475113122	0	0	8.1447963800905	9.50226244343891	0	0	0.452488687782805	0	0	0.452488687782805	4.52488687782805	0	0	8.5972850678733	0	17.1945701357466	0	0	0.452488687782805	0.904977375565611	0	2.26244343891403	0	0
16357	25408	"Troarn Saint-Samson"	49.18361	-0.16806	244	"AWI"	244	3284	3846	3562	33.1967213114754	1.22950819672131	5.73770491803279	0.409836065573771	0	0	2.45901639344262	0.409836065573771	0	7.78688524590164	9.83606557377049	0	0	0	0	0	0	1.22950819672131	0	0	7.37704918032787	0	20.4918032786885	0	0	0	3.68852459016393	1.22950819672131	4.50819672131148	0.409836065573771	0
16357	25408	"Troarn Saint-Samson"	49.18361	-0.16806	255	"AWI"	255	3469	4023	3744	35.4838709677419	0.403225806451613	2.82258064516129	0	0	0	0.806451612903226	0.403225806451613	0	10.4838709677419	7.66129032258065	0	0	0	0	0	0	2.01612903225806	0	0	5.24193548387097	0	22.5806451612903	3.62903225806452	0	0	2.41935483870968	0.403225806451613	4.83870967741935	0.806451612903226	0
16357	25408	"Troarn Saint-Samson"	49.18361	-0.16806	265	"AWI"	265	3642	4182	3909	37.2693726937269	1.1070110701107	0	0.3690036900369	0	0	1.8450184501845	0	0	3.690036900369	18.450184501845	0	0	0.3690036900369	0	0	0	1.8450184501845	0	0	4.0590405904059	0	24.3542435424354	1.1070110701107	0.3690036900369	0	0.738007380073801	0	3.690036900369	0.738007380073801	0
16357	25408	"Troarn Saint-Samson"	49.18361	-0.16806	275	"AWI"	275	3822	4339	4074	59.3869731800766	1.14942528735632	0	0	0	0	1.91570881226054	0	0	3.83141762452107	1.91570881226054	0	0	0.766283524904214	0	0	0	1.91570881226054	0	0	5.3639846743295	0	19.5402298850575	0.383141762452107	0	0	1.53256704980843	0	1.14942528735632	1.14942528735632	0
16357	25408	"Troarn Saint-Samson"	49.18361	-0.16806	280	"AWI"	280	3910	4420	4157	34.0909090909091	2.27272727272727	1.51515151515152	0	0.378787878787879	0	1.13636363636364	0	0	4.92424242424242	13.2575757575758	0	0	0.757575757575758	0	0	0	2.27272727272727	0	0	0	0	32.9545454545455	0	0.378787878787879	0	2.65151515151515	0	2.65151515151515	0.757575757575758	0
16357	25408	"Troarn Saint-Samson"	49.18361	-0.16806	290	"AWI"	290	4089	4581	4325	51.7482517482517	1.04895104895105	0	0	0	0	0.699300699300699	0	0	10.1398601398601	9.79020979020979	0	0	0	0	0	0	1.3986013986014	0	0	0	0	23.4265734265734	0	0	0	0.34965034965035	0	1.3986013986014	0	0
