"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Asteraceae"	"Betula"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fraxinus"	"Ilex"	"Indeterminable"	"Lamiaceae"	"Nartheciaceae"	"Orobanchaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Sorbus"	"Tilia"	"Ulmus"	"Urticaceae"
10523	16199	"Croaghaun East"	54.196854	-9.451948	290	"AWI"	290	3881	4474	4181	9.17782026768642	0	0	0	0	2.10325047801147	0	0	22.7533460803059	9.75143403441682	33.0783938814532	0.764818355640535	0	0.191204588910134	0	12.6195028680688	0	0	1.1472275334608	0	0	0	0	4.58891013384321	1.7208413001912	0	0	0.191204588910134	0	0	0	0	1.91204588910134	0
10523	16199	"Croaghaun East"	54.196854	-9.451948	295	"AWI"	295	3977	4512	4241	10.054844606947	0	0	0.182815356489945	0	1.64533820840951	0.182815356489945	0	18.4643510054845	13.5283363802559	32.1755027422303	1.82815356489945	0	0	0	14.6252285191956	0	0	1.64533820840951	0	0	0	0	1.82815356489945	2.0109689213894	0	0	0.182815356489945	0	0	0	0	1.64533820840951	0
10523	16199	"Croaghaun East"	54.196854	-9.451948	300	"AWI"	300	4032	4591	4310	14.5404663923182	0	0	0.274348422496571	0	3.15500685871056	0	0	25.3772290809328	11.3854595336077	30.0411522633745	0.411522633744856	0	0.274348422496571	0	6.5843621399177	0	0	2.05761316872428	0	0	0	0	4.52674897119342	0.960219478737997	0	0	0.137174211248285	0	0	0	0	0.274348422496571	0
10523	16199	"Croaghaun East"	54.196854	-9.451948	305	"AWI"	305	4109	4656	4381	6.40569395017794	0	0	0	0	1.60142348754448	0	0	32.0284697508897	1.42348754448399	43.4163701067616	0.889679715302491	0	0.355871886120996	0	0	0	0	8.00711743772242	0	0	0	0	3.02491103202847	0.355871886120996	0	0	0.177935943060498	0	0	0	0	2.31316725978648	0
10523	16199	"Croaghaun East"	54.196854	-9.451948	310	"AWI"	310	4154	4770	4452	7.01468189233279	0	0	0	0	3.2626427406199	0	0	24.4698205546493	1.95758564437194	36.7047308319739	0.32626427406199	0	0.489396411092985	0	0.32626427406199	0	0	18.5970636215334	0	0	0	0	4.07830342577488	0.32626427406199	0	0	0	0	0	0	0	2.44698205546493	0
10523	16199	"Croaghaun East"	54.196854	-9.451948	315	"AWI"	315	4241	4839	4522	4.18326693227092	0	0	0	0	0.597609561752988	0	0	16.9322709163347	0	59.9601593625498	0.199203187250996	0	0.199203187250996	0	0	0	0	12.5498007968127	0	0	0	0	3.58565737051793	0	0	0	0	0.199203187250996	0	0	0	1.59362549800797	0
10523	16199	"Croaghaun East"	54.196854	-9.451948	320	"AWI"	320	4294	4942	4591	6.04490500863558	0	0.172711571675302	0	0	1.03626943005181	0	0	20.7253886010363	0.172711571675302	51.986183074266	0	0.172711571675302	0.345423143350604	0	0	0	0	16.580310880829	0	0	0	0	1.20898100172712	0	0	0	0	0	0	0	0	1.55440414507772	0
10523	16199	"Croaghaun East"	54.196854	-9.451948	325	"AWI"	325	4389	5003	4666	6.42570281124498	0	0	0	0	2.00803212851406	0	0	28.6479250334672	1.33868808567604	38.9558232931727	0	0	0.133868808567604	0	0	0	0	13.520749665328	0	0	0	0	4.14993306559572	0.267737617135207	0	0	0.133868808567604	0	0	0	0	4.41767068273092	0
10523	16199	"Croaghaun East"	54.196854	-9.451948	330	"AWI"	330	4445	5101	4741	5.99455040871935	0	0	0.272479564032698	0	2.17983651226158	0	0	29.700272479564	0.544959128065395	40.1907356948229	0.136239782016349	0	0.136239782016349	0.544959128065395	0	0	0	13.0790190735695	0	0	0	0	2.72479564032698	0.408719346049046	0	0	0.136239782016349	0	0	0	0	3.95095367847411	0
10523	16199	"Croaghaun East"	54.196854	-9.451948	335	"AWI"	335	4565	5169	4813	9.39226519337017	0	0	0.276243093922652	0	3.03867403314917	0	0	25.414364640884	0.552486187845304	43.5082872928177	0	0	0	0.138121546961326	0	0	0	12.0165745856354	0	0	0	0	1.65745856353591	0.276243093922652	0	0	0.276243093922652	0	0	0	0	3.45303867403315	0
10523	16199	"Croaghaun East"	54.196854	-9.451948	340	"AWI"	340	4632	5265	4886	8.52390852390852	0	0	0	0	2.91060291060291	0	0	29.3139293139293	4.98960498960499	40.956340956341	0	0	0	0	0.831600831600832	0	0	7.9002079002079	0	0	0	0	3.74220374220374	0.415800415800416	0	0	0.207900207900208	0	0	0	0	0.207900207900208	0
10523	16199	"Croaghaun East"	54.196854	-9.451948	345	"AWI"	345	4714	5359	4993	8.10055865921788	0	0	0	0	5.3072625698324	0	0	24.8603351955307	3.91061452513966	45.8100558659218	0	0	0	0	0	0	0	5.3072625698324	1.11731843575419	0	0	0	3.07262569832402	0.837988826815642	0	0	0.558659217877095	0	0	0	0.279329608938547	0.837988826815642	0
10523	16199	"Croaghaun East"	54.196854	-9.451948	350	"AWI"	350	4765	5543	5087	11.7647058823529	0	0	0.196078431372549	0	2.74509803921569	0	0	29.6078431372549	1.56862745098039	39.8039215686275	0	0	0	0	0.196078431372549	0	0	5.49019607843137	0	0	0	0	6.86274509803922	0.588235294117647	0	0	1.17647058823529	0	0	0	0	0	0
10523	16199	"Croaghaun East"	54.196854	-9.451948	360	"AWI"	360	4903	5792	5296	7.83645655877342	0	0	0	0	1.70357751277683	0	0	39.6933560477002	2.38500851788756	29.9829642248722	0	0	0.511073253833049	0	0	0	0	7.66609880749574	0	0	0	0	7.32538330494037	0.681431005110733	0	0	0.340715502555366	0	0	0	0	1.87393526405451	0
10523	16199	"Croaghaun East"	54.196854	-9.451948	380	"AWI"	380	5236	6206	5739	8.08823529411765	0	0	0	0	0.490196078431373	0	0	25.7352941176471	0.735294117647059	42.156862745098	0	0	0.490196078431373	0	0	0	0	10.0490196078431	0	0	0	0	4.65686274509804	0	0	0	0.490196078431373	0	0	0	0	7.1078431372549	0
10523	16199	"Croaghaun East"	54.196854	-9.451948	395	"AWI"	395	5586	6456	6060	2.0979020979021	0	0	0.174825174825175	0	1.57342657342657	0	0	48.6013986013986	0.874125874125874	26.5734265734266	0	0	0.34965034965035	0	0	0	0	11.5384615384615	0	0	0	0	3.14685314685315	0	0	0	0.174825174825175	0	0	0	0.524475524475524	4.37062937062937	0
10523	16199	"Croaghaun East"	54.196854	-9.451948	405	"AWI"	405	5840	6601	6270	0.824742268041237	0	0.412371134020619	0	0	2.88659793814433	0	0	35.4639175257732	0.206185567010309	40.6185567010309	0	0	0	0	0	0	0	12.3711340206186	0	0	0	0	1.85567010309278	0	0	0	0.824742268041237	0	0	0.618556701030928	0.412371134020619	3.50515463917526	0
10523	16199	"Croaghaun East"	54.196854	-9.451948	410	"AWI"	410	5942	6698	6371	2.65957446808511	0	0	0	0	0.886524822695036	0	0	37.2340425531915	0.177304964539007	12.0567375886525	0	0	0	0	0	0	0	40.2482269503546	0	0	0	0	1.77304964539007	0	0	0	0.886524822695036	0	0	0.177304964539007	0.531914893617021	3.36879432624113	0
10523	16199	"Croaghaun East"	54.196854	-9.451948	415	"AWI"	415	6050	6753	6459	0.510204081632653	0	0.127551020408163	0.127551020408163	0	1.02040816326531	0.255102040816327	0	74.3622448979592	0.38265306122449	2.4234693877551	0	0	1.27551020408163	0	0	0	0	7.14285714285714	0	0	0	0	2.04081632653061	0.38265306122449	4.46428571428571	0	0.38265306122449	0	0	0	0.255102040816327	4.8469387755102	0
10523	16199	"Croaghaun East"	54.196854	-9.451948	420	"AWI"	420	6126	6889	6551	0.194174757281553	0	0.194174757281553	0	0	0.388349514563107	0.194174757281553	0	57.2815533980583	0.776699029126214	0	0	0	21.5533980582524	0	0	0	0	14.9514563106796	0	0	0	0	1.35922330097087	0.194174757281553	0	0	1.35922330097087	0	0	0	0	1.55339805825243	0
10523	16199	"Croaghaun East"	54.196854	-9.451948	421	"AWI"	421	6147	6904	6566	0	0	0.246609124537608	0.246609124537608	0	0.246609124537608	0	0	30.826140567201	0.61652281134402	0	0	0	50.0616522811344	0	0	0	0	16.5228113440197	0	0	0	0	0	0	0	0	0.369913686806412	0	0	0	0	0.863131935881628	0
10523	16199	"Croaghaun East"	54.196854	-9.451948	422	"AWI"	422	6161	6919	6583	0	0	0.186915887850467	0	0	0	0	0	24.2990654205607	0	2.05607476635514	0	0	53.0841121495327	0	0	0	0	19.2523364485981	0	0	0	0	0	0	0	0	0.560747663551402	0	0	0	0	0.560747663551402	0
10523	16199	"Croaghaun East"	54.196854	-9.451948	423	"AWI"	423	6169	6938	6598	0.316455696202532	0	0	0	0	2.84810126582278	0	0	31.9620253164557	4.43037974683544	22.1518987341772	0	0	13.2911392405063	0	0	0	0	19.620253164557	0	0	0	0	1.89873417721519	0	0	0	0.316455696202532	0	0	0	0.316455696202532	2.84810126582278	0
