"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fraxinus"	"Juniperus"	"Lamiaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
26145	45385	"Viitna Linajärv"	59.45139	26.01389	520	"AWI"	520	2047	3498	2788	1	194	2	1	0	0	0	0	0	54	4	0	0	0	11	1	0	0	2	95	138	0	0	0	0	0	34	0	0	0	0	3	0	0	14	26	1
26145	45385	"Viitna Linajärv"	59.45139	26.01389	530	"AWI"	530	2561	3888	3372	1	196	0	1	4	0	0	0	0	86	2	0	0	0	23	0	1	0	0	147	146	0	0	0	0	0	48	0	0	0	0	0	0	0	26	25	1
26145	45385	"Viitna Linajärv"	59.45139	26.01389	540	"AWI"	540	3494	4174	3870	0	232	0	1	7	0	0	0	0	87	4	0	0	0	34	1	0	0	1	81	157	0	0	0	0	0	61	0	5	0	0	2	0	0	34	69	3
26145	45385	"Viitna Linajärv"	59.45139	26.01389	550	"AWI"	550	3909	4632	4234	0	208	0	0	2	0	0	0	0	125	2	0	1	0	31	0	0	0	1	50	112	0	0	0	0	0	46	0	0	0	0	6	0	0	36	60	0
26145	45385	"Viitna Linajärv"	59.45139	26.01389	560	"AWI"	560	4087	5085	4526	0	257	1	1	3	0	0	0	0	123	2	0	0	0	22	0	0	0	0	42	91	0	0	0	0	0	42	0	3	0	0	3	0	0	49	61	0
26145	45385	"Viitna Linajärv"	59.45139	26.01389	570	"AWI"	570	4287	5425	4821	0	245	0	1	3	0	0	0	0	151	2	0	0	0	29	0	0	0	0	61	52	0	0	0	0	0	54	0	3	0	0	2	0	0	62	91	0
26145	45385	"Viitna Linajärv"	59.45139	26.01389	580	"AWI"	580	4540	5687	5114	1	280	0	1	2	0	0	0	0	135	2	0	0	0	20	0	0	0	0	40	70	0	0	0	0	0	41	0	0	0	0	0	0	0	53	146	0
26145	45385	"Viitna Linajärv"	59.45139	26.01389	590	"AWI"	590	4807	5911	5406	1	223	0	0	3	0	0	0	0	159	1	0	0	0	30	0	0	0	0	59	78	0	0	0	0	0	11	0	3	0	0	0	0	0	71	124	0
26145	45385	"Viitna Linajärv"	59.45139	26.01389	600	"AWI"	600	5112	6111	5712	1	242	0	0	1	0	0	0	0	180	3	0	0	0	23	0	0	0	0	54	65	0	0	0	0	0	18	0	2	0	0	0	0	0	70	108	1
26145	45385	"Viitna Linajärv"	59.45139	26.01389	610	"AWI"	610	5647	6278	5985	0	240	0	1	1	0	0	0	0	171	5	0	0	0	21	0	0	0	0	24	85	0	0	0	0	0	16	0	0	0	0	2	0	0	66	108	0
26145	45385	"Viitna Linajärv"	59.45139	26.01389	620	"AWI"	620	5911	6608	6253	2	223	0	1	3	0	0	0	0	188	7	0	0	0	28	0	0	0	0	14	94	0	0	0	0	2	14	0	6	0	0	8	0	0	76	103	0
26145	45385	"Viitna Linajärv"	59.45139	26.01389	630	"AWI"	630	6080	7009	6504	0	243	0	0	1	0	0	0	0	175	13	0	0	0	17	0	0	0	0	5	127	0	0	0	0	0	12	0	2	0	0	1	0	0	56	92	1
26145	45385	"Viitna Linajärv"	59.45139	26.01389	640	"AWI"	640	6276	7299	6747	0	232	0	0	2	0	0	0	0	161	42	0	0	0	30	0	0	0	0	12	138	0	0	0	0	0	13	0	0	0	0	1	1	0	80	110	0
26145	45385	"Viitna Linajärv"	59.45139	26.01389	650	"AWI"	650	6474	7525	7003	0	270	0	0	5	0	0	0	0	145	13	0	0	0	27	0	0	0	0	4	116	0	0	0	0	1	13	0	3	1	0	2	0	0	87	140	0
26145	45385	"Viitna Linajärv"	59.45139	26.01389	660	"AWI"	660	6698	7741	7257	1	256	1	1	1	0	0	0	0	129	7	0	0	0	15	0	0	0	0	6	131	0	0	0	0	0	14	0	0	0	0	3	0	0	57	113	0
26145	45385	"Viitna Linajärv"	59.45139	26.01389	670	"AWI"	670	6978	7913	7517	0	274	0	0	3	0	0	0	0	141	9	0	0	1	7	0	0	0	0	3	165	0	0	0	0	0	6	0	4	0	0	1	0	0	57	130	0
26145	45385	"Viitna Linajärv"	59.45139	26.01389	680	"AWI"	680	7299	8068	7776	0	263	0	1	0	0	0	0	0	157	5	0	0	0	3	0	0	0	0	4	151	0	0	0	0	0	7	0	4	1	0	5	0	1	35	95	0
26145	45385	"Viitna Linajärv"	59.45139	26.01389	690	"AWI"	690	7781	8220	8001	0	268	0	0	0	0	0	0	0	131	9	0	0	0	2	0	0	0	0	3	183	0	0	0	0	1	3	0	0	0	0	0	0	0	38	98	1
26145	45385	"Viitna Linajärv"	59.45139	26.01389	700	"AWI"	700	8021	8478	8205	0	265	0	1	2	0	0	0	0	133	5	0	0	0	3	0	0	0	0	2	168	0	0	0	0	0	4	0	4	0	0	2	0	0	10	85	0
26145	45385	"Viitna Linajärv"	59.45139	26.01389	710	"AWI"	710	8125	8782	8398	1	218	0	0	1	0	0	0	0	48	11	0	0	0	0	0	0	0	0	2	184	0	0	0	0	0	1	0	4	1	0	2	0	0	5	53	0
26145	45385	"Viitna Linajärv"	59.45139	26.01389	720	"AWI"	720	8240	9039	8582	0	237	0	0	5	0	485	0	0	41	8	0	0	0	0	0	0	0	0	3	190	0	0	0	0	0	5	0	6	0	0	7	0	0	6	62	0
26145	45385	"Viitna Linajärv"	59.45139	26.01389	730	"AWI"	730	8386	9254	8772	0	248	0	0	2	0	0	0	0	60	11	0	0	0	3	0	0	0	0	1	159	0	0	0	0	0	3	0	2	1	0	3	0	0	5	83	0
26145	45385	"Viitna Linajärv"	59.45139	26.01389	740	"AWI"	740	8542	9438	8959	0	299	0	0	0	0	0	0	0	95	15	0	0	0	1	0	0	0	0	3	128	0	0	0	0	0	3	0	0	0	0	5	0	0	9	75	2
26145	45385	"Viitna Linajärv"	59.45139	26.01389	750	"AWI"	750	8723	9607	9158	0	268	1	0	1	0	486	0	0	55	7	0	0	0	3	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	1	0	0	1	70	0
26145	45385	"Viitna Linajärv"	59.45139	26.01389	760	"AWI"	760	8939	9783	9346	0	349	0	0	0	0	0	0	0	50	2	0	0	0	0	0	0	0	0	1	118	0	0	0	0	0	0	0	0	0	0	3	0	0	0	68	0
26145	45385	"Viitna Linajärv"	59.45139	26.01389	770	"AWI"	770	9216	9954	9531	0	333	0	0	4	0	0	0	0	46	4	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	10	0	0	0	70	1
26145	45385	"Viitna Linajärv"	59.45139	26.01389	780	"AWI"	780	9539	10157	9756	0	323	0	1	2	0	0	0	0	50	3	0	0	0	0	0	0	0	0	3	196	0	0	0	0	0	1	0	0	0	0	5	0	0	0	32	0
26145	45385	"Viitna Linajärv"	59.45139	26.01389	790	"AWI"	790	9746	10416	10092	0	62	0	0	1	0	0	0	0	31	6	0	0	0	1	0	0	0	0	2	193	0	0	0	0	0	1	0	5	0	0	7	0	0	0	45	0
26145	45385	"Viitna Linajärv"	59.45139	26.01389	800	"AWI"	800	10313	11033	10582	0	8	0	0	9	0	780	0	0	25	15	0	0	0	0	0	0	0	0	2	212	0	0	0	0	0	0	0	0	0	0	14	0	0	0	33	0
26145	45385	"Viitna Linajärv"	59.45139	26.01389	802	"AWI"	802	10344	11267	10690	0	13	0	0	5	0	721	0	0	29	18	0	0	0	1	0	0	0	0	0	224	0	0	0	0	1	3	0	6	0	0	15	0	0	0	32	0
26145	45385	"Viitna Linajärv"	59.45139	26.01389	812	"AWI"	812	11022	12510	11902	0	1	1	1	3	0	748	0	0	23	12	0	0	0	0	0	0	0	0	0	264	0	0	0	0	0	0	0	0	0	0	10	0	1	0	24	0
26145	45385	"Viitna Linajärv"	59.45139	26.01389	815	"AWI"	815	11561	12584	12141	0	2	2	0	1	0	842	1	0	14	28	0	0	0	0	0	0	0	0	0	265	0	0	0	0	0	1	0	0	0	0	12	0	0	0	15	1
26145	45385	"Viitna Linajärv"	59.45139	26.01389	822	"AWI"	822	11968	13694	12712	0	3	0	0	4	0	917	0	0	2	28	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	17	0	1	0	2	0
