"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Adoxaceae"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"
3430	4443	"Solnechnoe"	65.83333	34.33333	415	"AWI"	415	2185	3618	2908	0	0	0	0	2	3	0	0	0	1	6	0	2	0	79	480	0	5	0	0	0	0	0	0	0	0	0	0	0	1
3430	4443	"Solnechnoe"	65.83333	34.33333	425	"AWI"	425	2237	3730	3041	0	12	0	0	3	5	0	0	0	1	12	0	2	0	53	410	0	3	0	0	1	0	0	0	0	0	0	0	0	4
3430	4443	"Solnechnoe"	65.83333	34.33333	435	"AWI"	435	2325	3891	3162	0	0	0	1	3	4	0	0	0	0	5	0	1	0	55	410	0	7	0	0	2	0	0	0	0	0	0	0	0	0
3430	4443	"Solnechnoe"	65.83333	34.33333	450	"AWI"	450	2590	3950	3343	0	0	0	0	0	1	0	0	0	1	5	0	2	0	75	420	0	6	0	0	1	0	0	0	0	0	0	0	0	1
3430	4443	"Solnechnoe"	65.83333	34.33333	462	"AWI"	462	2707	4031	3499	0	19	0	0	4	7	0	0	0	1	5	0	5	0	105	580	0	5	0	1	3	0	0	0	0	0	0	0	1	2
3430	4443	"Solnechnoe"	65.83333	34.33333	475	"AWI"	475	2807	4157	3670	0	18	0	1	3	7	0	0	0	4	7	0	1	1	55	480	0	6	0	0	3	0	0	0	1	0	0	0	1	2
3430	4443	"Solnechnoe"	65.83333	34.33333	487	"AWI"	487	3124	4219	3794	0	25	0	0	2	3	0	0	0	5	5	0	1	0	85	440	0	4	0	0	5	0	0	0	0	0	0	0	0	3
3430	4443	"Solnechnoe"	65.83333	34.33333	500	"AWI"	500	3515	4277	3924	0	15	0	0	2	1	0	0	0	2	6	0	0	0	110	480	0	9	1	0	3	0	0	1	1	0	0	0	0	3
3430	4443	"Solnechnoe"	65.83333	34.33333	515	"AWI"	515	3855	4380	4085	0	19	0	1	3	2	184	0	0	2	6	0	3	0	65	315	1	3	0	2	1	1	0	0	2	0	0	1	1	5
3430	4443	"Solnechnoe"	65.83333	34.33333	525	"AWI"	525	4113	5018	4576	0	30	0	0	2	2	146	1	0	4	4	0	3	0	70	360	0	6	0	0	1	0	0	0	0	0	0	0	1	3
3430	4443	"Solnechnoe"	65.83333	34.33333	537	"AWI"	537	4308	6775	5586	0	18	0	0	4	0	152	0	0	0	17	0	2	0	62	330	0	4	0	0	2	2	0	0	1	0	0	1	0	4
3430	4443	"Solnechnoe"	65.83333	34.33333	550	"AWI"	550	4437	8762	6662	0	0	0	0	15	4	0	0	0	3	23	0	2	2	46	240	0	24	0	0	0	2	0	0	2	0	0	1	0	2
3430	4443	"Solnechnoe"	65.83333	34.33333	562	"AWI"	562	4558	10602	7657	0	0	0	0	19	1	337	0	0	1	39	0	3	2	21	175	0	13	0	1	1	2	0	0	4	1	0	0	0	5
3430	4443	"Solnechnoe"	65.83333	34.33333	575	"AWI"	575	6306	10955	8655	0	0	0	0	28	0	0	0	0	0	22	0	1	2	33	175	0	14	0	0	0	6	0	0	15	3	0	2	0	0
3430	4443	"Solnechnoe"	65.83333	34.33333	587	"AWI"	587	8015	11128	9559	0	0	0	0	20	1	0	0	1	0	21	1	18	2	18	153	0	9	1	1	0	1	0	0	1	0	0	3	0	3
3430	4443	"Solnechnoe"	65.83333	34.33333	600	"AWI"	600	9506	11468	10585	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	21	0	2	0	0	0	0	0	0	1	0	0	0	0	1
3430	4443	"Solnechnoe"	65.83333	34.33333	609	"AWI"	609	10211	11907	11194	0	27	0	2	12	3	259	0	0	3	12	0	11	1	48	295	0	13	0	0	4	1	0	1	2	1	0	0	0	2
3430	4443	"Solnechnoe"	65.83333	34.33333	619	"AWI"	619	10663	12291	11562	0	14	0	0	6	3	0	0	0	4	10	0	6	0	61	400	0	11	0	0	1	0	0	1	0	0	0	2	0	3
3430	4443	"Solnechnoe"	65.83333	34.33333	630	"AWI"	630	10934	13307	11890	0	0	0	0	88	0	0	0	2	0	5	2	4	1	11	100	0	6	0	0	0	4	0	0	0	0	0	3	0	0
3430	4443	"Solnechnoe"	65.83333	34.33333	642	"AWI"	642	11070	14679	12235	0	0	0	1	180	8	0	1	0	0	15	0	11	1	68	355	0	25	0	1	0	5	0	0	0	0	2	4	0	0
3430	4443	"Solnechnoe"	65.83333	34.33333	650	"AWI"	650	11150	15570	12455	0	0	0	0	58	0	37	0	0	0	18	0	0	0	27	110	0	5	0	0	0	5	0	0	0	0	2	0	0	0
