"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Geraniaceae"	"Hypericaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
15714	24116	"Vlcí rokle"	50.604006	16.12701	100	"AWI"	100	2861	4310	3711	170	1	0	0	0	0	2	0	0	0	0	0	0	14	8	0	0	0	0	74	0	2	0	0	0	0	0	0	0	0	0	14	86	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	13	3	0
15714	24116	"Vlcí rokle"	50.604006	16.12701	110	"AWI"	110	3474	4532	4062	364	3	0	0	0	0	1	0	0	0	0	0	0	21	101	0	0	0	0	143	0	1	0	0	0	0	0	0	0	0	2	61	102	0	0	0	0	0	0	0	24	0	0	0	1	0	2	0	0	0	0	0	0	2	11	0	0
15714	24116	"Vlcí rokle"	50.604006	16.12701	120	"AWI"	120	3732	4885	4323	140	1	0	1	0	0	1	0	0	0	0	0	0	22	7	0	0	0	0	163	0	3	0	0	0	0	0	0	0	0	0	52	221	0	0	0	0	0	0	0	11	0	0	0	0	0	1	0	0	0	0	0	0	0	10	0	0
15714	24116	"Vlcí rokle"	50.604006	16.12701	130	"AWI"	130	3931	5196	4559	75	2	0	0	0	0	2	0	0	0	0	0	0	33	1	0	0	0	0	134	0	6	0	0	0	0	0	0	0	0	0	18	155	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
15714	24116	"Vlcí rokle"	50.604006	16.12701	140	"AWI"	140	4148	5479	4798	105	1	0	0	0	0	4	0	0	0	0	0	0	35	5	0	0	0	0	85	0	6	0	0	0	0	0	0	0	0	0	22	242	0	0	0	0	0	0	0	60	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
15714	24116	"Vlcí rokle"	50.604006	16.12701	150	"AWI"	150	4352	5753	5054	37	2	0	0	0	1	3	0	0	0	0	1	0	24	15	0	0	0	0	62	0	9	0	0	0	0	0	0	0	0	0	32	113	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	1	0	0	0	5	2	0
15714	24116	"Vlcí rokle"	50.604006	16.12701	160	"AWI"	160	4588	6013	5292	30	0	0	0	0	0	3	0	0	0	0	0	0	25	4	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	23	279	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	7	5	0	0
15714	24116	"Vlcí rokle"	50.604006	16.12701	170	"AWI"	170	4820	6247	5537	3	4	0	0	0	0	4	0	0	0	0	0	0	24	4	0	0	0	0	82	0	6	0	0	0	0	0	0	0	0	0	20	354	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0
15714	24116	"Vlcí rokle"	50.604006	16.12701	180	"AWI"	180	5074	6469	5785	0	1	0	0	0	0	1	0	0	0	0	0	0	41	2	0	0	0	0	15	0	2	0	0	0	0	0	0	0	0	0	9	343	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
15714	24116	"Vlcí rokle"	50.604006	16.12701	190	"AWI"	190	5325	6689	6031	0	1	0	0	0	0	11	0	0	0	0	0	0	91	15	0	0	0	0	9	0	2	0	0	0	0	0	0	0	0	0	2	113	0	0	0	0	0	0	0	23	0	0	0	0	0	1	0	0	0	0	0	0	0	11	0	0
15714	24116	"Vlcí rokle"	50.604006	16.12701	200	"AWI"	200	5589	6908	6273	1	2	0	0	0	0	1	0	0	0	0	0	0	54	6	0	0	0	0	4	1	4	0	0	0	0	0	0	0	0	0	0	291	0	0	0	0	0	0	1	18	0	0	0	1	0	1	0	0	0	0	0	0	0	17	0	0
15714	24116	"Vlcí rokle"	50.604006	16.12701	210	"AWI"	210	5926	7103	6508	0	0	0	0	0	0	4	0	0	0	0	0	0	98	0	0	0	0	0	1	17	3	0	0	0	0	0	0	0	0	5	0	296	0	0	0	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	0	0	18	0	0
15714	24116	"Vlcí rokle"	50.604006	16.12701	220	"AWI"	220	6323	7287	6735	0	1	0	0	0	0	3	0	0	0	0	0	0	100	5	0	0	0	0	1	5	9	0	0	0	0	0	0	0	0	0	0	485	0	0	0	0	0	0	0	34	0	0	0	0	0	1	0	0	0	0	0	0	15	35	0	0
15714	24116	"Vlcí rokle"	50.604006	16.12701	230	"AWI"	230	6529	7910	7088	0	0	0	1	0	0	3	0	0	0	0	0	0	35	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	333	0	0	0	0	0	0	0	26	0	0	0	0	0	1	0	0	0	0	0	0	0	18	0	1
15714	24116	"Vlcí rokle"	50.604006	16.12701	240	"AWI"	240	6752	8429	7470	0	0	0	0	0	0	2	0	0	0	0	0	0	102	8	0	0	1	0	1	9	5	0	0	0	0	0	0	0	0	0	0	370	0	0	0	0	0	16	1	0	0	0	0	3	0	0	0	0	0	0	13	1	0	15	0	0
15714	24116	"Vlcí rokle"	50.604006	16.12701	250	"AWI"	250	7026	8844	7842	0	0	0	0	0	0	1	0	0	0	0	0	0	27	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	16	0	0	0	1	0	1	0	0	0	0	0	0	0	10	0	0
15714	24116	"Vlcí rokle"	50.604006	16.12701	260	"AWI"	260	7328	9247	8240	0	1	0	1	0	0	3	0	0	0	0	0	0	120	1	0	0	1	0	3	0	12	0	0	0	0	0	0	0	0	0	0	410	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	1	37	43	0	0
15714	24116	"Vlcí rokle"	50.604006	16.12701	265	"AWI"	265	7528	9393	8427	0	0	0	0	0	2	1	0	0	0	0	0	0	230	39	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	3	12	0	0	0	0	0	0	0	0	0	0	0	2	0	26	0	0
15714	24116	"Vlcí rokle"	50.604006	16.12701	270	"AWI"	270	7658	9619	8613	0	0	0	0	0	0	3	0	0	0	0	0	0	88	7	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0
15714	24116	"Vlcí rokle"	50.604006	16.12701	280	"AWI"	280	7983	9928	8994	0	0	0	0	0	0	5	0	0	0	0	0	0	107	5	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	130	0	0	0	0	0	0	0	25	0	0	0	1	0	1	0	0	0	0	0	1	0	60	0	0
15714	24116	"Vlcí rokle"	50.604006	16.12701	290	"AWI"	290	8391	10235	9372	0	0	0	0	0	1	3	0	0	0	0	0	0	208	42	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	16	1	0
15714	24116	"Vlcí rokle"	50.604006	16.12701	300	"AWI"	300	8818	10547	9755	0	0	0	0	0	0	1	0	0	0	0	0	0	86	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	11	0	0	0	0	0	2	0	0	0	0	0	0	0	12	0	0
15714	24116	"Vlcí rokle"	50.604006	16.12701	310	"AWI"	310	9315	10819	10137	0	0	0	1	0	0	3	0	0	0	0	0	0	185	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	3	0	0	0	2	0	32	0	0	0	0	0	0	0	13	0	0
15714	24116	"Vlcí rokle"	50.604006	16.12701	315	"AWI"	315	9581	10925	10295	0	0	0	0	0	0	5	0	0	0	0	0	0	185	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	1	0	129	0	0	0	0	0	0	0	24	0	0
15714	24116	"Vlcí rokle"	50.604006	16.12701	320	"AWI"	320	9744	11094	10470	0	0	0	0	0	0	2	0	0	0	2	0	0	75	116	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	6	0	0	0	1	0	8	0	0	0	0	0	1	0	13	0	0
15714	24116	"Vlcí rokle"	50.604006	16.12701	330	"AWI"	330	10008	11425	10741	0	0	0	0	0	0	2	0	0	0	1	0	0	73	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	5	0	0	0	1	0	1	1	0	0	0	0	0	0	6	0	0
15714	24116	"Vlcí rokle"	50.604006	16.12701	340	"AWI"	340	10295	11711	11021	0	0	0	0	0	0	2	0	138	0	0	0	0	50	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	4	0	4	0	0
15714	24116	"Vlcí rokle"	50.604006	16.12701	350	"AWI"	350	10585	12002	11282	0	0	0	0	0	0	0	0	0	0	0	0	0	20	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	282	0	0	0	0	0	0	0	0	0	0	3	0	3	2	0	0	0	0	1	0	7	0	0
15714	24116	"Vlcí rokle"	50.604006	16.12701	360	"AWI"	360	10838	12222	11505	0	0	0	0	0	0	3	0	366	0	0	0	0	90	165	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	9	0	0	0	0	0	1	0	12	0	0
15714	24116	"Vlcí rokle"	50.604006	16.12701	370	"AWI"	370	11051	12457	11683	0	0	0	0	0	0	3	0	235	0	0	0	0	68	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	427	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	20	0	0
15714	24116	"Vlcí rokle"	50.604006	16.12701	380	"AWI"	380	11283	12641	11863	0	0	0	0	0	0	0	0	127	0	0	0	0	31	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	4	0	0	0	0	0	3	0	2	1	0
15714	24116	"Vlcí rokle"	50.604006	16.12701	385	"AWI"	385	11400	12727	11951	0	0	0	0	0	0	1	0	55	2	0	0	0	1	33	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	103	0	0	0	0	9	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	4	0	0
15714	24116	"Vlcí rokle"	50.604006	16.12701	390	"AWI"	390	11491	12847	12037	0	0	0	0	0	0	10	0	343	0	0	0	0	43	188	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	14	0	0	0	0	0	4	0	27	0	0
15714	24116	"Vlcí rokle"	50.604006	16.12701	395	"AWI"	395	11608	13023	12183	0	0	0	0	0	0	5	0	130	25	0	0	0	0	57	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	1	263	0	1	0	0	0	0	1	0	0	0	0	0	31	0	0	0	0	0	7	0	0	7	0
15714	24116	"Vlcí rokle"	50.604006	16.12701	400	"AWI"	400	11685	13277	12322	0	0	0	0	0	0	4	0	166	0	0	0	0	4	115	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	1	0	4	0	0	0	0	0	2	0	8	0	0
15714	24116	"Vlcí rokle"	50.604006	16.12701	405	"AWI"	405	11793	13452	12464	0	0	2	1	0	0	0	0	25	0	0	0	0	3	98	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	8	76	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	2	0	0	0	0
15714	24116	"Vlcí rokle"	50.604006	16.12701	410	"AWI"	410	11868	13714	12606	0	0	6	1	0	0	2	0	12	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	58	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
