"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Aesculus"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Violaceae"
16349	25386	"Etang Bouquin"	47.27361	4.01861	72	"AWI"	72	254	494	375	1	0	0	172	0	0	0	0	0	0	21	0	1	0	0	0	0	3	57	0	24	0	1	0	102	0	0	0	0	0	0	3	3	0	0	0	0	3	0	0	1	0	0	0	0	0	0	60	0	0	3	18	7	1	0	0	0	0	0	0	2	0	2	0
16349	25386	"Etang Bouquin"	47.27361	4.01861	76	"AWI"	76	284	519	400	2	0	0	217	0	0	0	0	1	0	22	0	0	0	0	0	0	3	70	0	49	0	0	0	120	0	0	0	0	0	0	1	5	0	1	0	0	1	0	0	2	0	81	0	0	0	0	51	0	0	2	19	6	0	0	0	0	1	0	0	3	0	1	0
16349	25386	"Etang Bouquin"	47.27361	4.01861	80	"AWI"	80	306	551	424	2	0	0	229	0	1	0	0	0	0	40	0	2	0	0	0	0	0	59	0	40	0	2	0	102	0	0	0	0	0	0	2	0	0	0	0	0	4	0	1	2	0	93	0	0	0	0	70	0	0	1	12	5	0	0	0	0	0	0	0	3	1	3	0
16349	25386	"Etang Bouquin"	47.27361	4.01861	84	"AWI"	84	358	602	460	2	0	0	259	1	1	0	0	0	0	51	0	0	0	0	0	0	2	64	0	25	0	0	0	110	1	0	0	0	0	0	3	2	0	0	0	0	2	0	0	3	0	90	0	0	0	0	75	0	0	8	8	5	0	0	0	0	1	0	0	4	0	1	0
16349	25386	"Etang Bouquin"	47.27361	4.01861	88	"AWI"	88	389	650	499	1	0	0	215	2	2	0	0	1	0	39	0	0	0	0	0	0	1	81	0	27	0	0	0	117	2	0	0	0	1	1	1	0	0	0	0	0	1	0	0	1	0	98	0	0	0	0	44	0	0	4	3	5	0	0	1	0	0	0	0	4	0	2	0
16349	25386	"Etang Bouquin"	47.27361	4.01861	92	"AWI"	92	470	778	602	1	0	0	383	0	2	0	0	1	0	63	0	0	0	0	0	0	1	105	0	39	0	0	0	141	1	0	0	0	1	0	1	0	0	0	0	0	3	0	0	3	0	100	0	0	0	0	68	0	0	3	7	5	0	0	1	0	1	0	0	9	0	0	0
16349	25386	"Etang Bouquin"	47.27361	4.01861	96	"AWI"	96	524	1185	766	1	0	0	318	1	0	0	0	0	0	60	0	0	0	0	0	0	0	90	0	30	0	0	0	116	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	3	0	83	0	0	0	1	52	0	0	3	4	3	0	0	0	0	2	0	0	3	1	0	0
16349	25386	"Etang Bouquin"	47.27361	4.01861	98	"AWI"	98	539	1392	848	1	0	0	299	0	1	0	0	0	0	53	0	0	1	0	0	0	1	119	0	28	0	0	0	159	2	0	0	0	0	0	0	0	0	0	0	0	5	0	0	3	0	85	0	0	0	0	38	0	0	3	4	4	0	0	0	0	0	0	0	3	0	0	0
16349	25386	"Etang Bouquin"	47.27361	4.01861	102	"AWI"	102	658	1632	1028	0	0	0	245	0	0	0	0	0	0	55	0	0	0	0	0	0	2	40	0	27	0	0	0	101	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	1	0	74	0	0	0	0	60	0	0	1	9	8	1	0	0	0	0	0	0	1	0	2	0
16349	25386	"Etang Bouquin"	47.27361	4.01861	106	"AWI"	106	774	1712	1249	1	0	0	394	1	0	0	0	1	0	84	0	1	0	0	0	0	0	142	0	35	0	0	0	126	3	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	104	0	0	0	0	79	0	0	7	3	6	0	0	2	1	0	0	0	4	0	1	0
16349	25386	"Etang Bouquin"	47.27361	4.01861	110	"AWI"	110	845	1893	1466	1	0	0	399	1	0	0	0	1	0	49	0	2	0	0	0	0	1	104	0	28	2	0	0	114	1	0	0	0	0	0	1	0	0	0	0	0	3	0	0	1	0	87	0	0	2	0	64	0	0	1	5	5	0	0	0	0	0	0	0	8	0	0	0
16349	25386	"Etang Bouquin"	47.27361	4.01861	114	"AWI"	114	1247	1942	1636	5	0	0	516	0	0	0	0	1	0	50	0	1	0	0	9	0	1	250	0	44	0	0	0	178	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	5	0	97	0	0	0	0	80	0	0	1	3	4	0	0	0	0	0	0	0	9	0	0	0
16349	25386	"Etang Bouquin"	47.27361	4.01861	118	"AWI"	118	1608	2035	1804	3	0	0	577	1	0	0	0	1	0	8	0	0	0	0	0	0	0	159	0	31	0	0	0	215	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	65	0	0	1	0	2	0	0	0	1	0	0	0	9	0	0	0
16349	25386	"Etang Bouquin"	47.27361	4.01861	122	"AWI"	122	1897	2224	2021	3	1	0	398	0	0	0	0	2	0	17	0	0	0	0	0	0	0	131	0	64	0	0	0	111	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	8	0	0	0	0	0	0	98	0	0	0	3	5	0	0	0	0	1	0	0	8	0	0	0
16349	25386	"Etang Bouquin"	47.27361	4.01861	126	"AWI"	126	2036	2470	2294	1	0	0	315	0	0	0	0	4	0	1	0	1	0	0	0	0	0	260	0	18	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	8	0	0	0	0	0	0	50	0	0	0	1	1	0	2	1	0	0	1	0	96	2	0	0
16349	25386	"Etang Bouquin"	47.27361	4.01861	130	"AWI"	130	2105	2825	2561	0	0	0	216	0	0	0	0	6	0	0	0	1	1	0	0	0	0	156	0	45	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	5	0	0	0	0	0	0	39	0	0	2	2	1	0	0	0	0	0	1	0	49	0	0	0
16349	25386	"Etang Bouquin"	47.27361	4.01861	134	"AWI"	134	2536	2868	2722	1	0	0	354	1	1	0	1	6	0	0	0	3	0	0	0	0	0	343	0	49	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0	116	17	0	0	0	16	0	1	0	0	0	0	0	67	2	0	0
16349	25386	"Etang Bouquin"	47.27361	4.01861	138	"AWI"	138	2793	3044	2890	1	0	0	464	0	1	0	0	3	0	3	0	1	0	0	5	0	0	250	0	25	0	0	0	7	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	10	0	0	0	0	0	0	62	0	0	1	1	6	0	0	0	0	0	0	0	71	3	0	0
16349	25386	"Etang Bouquin"	47.27361	4.01861	139.5	"AWI"	139.5	2809.5	3186.5	2953	1	1	0	483	1	0	0	0	1	0	0	0	1	0	0	0	0	0	228	0	43	0	0	0	7	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	17	0	0	0	0	0	0	119	0	0	0	0	3	0	0	0	0	0	0	0	53	0	0	0
