"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Olea"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
3319	4311	"Lac Noir"	45.45194	2.62278	55	"AWI"	55	162	684	480	2	0	32	1	1	0	1	0	45	0	0	0	0	0	3	0	0	19	0	34	0	0	15	0	0	82	1	0	0	1	0	0	0	1	0	1	0	3	4	61	0	0	0	60	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	57.5	"AWI"	57.5	189	708	500	3	0	28	0	0	0	1	0	44	0	1	0	0	1	2	0	0	13	0	14	0	0	23	2	0	70	0	0	0	2	0	0	0	0	1	0	0	3	10	47	0	1	1	62	1	1	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	1
3319	4311	"Lac Noir"	45.45194	2.62278	60	"AWI"	60	246	719	521	1	0	30	1	1	0	1	0	33	0	0	0	0	0	1	0	1	17	0	10	0	0	23	0	0	93	0	0	0	2	0	0	0	0	0	0	0	5	0	50	0	0	1	72	0	1	1	0	0	5	1	0	0	0	2	0	0	0	0	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	62.5	"AWI"	62.5	299	730.5	543	29	0	15	1	0	0	2	0	29	0	0	0	0	0	4	0	0	28	0	1	0	0	3	1	1	48	5	0	0	1	0	0	0	2	0	3	0	20	0	35	0	0	0	79	0	0	0	0	1	3	3	1	0	0	0	0	0	2	1	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	65	"AWI"	65	350	743	564	0	0	31	1	6	0	1	0	85	0	1	0	0	0	1	0	0	21	0	11	0	0	20	0	0	52	0	0	0	1	1	0	0	1	2	2	0	2	9	43	0	0	0	40	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	67.5	"AWI"	67.5	401.5	757.5	586.5	4	0	32	1	2	0	2	0	102	0	0	0	0	1	0	0	3	20	0	6	0	0	32	0	0	83	1	0	0	0	0	2	0	0	1	3	0	0	9	57	0	2	0	37	0	1	0	0	0	13	2	0	0	0	0	0	0	0	2	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	70	"AWI"	70	448	772	609	7	0	21	0	1	0	3	0	26	1	0	1	0	1	0	0	0	8	0	4	0	0	7	0	0	86	1	0	0	1	0	0	0	0	0	2	0	1	7	102	0	0	0	42	0	1	0	0	0	11	2	0	0	0	1	0	0	0	0	3	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	72.5	"AWI"	72.5	492.5	795.5	631	10	0	31	0	0	0	2	0	28	0	0	0	0	0	1	0	0	21	0	2	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	4	0	1	5	83	0	0	0	37	1	0	0	0	0	8	2	0	0	0	1	0	0	0	1	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	75	"AWI"	75	526	820	653	8	0	23	1	2	0	2	0	28	0	0	0	0	0	1	0	0	10	0	3	0	0	6	0	0	92	1	0	0	1	0	0	0	0	0	4	0	1	0	105	0	0	0	38	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	77.5	"AWI"	77.5	549.5	848	674	6	0	33	0	0	0	1	0	33	0	0	0	0	0	1	0	0	24	0	4	0	0	11	0	0	103	0	0	0	0	0	0	0	1	0	5	0	0	3	73	0	0	0	45	1	1	0	0	0	8	1	1	0	0	0	0	0	0	0	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	80	"AWI"	80	572	883	697	13	1	38	0	0	0	4	0	36	0	0	0	0	0	0	0	0	28	0	2	0	0	0	0	0	94	1	0	0	0	0	0	0	0	0	2	0	4	0	78	0	0	0	56	0	1	0	0	0	12	1	0	0	0	0	1	0	0	0	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	82.5	"AWI"	82.5	586.5	909.5	720.5	21	0	29	0	0	0	1	0	30	1	0	0	0	0	0	0	0	24	0	3	0	0	24	0	0	110	1	0	0	0	1	0	0	1	0	1	0	1	0	34	0	0	0	59	0	2	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0	1
3319	4311	"Lac Noir"	45.45194	2.62278	85	"AWI"	85	599	941	744	17	0	45	0	0	0	1	0	30	0	0	0	0	1	1	0	0	18	0	7	0	0	10	0	0	91	0	0	0	0	0	0	0	0	0	2	0	5	0	45	0	0	0	54	0	0	0	0	1	5	1	0	0	0	0	0	0	0	2	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	87.5	"AWI"	87.5	630.5	974	780.5	8	0	60	4	0	0	1	0	22	0	0	1	0	0	0	0	0	27	0	1	0	0	0	0	0	80	1	0	0	0	0	0	0	1	0	1	0	2	0	38	0	1	0	55	0	0	0	0	0	6	0	0	0	0	0	1	0	0	1	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	90	"AWI"	90	652	1030	813	21	0	36	0	0	0	1	0	23	0	0	0	0	0	0	0	0	18	0	0	0	0	3	0	0	100	2	0	0	1	0	0	0	0	0	2	0	1	3	51	0	0	0	48	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	92.5	"AWI"	92.5	667.5	1105.5	845.5	13	0	37	1	1	0	0	0	14	0	1	1	0	0	0	0	0	18	0	5	0	0	0	0	0	95	0	0	1	0	0	0	0	0	0	2	0	6	3	71	0	0	0	38	0	2	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	95	"AWI"	95	682	1198	876	28	0	28	0	0	0	1	0	7	0	0	0	0	0	0	0	0	26	0	1	0	0	0	0	0	151	0	0	0	0	0	1	0	0	0	2	0	3	0	0	0	0	0	35	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	99	"AWI"	99	698	1348	924	15	0	33	0	0	0	4	0	16	0	0	0	0	0	0	0	0	14	0	5	0	0	5	0	1	108	3	0	0	0	0	0	0	0	1	1	0	4	4	34	0	0	0	21	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	101	"AWI"	101	707	1426	949	8	0	33	0	1	0	1	0	16	1	0	0	0	0	0	0	1	26	0	25	0	0	9	0	0	100	1	0	0	0	0	0	0	0	0	0	0	4	6	11	0	0	0	92	1	3	0	0	0	3	0	2	0	0	0	0	0	1	1	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	105	"AWI"	105	719	1588	998	8	0	30	0	0	0	1	0	11	0	0	0	0	0	0	0	0	21	2	0	0	0	11	0	1	102	2	0	0	0	0	0	0	1	0	1	0	2	0	24	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	110	"AWI"	110	732	1789	1059	14	1	37	1	1	0	1	0	5	0	0	0	0	0	0	0	0	33	0	6	0	0	0	0	0	130	1	0	0	0	0	0	0	0	0	1	0	5	4	19	0	1	0	80	1	0	0	0	0	6	1	2	0	0	0	0	0	0	1	1	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	115	"AWI"	115	771	1947	1125	20	0	51	0	0	0	1	0	69	0	0	0	0	0	0	0	0	29	0	1	0	0	0	0	0	78	1	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	51	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	120	"AWI"	120	821	2019	1203	21	0	44	0	0	0	1	0	61	0	0	0	0	0	0	0	0	29	0	1	0	0	4	0	0	88	3	0	0	0	0	0	0	0	0	1	0	9	0	0	0	0	0	68	4	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	125	"AWI"	125	860	2098	1283	15	0	55	0	0	0	0	0	39	0	0	0	1	0	1	0	0	49	0	0	0	0	6	0	0	85	3	0	0	0	0	0	0	0	0	3	0	1	0	21	0	0	0	74	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	130	"AWI"	130	885	2191	1363	18	0	38	0	0	0	0	0	88	0	0	0	0	0	0	0	0	12	0	1	0	0	17	0	1	103	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	37	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	135	"AWI"	135	907	2320	1436	21	0	52	0	0	0	0	0	72	0	1	0	0	0	1	0	0	26	0	3	0	0	9	0	1	44	1	0	0	0	0	0	0	0	1	1	0	1	0	27	0	0	1	52	0	0	0	0	1	6	2	1	0	0	0	0	0	0	0	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	139	"AWI"	139	924	2419	1494	16	0	33	0	1	0	0	0	95	0	0	0	0	0	1	0	0	19	0	2	0	0	0	0	0	46	1	0	0	0	0	0	0	0	1	0	0	1	4	25	0	0	0	33	0	0	0	0	0	4	1	1	0	0	1	0	0	1	0	1	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	145	"AWI"	145	994	2531	1583	28	0	42	3	0	0	4	0	48	0	0	0	0	0	0	0	0	36	0	3	0	0	7	0	0	41	0	0	0	0	0	0	0	0	1	0	0	3	0	40	0	0	0	47	0	0	0	0	0	6	0	0	0	0	0	0	0	1	3	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	149	"AWI"	149	1038	2577	1644	43	0	22	0	0	0	0	0	13	0	0	0	0	0	0	0	0	20	0	3	0	0	12	0	0	63	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	27	0	0	0	0	0	5	1	0	0	0	0	0	0	1	1	0	0	1
3319	4311	"Lac Noir"	45.45194	2.62278	151	"AWI"	151	1058	2609	1675	12	0	27	0	1	0	1	0	27	0	1	0	0	0	0	0	0	45	0	7	0	0	0	0	1	76	1	0	0	0	0	0	0	0	0	0	0	1	12	22	0	0	0	98	1	1	1	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	155	"AWI"	155	1092	2679	1735	14	0	48	0	2	0	1	0	40	0	0	0	0	0	0	0	0	29	0	4	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	66	0	3	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	160	"AWI"	160	1128	2794	1805	6	0	68	1	14	0	1	0	51	0	0	0	0	0	0	0	0	28	0	4	0	0	3	0	0	62	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	71	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	165	"AWI"	165	1163	2919	1872	11	0	21	0	4	0	3	0	41	0	0	0	0	0	0	0	0	27	0	2	0	0	0	0	0	67	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	50	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	170	"AWI"	170	1191	3077	1942	20	0	26	0	1	0	0	0	28	0	0	0	0	0	0	0	0	25	0	2	0	0	4	0	0	66	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	70	0	2	0	0	1	4	0	1	0	0	0	0	0	0	0	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	175	"AWI"	175	1258	3124	2012	27	0	20	1	0	0	1	0	26	0	0	0	0	0	0	0	0	15	0	2	0	0	0	0	1	96	0	0	0	0	0	0	0	0	0	0	0	4	8	0	0	0	0	84	0	1	0	0	1	4	1	0	0	0	0	0	0	0	2	2	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	180	"AWI"	180	1305	3195	2089	76	0	22	1	1	0	0	0	31	0	0	0	0	0	0	0	0	17	0	3	0	0	0	0	0	71	2	0	0	0	0	0	0	0	0	0	1	6	6	0	0	0	0	48	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	185	"AWI"	185	1354	3264	2159	42	0	59	0	0	0	2	0	33	0	0	0	0	0	0	0	0	27	0	2	0	0	0	0	0	84	1	0	0	0	0	0	0	1	0	0	1	4	0	0	0	0	0	67	2	0	0	0	1	0	1	2	0	0	1	0	0	0	2	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	190	"AWI"	190	1396	3339	2225	38	0	20	0	0	0	3	0	16	0	0	0	0	0	0	0	0	13	0	9	0	0	0	0	0	77	1	0	0	0	0	0	0	0	0	0	0	1	2	20	0	0	0	42	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	195	"AWI"	195	1430	3436	2293	57	0	26	0	0	0	0	0	21	0	0	0	0	0	0	0	0	21	0	24	0	0	2	0	0	88	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	60	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	199	"AWI"	199	1465	3505	2344	52	0	33	0	0	0	1	0	54	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	59	3	0	0	0	0	0	0	0	0	0	0	4	0	10	0	0	0	50	0	0	0	0	0	1	1	1	0	0	0	0	0	2	0	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	201	"AWI"	201	1502	3527	2376	23	0	49	1	0	0	0	0	54	0	0	0	0	0	0	0	0	19	0	4	0	0	0	0	0	123	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	48	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	202	"AWI"	202	1518	3537	2393	78	0	40	1	0	0	0	0	59	0	0	0	0	0	0	0	0	12	0	14	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	41	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	205	"AWI"	205	1548	3581	2442	43	0	32	0	3	0	0	0	83	0	0	0	0	0	0	0	0	23	0	6	0	0	0	0	0	55	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	62	1	0	0	0	0	2	1	0	0	0	1	0	0	16	0	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	215	"AWI"	215	1653	3752	2608	49	0	28	1	0	0	1	0	41	0	0	0	0	0	0	0	0	31	0	7	0	0	0	0	0	88	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	63	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	220	"AWI"	220	1691	3863	2691	32	0	29	0	1	0	3	0	29	0	0	1	0	0	0	0	0	29	0	8	0	0	0	0	0	85	2	0	0	0	0	0	0	0	0	0	0	3	5	0	0	0	2	53	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	225	"AWI"	225	1732	3989	2763	23	0	28	0	1	0	1	0	47	0	0	0	0	1	0	0	0	30	0	15	0	0	0	0	0	57	4	0	0	0	0	0	0	0	0	0	0	2	6	42	0	0	0	78	0	0	0	0	1	2	0	0	0	0	0	1	0	1	0	1	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	230	"AWI"	230	1802	4072	2839	60	0	44	0	0	0	0	0	36	0	0	0	0	0	0	0	0	32	0	11	0	0	0	0	0	48	1	0	0	0	0	0	0	1	0	0	0	3	0	0	0	2	0	46	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	235	"AWI"	235	1888	4132	2919	48	0	34	0	0	1	2	0	44	0	0	1	0	0	0	0	0	26	0	9	0	0	4	0	0	75	3	0	0	0	0	0	0	0	1	0	0	4	7	0	0	0	0	48	1	0	0	0	0	3	1	0	0	0	0	0	0	0	1	1	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	240	"AWI"	240	1956	4198	3001	70	0	31	0	0	0	2	0	27	0	0	0	0	0	0	0	0	24	0	14	0	0	4	0	0	78	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	44	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	245	"AWI"	245	2011	4268	3078	72	0	30	1	1	0	0	0	21	0	0	0	0	0	0	0	0	27	0	5	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	69	0	0	0	0	0	1	0	0	0	0	0	1	0	0	3	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	249	"AWI"	249	2045	4319	3144	49	0	26	0	0	0	1	0	29	0	0	0	0	0	0	0	0	20	0	14	0	0	0	0	0	110	4	0	0	0	0	0	0	0	0	1	0	1	3	0	0	0	0	66	0	0	0	0	0	0	0	1	0	0	0	0	0	2	4	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	255	"AWI"	255	2094	4434	3229	53	0	38	1	0	0	0	0	44	0	0	0	0	0	0	0	0	16	0	8	0	0	2	0	0	98	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	49	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	260	"AWI"	260	2188	4488	3306	45	0	33	0	0	1	0	0	40	0	0	0	0	0	0	0	0	24	0	3	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	50	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	1	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	265	"AWI"	265	2260	4546	3386	47	0	40	0	0	0	2	0	46	0	0	0	0	0	0	0	0	31	0	5	0	0	0	0	1	80	3	0	0	0	0	0	0	0	4	0	0	1	2	0	0	0	0	85	0	2	0	0	0	2	0	0	0	0	0	0	0	5	0	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	270	"AWI"	270	2327	4614	3460	36	0	10	0	0	0	0	0	21	0	0	0	0	0	0	0	0	12	0	1	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	23	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
