"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Juglans"	"Lamiaceae"	"Malvaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"
3113	4053	"Fougères"	48.51667	-0.83333	50	"AWI"	50	39	240	153	0	122	0	1	0	1	0	1	0	0	0	1	0	2	13	8	0	50	0	3	1	0	0	0	0	0	2	46	0	84	0	0	0	2	2	0	1	0
3113	4053	"Fougères"	48.51667	-0.83333	55	"AWI"	55	62	259	174	0	234	0	0	0	0	0	1	0	0	0	0	0	2	3	2	0	28	0	1	0	0	0	0	0	0	3	20	0	47	0	0	0	0	0	0	0	0
3113	4053	"Fougères"	48.51667	-0.83333	56	"AWI"	56	65	262	179	0	920	0	0	0	1	0	3	0	0	0	0	0	4	1	1	0	44	0	2	0	0	0	0	0	1	0	28	0	25	0	1	0	1	0	0	0	0
3113	4053	"Fougères"	48.51667	-0.83333	57	"AWI"	57	68	266	183	0	194	0	2	0	1	0	0	0	0	0	0	0	1	3	10	0	59	0	1	0	0	0	0	0	0	4	12	0	11	0	0	0	0	0	0	0	0
3113	4053	"Fougères"	48.51667	-0.83333	58	"AWI"	58	71	270	188	0	22	0	2	0	0	0	0	0	0	0	0	0	3	3	10	0	106	1	2	0	0	0	0	1	0	6	75	0	19	0	1	0	0	1	0	0	0
3113	4053	"Fougères"	48.51667	-0.83333	60	"AWI"	60	76	278	196	0	330	0	1	0	0	0	0	0	0	0	0	0	3	4	2	0	30	0	0	0	0	0	0	1	0	5	42	0	32	0	0	0	1	0	0	2	0
3113	4053	"Fougères"	48.51667	-0.83333	62	"AWI"	62	90	285	205	0	460	0	1	1	0	0	1	0	0	0	0	0	2	1	3	0	6	0	2	0	0	0	0	0	0	3	20	0	15	1	0	0	0	1	0	0	0
3113	4053	"Fougères"	48.51667	-0.83333	65	"AWI"	65	107	295	219	0	348	1	8	1	0	0	1	0	0	0	0	0	4	4	2	0	51	0	4	0	0	0	0	2	0	6	33	0	17	0	1	0	3	0	0	1	1
3113	4053	"Fougères"	48.51667	-0.83333	67	"AWI"	67	117	302	228	0	360	2	52	0	0	0	0	0	0	0	0	0	4	3	9	0	81	0	1	0	0	0	0	1	0	14	43	0	40	0	1	0	3	1	0	0	1
3113	4053	"Fougères"	48.51667	-0.83333	70	"AWI"	70	126	317	241	0	330	0	7	1	0	0	1	0	0	0	1	0	5	3	6	0	109	0	1	1	2	0	0	1	0	6	40	0	20	0	3	1	4	1	0	1	0
3113	4053	"Fougères"	48.51667	-0.83333	72	"AWI"	72	133	327	251	0	271	1	1	2	0	0	3	1	0	0	1	0	1	3	2	0	70	0	2	0	1	0	0	0	1	2	22	0	18	0	0	0	2	0	0	0	0
3113	4053	"Fougères"	48.51667	-0.83333	74	"AWI"	74	140	347	259	0	228	1	0	3	1	0	2	0	0	0	0	0	7	3	2	0	99	0	3	0	0	0	0	2	0	1	23	0	21	0	0	1	0	2	0	1	0
3113	4053	"Fougères"	48.51667	-0.83333	76	"AWI"	76	157	363	274	0	240	0	1	2	0	3	3	2	1	0	2	0	5	9	3	1	60	0	1	0	0	0	0	0	1	2	25	0	22	0	0	0	1	1	0	0	1
3113	4053	"Fougères"	48.51667	-0.83333	78	"AWI"	78	180	381	294	0	256	1	1	3	1	0	3	0	1	0	0	0	5	2	1	0	99	0	1	1	0	0	0	0	0	3	23	0	18	0	0	0	4	2	0	1	0
3113	4053	"Fougères"	48.51667	-0.83333	80	"AWI"	80	202	406	314	0	340	0	4	3	1	0	6	1	0	0	1	0	35	11	4	4	162	0	5	0	0	0	0	0	0	2	62	0	39	0	1	0	0	2	0	0	1
3113	4053	"Fougères"	48.51667	-0.83333	83	"AWI"	83	224	450	343	0	218	1	1	4	0	0	7	0	1	0	0	0	32	6	0	0	201	0	1	0	0	0	0	1	2	6	61	0	37	0	0	0	3	1	0	1	1
3113	4053	"Fougères"	48.51667	-0.83333	85	"AWI"	85	236	481	362	0	126	0	0	1	0	0	6	1	0	0	0	0	26	15	0	1	190	0	0	1	0	0	0	0	1	8	64	0	34	0	0	0	0	2	0	0	1
3113	4053	"Fougères"	48.51667	-0.83333	87	"AWI"	87	247	516	382	0	114	1	0	2	0	0	5	0	0	0	2	0	13	12	2	0	113	0	5	0	0	0	0	0	2	3	79	0	30	0	0	0	2	0	0	0	0
3113	4053	"Fougères"	48.51667	-0.83333	90	"AWI"	90	256	573	410	0	40	0	0	8	0	0	4	0	0	0	1	0	22	8	0	0	249	0	11	0	0	0	0	0	0	16	39	0	40	0	0	1	2	2	0	1	0
3113	4053	"Fougères"	48.51667	-0.83333	93	"AWI"	93	310	583	440	0	63	0	2	5	3	0	11	2	0	0	0	0	56	11	1	2	281	0	13	0	0	0	0	0	0	7	46	4	40	0	0	0	1	0	0	0	1
3113	4053	"Fougères"	48.51667	-0.83333	95	"AWI"	95	343	591	459	0	56	0	0	4	1	0	10	1	0	0	2	0	35	9	2	2	171	0	5	0	0	0	1	0	1	9	43	0	58	0	3	1	1	1	0	2	0
3113	4053	"Fougères"	48.51667	-0.83333	97	"AWI"	97	372	600	479	0	82	2	1	8	2	0	10	0	0	0	2	0	46	9	5	0	214	1	1	0	0	0	1	1	2	3	40	0	64	0	0	1	2	0	0	7	2
3113	4053	"Fougères"	48.51667	-0.83333	100	"AWI"	100	409	615	510	0	132	0	0	3	0	0	7	1	0	0	4	0	59	13	0	0	228	1	7	0	0	0	0	0	1	11	63	0	70	1	0	1	2	0	0	0	2
3113	4053	"Fougères"	48.51667	-0.83333	103	"AWI"	103	439	636	541	0	69	2	1	8	1	0	7	1	0	0	0	0	35	22	0	0	122	0	8	1	0	0	0	0	4	20	16	0	39	2	0	1	0	0	0	1	1
3113	4053	"Fougères"	48.51667	-0.83333	105	"AWI"	105	454	656	560	0	57	1	2	2	0	0	6	2	0	0	7	0	52	18	1	0	236	0	4	0	0	0	1	0	1	6	45	0	76	2	0	1	0	0	0	5	3
3113	4053	"Fougères"	48.51667	-0.83333	108	"AWI"	108	513	671	585	0	135	1	1	1	0	0	4	1	0	0	1	0	43	28	2	0	46	0	6	0	0	0	0	0	0	2	47	0	31	0	1	0	1	0	1	1	2
3113	4053	"Fougères"	48.51667	-0.83333	110	"AWI"	110	530	693	605	0	194	0	1	3	1	0	5	0	0	0	2	0	40	15	1	0	65	0	6	0	1	0	1	0	2	2	46	0	77	1	1	0	1	0	0	3	0
