"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Cannabaceae"	"Caryophyllaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Lamiaceae"	"Myrica"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Scrophulariaceae"	"Tilia"	"Ulmus"	"Vitaceae"
3112	4050	"Grande Brière"	47.36667	-2.25	156	"AWI"	156	4429	4800	4617	0	408	1	0	0	0	0	10	0	0	0	0	0	17	78	0	1	0	0	0	0	0	0	2	1	18	0	40	1	0	0	1	0	13	0	0	2	0
3112	4050	"Grande Brière"	47.36667	-2.25	159	"AWI"	159	4454	4819	4638	0	183	1	1	0	0	0	7	0	0	0	0	0	2	178	0	0	1	0	0	0	0	0	2	1	6	0	52	2	0	0	0	0	46	0	0	0	0
3112	4050	"Grande Brière"	47.36667	-2.25	162	"AWI"	162	4477	4838	4659	0	21	0	0	0	0	0	9	0	3	0	0	0	4	76	0	2	0	0	0	0	0	0	2	0	14	0	16	1	0	0	2	0	14	0	1	0	0
3112	4050	"Grande Brière"	47.36667	-2.25	163	"AWI"	163	4483	4846	4666	0	26	1	3	0	0	0	10	0	2	0	0	1	10	163	0	0	0	0	0	0	0	1	2	0	22	0	31	3	0	0	2	0	19	0	1	0	0
3112	4050	"Grande Brière"	47.36667	-2.25	168	"AWI"	168	4512	4898	4702	0	15	2	1	0	0	0	16	0	0	0	0	1	26	135	0	1	0	0	0	0	0	0	2	3	77	0	75	2	0	0	0	1	2	0	1	0	0
3112	4050	"Grande Brière"	47.36667	-2.25	171	"AWI"	171	4524	4933	4722	0	14	7	0	0	0	0	13	0	0	0	0	0	18	103	0	1	0	0	0	0	0	0	3	0	73	0	96	1	0	0	0	0	1	0	3	7	0
3112	4050	"Grande Brière"	47.36667	-2.25	174	"AWI"	174	4545	4961	4743	0	14	15	0	1	0	0	4	0	1	0	0	0	7	22	0	3	0	0	0	0	0	0	2	0	111	0	91	0	0	0	1	2	1	0	1	2	0
3112	4050	"Grande Brière"	47.36667	-2.25	180	"AWI"	180	4581	5001	4787	0	11	32	1	0	1	0	5	0	1	0	0	0	8	10	0	0	0	0	0	0	0	0	3	0	238	0	67	1	0	0	0	0	0	0	0	0	0
3112	4050	"Grande Brière"	47.36667	-2.25	182	"AWI"	182	4590	5014	4803	0	8	75	0	1	0	0	6	0	0	0	0	0	10	15	0	3	1	0	0	0	0	0	0	0	152	0	61	0	0	0	0	1	0	0	1	1	0
3112	4050	"Grande Brière"	47.36667	-2.25	185	"AWI"	185	4604	5041	4824	0	12	144	0	0	0	0	4	0	0	0	0	0	12	5	0	1	0	0	0	0	0	0	6	2	162	0	74	1	0	0	0	0	0	0	3	0	0
3112	4050	"Grande Brière"	47.36667	-2.25	186	"AWI"	186	4607	5052	4830	0	11	246	2	0	1	89	2	0	0	0	0	0	33	34	0	1	0	0	0	0	0	0	3	2	105	0	38	0	0	0	0	0	0	0	2	3	0
3112	4050	"Grande Brière"	47.36667	-2.25	188	"AWI"	188	4613	5079	4843	0	7	308	0	0	1	71	1	0	0	0	0	0	31	23	0	0	0	0	0	0	0	0	8	1	81	0	24	0	0	0	0	0	0	0	2	0	0
3112	4050	"Grande Brière"	47.36667	-2.25	191	"AWI"	191	4638	5105	4864	0	8	292	0	0	1	0	3	0	0	0	0	0	12	44	0	1	0	0	0	0	0	0	8	1	38	0	21	0	0	0	0	0	0	0	1	0	0
3112	4050	"Grande Brière"	47.36667	-2.25	194	"AWI"	194	4658	5134	4885	1	6	484	1	0	2	39	0	0	0	0	0	0	18	10	0	2	0	0	0	0	0	0	1	0	5	0	22	0	0	0	0	0	0	0	4	0	0
3112	4050	"Grande Brière"	47.36667	-2.25	197	"AWI"	197	4672	5178	4907	0	15	234	0	0	1	8	1	0	0	0	0	0	25	10	0	0	0	0	0	0	0	0	6	1	6	0	34	0	0	0	0	0	0	0	8	0	0
3112	4050	"Grande Brière"	47.36667	-2.25	200	"AWI"	200	4684	5219	4927	0	33	86	0	0	0	2	10	0	0	0	0	0	52	11	0	1	1	0	0	0	0	0	7	1	17	0	34	0	0	0	0	0	0	0	2	0	0
3112	4050	"Grande Brière"	47.36667	-2.25	215	"AWI"	215	4762	5395	5039	0	0	201	0	0	3	2	5	0	1	0	0	0	13	10	0	3	0	0	0	0	0	0	8	1	10	0	10	1	0	0	0	1	0	0	13	43	0
3112	4050	"Grande Brière"	47.36667	-2.25	235	"AWI"	235	4860	5629	5185	3	27	139	1	1	19	0	3	0	0	0	1	0	28	5	0	0	0	0	0	0	0	0	1	1	52	0	77	0	0	0	0	0	1	0	5	1	0
