"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Juglans"	"Juniperus"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"
14489	22691	"Hängstli"	46.79417	7.83306	290	"AWI"	290	4651	5613	5189	270	1	137	0	0	8	2	0	4	0	0	0	0	0	65	45	0	20	10	0	0	0	0	0	234	45	0	0	0	26	0	0	0	1	0	0	3	13
14489	22691	"Hängstli"	46.79417	7.83306	300	"AWI"	300	4883	5730	5352	269	1	57	1	0	4	0	0	2	0	0	0	0	0	46	65	0	6	3	0	0	0	0	0	156	32	0	0	0	39	0	0	1	0	0	0	1	7
14489	22691	"Hängstli"	46.79417	7.83306	310	"AWI"	310	5138	5839	5509	300	2	76	0	0	12	0	0	5	0	0	0	0	0	89	53	0	10	4	0	0	0	0	0	111	51	0	0	0	29	0	0	0	0	0	0	5	12
14489	22691	"Hängstli"	46.79417	7.83306	320	"AWI"	320	5343	5992	5667	267	0	140	0	0	5	2	0	1	0	0	0	0	1	107	16	0	12	16	0	0	0	0	0	34	24	0	0	0	39	0	0	0	0	0	0	7	19
14489	22691	"Hängstli"	46.79417	7.83306	330	"AWI"	330	5454	6199	5820	233	2	68	0	0	3	0	0	0	0	0	0	0	0	54	36	0	5	9	0	0	0	0	0	26	26	0	0	0	14	0	0	0	0	0	0	6	16
14489	22691	"Hängstli"	46.79417	7.83306	340	"AWI"	340	5587	6378	5975	269	2	108	0	0	1	0	0	0	0	0	0	0	0	78	13	0	6	7	0	0	0	0	0	2	24	0	0	0	17	0	0	0	0	0	0	5	15
14489	22691	"Hängstli"	46.79417	7.83306	350	"AWI"	350	5721	6550	6126	170	0	188	0	0	3	1	0	0	0	1	0	0	0	102	12	0	3	39	0	0	0	0	0	13	29	0	0	0	14	0	0	0	0	1	0	12	27
14489	22691	"Hängstli"	46.79417	7.83306	360	"AWI"	360	5867	6703	6284	177	0	267	0	0	2	0	0	0	0	0	0	0	0	132	13	0	7	10	0	0	0	0	0	6	28	0	0	0	14	0	0	0	0	0	0	14	57
14489	22691	"Hängstli"	46.79417	7.83306	370	"AWI"	370	6020	6851	6441	428	2	176	0	0	1	0	0	3	0	0	0	0	0	149	209	0	2	4	0	0	0	0	0	0	31	0	0	0	16	0	0	0	0	2	0	6	65
14489	22691	"Hängstli"	46.79417	7.83306	380	"AWI"	380	6196	6985	6595	317	0	92	0	0	0	0	0	2	0	1	0	0	0	98	108	0	2	4	0	0	0	0	0	1	31	0	0	0	12	0	0	0	0	0	0	4	40
14489	22691	"Hängstli"	46.79417	7.83306	390	"AWI"	390	6402	7130	6742	355	2	122	0	0	2	1	0	3	0	0	0	0	0	167	222	0	1	9	0	0	0	0	0	0	33	0	0	0	34	0	0	0	0	1	0	8	72
14489	22691	"Hängstli"	46.79417	7.83306	400	"AWI"	400	6510	7387	6895	390	0	54	0	0	2	0	0	2	0	0	0	0	0	213	336	0	0	11	0	0	0	0	0	0	24	0	0	0	13	0	0	0	0	0	0	3	111
14489	22691	"Hängstli"	46.79417	7.83306	410	"AWI"	410	6616	7627	7048	215	1	44	0	0	1	0	0	3	0	1	0	0	0	206	203	0	0	30	0	0	0	0	0	0	23	0	0	0	24	0	0	0	0	0	0	6	98
14489	22691	"Hängstli"	46.79417	7.83306	420	"AWI"	420	6726	7869	7205	202	2	59	0	0	2	0	0	0	0	0	0	0	0	209	12	0	0	13	0	0	1	0	0	0	31	0	0	0	16	0	0	0	0	0	0	20	63
14489	22691	"Hängstli"	46.79417	7.83306	430	"AWI"	430	6841	8075	7364	137	0	23	0	0	3	0	0	2	0	1	0	0	0	155	6	0	0	12	0	0	0	0	0	0	20	0	0	0	17	0	0	0	0	0	0	9	38
14489	22691	"Hängstli"	46.79417	7.83306	440	"AWI"	440	6957	8315	7520	4	0	13	0	0	0	0	0	1	0	0	0	0	0	37	6	0	0	5	0	0	0	0	0	0	15	0	0	0	5	0	0	0	0	0	0	6	18
14489	22691	"Hängstli"	46.79417	7.83306	450	"AWI"	450	7062	8530	7676	0	0	5	0	0	0	1	0	0	0	0	0	0	0	21	4	0	0	0	0	0	0	0	0	0	10	0	0	0	4	0	0	0	0	0	0	5	6
14489	22691	"Hängstli"	46.79417	7.83306	460	"AWI"	460	7185	8733	7833	0	0	1	0	0	0	0	0	1	0	0	0	0	0	18	2	0	0	1	0	0	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	4	10
