"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Malus"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	180	"AWI"	180	65	390	220	2	0	113	1	0	2	0	17	9	0	4	0	0	0	0	3	5	0	0	0	0	5	0	0	0	0	0	3	0	2	0	0	0	0	0	1	3	333	0	129	0	0	0	50	0	0	0	1	18	1	0	0	0	0	0	0	0	1	0	2
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	205	"AWI"	205	103	423	258	1	0	92	0	0	2	0	18	1	0	3	0	0	0	0	4	3	0	0	0	0	11	0	2	0	0	0	3	0	3	0	0	0	0	0	3	3	382	0	0	0	0	0	42	0	0	0	0	11	0	0	0	1	0	0	0	0	0	1	1
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	230	"AWI"	230	141	456	296	1	0	107	1	0	5	0	15	0	0	3	0	0	0	0	10	4	0	0	0	0	10	0	1	0	0	0	5	0	1	0	0	0	0	0	5	0	368	0	0	0	0	0	68	0	0	0	0	18	1	0	0	0	1	0	0	0	0	0	2
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	235	"AWI"	235	146	462	305	1	0	146	1	0	1	0	25	3	0	4	0	0	0	0	3	6	0	0	0	0	3	1	1	0	0	0	3	0	0	0	0	0	0	0	5	2	288	0	0	0	0	0	78	0	1	0	1	13	0	0	0	0	0	0	0	0	0	0	2
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	245	"AWI"	245	160	478	322	2	0	178	1	3	0	0	17	1	0	0	0	0	0	0	1	17	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	1	0	4	297	0	0	0	1	0	67	0	0	0	0	10	2	0	0	0	0	0	1	0	0	1	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	255	"AWI"	255	171	496	337	1	0	160	1	0	1	0	27	0	0	2	0	0	0	0	1	5	0	0	0	0	3	0	2	0	0	0	3	0	0	0	0	0	0	0	2	1	338	4	0	0	0	0	77	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	260	"AWI"	260	182	500	344	0	0	110	0	0	2	0	12	2	0	2	0	0	0	0	2	4	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	4	3	346	0	0	0	0	0	85	0	0	0	0	5	1	0	0	0	0	0	0	0	1	2	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	270	"AWI"	270	201	511	358	3	0	133	0	0	3	0	29	0	0	2	0	0	0	0	5	6	0	0	0	0	0	0	2	0	0	0	3	0	1	0	0	0	0	0	3	0	336	0	0	0	2	0	88	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	303	"AWI"	303	253	552	407	0	0	64	0	0	1	0	18	1	0	2	0	0	0	0	9	10	0	0	0	0	3	0	2	0	0	0	3	0	0	0	0	0	0	0	8	0	402	0	0	0	0	0	77	0	0	0	0	6	5	1	0	0	0	0	0	0	0	0	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	345	"AWI"	345	333	596	464	0	0	113	0	0	1	0	14	1	0	6	0	1	0	0	15	3	0	0	0	0	5	1	2	0	0	0	6	0	0	0	0	0	0	0	9	2	250	0	0	0	0	0	54	0	0	0	2	12	3	0	0	0	0	0	0	0	1	1	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	385	"AWI"	385	442	632	518	0	0	120	1	0	8	0	39	0	0	5	0	0	0	0	16	7	0	0	0	0	10	0	3	0	0	0	3	0	3	0	0	0	0	0	5	1	351	0	0	0	0	0	46	0	0	0	2	8	5	0	0	0	0	0	0	0	1	2	6
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	425	"AWI"	425	538	711	644	1	0	127	0	0	7	0	94	0	0	6	0	0	0	0	27	14	0	0	0	0	5	1	3	0	0	0	2	0	2	0	0	0	0	0	22	0	234	0	0	0	0	0	49	0	0	0	0	27	9	0	0	1	0	0	0	0	2	1	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	435	"AWI"	435	564	727	669	0	0	92	0	0	2	0	39	0	0	3	0	0	0	0	11	15	0	0	0	0	6	0	1	0	0	0	5	0	1	0	0	0	0	0	16	2	329	0	0	0	0	0	37	0	0	0	1	21	4	0	0	0	0	0	0	1	0	4	2
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	445	"AWI"	445	578	768	697	1	0	155	0	0	4	0	187	0	0	3	0	0	0	0	5	7	0	11	0	0	35	0	0	0	0	0	2	0	1	0	0	0	0	2	28	0	108	0	0	0	3	0	82	0	0	0	0	11	2	0	0	0	0	0	0	0	3	5	2
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	465	"AWI"	465	598	906	743	0	0	162	0	0	4	0	109	0	0	5	0	0	0	0	17	4	0	0	0	0	27	0	5	0	0	0	2	0	0	0	0	0	0	4	30	4	287	0	0	0	0	0	60	0	0	0	0	3	2	0	0	0	0	0	0	0	0	3	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	475	"AWI"	475	619	940	766	2	0	142	1	0	1	0	80	0	0	3	0	0	0	0	11	3	0	0	0	0	18	0	3	0	0	0	1	0	0	0	0	0	0	1	24	1	248	0	0	0	3	0	59	0	0	0	0	1	1	0	0	0	0	0	0	0	0	4	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	485	"AWI"	485	635	974	789	0	0	86	0	0	0	0	69	1	0	0	0	0	0	0	9	5	0	0	0	0	19	0	0	0	0	0	1	0	0	0	0	0	0	2	26	2	400	0	0	0	0	0	55	0	0	0	0	1	0	0	0	1	0	0	0	0	2	4	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	495	"AWI"	495	649	1017	811	1	0	120	0	0	0	0	78	0	0	0	0	0	0	0	21	4	0	0	0	0	13	1	3	0	0	0	2	0	0	0	0	0	0	0	29	0	546	0	0	0	0	0	76	0	0	0	0	0	2	0	0	0	0	0	0	1	1	3	1
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	505	"AWI"	505	660	1068	831	4	0	76	0	0	2	0	89	0	0	0	0	0	0	0	10	2	0	0	0	0	22	0	3	0	0	0	0	0	0	0	0	0	0	0	22	0	497	0	0	0	0	0	86	0	0	0	0	5	3	0	0	0	0	0	0	0	1	2	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	515	"AWI"	515	679	1105	854	6	0	85	1	0	3	0	68	1	0	1	0	0	0	0	10	6	0	0	0	0	8	0	2	0	0	0	1	0	0	0	0	0	0	2	23	1	384	0	0	0	0	0	60	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	535	"AWI"	535	713	1170	901	2	0	64	1	0	1	0	116	0	0	3	0	0	0	0	22	8	0	0	0	0	17	1	0	0	0	0	0	0	0	0	0	0	0	0	36	1	497	0	0	0	0	0	96	0	0	0	0	1	3	0	0	0	0	0	0	0	2	4	1
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	565	"AWI"	565	759	1278	970	5	0	103	1	0	0	0	101	0	0	0	0	0	0	0	11	3	0	0	0	0	14	0	6	0	0	1	0	0	0	0	0	0	0	0	23	1	251	0	0	0	0	0	77	0	0	0	0	1	0	0	0	0	0	0	0	0	3	3	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	585	"AWI"	585	789	1335	1015	2	0	135	1	0	2	0	90	0	0	1	0	0	0	0	18	2	0	0	0	0	23	0	5	0	0	0	1	0	0	0	0	0	0	1	22	2	254	0	0	0	0	0	107	0	0	0	0	7	2	0	0	0	0	0	0	0	0	2	1
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	605	"AWI"	605	826	1396	1062	4	0	123	1	0	7	0	93	0	0	0	0	0	0	0	6	4	0	0	0	0	9	0	3	0	0	0	1	0	0	0	0	0	0	1	26	1	240	0	0	0	5	0	80	0	0	0	0	4	5	0	0	0	0	0	0	0	0	4	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	635	"AWI"	635	864	1493	1133	3	0	160	1	0	2	0	71	0	0	2	0	0	0	0	14	4	0	0	0	0	35	0	2	0	0	0	1	0	0	0	0	0	0	2	34	1	262	0	0	0	0	0	80	0	0	0	0	7	0	0	0	0	0	0	0	0	1	5	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	675	"AWI"	675	941	1602	1232	1	0	131	1	0	0	0	48	0	0	1	0	0	0	0	18	0	0	0	0	0	20	0	5	0	0	0	1	0	0	0	0	0	0	0	70	1	300	0	0	0	0	0	60	0	0	0	1	2	1	0	0	0	0	0	0	0	1	0	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	705	"AWI"	705	999	1675	1304	3	0	86	0	0	0	0	58	0	0	1	0	0	0	0	22	8	0	0	0	0	14	0	2	0	0	0	3	0	0	0	0	0	0	1	47	4	635	0	0	0	0	0	51	0	0	0	0	2	1	0	0	0	0	0	0	0	0	2	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	730	"AWI"	730	1047	1754	1360	5	0	114	0	0	4	0	48	0	0	1	0	0	0	0	20	9	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	2	24	5	341	0	0	0	0	0	82	0	0	0	0	5	1	0	0	0	0	0	0	0	0	3	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	760	"AWI"	760	1099	1831	1431	2	0	47	0	2	2	0	115	0	0	1	0	0	0	0	14	8	0	0	0	0	15	1	3	0	0	0	0	0	0	0	0	0	0	0	20	0	319	0	0	0	0	0	53	0	0	0	0	1	3	0	0	0	0	0	0	0	0	5	1
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	795	"AWI"	795	1171	1920	1512	1	0	114	1	0	5	0	38	1	0	0	0	0	0	0	16	7	0	0	0	0	25	1	1	0	0	0	1	0	1	0	0	0	0	0	29	1	310	0	0	0	0	1	81	0	0	0	0	4	2	0	0	0	0	0	0	0	1	1	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	816	"AWI"	816	1211	1965	1565	12	0	165	1	0	9	0	94	0	0	0	0	0	0	0	33	3	0	0	0	0	32	1	2	0	0	0	1	0	0	0	0	0	0	1	20	0	461	0	0	0	0	0	106	0	0	0	2	3	0	0	0	0	0	0	0	0	1	0	1
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	855	"AWI"	855	1285	2063	1655	1	0	187	0	0	3	0	46	0	0	0	0	0	0	0	21	6	0	9	0	0	23	0	2	0	0	0	1	0	0	0	0	0	0	0	17	1	274	0	0	0	0	0	62	0	0	0	0	5	2	0	0	0	0	0	0	0	4	2	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	876	"AWI"	876	1335	2107	1709	4	0	100	0	0	1	0	26	0	0	4	0	0	0	0	11	6	0	0	0	0	15	0	3	0	0	0	2	0	0	0	0	0	0	0	27	1	480	0	0	0	0	0	54	0	0	0	1	9	2	0	0	0	0	0	0	0	0	3	1
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	910	"AWI"	910	1414	2184	1790	4	0	130	0	0	0	0	101	0	0	2	0	0	0	0	11	1	0	0	0	0	6	0	5	0	0	0	0	0	0	0	0	0	0	2	47	0	322	0	0	0	1	0	91	0	0	0	0	4	0	0	0	0	0	0	0	0	1	5	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	930	"AWI"	930	1451	2230	1835	6	0	101	0	0	1	0	79	0	0	0	0	0	0	0	12	2	0	0	0	0	8	1	0	0	0	0	3	0	0	0	0	0	0	1	25	0	272	0	0	0	0	0	67	0	0	0	0	1	1	0	1	0	0	0	0	1	2	1	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	960	"AWI"	960	1530	2299	1906	5	0	133	1	0	3	0	109	0	0	0	0	0	0	0	28	2	0	0	0	0	24	0	9	0	0	0	0	0	0	0	0	0	0	2	31	0	441	0	0	0	0	0	83	0	0	0	0	0	2	0	0	0	0	0	0	0	1	5	3
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	995	"AWI"	995	1605	2380	1988	0	0	107	0	0	1	0	133	0	0	0	0	0	0	0	10	1	0	0	0	0	17	1	6	0	0	0	0	0	0	0	0	0	0	2	49	0	245	0	0	0	4	0	79	0	0	0	0	0	2	0	0	0	0	0	0	0	2	2	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	1035	"AWI"	1035	1691	2464	2079	5	0	135	0	0	2	0	104	0	0	1	0	0	0	0	12	5	0	0	0	0	14	0	7	0	0	0	0	0	0	0	0	0	0	0	31	3	266	0	0	0	0	0	83	0	0	0	0	3	0	0	0	0	0	0	0	0	5	2	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	1074	"AWI"	1074	1778	2550	2169	4	0	112	0	0	1	0	66	0	0	0	0	0	0	0	22	10	0	0	0	0	13	1	3	0	0	0	1	0	0	0	0	0	0	0	29	2	367	0	0	0	0	0	69	0	0	0	0	4	2	0	0	0	0	0	0	0	2	3	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	1100	"AWI"	1100	1831	2607	2234	5	0	79	1	0	0	0	72	0	0	0	0	0	0	0	6	2	0	0	0	0	13	0	3	0	0	0	0	0	0	0	0	0	0	2	14	0	275	0	0	0	0	0	60	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	1130	"AWI"	1130	1915	2663	2307	4	0	118	0	0	2	0	70	0	0	2	0	0	0	0	22	4	0	0	0	0	16	0	2	0	0	0	0	0	0	0	0	0	0	1	20	0	414	0	0	0	0	0	52	0	0	0	0	2	3	0	0	0	0	0	0	0	4	3	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	1150	"AWI"	1150	1961	2704	2356	2	0	160	0	0	1	0	104	0	0	0	0	0	0	0	10	4	0	7	0	0	10	1	3	0	0	0	3	0	0	0	0	0	0	1	20	1	273	3	0	0	3	0	49	0	1	0	0	4	4	0	0	0	0	0	1	0	2	0	2
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	1177	"AWI"	1177	2024	2760	2415	5	0	158	0	0	2	0	88	0	0	2	0	0	0	0	12	7	0	0	0	0	10	0	3	0	0	0	0	0	0	0	0	0	0	1	18	0	243	0	0	0	1	0	49	0	0	0	0	3	0	0	0	0	0	0	0	0	1	3	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	1200	"AWI"	1200	2088	2809	2467	3	0	147	0	0	2	0	68	0	0	1	0	0	0	0	13	1	0	0	0	0	10	1	1	0	0	0	0	0	0	0	0	0	0	0	20	1	293	0	0	0	0	0	60	0	0	0	0	5	0	0	0	0	0	0	0	1	3	4	2
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	1230	"AWI"	1230	2166	2875	2541	3	0	172	0	0	4	0	62	0	0	0	0	0	0	0	10	4	0	0	0	0	10	0	7	0	0	0	0	0	0	0	0	0	0	2	14	0	305	0	0	0	1	0	70	0	0	0	0	3	1	0	0	1	0	0	0	0	0	2	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	1270	"AWI"	1270	2273	2946	2633	0	0	115	1	0	1	0	67	0	0	0	0	0	0	0	26	4	0	0	0	0	15	0	3	0	0	1	0	0	0	0	0	0	0	0	12	1	309	0	0	0	0	0	75	0	1	0	1	3	1	0	0	0	0	0	0	0	1	0	2
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	1310	"AWI"	1310	2379	3017	2724	1	0	162	0	0	1	0	92	0	0	0	0	0	0	0	21	4	0	0	0	0	5	0	3	0	0	0	0	0	2	0	0	0	0	2	16	1	257	0	0	0	1	0	67	0	0	0	3	1	1	0	0	0	0	0	0	0	3	1	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	1350	"AWI"	1350	2512	3107	2816	6	0	92	0	0	0	0	42	0	0	0	0	0	0	0	27	4	0	0	0	0	12	0	5	0	0	0	0	0	0	0	0	0	0	0	10	1	413	0	0	0	0	0	44	0	0	0	0	4	0	0	0	0	0	0	0	0	2	3	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	1390	"AWI"	1390	2660	3191	2903	7	0	148	0	0	5	0	35	1	0	0	0	0	0	0	30	4	0	3	0	0	15	0	3	0	0	0	2	0	0	0	0	0	0	0	10	1	278	0	0	0	0	0	35	0	0	0	0	4	3	0	0	0	0	0	0	0	0	4	1
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	1420	"AWI"	1420	2784	3258	2967	2	0	126	0	0	10	0	27	0	0	0	0	0	0	0	29	2	0	0	0	0	10	0	5	1	0	0	0	0	0	0	0	0	0	1	16	5	308	0	0	0	0	0	40	0	0	0	1	2	2	0	0	1	0	0	0	0	3	3	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	1460	"AWI"	1460	2934	3383	3105	2	0	116	0	0	4	0	71	0	0	0	0	0	0	0	20	0	0	0	0	0	7	0	1	0	0	0	1	0	0	0	0	0	0	0	6	1	333	0	0	0	0	0	36	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	1500	"AWI"	1500	3044	3827	3320	7	0	148	0	0	5	0	67	0	0	0	0	0	0	0	57	2	0	0	0	0	13	0	6	0	0	0	1	0	0	0	0	0	0	0	10	3	417	0	0	0	0	0	91	0	0	0	0	6	0	0	0	0	0	0	0	0	3	7	1
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	1530	"AWI"	1530	3119	4193	3505	5	0	141	0	0	2	0	69	0	0	0	0	0	0	0	20	2	0	0	0	0	9	0	6	0	0	0	0	0	0	0	0	0	0	0	17	1	298	0	0	0	2	0	85	0	0	0	0	0	0	0	0	1	0	0	0	0	4	5	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	1550	"AWI"	1550	3205	4323	3650	7	0	104	0	0	3	0	75	0	0	1	0	0	0	0	39	7	0	0	0	0	12	0	5	0	0	0	0	0	0	0	0	0	0	0	32	8	455	0	0	0	0	0	111	0	0	0	0	2	1	0	0	0	0	0	0	0	3	10	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	1570	"AWI"	1570	3254	4530	3786	4	0	149	0	0	1	0	74	0	0	0	0	0	0	0	33	6	0	0	0	0	15	0	3	0	0	0	3	0	0	0	0	0	0	1	20	1	300	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	1600	"AWI"	1600	3403	4771	3989	2	0	107	0	0	0	0	30	0	0	0	0	0	0	0	40	1	0	0	0	0	9	0	15	0	0	0	2	0	0	0	0	0	0	0	9	1	325	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	1640	"AWI"	1640	3589	5139	4260	2	0	101	0	0	1	0	57	0	0	0	0	0	0	0	68	1	0	0	0	0	22	0	6	0	0	0	0	0	0	0	0	0	0	0	11	5	337	0	0	0	0	0	86	0	0	0	0	3	1	0	0	0	0	0	0	0	5	8	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	1660	"AWI"	1660	3674	5303	4389	5	0	108	0	0	4	0	39	0	0	0	0	0	0	0	35	3	0	0	0	0	10	2	4	0	0	0	1	0	0	0	0	0	0	0	2	6	319	0	0	0	1	0	85	0	0	0	0	6	1	0	0	0	0	0	1	0	8	6	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	1690	"AWI"	1690	3846	5503	4591	2	0	87	0	0	1	0	47	0	0	2	0	0	0	1	47	0	0	0	0	0	6	0	10	0	0	0	5	0	0	0	0	0	0	0	2	8	386	0	0	0	0	0	94	0	1	0	0	3	1	0	0	0	0	0	0	0	8	4	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	1720	"AWI"	1720	4043	5706	4801	0	0	105	0	0	1	0	36	0	0	0	0	0	0	0	58	2	0	0	0	0	12	0	13	0	0	0	0	0	0	0	0	0	0	0	7	9	472	0	0	0	0	0	97	0	0	0	0	4	0	0	0	0	0	0	0	0	7	7	1
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	1760	"AWI"	1760	4264	5952	5077	0	0	98	0	0	1	0	53	0	0	2	0	0	0	0	62	3	0	0	0	0	10	1	9	0	0	0	1	0	0	0	0	0	0	0	3	12	444	0	0	0	0	0	66	0	0	0	0	1	2	0	0	0	0	0	0	0	7	8	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	1785	"AWI"	1785	4390	6165	5256	2	0	127	0	0	2	0	53	0	0	0	0	0	0	0	118	4	0	0	0	0	11	0	9	0	0	0	0	0	0	0	0	0	0	0	3	5	300	0	0	0	0	0	112	0	0	0	0	1	2	0	0	0	0	0	7	0	5	6	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	1815	"AWI"	1815	4575	6329	5459	1	0	119	0	0	0	0	55	0	0	1	0	0	0	0	69	2	0	0	0	0	9	0	18	0	0	0	0	0	0	0	0	0	0	0	1	7	441	0	0	0	0	0	87	0	0	0	0	0	2	0	0	0	0	0	0	0	12	7	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	1865	"AWI"	1865	4941	6623	5797	3	0	142	0	0	3	0	86	0	0	1	0	0	0	0	72	5	0	0	0	0	7	0	21	0	0	0	0	0	0	0	0	0	0	0	1	33	502	0	0	0	0	0	98	0	1	0	0	1	0	0	0	0	0	0	0	0	21	13	0
