"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Lamiaceae"	"Liliaceae"	"Onagraceae"	"Papaveraceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
16355	25402	"Fontaine Henry"	49.2775	-0.45333	185	"AWI"	185	1307	1708	1527	6	1	0	0	0	0	1	0	0	10	45	0	2	0	0	0	0	0	0	0	2	58	0	16	0	2	0	0	1	0	0	0	0
16355	25402	"Fontaine Henry"	49.2775	-0.45333	209	"AWI"	209	1421	1853	1648	5	0	0	0	1	0	0	1	1	5	44	2	2	0	0	0	0	0	0	2	1	0	1	9	0	0	0	0	2	0	0	0	0
16355	25402	"Fontaine Henry"	49.2775	-0.45333	221	"AWI"	221	1483	1921	1710	8	0	0	0	5	0	0	0	2	11	49	0	0	0	0	0	0	0	0	2	0	0	0	11	0	1	0	0	3	1	2	1	0
16355	25402	"Fontaine Henry"	49.2775	-0.45333	235	"AWI"	235	1558	1991	1781	13	1	0	0	1	0	0	0	0	10	39	0	0	0	0	1	0	0	0	3	3	0	0	29	0	0	2	0	1	0	2	1	0
16355	25402	"Fontaine Henry"	49.2775	-0.45333	245	"AWI"	245	1608	2049	1832	9	1	0	0	1	10	2	1	1	4	36	0	2	0	0	0	0	0	0	1	2	47	0	8	0	1	0	2	0	0	1	0	0
16355	25402	"Fontaine Henry"	49.2775	-0.45333	255	"AWI"	255	1651	2107	1883	8	0	0	0	1	11	5	2	2	13	35	0	0	0	0	0	0	0	0	2	0	49	0	25	0	0	0	0	2	0	0	0	0
16355	25402	"Fontaine Henry"	49.2775	-0.45333	259	"AWI"	259	1669	2127	1905	9	2	0	0	2	0	0	0	0	9	37	0	0	0	0	0	0	0	0	2	1	41	0	19	0	2	0	0	2	0	0	2	0
16355	25402	"Fontaine Henry"	49.2775	-0.45333	275	"AWI"	275	1747	2206	1988	6	1	0	0	2	0	0	0	0	11	27	0	0	0	0	0	0	0	0	1	0	0	0	16	0	0	0	0	0	0	0	0	0
16355	25402	"Fontaine Henry"	49.2775	-0.45333	280	"AWI"	280	1767	2235	2015	9	2	0	0	3	0	2	0	0	25	34	0	0	0	0	0	0	0	0	0	5	0	0	15	0	0	0	0	2	0	0	0	0
16355	25402	"Fontaine Henry"	49.2775	-0.45333	295	"AWI"	295	1843	2301	2090	12	2	0	0	0	0	1	0	0	26	44	0	0	0	0	0	0	0	0	2	4	0	0	17	0	1	0	0	2	0	2	0	0
16355	25402	"Fontaine Henry"	49.2775	-0.45333	300	"AWI"	300	1866	2330	2116	3	1	0	0	3	0	0	1	0	13	33	0	0	0	0	0	0	0	0	2	0	0	0	15	0	0	0	0	3	0	0	1	0
16355	25402	"Fontaine Henry"	49.2775	-0.45333	303	"AWI"	303	1885	2340	2132	7	0	0	0	1	0	1	0	1	16	20	0	2	0	0	0	0	0	0	3	7	0	0	11	0	0	0	0	1	0	1	2	0
16355	25402	"Fontaine Henry"	49.2775	-0.45333	311	"AWI"	311	1926	2380	2173	13	0	0	0	0	0	5	1	0	18	38	0	0	0	0	1	0	0	0	1	4	0	0	26	1	0	0	1	5	0	2	1	0
16355	25402	"Fontaine Henry"	49.2775	-0.45333	318	"AWI"	318	1964	2412	2211	16	0	0	0	1	0	1	2	0	21	42	0	1	0	0	0	0	0	0	1	4	0	0	14	0	0	0	0	0	0	1	0	0
16355	25402	"Fontaine Henry"	49.2775	-0.45333	325	"AWI"	325	2006	2442	2247	10	1	0	1	2	0	0	1	0	20	23	0	2	0	0	0	0	0	0	2	2	0	0	28	0	1	0	0	0	0	1	0	0
16355	25402	"Fontaine Henry"	49.2775	-0.45333	330	"AWI"	330	2028	2464	2273	7	1	0	0	0	0	0	0	0	19	24	0	1	0	0	0	0	0	0	2	5	0	0	31	0	0	0	0	1	0	1	0	0
16355	25402	"Fontaine Henry"	49.2775	-0.45333	335	"AWI"	335	2059	2482	2298	21	0	0	1	1	0	2	1	2	25	37	0	1	0	0	0	0	0	0	0	3	0	0	30	1	0	0	1	0	0	0	0	0
16355	25402	"Fontaine Henry"	49.2775	-0.45333	345	"AWI"	345	2111	2523	2351	10	3	1	1	1	0	0	2	1	11	15	0	1	0	0	0	0	0	0	2	1	0	0	29	0	0	0	1	2	0	0	2	0
16355	25402	"Fontaine Henry"	49.2775	-0.45333	348	"AWI"	348	2129	2538	2368	18	1	1	0	2	0	1	1	0	8	24	0	1	0	0	0	0	0	0	1	1	0	0	19	0	0	0	0	2	0	0	0	0
16355	25402	"Fontaine Henry"	49.2775	-0.45333	354	"AWI"	354	2163	2562	2400	2	0	1	0	2	0	1	0	0	7	30	0	2	0	0	2	0	0	0	2	5	48	0	14	0	0	0	0	0	0	0	0	0
16355	25402	"Fontaine Henry"	49.2775	-0.45333	360	"AWI"	360	2195	2589	2432	7	1	1	0	1	0	1	1	0	7	55	0	1	0	0	1	0	0	0	0	2	0	0	17	0	0	0	0	2	0	0	0	0
16355	25402	"Fontaine Henry"	49.2775	-0.45333	370	"AWI"	370	2248	2624	2484	7	0	0	0	0	0	0	0	1	15	50	0	0	0	0	0	0	0	0	1	0	0	0	17	0	0	0	0	0	0	0	0	0
16355	25402	"Fontaine Henry"	49.2775	-0.45333	382	"AWI"	382	2319	2662	2548	0	0	0	0	0	0	2	0	0	6	39	0	1	0	0	1	0	0	0	1	3	0	0	11	0	0	0	0	0	0	3	0	0
16355	25402	"Fontaine Henry"	49.2775	-0.45333	388	"AWI"	388	2354	2680	2580	5	2	0	0	0	0	1	0	1	17	36	0	0	0	0	0	0	0	0	3	1	0	0	15	0	0	0	1	2	0	1	1	0
16355	25402	"Fontaine Henry"	49.2775	-0.45333	430	"AWI"	430	2599	3022	2831	18	0	0	0	0	0	0	0	0	18	50	0	0	0	0	1	0	0	0	0	1	0	0	12	0	0	0	0	0	0	0	0	0
16355	25402	"Fontaine Henry"	49.2775	-0.45333	440	"AWI"	440	2666	3092	2896	4	2	1	1	0	0	1	1	0	16	37	0	1	0	0	0	0	0	0	1	0	0	0	17	0	0	0	0	1	0	0	1	0
16355	25402	"Fontaine Henry"	49.2775	-0.45333	445	"AWI"	445	2703	3118	2932	6	0	1	0	0	0	1	1	1	13	29	0	1	0	0	0	0	0	0	1	1	0	0	32	0	0	1	0	0	1	0	1	0
16355	25402	"Fontaine Henry"	49.2775	-0.45333	450	"AWI"	450	2733	3161	2964	6	2	0	0	0	0	3	0	0	8	24	0	0	0	0	0	0	0	0	0	1	0	0	16	0	0	0	0	0	0	0	0	0
16355	25402	"Fontaine Henry"	49.2775	-0.45333	470	"AWI"	470	2880	3282	3101	4	1	0	0	1	0	0	0	0	2	15	0	0	0	0	0	0	0	0	0	1	0	0	11	0	0	0	0	0	0	1	0	0
16355	25402	"Fontaine Henry"	49.2775	-0.45333	495	"AWI"	495	3091	3404	3273	4	4	3	0	0	0	0	1	0	8	28	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	1	0	0	0	0
16355	25402	"Fontaine Henry"	49.2775	-0.45333	500	"AWI"	500	3126	3430	3310	16	0	0	0	0	0	2	0	1	10	26	0	0	0	2	3	0	0	0	1	0	24	0	14	0	0	0	0	1	0	1	1	0
16355	25402	"Fontaine Henry"	49.2775	-0.45333	530	"AWI"	530	3315	3706	3496	12	1	0	0	1	0	1	1	0	28	40	0	0	0	0	0	0	0	0	2	0	0	0	25	0	0	0	0	1	0	0	1	0
16355	25402	"Fontaine Henry"	49.2775	-0.45333	536	"AWI"	536	3346	3750	3536	10	0	0	0	0	0	3	1	0	20	43	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	1	0	0
16355	25402	"Fontaine Henry"	49.2775	-0.45333	540	"AWI"	540	3361	3794	3561	11	1	2	0	1	6	1	4	0	18	21	0	0	0	1	0	0	0	0	2	0	0	0	19	0	0	0	0	2	0	1	2	0
16355	25402	"Fontaine Henry"	49.2775	-0.45333	545	"AWI"	545	3389	3829	3593	9	0	0	0	2	0	0	0	0	32	33	0	1	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	3	0	3	1	0
16355	25402	"Fontaine Henry"	49.2775	-0.45333	555	"AWI"	555	3448	3910	3659	8	0	0	1	0	0	0	2	0	13	37	0	1	0	0	0	0	0	0	1	0	19	0	16	0	1	0	0	3	1	3	0	0
16355	25402	"Fontaine Henry"	49.2775	-0.45333	575	"AWI"	575	3556	4054	3791	19	0	0	1	0	0	0	0	0	34	33	0	0	1	0	0	0	0	0	0	0	0	0	36	0	0	1	0	1	1	1	1	0
16355	25402	"Fontaine Henry"	49.2775	-0.45333	580	"AWI"	580	3581	4092	3824	16	0	0	2	0	0	0	0	0	25	57	0	0	0	0	0	0	6	0	4	0	0	1	34	1	0	1	0	0	0	3	0	0
16355	25402	"Fontaine Henry"	49.2775	-0.45333	645	"AWI"	645	3964	4544	4255	7	3	1	0	0	0	0	4	0	22	26	0	1	0	0	0	0	0	0	1	0	0	0	12	0	0	0	0	0	0	3	0	0
16355	25402	"Fontaine Henry"	49.2775	-0.45333	655	"AWI"	655	4033	4615	4320	4	2	1	0	1	0	0	1	0	25	16	0	0	0	0	0	0	0	0	1	0	0	0	17	0	0	0	0	0	0	1	0	0
16355	25402	"Fontaine Henry"	49.2775	-0.45333	667	"AWI"	667	4110	4691	4399	8	0	2	0	0	0	0	0	0	15	28	0	0	0	0	0	0	0	0	0	2	0	0	17	0	0	0	0	0	0	0	0	0
16355	25402	"Fontaine Henry"	49.2775	-0.45333	677	"AWI"	677	4177	4755	4467	8	1	0	0	0	0	3	2	0	10	38	0	0	0	0	0	0	0	0	1	0	0	0	15	0	0	0	0	1	0	1	1	0
16355	25402	"Fontaine Henry"	49.2775	-0.45333	686	"AWI"	686	4233	4810	4527	10	0	0	0	0	0	2	0	0	6	31	0	0	0	0	0	0	0	0	1	0	0	0	27	0	0	0	0	0	0	1	0	0
16355	25402	"Fontaine Henry"	49.2775	-0.45333	691	"AWI"	691	4268	4844	4558	12	0	0	0	0	0	1	0	1	9	33	0	0	0	0	0	0	0	0	4	0	0	0	22	0	0	0	0	0	0	2	0	0
16355	25402	"Fontaine Henry"	49.2775	-0.45333	714	"AWI"	714	4432	4969	4713	5	0	0	0	0	0	0	1	0	27	24	0	0	0	0	0	0	0	0	1	0	0	0	11	0	0	0	0	3	0	0	1	0
16355	25402	"Fontaine Henry"	49.2775	-0.45333	730	"AWI"	730	4552	5061	4820	4	0	1	0	0	0	0	1	0	8	22	0	1	0	0	0	0	0	0	4	1	0	0	13	0	0	0	0	3	0	0	0	0
16355	25402	"Fontaine Henry"	49.2775	-0.45333	755	"AWI"	755	4759	5193	4982	3	1	0	0	0	0	1	0	0	15	30	0	2	0	0	1	0	0	0	0	2	0	0	15	0	0	0	0	0	0	1	0	0
16355	25402	"Fontaine Henry"	49.2775	-0.45333	762	"AWI"	762	4815	5228	5027	17	0	0	0	0	0	0	3	0	21	21	0	0	0	0	0	0	0	0	1	0	0	0	24	0	0	0	0	0	0	2	2	0
16355	25402	"Fontaine Henry"	49.2775	-0.45333	771	"AWI"	771	4882	5269	5086	18	0	0	0	0	0	3	0	0	55	51	0	0	0	0	0	0	0	0	2	0	0	0	33	0	2	0	0	0	2	2	1	0
