"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Crataegus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fraxinus"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Onagraceae"	"Orobanchaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
23855	41351	"Saham  Mere"	52.58139	0.80639	2836	"AWI"	2836	14608	16981	15922	1	0	0	0	5	0	0	0	0	0	0	0	1	0	60	1	0	0	0	0	0	0	0	2	0	0	0	0	15	1	0	0	1	0	0	0	0	0	0	3	14	11	0	0	0	0	0	0	1	0	0	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2840	"AWI"	2840	14936	17137	16177	0	0	0	0	6	0	0	0	0	0	0	2	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	2	5	14	0	0	0	0	0	0	1	0	0	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2844	"AWI"	2844	15164	17364	16436	0	0	0	0	3	0	0	1	0	0	0	3	0	0	38	0	0	0	0	0	0	0	12	1	0	0	0	0	9	1	0	0	1	0	0	0	0	0	0	1	10	9	0	0	0	0	0	0	0	0	0	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2848	"AWI"	2848	15777	17492	16668	0	1	0	0	21	0	0	0	0	0	0	3	0	0	38	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	28	0	0	0	0	0	0	4	0	0	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2852	"AWI"	2852	16179	17643	16913	0	0	0	0	29	0	0	0	0	0	0	1	0	0	46	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	5	30	0	0	0	0	0	0	6	0	0	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2856	"AWI"	2856	16500	17860	17180	0	2	0	0	44	0	0	0	0	0	0	6	0	0	74	0	0	0	0	0	0	0	0	9	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	10	7	72	0	0	0	2	0	0	25	0	0	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2860	"AWI"	2860	16747	18246	17450	1	0	0	0	15	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	4	16	0	0	0	0	0	0	1	0	0	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2864	"AWI"	2864	16862	18869	17703	1	0	0	0	8	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2880	"AWI"	2880	17749	20044	18892	1	0	0	0	6	0	29	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	1	0	0	6	5	24	0	0	0	0	0	0	0	0	0	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2884	"AWI"	2884	17892	20430	19191	0	1	0	0	13	0	0	0	0	0	0	0	2	0	63	0	0	0	0	0	0	0	0	2	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2888	"AWI"	2888	18248	20546	19486	0	0	0	0	5	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2892	"AWI"	2892	18510	20734	19797	1	0	0	0	5	0	0	0	0	0	0	2	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2896	"AWI"	2896	18901	20952	20073	3	1	0	0	5	0	17	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	13	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2900	"AWI"	2900	19341	21101	20349	1	1	0	0	16	0	0	0	0	0	0	0	1	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	1	0	12	0	0	0	0	0	0	2	0	1	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2904	"AWI"	2904	19607	21356	20641	1	0	0	0	15	0	16	2	0	0	0	1	3	0	41	0	0	0	0	0	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2908	"AWI"	2908	19821	21523	20838	1	0	0	0	6	0	0	0	0	0	0	1	3	0	21	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	2	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2912	"AWI"	2912	19984	21784	21023	2	0	0	0	11	0	0	0	0	0	0	1	1	0	24	0	0	0	0	0	0	0	15	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	1	0	10	0	0	0	0	0	0	0	0	0	0	0
