"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Crataegus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Juglans"	"Lamiaceae"	"Liliaceae"	"Montiaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
23847	41335	"Hares Down"	50.97806	-3.64389	60	"AWI"	60	908	1298	1072	0	0	4	1	2	0	0	37	4	3	0	0	0	0	1	9	1	187	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0
23847	41335	"Hares Down"	50.97806	-3.64389	64	"AWI"	64	998	1436	1198	0	0	6	0	1	0	0	0	5	0	0	0	0	0	1	11	0	249	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	31	1	0	1	0	1	0	0	0	0	1	0
23847	41335	"Hares Down"	50.97806	-3.64389	68	"AWI"	68	1041	1672	1313	0	0	15	1	0	0	0	0	3	1	0	0	0	0	0	13	0	183	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	18	3	0	1	0	2	0	0	0	1	0	0
23847	41335	"Hares Down"	50.97806	-3.64389	72	"AWI"	72	1135	1824	1435	0	0	8	0	1	0	0	0	3	0	0	0	0	0	0	8	0	259	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	1	2	0	0	0	0	0	18	4	0	0	0	0	0	0	0	0	0	0
23847	41335	"Hares Down"	50.97806	-3.64389	76	"AWI"	76	1218	1899	1578	0	0	14	1	0	1	0	0	3	0	0	0	0	0	0	6	0	194	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	27	1	0	0	0	1	1	1	0	0	1	0
23847	41335	"Hares Down"	50.97806	-3.64389	80	"AWI"	80	1265	2018	1713	0	0	16	0	0	0	0	0	2	1	0	0	0	0	1	8	0	81	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	14	5	0	2	0	1	3	0	0	0	1	0
23847	41335	"Hares Down"	50.97806	-3.64389	84	"AWI"	84	1534	2057	1823	0	0	20	0	2	0	0	0	0	0	0	0	0	0	3	15	0	87	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	22	6	0	0	0	0	1	0	0	0	0	0
23847	41335	"Hares Down"	50.97806	-3.64389	88	"AWI"	88	1729	2120	1943	0	0	22	0	0	0	0	0	2	0	0	0	0	0	0	9	0	62	0	0	0	2	0	1	6	0	0	0	0	0	0	1	0	0	3	0	0	1	0	0	21	3	0	1	0	0	4	0	0	0	0	0
23847	41335	"Hares Down"	50.97806	-3.64389	92	"AWI"	92	1832	2198	2032	0	0	17	2	0	0	0	0	2	1	0	1	0	0	1	16	0	76	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	23	4	0	0	0	0	0	1	0	0	1	0
23847	41335	"Hares Down"	50.97806	-3.64389	96	"AWI"	96	1906	2247	2094	0	0	52	0	0	0	0	0	0	0	0	0	0	0	4	18	0	86	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	4	0	0	0	0	0	3	0	0	0	0
23847	41335	"Hares Down"	50.97806	-3.64389	100	"AWI"	100	1951	2336	2149	0	0	62	0	1	0	0	0	4	2	0	1	0	0	2	32	0	74	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	36	2	0	0	0	1	2	0	0	0	0	0
23847	41335	"Hares Down"	50.97806	-3.64389	104	"AWI"	104	2009	2362	2199	0	0	41	0	0	0	0	0	4	0	0	0	0	0	4	24	0	90	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	27	1	0	2	0	0	0	1	0	0	0	1
23847	41335	"Hares Down"	50.97806	-3.64389	108	"AWI"	108	2059	2404	2250	0	0	35	1	0	0	2	34	1	1	0	0	0	0	3	17	0	144	0	1	0	2	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	36	2	0	2	0	1	0	1	0	0	0	0
23847	41335	"Hares Down"	50.97806	-3.64389	112	"AWI"	112	2121	2443	2295	0	0	64	0	0	0	1	0	2	0	0	0	0	0	1	39	0	82	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	43	4	0	0	0	2	0	0	0	0	0	0
23847	41335	"Hares Down"	50.97806	-3.64389	116	"AWI"	116	2184	2467	2337	0	0	25	0	0	0	0	0	3	0	0	0	0	0	1	30	0	185	7	0	0	0	0	1	0	2	0	0	0	0	0	1	1	0	4	0	0	0	0	0	43	2	0	0	0	1	1	0	0	0	5	0
23847	41335	"Hares Down"	50.97806	-3.64389	120	"AWI"	120	2228	2513	2383	0	0	59	1	0	1	0	0	2	0	0	0	0	0	1	40	0	90	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	50	4	0	0	0	0	1	0	0	0	1	0
23847	41335	"Hares Down"	50.97806	-3.64389	124	"AWI"	124	2270	2552	2433	0	0	114	0	0	1	0	0	2	0	0	1	0	0	2	40	0	54	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	2	0	0	0	0	0	1	0	0	1	0
23847	41335	"Hares Down"	50.97806	-3.64389	128	"AWI"	128	2315	2620	2482	0	0	136	2	0	0	0	0	2	0	0	0	0	0	0	31	0	62	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	1	0	0	0	3	0	1	0	0	1	0
23847	41335	"Hares Down"	50.97806	-3.64389	132	"AWI"	132	2356	2671	2532	0	0	58	0	1	0	0	0	3	1	0	0	0	0	0	38	0	66	0	0	0	0	1	0	1	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	44	3	0	0	0	0	0	1	0	1	1	0
23847	41335	"Hares Down"	50.97806	-3.64389	136	"AWI"	136	2384	2697	2590	0	0	144	1	0	4	0	0	5	2	0	1	0	0	2	46	0	54	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	2	0	0	0	2	0	0	0	1	2	0
23847	41335	"Hares Down"	50.97806	-3.64389	140	"AWI"	140	2404	2752	2646	0	0	172	1	0	0	0	0	0	0	0	0	0	0	1	45	0	41	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	2	0	0	0	0	1	1	0	0	0	0
23847	41335	"Hares Down"	50.97806	-3.64389	144	"AWI"	144	2513	2859	2717	0	0	178	2	0	0	0	0	0	1	0	2	0	0	3	44	0	52	0	0	0	0	6	1	0	3	0	0	0	0	0	1	0	0	2	0	0	0	0	0	47	0	0	2	0	1	0	0	0	0	2	0
23847	41335	"Hares Down"	50.97806	-3.64389	148	"AWI"	148	2588	3005	2790	0	0	162	0	0	0	0	0	2	1	0	0	1	0	1	33	0	61	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	55	5	0	1	0	3	0	1	0	1	0	0
23847	41335	"Hares Down"	50.97806	-3.64389	152	"AWI"	152	2659	3130	2873	0	0	184	0	0	0	0	0	1	0	1	0	0	0	0	51	0	33	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	2	0	0	0	2	0	0	0	2	0	0
