"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cedrus"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Iridaceae"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Lythraceae"	"Malvaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
15955	24595	"Les Noës"	47.95167	-0.42028	195	"AWI"	195	1558	2477	1922	0	0	9	2	2	0	1	0	1	0	0	0	0	0	0	2	0	0	0	1	0	156	0	0	1	2	0	0	0	0	0	2	8	1	2	0	0	0	1	2	4	0	73	0	0	0	0	5	0	0	0	0	10	3	0	0	1	0	4	2	0	0	0	1
15955	24595	"Les Noës"	47.95167	-0.42028	200	"AWI"	200	1785	2526	2075	0	1	11	4	7	1	1	0	2	0	4	0	0	2	0	0	0	0	0	2	0	78	0	0	0	2	0	0	0	0	0	0	7	0	0	0	0	0	1	1	11	0	0	0	0	0	0	8	0	0	0	0	15	1	0	0	2	2	2	2	0	0	0	0
15955	24595	"Les Noës"	47.95167	-0.42028	215	"AWI"	215	2226	2802	2518	1	1	69	41	5	1	0	0	4	0	2	0	0	2	0	4	0	0	0	25	0	83	0	0	0	2	2	0	0	1	0	0	5	0	0	0	0	0	0	11	15	0	0	0	0	0	0	32	0	1	0	0	0	3	0	0	0	0	2	13	2	0	0	1
15955	24595	"Les Noës"	47.95167	-0.42028	220	"AWI"	220	2327	2853	2598	0	0	62	17	7	0	1	0	7	0	2	0	0	1	0	2	0	0	0	18	0	84	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	8	15	0	0	0	0	0	0	31	0	0	0	0	9	2	0	0	0	1	0	1	1	0	0	0
15955	24595	"Les Noës"	47.95167	-0.42028	225	"AWI"	225	2398	2937	2680	0	1	36	3	10	0	1	0	3	0	0	0	0	0	0	0	0	0	0	15	0	64	0	0	0	2	0	0	0	0	0	0	11	0	0	0	2	0	0	3	4	0	0	0	0	0	0	15	0	0	0	0	0	1	0	0	2	0	0	2	2	0	0	0
15955	24595	"Les Noës"	47.95167	-0.42028	230	"AWI"	230	2435	3075	2759	0	1	34	10	8	0	2	0	7	0	1	0	0	2	0	0	0	0	0	12	0	67	0	0	2	1	0	0	0	0	0	0	7	0	0	0	0	0	1	5	10	0	0	0	0	0	0	30	0	0	0	0	0	3	0	0	0	0	0	3	1	0	0	0
15955	24595	"Les Noës"	47.95167	-0.42028	235	"AWI"	235	2515	3155	2825	0	0	27	5	5	0	1	0	0	0	0	0	0	2	0	1	0	0	0	14	0	111	2	0	1	1	2	1	0	0	0	0	6	1	0	0	0	0	0	5	6	0	0	0	0	0	0	20	0	0	0	0	0	4	0	0	0	0	0	3	0	1	0	0
15955	24595	"Les Noës"	47.95167	-0.42028	240	"AWI"	240	2614	3189	2894	1	0	40	4	5	0	2	0	5	0	0	0	0	0	0	2	0	0	0	12	0	157	1	0	1	0	1	0	0	0	0	0	6	1	0	0	0	0	0	6	4	0	0	0	1	0	0	31	0	0	0	0	0	4	0	0	3	0	1	4	0	0	0	0
15955	24595	"Les Noës"	47.95167	-0.42028	245	"AWI"	245	2677	3239	2962	0	0	23	4	7	0	0	0	0	0	3	0	0	0	0	0	0	0	0	13	0	161	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	2	2	0	0	0	0	0	0	19	0	0	0	0	5	0	0	0	0	0	2	1	0	0	0	0
15955	24595	"Les Noës"	47.95167	-0.42028	250	"AWI"	250	2726	3325	3025	1	0	18	8	0	0	0	0	8	0	0	0	0	0	0	1	0	0	0	24	0	100	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	10	1	0	0	0	0	0	0	40	0	0	0	0	3	0	0	0	0	0	0	11	4	0	0	0
15955	24595	"Les Noës"	47.95167	-0.42028	255	"AWI"	255	2776	3355	3065	0	0	79	14	3	0	0	0	4	0	0	1	0	1	0	3	0	0	0	53	0	120	0	0	0	1	2	0	0	0	0	0	6	0	0	0	2	0	0	12	5	0	0	0	0	0	0	70	0	0	0	0	7	5	0	0	2	0	0	9	0	0	0	0
15955	24595	"Les Noës"	47.95167	-0.42028	260	"AWI"	260	2819	3377	3104	0	0	138	6	10	3	2	0	4	0	3	0	0	0	0	3	0	0	0	24	0	42	0	0	1	0	1	0	0	0	0	0	3	0	0	0	0	0	0	8	5	0	0	0	0	0	0	21	0	0	0	0	0	4	0	0	1	0	0	15	1	2	0	0
15955	24595	"Les Noës"	47.95167	-0.42028	265	"AWI"	265	2852	3404	3142	0	0	30	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
15955	24595	"Les Noës"	47.95167	-0.42028	270	"AWI"	270	2878	3440	3179	0	0	15	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	12	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
15955	24595	"Les Noës"	47.95167	-0.42028	275	"AWI"	275	2918	3455	3207	1	1	58	5	1	2	1	0	2	0	0	0	0	1	0	1	0	0	0	16	0	4	0	0	0	2	3	0	0	0	0	0	0	0	0	0	1	0	0	2	6	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0
15955	24595	"Les Noës"	47.95167	-0.42028	280	"AWI"	280	2951	3476	3234	0	0	21	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	9	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	2	1	0	0	0	0	0	0	8	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0
15955	24595	"Les Noës"	47.95167	-0.42028	285	"AWI"	285	2977	3503	3263	0	1	102	6	4	0	0	0	9	0	1	0	0	0	0	5	0	0	0	42	0	14	2	0	0	1	1	0	0	0	0	0	4	0	0	0	0	0	0	9	5	0	0	0	0	0	0	75	4	0	0	0	0	4	0	0	2	0	0	9	3	0	0	0
15955	24595	"Les Noës"	47.95167	-0.42028	290	"AWI"	290	3011	3528	3290	0	0	6	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
15955	24595	"Les Noës"	47.95167	-0.42028	295	"AWI"	295	3054	3545	3319	0	0	41	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	13	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	14	0	0	0	0	0	3	0	0	0	0	1	1	1	0	0	0
15955	24595	"Les Noës"	47.95167	-0.42028	300	"AWI"	300	3090	3568	3346	0	0	153	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	5	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	4	4	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
15955	24595	"Les Noës"	47.95167	-0.42028	310	"AWI"	310	3161	3614	3397	0	0	135	2	0	10	0	0	5	0	0	0	0	0	0	1	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	48	0	0	0	0	0	1	0	0	1	0	0	30	2	0	0	0
15955	24595	"Les Noës"	47.95167	-0.42028	312.5	"AWI"	312.5	3183.5	3624	3409.5	0	0	210	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	24	0	2	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	43	3	0	0	0
15955	24595	"Les Noës"	47.95167	-0.42028	315	"AWI"	315	3203	3633	3422	0	0	100	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	11	0	1	0	0	0	1	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	65	1	0	0	0
15955	24595	"Les Noës"	47.95167	-0.42028	317.5	"AWI"	317.5	3219.5	3640.5	3435	0	0	140	0	0	3	0	0	2	0	0	0	0	0	0	1	0	0	0	25	0	7	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	2	0	0	0	0	0	0	0	38	0	0	0	0	2	0	0	0	1	0	0	62	2	0	0	0
15955	24595	"Les Noës"	47.95167	-0.42028	320	"AWI"	320	3235	3650	3447	0	0	150	0	0	5	0	0	5	0	0	0	0	0	0	0	0	0	0	32	0	2	0	0	0	6	20	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	1	0	0	21	0	0	0	0
15955	24595	"Les Noës"	47.95167	-0.42028	322.5	"AWI"	322.5	3249.5	3665	3462	0	0	119	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	7	0	3	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	3	0	0	0	0	1	20	1	0	0	0
15955	24595	"Les Noës"	47.95167	-0.42028	325	"AWI"	325	3261	3676	3475	0	0	245	1	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	18	0	0	0	0	0	1	4	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	16	2	0	0	0
15955	24595	"Les Noës"	47.95167	-0.42028	327.5	"AWI"	327.5	3294	3685.5	3488.5	0	0	260	1	0	2	0	0	3	0	0	0	0	0	0	1	1	0	0	7	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	20	2	0	0	0
15955	24595	"Les Noës"	47.95167	-0.42028	330	"AWI"	330	3328	3694	3502	0	0	124	0	0	6	0	0	4	0	0	0	0	0	0	1	0	0	0	27	0	2	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0
15955	24595	"Les Noës"	47.95167	-0.42028	332.5	"AWI"	332.5	3358	3704	3516	0	0	128	1	0	1	0	0	4	0	0	0	0	0	0	2	0	0	0	35	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	1	40	4	0	0	0
15955	24595	"Les Noës"	47.95167	-0.42028	335	"AWI"	335	3382	3712	3530	0	0	181	3	0	6	0	0	2	0	1	0	0	0	0	0	0	0	0	38	0	2	0	0	0	2	1	0	0	0	0	0	2	0	0	0	0	0	0	4	1	0	0	0	0	0	0	39	0	0	0	0	0	0	0	1	0	1	0	17	3	0	0	0
15955	24595	"Les Noës"	47.95167	-0.42028	337.5	"AWI"	337.5	3399	3724.5	3545.5	0	0	260	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	3	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	10	2	0	0	0
15955	24595	"Les Noës"	47.95167	-0.42028	340	"AWI"	340	3415	3739	3560	0	0	224	1	0	2	0	0	3	0	0	0	0	0	0	1	0	0	0	32	0	2	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	0
15955	24595	"Les Noës"	47.95167	-0.42028	342.5	"AWI"	342.5	3427	3757.5	3574	0	0	252	0	0	3	0	0	4	0	1	0	0	0	0	0	0	0	0	16	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0
15955	24595	"Les Noës"	47.95167	-0.42028	345	"AWI"	345	3445	3774	3590	0	2	250	2	0	2	2	0	2	0	1	0	0	0	0	0	0	0	0	18	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	11	1	0	0	0
15955	24595	"Les Noës"	47.95167	-0.42028	347.5	"AWI"	347.5	3470.5	3785.5	3608.5	0	1	223	1	0	3	0	0	6	0	1	0	0	0	0	0	0	0	0	11	0	3	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	33	0	1	0	0	0	2	0	0	2	0	0	10	1	0	0	0
15955	24595	"Les Noës"	47.95167	-0.42028	350	"AWI"	350	3491	3798	3628	1	2	167	2	1	0	3	0	2	0	3	0	0	2	0	0	0	0	0	37	1	11	1	0	0	2	3	1	0	0	0	0	2	1	0	0	0	0	0	2	3	0	0	0	0	0	1	34	0	0	0	0	0	0	0	0	1	0	0	12	2	0	0	0
15955	24595	"Les Noës"	47.95167	-0.42028	352.5	"AWI"	352.5	3505.5	3811.5	3645	0	2	116	0	0	6	0	0	2	0	3	0	0	0	0	0	0	0	0	35	0	2	0	0	0	1	14	0	0	0	0	0	5	2	0	0	0	0	0	0	3	0	0	0	0	0	0	95	0	0	0	0	0	2	0	0	3	0	0	2	2	0	0	0
15955	24595	"Les Noës"	47.95167	-0.42028	355	"AWI"	355	3519	3832	3663	0	2	107	3	0	5	2	0	2	0	1	0	0	0	0	1	0	0	0	68	0	2	0	0	0	2	5	0	2	0	0	0	2	2	0	1	0	0	0	1	1	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	1	0	0	52	2	0	5	0
15955	24595	"Les Noës"	47.95167	-0.42028	357.5	"AWI"	357.5	3526	3852.5	3681.5	0	2	88	2	2	3	1	0	5	0	2	0	1	2	0	3	0	0	0	66	0	2	0	0	2	4	4	0	0	0	1	0	4	1	0	0	0	0	0	3	2	0	0	0	1	0	1	66	5	0	0	0	0	1	0	0	2	0	0	4	6	2	1	0
15955	24595	"Les Noës"	47.95167	-0.42028	360	"AWI"	360	3535	3881	3700	0	2	285	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	79	0	3	0	0	0	4	8	0	0	0	0	0	1	0	0	0	0	0	0	4	9	0	0	0	2	0	0	99	0	0	0	0	0	0	0	0	0	0	0	63	8	0	1	0
15955	24595	"Les Noës"	47.95167	-0.42028	362.5	"AWI"	362.5	3543.5	3911.5	3716.5	0	0	240	1	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	15	0	1	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0
15955	24595	"Les Noës"	47.95167	-0.42028	365	"AWI"	365	3570	3933	3735	0	1	50	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	8	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	27	0	0	0	0	0	1	0	0	0	0	0	13	2	0	0	0
15955	24595	"Les Noës"	47.95167	-0.42028	367.5	"AWI"	367.5	3589.5	3955	3753.5	0	1	250	1	0	5	1	0	1	0	0	0	0	2	0	0	0	0	0	17	0	1	0	0	0	2	3	0	0	0	0	0	3	2	0	0	0	0	0	2	0	0	0	0	0	0	0	19	0	0	0	0	0	0	1	0	0	0	0	10	3	0	0	0
15955	24595	"Les Noës"	47.95167	-0.42028	370	"AWI"	370	3609	3981	3772	0	2	75	0	0	3	1	0	0	0	1	0	0	1	0	3	0	0	1	38	0	2	0	0	0	2	29	0	0	0	3	0	2	0	0	0	0	2	0	2	1	0	0	0	0	0	1	115	0	0	3	0	0	1	0	0	0	0	0	8	3	2	1	0
15955	24595	"Les Noës"	47.95167	-0.42028	372.5	"AWI"	372.5	3620.5	4012.5	3790.5	0	3	210	1	0	5	1	0	0	0	1	0	0	2	0	0	0	0	0	35	0	0	0	0	0	2	5	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	10	4	0	0	0
15955	24595	"Les Noës"	47.95167	-0.42028	375	"AWI"	375	3631	4045	3809	0	2	112	0	1	2	0	0	1	0	0	0	0	0	0	2	0	0	0	39	0	1	0	0	0	3	21	0	0	0	2	0	0	1	0	1	0	0	0	2	1	0	0	0	0	0	1	81	0	0	0	0	0	0	0	0	0	0	0	7	2	0	1	0
15955	24595	"Les Noës"	47.95167	-0.42028	377.5	"AWI"	377.5	3639.5	4086	3826.5	1	2	190	1	0	2	2	0	0	0	0	0	0	0	0	1	0	0	0	35	0	2	0	0	0	2	5	0	0	0	2	0	1	0	0	0	0	0	2	2	1	1	0	0	0	0	1	23	0	0	0	0	0	0	0	0	3	0	0	10	5	1	0	0
15955	24595	"Les Noës"	47.95167	-0.42028	380	"AWI"	380	3647	4134	3843	0	2	170	1	0	2	1	0	4	0	1	0	0	0	0	2	0	0	0	46	0	2	0	0	0	2	7	0	0	0	1	0	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	3	0	0	8	2	0	0	0
15955	24595	"Les Noës"	47.95167	-0.42028	385	"AWI"	385	3682	4207	3894	0	2	160	1	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	46	0	0	0	0	0	2	12	0	0	0	2	0	2	1	0	0	0	0	0	2	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	1	0	0	17	3	0	0	0
15955	24595	"Les Noës"	47.95167	-0.42028	387.5	"AWI"	387.5	3698.5	4255.5	3921.5	0	0	172	1	1	2	2	0	4	0	0	0	0	0	0	1	0	0	0	45	0	1	0	0	0	0	5	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	16	2	0	0	0
15955	24595	"Les Noës"	47.95167	-0.42028	395	"AWI"	395	3735	4464	4000	1	0	70	15	0	3	1	0	2	0	0	0	0	0	0	0	0	0	0	60	0	5	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	7	0	0	0	0	0	0	0	78	0	0	0	0	3	0	0	0	0	0	0	21	7	0	0	0
15955	24595	"Les Noës"	47.95167	-0.42028	400	"AWI"	400	3755	4634	4047	0	0	77	20	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	56	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	26	6	0	0	0
