"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Lythraceae"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"	"Vitaceae"
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	80	"AWI"	80	412	886	663	1	0	115	1	0	0	1	0	7	0	2	0	0	6	0	0	1	0	0	22	0	13	4	0	0	0	4	0	0	0	0	0	0	1	1	1	0	3	26	0	0	0	10	0	0	0	0	0	0	13	0	2	3	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	85	"AWI"	85	472	913	711	0	0	119	1	0	0	0	0	8	0	0	0	0	2	0	0	0	0	0	29	0	2	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	66	0	2	1	2	0	0	0	0	0	0	22	0	1	3	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	90	"AWI"	90	511	948	757	0	1	81	2	0	0	0	0	8	0	1	0	0	2	0	0	1	0	0	30	0	3	6	0	0	0	5	0	0	0	0	0	0	0	3	1	0	2	41	0	3	0	5	0	0	0	0	0	0	18	0	1	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	95	"AWI"	95	586	973	803	0	0	47	2	0	0	2	0	4	0	2	0	0	1	0	0	2	0	0	17	0	18	0	0	0	0	7	0	0	0	0	0	0	0	1	1	0	0	29	0	1	1	7	0	0	0	0	0	0	22	0	0	1	0	0	0	3	0	0	2	0	0	0	1	1	0	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	100	"AWI"	100	634	1012	849	0	0	77	0	0	0	0	0	7	0	0	0	1	1	0	0	1	0	0	18	0	13	0	0	0	0	6	0	0	0	0	0	0	1	3	0	0	2	20	0	0	2	4	0	0	0	0	0	0	25	0	0	2	0	1	3	2	0	0	3	0	0	0	0	0	0	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	105	"AWI"	105	723	1032	891	0	0	60	1	0	1	1	0	7	0	0	1	0	3	0	2	0	0	0	24	0	13	0	0	0	0	5	0	0	0	0	0	0	1	4	0	0	2	24	0	2	2	4	0	0	0	0	0	1	35	0	0	3	0	2	0	8	0	0	1	0	0	0	2	0	0	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	110	"AWI"	110	773	1066	934	2	0	70	2	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	30	0	16	0	0	0	0	3	1	0	0	0	0	0	0	2	0	0	0	22	0	0	2	3	0	0	0	0	0	0	39	0	1	2	0	0	0	7	0	0	0	0	0	0	2	2	1	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	115	"AWI"	115	812	1107	973	0	0	85	2	0	0	0	0	5	0	2	1	0	1	0	0	0	0	0	18	0	4	5	0	0	0	8	2	0	0	0	0	0	0	2	0	0	1	2	0	0	0	10	0	0	0	0	0	0	73	0	1	2	0	0	0	5	0	0	2	0	0	0	3	2	0	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	125	"AWI"	125	867	1217	1046	0	0	140	3	0	0	2	0	8	0	2	0	0	2	0	0	0	0	0	9	0	9	0	0	0	0	4	5	0	0	0	0	0	0	2	4	0	0	2	0	1	1	4	0	0	0	0	0	0	34	0	0	0	0	0	5	13	0	0	2	0	1	0	2	0	4	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	130	"AWI"	130	892	1275	1081	1	0	180	3	0	2	1	0	13	0	1	0	0	2	0	0	0	0	1	4	0	27	0	0	0	0	3	2	0	0	0	0	0	0	1	1	0	0	1	0	1	2	1	0	0	0	1	0	0	56	0	0	0	0	0	0	4	0	0	1	0	2	0	2	1	0	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	140	"AWI"	140	964	1372	1158	0	0	140	2	0	0	1	0	9	3	0	0	0	0	0	0	0	0	0	7	0	25	0	0	0	0	0	3	0	0	0	0	0	0	2	1	0	1	0	0	0	2	2	0	0	0	0	4	0	34	0	0	2	0	0	0	18	0	0	1	0	1	0	2	0	0	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	145	"AWI"	145	1005	1407	1194	0	0	60	2	0	0	0	0	7	0	2	0	0	2	0	0	0	0	0	6	0	63	0	0	0	5	4	0	0	0	0	0	1	0	0	1	0	3	1	0	0	0	8	0	0	0	0	0	0	28	0	0	1	0	0	0	8	0	0	3	0	3	0	1	0	1	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	150	"AWI"	150	1034	1461	1231	0	0	43	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	90	5	0	0	0	3	0	0	0	0	0	0	0	2	2	0	2	3	0	0	0	3	0	0	0	0	0	0	31	0	2	4	0	0	0	15	0	0	2	0	0	0	1	0	0	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	155	"AWI"	155	1079	1498	1267	0	0	63	1	0	0	1	0	3	1	1	0	0	2	0	0	0	0	0	6	0	116	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	2	0	0	0	0	0	0	21	0	0	2	0	0	0	4	0	0	1	0	1	0	0	2	0	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	165	"AWI"	165	1163	1584	1339	0	0	145	2	0	1	0	0	11	0	0	0	0	1	0	0	0	0	0	12	0	27	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	58	0	0	0	0	0	0	3	0	0	0	0	3	0	1	0	1	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	170	"AWI"	170	1198	1627	1376	0	0	111	2	0	2	2	0	3	0	0	0	0	2	0	0	0	0	0	12	0	30	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	12	0	0	2	5	0	0	0	0	0	0	20	0	4	4	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	175	"AWI"	175	1252	1653	1410	0	0	110	0	0	0	0	0	7	0	0	0	0	3	0	0	0	0	0	5	0	40	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	6	0	0	0	0	0	0	35	0	0	0	0	0	0	17	2	0	0	0	2	2	0	0	0	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	185	"AWI"	185	1360	1740	1485	0	0	186	2	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	7	0	16	0	0	0	0	2	1	0	0	0	0	1	0	3	0	0	2	0	0	0	1	2	0	0	0	0	0	0	35	0	0	1	0	0	0	9	0	0	0	0	0	2	2	2	0	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	190	"AWI"	190	1397	1793	1527	0	0	160	1	0	2	1	0	12	0	0	0	1	0	0	1	0	0	0	8	0	9	0	0	0	0	3	5	0	0	0	0	0	0	0	2	0	0	0	0	0	2	1	0	0	0	0	0	0	44	0	0	0	0	0	0	11	0	0	0	0	0	0	2	0	0	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	195	"AWI"	195	1456	1937	1621	0	0	133	1	0	0	0	0	14	0	1	0	0	0	0	0	0	0	0	20	0	13	3	0	0	0	6	2	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	52	0	1	0	0	0	0	6	0	0	0	0	0	0	2	0	0	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	205	"AWI"	205	1552	2254	1814	1	0	205	3	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	5	0	10	4	0	0	0	3	2	0	0	0	0	0	0	2	0	0	1	0	0	0	2	2	0	0	0	0	0	1	35	0	2	1	0	0	0	2	0	0	0	0	0	2	0	1	0	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	220	"AWI"	220	1707	2648	2100	2	2	138	2	0	2	2	0	8	1	1	0	0	0	0	0	0	0	0	3	0	48	0	0	0	0	3	0	0	0	0	0	0	0	5	2	1	2	1	0	0	2	1	0	0	0	0	0	1	38	0	2	1	0	0	0	2	0	0	1	0	0	0	1	2	0	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	230	"AWI"	230	1851	2863	2294	1	0	114	2	0	0	1	0	2	0	1	0	0	4	0	0	0	0	0	1	0	33	0	0	0	0	5	1	0	0	0	0	0	0	2	1	0	1	1	0	0	2	2	0	0	0	0	0	1	38	0	1	1	0	0	0	6	0	0	2	0	1	2	2	0	0	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	240	"AWI"	240	2009	3067	2504	1	1	86	2	0	1	0	0	3	2	0	0	0	2	0	0	0	0	0	2	0	31	0	0	0	0	3	2	0	0	0	0	0	0	2	0	0	2	0	0	0	2	2	0	0	0	0	0	1	21	0	1	2	0	0	0	6	0	0	0	0	1	1	3	2	0	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	255	"AWI"	255	2281	3319	2806	0	1	196	2	0	2	0	0	3	0	0	0	0	1	0	1	0	0	0	11	0	4	3	0	0	0	3	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	4	0	0	0	0	0	0	30	0	1	1	0	0	0	18	0	0	1	0	0	3	3	0	0	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	265	"AWI"	265	2464	3473	3009	0	0	173	1	0	1	1	0	10	0	1	0	0	0	0	0	0	0	0	7	0	12	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	28	0	1	0	0	0	0	5	0	0	1	0	0	2	3	0	0	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	275	"AWI"	275	2679	3639	3210	2	1	206	3	0	2	3	0	9	0	1	0	0	0	0	1	0	0	0	12	0	2	6	0	0	0	4	2	0	0	0	1	2	0	3	2	0	2	0	0	0	2	2	0	0	0	0	0	2	25	0	1	2	0	0	0	3	0	1	2	0	0	5	2	0	1	1	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	285	"AWI"	285	2902	3790	3408	0	2	200	2	0	2	0	0	11	0	1	0	0	0	0	0	0	0	0	4	0	6	0	0	0	0	5	5	0	0	0	0	0	0	2	2	0	0	0	0	0	2	2	0	0	0	0	0	0	30	0	0	0	0	0	0	3	0	0	3	0	0	2	4	3	1	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	295	"AWI"	295	3189	3923	3600	2	2	176	2	0	2	0	0	14	0	0	0	0	1	0	0	0	0	0	12	0	4	3	0	0	2	4	3	0	0	0	1	0	0	0	1	0	2	0	0	0	2	2	0	0	0	0	0	1	51	0	1	3	0	0	0	2	0	0	2	0	0	7	3	0	0	0	2
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	310	"AWI"	310	3639	4182	3892	0	1	214	2	0	2	0	0	1	0	1	0	1	0	0	0	0	0	0	3	0	2	0	0	0	0	3	6	0	0	0	1	0	0	2	0	0	1	0	0	0	3	3	0	0	0	0	0	0	44	1	2	1	0	0	0	2	0	0	1	0	1	2	3	0	1	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	320	"AWI"	320	3766	4561	4095	2	2	200	1	0	2	0	0	4	0	0	0	0	1	0	0	0	0	0	4	0	15	2	0	0	0	1	2	0	0	0	1	0	0	3	1	0	1	0	0	0	2	2	0	0	0	0	0	0	51	0	0	1	0	0	0	7	0	0	3	0	0	2	2	2	1	1	1
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	330	"AWI"	330	3913	4860	4331	1	0	190	2	0	2	0	0	4	0	0	0	1	0	0	1	0	0	0	21	0	7	0	1	0	0	2	2	0	0	0	0	0	0	2	3	0	0	0	0	0	2	2	0	0	0	0	0	1	62	0	0	2	0	0	0	2	0	0	2	1	0	3	2	1	0	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	335	"AWI"	335	4020	4961	4442	0	0	214	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	14	0	3	0	0	0	0	0	2	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	350	"AWI"	350	4277	5350	4790	0	2	213	2	0	2	2	0	4	0	0	0	0	1	0	0	0	0	0	14	0	5	0	0	0	0	1	2	0	1	2	0	2	0	2	0	0	0	1	0	0	2	2	0	0	0	0	0	0	41	0	2	2	0	0	0	2	3	0	4	3	0	2	2	2	3	0	2
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	365	"AWI"	365	4626	5613	5144	0	3	217	0	0	2	1	0	8	0	0	0	0	0	0	0	0	0	0	11	0	2	0	0	0	0	2	2	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	2	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	375	"AWI"	375	4877	5794	5371	0	0	216	0	0	2	1	0	4	0	0	0	0	0	0	0	0	0	0	12	0	5	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	2	2	0	0	0	0	0	0	36	0	1	2	0	0	0	0	0	0	1	0	0	8	2	0	0	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	385	"AWI"	385	5173	5973	5593	0	2	195	2	0	2	2	0	4	0	0	0	0	2	0	1	0	0	0	19	1	4	0	0	0	0	2	2	0	0	0	0	1	0	2	2	0	0	0	0	2	2	2	0	0	0	0	0	0	54	0	2	0	0	0	0	2	0	0	3	0	0	2	2	2	2	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	392	"AWI"	392	5420	6110	5757	0	2	193	1	0	2	1	0	2	0	1	0	0	0	0	2	0	0	0	23	0	2	0	0	0	0	2	2	0	0	3	0	0	0	3	1	2	3	0	0	0	2	2	0	0	0	0	0	0	20	0	0	0	0	0	0	7	0	0	1	0	0	14	2	1	2	0	2
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	400	"AWI"	400	5719	6309	5955	0	3	147	2	0	2	2	0	4	1	0	0	0	1	0	1	0	0	0	22	0	9	0	0	0	0	0	6	0	0	1	0	0	0	1	2	0	5	0	0	0	2	0	0	0	0	0	0	0	77	0	0	1	0	0	0	6	0	0	0	0	0	12	3	2	1	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	403	"AWI"	403	5810	6483	6085	0	2	173	2	0	3	0	0	11	0	0	0	0	0	0	3	0	0	1	16	0	2	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	1	0	0	0	2	1	0	0	0	0	0	0	61	0	3	0	0	0	0	19	0	0	0	0	0	5	3	2	2	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	405	"AWI"	405	5841	6667	6164	0	2	120	2	0	2	1	0	6	0	0	0	0	0	0	3	0	0	0	14	0	6	0	0	0	0	0	1	0	1	0	0	0	0	3	0	0	1	0	0	1	2	2	0	0	0	0	0	0	105	0	1	0	0	0	0	3	0	0	0	0	0	29	2	2	0	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	410	"AWI"	410	5903	7237	6347	0	3	128	2	0	2	2	0	7	0	0	0	0	0	0	2	0	0	0	15	0	5	0	0	0	0	0	2	0	0	0	0	0	0	2	1	0	0	0	0	0	3	2	0	0	0	0	0	0	99	0	0	0	0	0	0	4	0	0	0	0	0	29	2	4	0	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	415	"AWI"	415	6064	7439	6597	0	2	108	3	0	2	2	0	6	0	0	0	0	0	0	3	0	0	0	15	0	5	0	0	0	0	0	0	0	1	1	1	0	0	3	2	0	0	0	0	0	5	1	0	0	0	0	0	2	96	0	2	0	0	0	0	2	0	0	2	0	0	29	3	2	2	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	420	"AWI"	420	6146	7836	6834	0	1	106	2	0	2	0	0	2	0	0	0	0	0	0	2	0	0	0	14	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	3	0	0	0	0	0	0	0	140	0	1	0	0	0	0	1	0	0	0	0	0	30	2	3	2	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	425	"AWI"	425	6336	8007	7059	0	1	100	2	0	2	0	0	10	0	0	0	0	0	0	2	0	0	0	27	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	109	0	0	0	0	0	0	3	0	0	0	0	0	29	2	2	0	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	430	"AWI"	430	6437	8279	7281	0	1	160	1	0	2	0	0	6	0	0	0	0	0	0	2	0	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	84	0	1	0	0	0	0	0	0	0	0	0	0	27	2	3	0	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	435	"AWI"	435	6658	8435	7519	0	0	107	1	0	2	3	0	12	0	0	0	0	0	0	3	0	0	0	6	0	9	0	0	0	0	0	1	0	1	0	0	0	0	5	0	0	0	1	0	0	3	0	0	0	0	0	0	0	49	0	3	0	0	0	0	5	0	0	0	0	0	48	3	7	0	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	440	"AWI"	440	6790	8685	7748	0	0	152	2	0	2	1	0	4	1	0	0	0	0	0	0	0	0	0	29	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	2	0	0	0	0	1	0	0	0	0	0	49	0	6	0	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	445	"AWI"	445	7089	8839	7973	0	0	160	2	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	20	0	2	0	0	0	0	1	0	0	0	0	0	54	1	2	0	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	450	"AWI"	450	7252	9051	8207	0	0	170	2	0	3	3	0	3	0	1	0	0	0	0	3	0	0	0	30	0	2	0	0	0	0	0	0	0	2	0	2	0	0	2	0	1	0	1	0	0	2	2	0	0	0	0	0	0	35	0	1	1	0	0	0	0	0	0	0	0	0	62	2	4	0	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	455	"AWI"	455	7606	9157	8428	0	0	185	2	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	2	0	0	0	0	3	54	0	4	0	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	460	"AWI"	460	7824	9356	8664	0	0	130	2	0	2	2	0	17	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	20	0	7	0	0	0	0	0	0	0	0	0	0	52	0	7	0	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	465	"AWI"	465	8282	9475	8883	0	0	190	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	13	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	53	0	0	0	0	0	2	2	0	0	0	0	0	20	1	6	0	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	470	"AWI"	470	8508	9733	9120	0	0	42	1	0	0	3	0	2	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	1	0	0	0	0	0	0	0	0	0	0	34	3	7	0	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	475	"AWI"	475	8901	9974	9414	0	0	85	3	0	1	6	0	11	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	2	0	0	0	0	0	0	8	0	2	0	0	0	0	1	0	0	2	0	0	22	0	4	0	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	480	"AWI"	480	9119	10400	9696	0	2	42	2	0	1	23	0	4	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	9	2	0	0	0	0	0	0	21	0	1	0	0	0	0	12	0	0	0	0	0	6	0	1	0	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	485	"AWI"	485	9536	10803	10134	0	0	24	1	0	0	12	0	9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	40	2	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	10	0	6	0	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	490	"AWI"	490	9694	11600	10517	0	0	5	1	0	0	113	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	23	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	8	2	1	1	0	0	0
