"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Indeterminable"	"Lamiaceae"	"Onagraceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Taxus"	"Tilia"	"Ulmus"	"Urticaceae"
26028	45115	"Clonearl Bog"	53.31667	-7.3	50.5	"AWI"	50.5	2295.5	2388	2343.5	35	0	0	1	0	0	6	0	0	0	329	16	0	0	0	50	0	0	0	0	2	0	0	0	0	47	0	0	0	0	1	0	0	0	32	1
26028	45115	"Clonearl Bog"	53.31667	-7.3	52.5	"AWI"	52.5	2323	2431.5	2367	59	0	0	0	0	0	5	0	0	0	283	16	0	0	0	19	0	0	0	0	1	0	0	0	0	51	1	0	0	0	3	0	0	0	10	0
26028	45115	"Clonearl Bog"	53.31667	-7.3	54.5	"AWI"	54.5	2336	2491	2391	40	0	1	0	0	0	5	0	0	0	272	14	28	1	0	45	0	0	0	0	1	0	0	0	0	49	0	0	0	0	0	1	0	0	14	2
26028	45115	"Clonearl Bog"	53.31667	-7.3	56.5	"AWI"	56.5	2351.5	2521.5	2415	55	0	0	0	0	0	6	0	0	0	257	13	0	0	0	48	0	2	0	0	1	0	0	0	0	44	0	0	0	0	3	0	0	0	53	0
26028	45115	"Clonearl Bog"	53.31667	-7.3	58.5	"AWI"	58.5	2364.5	2549.5	2437.5	56	0	1	0	0	0	12	0	0	0	251	10	0	0	0	60	0	5	0	0	0	0	0	0	0	40	0	0	0	0	2	0	2	0	28	2
26028	45115	"Clonearl Bog"	53.31667	-7.3	60.5	"AWI"	60.5	2376.5	2587.5	2460	55	0	0	0	0	0	4	0	0	0	221	14	0	0	1	34	0	0	0	1	2	0	0	0	1	37	0	0	0	0	1	0	0	0	52	0
26028	45115	"Clonearl Bog"	53.31667	-7.3	62.5	"AWI"	62.5	2393.5	2608	2484.5	89	0	0	0	0	0	14	0	0	0	316	16	35	0	0	72	0	2	0	0	1	0	0	0	0	52	1	2	0	0	0	0	0	0	49	2
26028	45115	"Clonearl Bog"	53.31667	-7.3	64.5	"AWI"	64.5	2404	2637	2509	49	0	0	1	0	0	4	0	0	0	262	9	0	0	1	30	0	0	0	0	0	0	0	0	2	51	0	0	0	0	4	0	0	0	33	0
26028	45115	"Clonearl Bog"	53.31667	-7.3	66.5	"AWI"	66.5	2426	2658	2532.5	52	0	0	1	1	0	8	0	0	1	241	18	0	0	0	37	0	0	0	0	3	0	0	0	0	48	0	0	0	0	3	0	0	2	43	2
26028	45115	"Clonearl Bog"	53.31667	-7.3	68.5	"AWI"	68.5	2443.5	2682	2557	52	0	0	1	0	0	6	0	0	0	235	24	0	0	0	20	1	0	0	0	0	0	0	0	0	35	0	0	0	0	5	0	0	0	22	0
26028	45115	"Clonearl Bog"	53.31667	-7.3	70.5	"AWI"	70.5	2460.5	2707.5	2579.5	54	0	0	2	0	0	4	0	0	0	305	16	0	3	0	29	0	0	0	0	1	0	0	0	0	57	0	0	0	0	2	0	0	1	24	0
26028	45115	"Clonearl Bog"	53.31667	-7.3	72.5	"AWI"	72.5	2483	2725.5	2603.5	70	0	0	1	0	0	4	0	0	0	262	8	0	0	0	19	0	0	0	0	1	0	0	0	0	46	0	0	0	0	1	0	0	0	16	0
26028	45115	"Clonearl Bog"	53.31667	-7.3	74.5	"AWI"	74.5	2499.5	2751	2626.5	46	0	0	0	0	0	10	0	0	0	182	17	0	0	1	21	0	2	0	0	1	0	0	0	0	55	0	3	0	0	5	1	0	1	12	2
26028	45115	"Clonearl Bog"	53.31667	-7.3	76.5	"AWI"	76.5	2528	2768.5	2649.5	55	0	0	4	0	0	10	0	0	0	233	23	0	0	0	7	6	0	0	0	2	0	0	0	0	52	2	0	0	0	2	0	0	0	18	0
26028	45115	"Clonearl Bog"	53.31667	-7.3	78.5	"AWI"	78.5	2553	2787.5	2674.5	42	0	0	2	0	0	8	0	0	0	234	14	0	0	0	11	0	0	0	0	1	0	0	0	0	62	1	0	0	0	0	0	0	0	18	4
26028	45115	"Clonearl Bog"	53.31667	-7.3	80.5	"AWI"	80.5	2577.5	2807.5	2697	49	1	0	3	1	0	3	0	0	0	247	16	0	0	0	16	0	0	0	0	1	0	0	0	0	59	0	0	0	0	1	0	0	0	15	0
26028	45115	"Clonearl Bog"	53.31667	-7.3	82.5	"AWI"	82.5	2611	2823	2720	52	0	1	0	0	0	13	0	0	0	201	18	0	0	0	53	0	0	0	0	3	0	0	0	0	60	0	4	0	0	2	0	0	0	23	4
26028	45115	"Clonearl Bog"	53.31667	-7.3	84.5	"AWI"	84.5	2634.5	2844.5	2742.5	77	0	0	0	0	0	9	0	0	0	251	98	0	0	1	9	3	0	0	0	3	0	0	0	0	39	0	0	0	0	4	0	0	0	12	0
26028	45115	"Clonearl Bog"	53.31667	-7.3	86.5	"AWI"	86.5	2680	2860.5	2762.5	73	0	0	2	0	0	13	0	0	0	167	47	0	0	0	21	0	0	0	0	1	0	0	0	0	36	0	0	0	0	6	0	0	0	10	4
26028	45115	"Clonearl Bog"	53.31667	-7.3	88.5	"AWI"	88.5	2724	2881	2783	83	0	0	1	1	0	7	0	0	0	240	26	0	0	0	22	0	0	0	0	1	0	0	0	0	40	0	0	0	0	1	0	0	0	31	0
26028	45115	"Clonearl Bog"	53.31667	-7.3	90.5	"AWI"	90.5	2752.5	2904.5	2803.5	61	0	0	2	0	0	11	0	0	1	106	32	0	0	0	15	0	0	0	0	1	0	0	0	0	24	1	0	0	0	4	0	0	0	8	2
26028	45115	"Clonearl Bog"	53.31667	-7.3	92.5	"AWI"	92.5	2765.5	2924.5	2822.5	61	1	0	1	0	0	16	0	0	0	161	11	0	0	0	11	1	0	0	0	5	0	0	0	0	37	2	0	0	0	5	0	0	0	4	1
26028	45115	"Clonearl Bog"	53.31667	-7.3	94.5	"AWI"	94.5	2773	2956.5	2840.5	21	3	0	0	0	0	2	3	0	2	75	23	0	0	0	10	0	4	0	0	2	0	0	0	0	48	2	0	1	0	2	0	0	0	3	4
26028	45115	"Clonearl Bog"	53.31667	-7.3	96.5	"AWI"	96.5	2785.5	2982.5	2858.5	37	1	0	2	0	0	11	0	0	2	171	22	0	0	0	7	0	0	0	0	2	0	0	0	1	52	0	0	0	0	2	0	0	0	5	0
