"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Cornus"	"Corylus"	"Cupressaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Ilex"	"Juglans"	"Juniperus"	"Ligustrum"	"Myrica"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Salix"	"Sambucus"	"Santalaceae"	"Tilia"	"Ulmus"	"Viburnum"	"Vitaceae"
15815	24330	"Les Humelles"	47.39	-0.54639	210	"AWI"	210	2754	3006	2868	2	0	2	0	0	16	47	0	0	5	3	0	0	101	45	0	0	23	3	0	0	0	0	0	0	0	0	10	0	2	9	0	0	0	0	0	6	0	0	0	19	0	1	2	1	0
15815	24330	"Les Humelles"	47.39	-0.54639	215	"AWI"	215	2768	3065	2895	0	0	0	0	0	40	13	0	1	5	0	0	0	82	34	0	0	4	1	0	0	0	0	0	0	0	0	7	1	0	1	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0
15815	24330	"Les Humelles"	47.39	-0.54639	220	"AWI"	220	2778	3132	2919	2	0	1	0	0	34	33	0	1	5	4	0	0	109	44	0	0	12	5	0	0	0	0	2	0	0	0	8	0	1	8	0	0	0	1	0	4	0	0	0	15	0	2	1	1	0
15815	24330	"Les Humelles"	47.39	-0.54639	225	"AWI"	225	2799	3152	2947	4	0	10	0	0	43	31	0	0	3	1	0	0	9	23	0	0	17	15	0	0	2	0	6	0	0	0	11	0	1	13	0	0	0	1	0	31	0	4	1	12	1	10	1	1	0
15815	24330	"Les Humelles"	47.39	-0.54639	230	"AWI"	230	2814	3179	2975	0	0	0	0	0	125	30	0	2	16	0	3	0	80	57	0	0	10	2	0	0	1	0	0	0	0	0	9	0	0	6	0	0	0	0	0	7	0	0	0	7	0	0	1	3	0
15815	24330	"Les Humelles"	47.39	-0.54639	235	"AWI"	235	2828	3218	3002	2	1	2	0	0	42	27	0	5	6	6	0	0	7	9	0	0	22	7	0	0	1	0	4	2	0	0	10	0	1	4	0	0	0	1	0	29	0	1	0	26	0	13	4	2	0
15815	24330	"Les Humelles"	47.39	-0.54639	240	"AWI"	240	2846	3257	3028	0	0	1	0	0	71	30	0	2	19	0	5	0	12	19	0	0	12	19	0	0	0	0	1	0	0	0	10	0	0	1	0	1	0	0	0	8	0	0	0	11	0	1	1	3	0
15815	24330	"Les Humelles"	47.39	-0.54639	245	"AWI"	245	2875	3279	3057	2	0	1	0	0	43	57	0	1	11	5	0	0	14	37	2	0	15	12	0	0	2	0	2	2	0	0	8	0	1	2	0	0	0	0	0	17	0	0	1	10	0	5	1	2	0
15815	24330	"Les Humelles"	47.39	-0.54639	250	"AWI"	250	2898	3299	3085	0	0	0	0	0	79	113	0	2	42	0	4	0	9	22	0	0	13	7	0	0	0	0	6	0	0	0	14	0	0	4	0	0	0	1	0	8	0	0	0	15	0	1	0	0	0
15815	24330	"Les Humelles"	47.39	-0.54639	255	"AWI"	255	2913	3337	3112	2	2	2	0	0	24	109	0	4	44	2	0	0	2	4	2	0	8	16	0	0	2	0	9	3	0	0	11	0	0	1	0	0	0	1	0	16	0	2	1	13	2	5	4	2	0
15815	24330	"Les Humelles"	47.39	-0.54639	260	"AWI"	260	2949	3369	3144	0	0	0	0	0	100	119	0	1	64	0	1	0	4	26	0	0	12	11	0	0	1	0	3	1	0	0	23	0	0	2	0	0	0	0	0	7	0	0	0	9	0	1	0	2	0
15815	24330	"Les Humelles"	47.39	-0.54639	265	"AWI"	265	2975	3400	3181	1	2	1	0	0	23	91	0	4	84	5	0	3	2	4	2	0	6	8	0	0	6	0	6	2	0	0	13	0	1	2	0	1	0	2	0	9	0	0	2	24	0	3	2	1	0
15815	24330	"Les Humelles"	47.39	-0.54639	270	"AWI"	270	2994	3451	3216	0	0	2	0	0	77	82	0	2	85	0	1	0	3	20	0	0	16	13	0	0	5	0	6	0	0	0	14	0	0	4	0	0	0	1	0	17	0	0	0	5	0	1	1	1	0
15815	24330	"Les Humelles"	47.39	-0.54639	285	"AWI"	285	3109	3581	3344	0	0	1	0	0	109	66	0	3	44	0	1	0	24	59	0	0	7	10	0	0	3	0	4	1	0	0	8	0	0	0	0	0	0	1	0	26	0	0	0	8	0	3	1	2	0
15815	24330	"Les Humelles"	47.39	-0.54639	290	"AWI"	290	3131	3634	3392	0	0	6	0	0	154	67	0	3	34	6	0	0	18	58	0	0	6	23	1	0	4	0	5	0	0	1	24	0	0	4	0	1	0	2	0	36	0	0	0	10	0	6	3	4	0
15815	24330	"Les Humelles"	47.39	-0.54639	300	"AWI"	300	3220	3711	3478	0	0	3	0	0	133	40	0	2	17	3	0	0	22	57	0	0	7	19	0	0	4	0	1	2	0	0	26	1	0	0	0	0	0	0	0	20	0	0	0	7	0	2	1	2	0
15815	24330	"Les Humelles"	47.39	-0.54639	305	"AWI"	305	3258	3742	3522	0	1	8	0	0	127	69	0	4	22	1	0	0	19	50	0	0	8	14	0	0	1	1	3	0	0	0	18	0	1	1	0	0	0	1	0	34	0	0	0	12	0	2	2	0	0
15815	24330	"Les Humelles"	47.39	-0.54639	310	"AWI"	310	3292	3785	3569	0	0	5	0	0	94	79	0	5	26	1	0	0	7	42	0	0	4	15	0	0	1	0	4	1	0	0	16	1	0	1	0	0	1	1	1	32	0	0	0	6	0	2	4	0	0
15815	24330	"Les Humelles"	47.39	-0.54639	315	"AWI"	315	3356	3819	3608	0	0	5	0	0	91	76	18	5	21	1	0	0	10	43	0	0	6	21	0	0	7	1	7	1	0	0	15	0	0	4	0	0	0	2	0	39	0	0	1	10	0	2	4	3	0
15815	24330	"Les Humelles"	47.39	-0.54639	330	"AWI"	330	3543	3933	3727	0	0	1	0	0	138	18	8	3	24	2	0	0	11	87	0	0	6	54	0	0	1	0	7	1	0	0	9	0	0	1	0	0	0	0	0	57	0	0	0	10	0	4	2	4	0
15815	24330	"Les Humelles"	47.39	-0.54639	345	"AWI"	345	3769	4763	4098	0	0	3	0	0	81	33	0	3	18	1	0	0	17	62	0	0	7	30	0	0	0	0	9	0	0	0	11	0	0	5	0	0	0	0	0	45	0	0	0	4	0	1	0	6	0
15815	24330	"Les Humelles"	47.39	-0.54639	350	"AWI"	350	3841	5039	4232	0	1	0	0	0	41	27	0	8	5	4	0	0	10	72	0	0	6	32	0	0	1	0	13	0	0	0	5	0	0	11	0	0	0	0	0	58	0	0	0	4	0	7	1	2	1
15815	24330	"Les Humelles"	47.39	-0.54639	355	"AWI"	355	3927	5169	4418	0	0	2	0	0	63	44	0	4	30	1	0	0	19	39	0	0	5	17	0	0	2	0	10	0	0	0	13	0	1	6	0	0	0	0	0	37	0	0	0	6	0	1	1	1	0
15815	24330	"Les Humelles"	47.39	-0.54639	365	"AWI"	365	4026	5635	4757	0	0	1	0	0	70	39	0	1	11	0	0	0	17	100	0	0	8	32	0	0	0	0	13	0	0	0	3	0	0	4	0	0	0	1	0	38	0	0	0	3	0	2	0	1	0
15815	24330	"Les Humelles"	47.39	-0.54639	370	"AWI"	370	4186	5789	4938	0	0	6	0	0	79	34	0	3	8	1	0	0	36	49	0	0	12	12	0	0	0	0	3	0	0	0	7	0	2	7	0	0	0	0	0	17	0	0	0	3	0	6	0	1	0
15815	24330	"Les Humelles"	47.39	-0.54639	385	"AWI"	385	4537	6197	5501	0	0	4	0	0	71	23	0	5	12	1	0	0	15	57	0	1	3	23	0	0	1	0	4	1	0	0	9	0	0	5	125	0	0	0	0	45	0	0	1	6	0	3	0	3	0
15815	24330	"Les Humelles"	47.39	-0.54639	395	"AWI"	395	5098	6300	5825	0	0	0	0	0	93	34	0	4	15	0	0	0	76	52	0	0	5	10	0	0	0	0	4	0	0	0	6	0	0	3	0	0	0	1	0	19	0	0	0	3	0	2	0	1	0
15815	24330	"Les Humelles"	47.39	-0.54639	400	"AWI"	400	5261	6381	6012	0	0	1	0	0	40	3	0	4	1	3	0	0	5	4	0	0	5	8	0	0	0	0	2	1	0	0	4	0	0	0	0	0	1	0	0	18	0	0	0	4	0	2	0	5	0
15815	24330	"Les Humelles"	47.39	-0.54639	420	"AWI"	420	6408	7359	6710	0	0	9	0	0	79	7	0	16	6	3	0	0	15	19	0	0	4	29	0	0	2	0	6	2	0	0	12	0	0	5	0	0	0	0	0	47	0	0	0	9	0	8	1	4	0
15815	24330	"Les Humelles"	47.39	-0.54639	435	"AWI"	435	6664	8279	7320	0	0	3	0	0	42	5	0	4	1	0	0	0	2	18	0	0	6	12	0	0	0	0	4	1	0	0	3	0	0	0	0	0	0	0	0	27	0	0	0	5	0	4	1	7	0
15815	24330	"Les Humelles"	47.39	-0.54639	445	"AWI"	445	6918	8840	7725	0	0	2	0	0	15	5	0	10	1	0	0	0	7	17	0	0	3	43	0	0	0	0	1	0	0	0	4	0	0	1	0	0	0	0	0	22	0	0	0	1	0	1	0	0	0
15815	24330	"Les Humelles"	47.39	-0.54639	455	"AWI"	455	7126	9203	8161	0	0	1	0	0	7	1	0	14	0	1	0	0	2	2	0	0	0	27	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	12	0	0	0	2	0	3	0	1	0
15815	24330	"Les Humelles"	47.39	-0.54639	460	"AWI"	460	7288	9432	8360	0	0	1	0	0	13	8	0	0	4	0	0	0	7	15	0	0	1	33	0	0	0	0	1	0	0	0	5	0	0	3	0	0	0	0	0	10	0	0	0	2	0	2	2	1	0
15815	24330	"Les Humelles"	47.39	-0.54639	470	"AWI"	470	7673	9673	8768	0	0	5	0	0	19	3	0	0	4	2	0	0	7	6	0	0	0	6	0	0	2	0	0	0	0	0	2	0	0	5	0	0	0	0	0	14	0	0	0	3	0	0	0	2	0
15815	24330	"Les Humelles"	47.39	-0.54639	490	"AWI"	490	8814	10178	9525	0	0	10	0	0	29	14	0	1	5	0	0	0	5	20	0	1	3	4	0	0	0	0	5	0	0	0	2	0	0	9	25	0	0	0	0	10	0	0	0	1	0	2	0	1	0
15815	24330	"Les Humelles"	47.39	-0.54639	500	"AWI"	500	9358	10452	9885	1	0	3	0	0	50	7	8	1	6	0	0	0	31	19	0	0	9	8	1	0	1	0	4	0	0	1	8	0	1	105	0	0	0	0	0	31	0	0	1	7	0	2	1	9	0
15815	24330	"Les Humelles"	47.39	-0.54639	510	"AWI"	510	9595	10987	10203	3	0	3	0	0	30	3	0	2	3	0	0	0	16	16	0	0	8	9	0	2	1	1	3	0	0	0	6	0	1	31	0	0	0	0	0	23	0	0	3	1	0	1	0	3	0
15815	24330	"Les Humelles"	47.39	-0.54639	520	"AWI"	520	9766	11543	10487	0	0	2	0	0	12	1	0	0	1	0	0	0	3	3	0	0	1	2	1	0	0	0	1	1	0	1	1	0	1	13	0	0	0	0	0	4	0	0	0	3	0	0	0	2	0
15815	24330	"Les Humelles"	47.39	-0.54639	530	"AWI"	530	9893	12199	10747	0	0	1	0	0	20	10	0	3	2	0	0	0	12	10	0	0	5	12	1	0	0	0	5	2	0	1	2	0	1	6	0	0	2	0	0	16	0	0	0	2	0	1	1	8	0
15815	24330	"Les Humelles"	47.39	-0.54639	540	"AWI"	540	10080	12697	11056	1	0	0	0	0	8	3	0	2	0	1	0	0	5	4	0	0	1	4	1	0	0	0	1	0	0	1	1	0	0	7	0	0	0	0	0	6	0	0	0	2	0	0	0	13	0
15815	24330	"Les Humelles"	47.39	-0.54639	550	"AWI"	550	10213	13218	11336	0	0	0	0	0	8	4	0	0	1	0	0	0	3	4	0	0	0	6	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0
