"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Castanea"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Hypericaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Linaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"	"Vitaceae"
24189	42566	"Bruckmisse"	48.730522	8.642734	72.5	"AWI"	72.5	1059	1611.5	1373.5	19	0	17	1	0	0	0	0	0	118	0	0	0	0	0	168	0	20	2	0	9	0	6	0	1	0	0	0	1	0	3	2	97	0	0	0	0	0	61	0	0	0	0	2	1	0	0	0	0	11	12	0	0	0	0
24189	42566	"Bruckmisse"	48.730522	8.642734	75	"AWI"	75	1105	1658	1423	11	0	13	0	0	0	0	2	0	92	1	0	1	0	0	239	12	20	0	0	17	1	6	0	0	0	1	0	0	0	2	5	82	0	0	0	0	0	70	0	0	0	1	1	0	0	0	1	0	16	12	0	0	0	0
24189	42566	"Bruckmisse"	48.730522	8.642734	77.5	"AWI"	77.5	1174	1683	1473.5	2	0	15	1	0	0	0	1	0	98	2	0	0	0	0	260	3	2	0	0	7	1	5	0	1	0	0	0	0	1	1	3	67	0	0	0	0	0	80	0	0	0	0	2	2	0	0	1	0	8	9	0	0	1	1
24189	42566	"Bruckmisse"	48.730522	8.642734	80	"AWI"	80	1223	1724	1523	11	0	14	0	0	0	0	1	0	127	0	0	0	0	0	209	8	0	0	0	9	0	17	0	0	0	0	1	0	0	2	0	58	0	0	0	0	0	54	0	0	0	0	2	0	0	0	0	0	19	20	0	0	0	0
24189	42566	"Bruckmisse"	48.730522	8.642734	82.5	"AWI"	82.5	1315	1747	1570.5	45	0	44	0	0	0	0	0	0	136	1	0	0	0	0	126	6	20	0	0	59	1	14	0	0	0	0	0	0	4	5	4	123	0	0	0	2	0	25	0	0	0	1	1	0	0	0	1	1	11	22	0	0	0	0
24189	42566	"Bruckmisse"	48.730522	8.642734	85	"AWI"	85	1367	1778	1621	30	1	42	0	0	0	0	2	0	78	0	0	1	0	0	130	3	0	0	0	44	1	11	0	0	0	0	0	0	0	4	1	95	0	0	0	0	0	45	0	0	0	2	1	0	0	0	1	0	4	10	0	0	0	0
24189	42566	"Bruckmisse"	48.730522	8.642734	87.5	"AWI"	87.5	1477.5	1799	1664	59	0	84	0	0	0	0	1	0	81	1	0	0	0	0	83	2	24	0	0	64	1	6	0	0	0	0	0	0	0	12	7	101	0	0	0	0	0	63	0	0	0	1	2	0	0	1	1	0	7	7	0	0	0	0
24189	42566	"Bruckmisse"	48.730522	8.642734	90	"AWI"	90	1547	1838	1710	91	1	66	0	1	0	1	1	0	25	0	0	1	0	0	80	5	19	0	0	136	0	7	0	0	0	0	0	0	0	2	2	94	0	0	0	0	0	31	0	0	0	0	0	2	0	0	0	0	6	5	0	0	0	0
24189	42566	"Bruckmisse"	48.730522	8.642734	92.5	"AWI"	92.5	1654	1871.5	1767.5	37	0	47	0	0	0	0	2	0	41	0	0	0	0	1	42	3	42	0	0	77	0	3	0	0	0	0	1	0	0	17	2	167	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0
24189	42566	"Bruckmisse"	48.730522	8.642734	95	"AWI"	95	1715	1951	1829	6	0	25	0	0	0	0	1	0	146	0	0	0	0	0	138	4	14	0	0	17	1	8	0	0	0	0	0	0	0	5	0	68	0	0	0	0	0	42	0	0	0	0	1	1	2	0	0	0	12	17	0	1	0	0
24189	42566	"Bruckmisse"	48.730522	8.642734	97.5	"AWI"	97.5	1854.5	2081.5	1951	22	1	29	1	0	0	0	2	0	109	0	0	0	0	0	88	7	36	0	0	44	0	3	0	0	0	0	0	0	0	12	1	143	0	0	0	0	0	36	0	0	1	0	0	0	0	0	0	0	9	18	0	0	0	0
24189	42566	"Bruckmisse"	48.730522	8.642734	102.5	"AWI"	102.5	2124.5	3972.5	2892	1	0	12	0	0	0	0	2	0	158	0	0	0	0	0	157	3	0	0	0	1	3	17	0	0	0	0	0	0	1	1	1	18	0	0	0	0	1	94	0	0	1	0	0	0	0	0	1	0	22	31	0	0	0	0
24189	42566	"Bruckmisse"	48.730522	8.642734	105	"AWI"	105	2222	5833	3705	0	0	15	1	0	0	0	0	0	148	0	0	0	0	0	176	4	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	110	0	0	0	1	0	0	0	0	0	0	18	25	0	0	0	0
24189	42566	"Bruckmisse"	48.730522	8.642734	107.5	"AWI"	107.5	2870	6465.5	4688	3	0	11	0	0	0	0	0	0	126	0	0	0	0	0	224	1	0	0	0	1	1	12	0	0	0	0	1	0	3	0	0	29	0	0	0	1	0	113	0	0	0	0	0	0	0	0	0	0	10	31	0	0	0	0
24189	42566	"Bruckmisse"	48.730522	8.642734	110	"AWI"	110	3238	7600	5637	0	2	6	1	0	0	0	0	0	107	0	0	0	0	0	214	2	0	0	0	0	4	7	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	118	0	0	0	0	2	0	0	0	0	0	22	19	0	0	0	0
24189	42566	"Bruckmisse"	48.730522	8.642734	115	"AWI"	115	6425	8321	7757	0	0	12	0	0	0	0	2	0	77	0	0	0	0	0	240	0	0	0	0	0	1	12	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	95	0	0	0	0	1	1	0	0	1	0	24	46	0	0	0	0
24189	42566	"Bruckmisse"	48.730522	8.642734	120	"AWI"	120	8361	10241	8918	0	1	2	0	0	0	0	1	0	133	0	0	0	0	0	222	3	0	0	0	0	0	20	0	0	0	0	0	0	1	0	0	34	0	0	0	0	0	84	0	0	1	1	1	0	0	0	0	0	8	26	0	0	0	0
24189	42566	"Bruckmisse"	48.730522	8.642734	125	"AWI"	125	8707	12354	9858	0	1	6	0	0	0	0	2	0	62	0	0	0	0	0	208	3	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	14	36	0	0	0	0
24189	42566	"Bruckmisse"	48.730522	8.642734	130	"AWI"	130	9193	14029	10853	0	0	5	0	0	0	0	4	0	159	0	0	0	0	0	185	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	46	0	0	0	0	2	0	0	0	0	0	3	10	0	0	0	0
