"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Corylus"	"Cyperaceae"	"Droseraceae"	"Ephedraceae"	"Ericales"	"Fagus"	"Lamiaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	335	"AWI"	335	4944	5452	5227	75	0	0	2	0	0	0	6	0	0	0	0	0	1	0	41	59	0	1	0	3	0	0	0	1	0	2	12
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	345	"AWI"	345	5138	5552	5355	81	0	0	0	0	0	0	18	2	0	0	0	0	0	0	27	43	0	2	0	4	1	1	0	3	0	5	17
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	355	"AWI"	355	5288	5693	5477	80	1	0	1	0	0	0	13	1	0	0	0	0	1	0	30	60	0	1	0	4	0	2	0	0	0	5	8
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	365	"AWI"	365	5590	5922	5764	69	0	0	0	0	76	0	0	0	0	0	0	0	0	0	18	31	0	0	0	0	0	0	0	0	0	0	0
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	375	"AWI"	375	5809	6296	6090	59	1	0	1	0	0	0	17	1	0	0	0	0	0	0	56	53	0	3	0	7	1	1	0	0	0	5	14
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	385	"AWI"	385	6064	6472	6267	53	1	0	0	0	89	0	0	1	1	0	0	0	0	0	38	34	0	1	0	2	0	2	0	0	0	4	10
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	395	"AWI"	395	6200	6661	6403	66	1	0	1	0	87	0	16	2	0	0	0	0	0	0	40	36	0	2	0	2	0	0	0	0	0	5	14
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	405	"AWI"	405	6391	6825	6604	63	0	0	0	0	0	0	16	3	0	0	0	0	1	0	37	22	0	0	0	4	0	0	0	0	0	3	11
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	415	"AWI"	415	6479	7107	6809	47	0	0	2	0	0	0	14	0	0	0	0	0	0	0	26	23	0	1	0	1	0	0	0	0	0	1	9
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	425	"AWI"	425	6860	7350	7118	75	1	0	0	0	0	0	20	1	0	0	0	0	0	1	27	38	0	1	0	4	0	0	0	0	0	4	23
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	435	"AWI"	435	7056	7807	7414	106	0	0	3	0	0	0	30	1	0	0	0	0	0	0	35	42	0	2	0	5	0	1	0	0	0	8	30
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	445	"AWI"	445	7635	8098	7853	98	0	1	4	0	0	0	24	3	0	0	0	0	0	0	15	42	0	3	0	0	0	0	0	0	1	5	19
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	455	"AWI"	455	8052	8570	8298	50	0	0	1	0	0	0	11	2	0	0	0	0	0	0	11	50	0	2	0	3	0	2	0	1	0	5	14
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	465	"AWI"	465	8412	8917	8630	21	0	0	1	0	0	0	7	9	0	0	0	0	0	0	2	60	0	3	0	0	0	2	0	1	0	1	9
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	475	"AWI"	475	8576	9409	8968	3	0	0	2	0	186	0	3	6	0	0	0	0	0	0	1	73	0	7	0	1	0	0	0	3	0	0	8
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	485	"AWI"	485	9108	9759	9416	4	0	0	0	0	189	0	5	13	0	0	0	0	0	0	1	62	0	5	0	0	0	3	0	4	0	0	5
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	495	"AWI"	495	9510	10310	9885	4	1	0	2	0	191	0	2	15	0	0	0	0	0	0	2	54	0	1	1	0	0	4	0	6	0	0	6
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	505	"AWI"	505	9878	10506	10202	3	0	1	5	0	186	0	1	13	0	0	0	0	0	1	0	19	0	3	0	0	1	3	0	3	0	0	3
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	525	"AWI"	525	10314	10893	10632	0	0	0	2	0	39	0	0	13	0	0	0	0	0	0	0	20	0	1	0	0	0	0	0	3	0	0	1
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	535	"AWI"	535	10461	10975	10761	0	2	0	1	0	38	0	0	14	0	0	0	0	0	1	0	13	0	1	0	0	1	3	0	5	0	0	0
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	515	"AWI"	515	10064	10824	10512	2	0	1	2	0	56	0	0	8	0	1	0	0	0	0	0	8	0	1	0	0	0	1	0	2	0	0	1
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	545	"AWI"	545	10558	11013	10832	2	2	0	2	0	44	0	0	17	0	0	0	0	0	0	1	26	0	6	0	0	0	3	0	2	0	0	1
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	555	"AWI"	555	10612	11065	10896	2	1	0	2	0	0	0	0	28	0	0	0	0	0	0	2	14	0	4	0	0	0	3	0	5	0	0	0
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	565	"AWI"	565	10696	11163	10998	1	0	0	1	0	26	0	0	12	0	0	0	0	0	0	0	13	0	5	1	0	0	1	0	1	0	0	0
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	575	"AWI"	575	10748	11346	11082	0	1	0	6	0	0	0	1	18	0	0	0	0	0	0	2	16	0	11	1	0	0	0	0	5	0	0	1
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	585	"AWI"	585	10842	11614	11169	5	6	2	15	0	156	0	0	88	0	0	0	0	0	0	10	44	0	21	0	0	0	6	0	14	0	1	0
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	595	"AWI"	595	10898	11963	11266	23	2	0	2	0	90	0	7	5	0	0	0	0	0	0	8	21	0	10	0	0	0	2	0	0	0	1	0
