"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Crataegus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Genista"	"Gentianaceae"	"Hypericaceae"	"Ilex"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Olea"	"Orobanchaceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Resedaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Scrophulariaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
26051	45186	"Arroyo de Navalacarreta"	40.85222	-4.03111	68	"AWI"	68	292	506	446	0	0	1	0	0	6	0	1	0	0	0	0	0	0	0	0	0	9	0	15	0	0	0	0	0	0	0	0	1	0	0	0	0	0	414	0	0	0	0	0	4	1	8	0	0	1	4	1	0	0	0	0	0	0
26051	45186	"Arroyo de Navalacarreta"	40.85222	-4.03111	72	"AWI"	72	321	515	472	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	4	0	19	0	0	0	2	0	0	0	0	1	0	0	0	0	0	423	0	0	0	1	0	4	2	5	0	0	0	2	0	0	0	0	0	0	0
26051	45186	"Arroyo de Navalacarreta"	40.85222	-4.03111	76	"AWI"	76	335	532	500	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	2	3	0	16	0	0	0	1	0	0	0	0	1	0	0	0	0	0	625	0	0	0	0	0	7	3	2	0	0	3	2	0	0	0	0	0	0	0
26051	45186	"Arroyo de Navalacarreta"	40.85222	-4.03111	80	"AWI"	80	356	539	512	0	1	0	0	0	2	0	5	0	1	0	0	0	0	0	0	1	3	0	15	0	0	0	1	2	0	0	0	2	0	0	0	0	0	292	0	0	0	0	0	2	1	6	0	0	0	1	0	0	1	0	0	0	0
26051	45186	"Arroyo de Navalacarreta"	40.85222	-4.03111	84	"AWI"	84	383	553	523	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	4	3	2	1	17	0	0	0	1	0	0	0	0	2	0	0	0	0	0	376	4	0	0	0	0	1	2	9	0	0	0	2	0	0	0	0	0	0	0
26051	45186	"Arroyo de Navalacarreta"	40.85222	-4.03111	88	"AWI"	88	405	577	533	0	0	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0	4	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	441	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
26051	45186	"Arroyo de Navalacarreta"	40.85222	-4.03111	92	"AWI"	92	426	599	543	0	1	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	1	0	19	0	0	0	0	1	0	0	0	1	0	0	0	0	0	407	0	0	0	0	0	4	1	6	0	0	1	3	0	0	0	0	0	0	0
26051	45186	"Arroyo de Navalacarreta"	40.85222	-4.03111	96	"AWI"	96	450	604	554	0	0	0	0	0	8	0	4	0	0	0	0	0	0	0	0	1	7	0	16	0	0	0	0	1	0	0	0	0	0	0	0	1	0	613	0	0	0	0	0	9	1	4	1	0	3	4	0	0	1	0	0	0	0
26051	45186	"Arroyo de Navalacarreta"	40.85222	-4.03111	100	"AWI"	100	475	613	566	0	0	0	0	0	6	0	5	0	0	0	0	0	0	0	4	0	6	0	20	0	0	0	0	4	0	0	0	3	0	2	0	1	0	331	0	39	0	0	0	1	1	3	0	0	1	1	0	0	2	0	0	0	0
26051	45186	"Arroyo de Navalacarreta"	40.85222	-4.03111	104	"AWI"	104	496	624	576	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	5	0	10	0	11	0	0	0	0	1	0	0	0	1	0	0	0	0	0	396	0	0	0	0	0	3	2	2	0	0	2	0	0	0	0	0	0	0	0
26051	45186	"Arroyo de Navalacarreta"	40.85222	-4.03111	108	"AWI"	108	517	633	587	0	0	1	0	12	7	0	5	0	0	0	0	0	0	0	0	0	5	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	411	0	0	0	0	0	6	0	2	0	0	0	1	0	0	0	0	0	0	0
26051	45186	"Arroyo de Navalacarreta"	40.85222	-4.03111	112	"AWI"	112	532	637	598	0	0	0	0	0	2	0	13	0	2	0	0	0	0	0	2	1	4	0	20	0	0	0	1	2	0	0	0	3	0	0	0	0	0	430	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0
26051	45186	"Arroyo de Navalacarreta"	40.85222	-4.03111	116	"AWI"	116	544	642	611	0	0	0	0	0	1	0	8	0	1	0	0	0	0	0	0	2	7	0	16	0	0	0	1	0	0	0	0	0	0	0	0	0	0	408	0	0	0	0	0	6	0	1	0	0	1	1	0	0	1	1	0	0	1
26051	45186	"Arroyo de Navalacarreta"	40.85222	-4.03111	119	"AWI"	119	552	648	620	0	0	1	0	0	2	0	12	0	1	0	0	0	0	0	0	0	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	0	0	0	0	0	6	1	1	0	0	1	1	0	1	0	0	0	0	0
26051	45186	"Arroyo de Navalacarreta"	40.85222	-4.03111	122	"AWI"	122	560	656	630	1	0	0	0	0	4	0	7	0	0	0	0	0	0	0	0	2	4	0	11	0	0	0	0	0	0	0	0	2	0	0	0	0	0	349	0	0	0	0	0	8	0	3	0	0	2	1	0	0	0	0	0	0	0
26051	45186	"Arroyo de Navalacarreta"	40.85222	-4.03111	124	"AWI"	124	566	662	639	0	1	0	0	0	2	0	17	0	0	0	0	0	0	0	0	1	8	0	13	0	0	0	1	0	0	0	0	1	1	0	0	0	0	333	0	0	0	1	0	9	0	1	0	0	0	3	0	0	0	0	0	0	0
26051	45186	"Arroyo de Navalacarreta"	40.85222	-4.03111	126	"AWI"	126	572	671	649	0	0	0	0	0	4	0	20	0	0	0	0	0	0	0	0	1	8	0	13	0	0	0	0	1	0	0	0	2	0	0	0	1	0	350	0	0	0	1	0	12	1	0	0	0	2	2	1	0	0	0	0	0	0
26051	45186	"Arroyo de Navalacarreta"	40.85222	-4.03111	128	"AWI"	128	577	687	657	0	0	0	0	0	1	0	10	0	0	0	0	0	0	0	3	0	15	0	7	0	0	0	0	1	0	0	0	0	1	1	0	0	0	348	0	0	0	0	0	10	0	2	0	0	1	1	0	0	0	0	0	0	0
26051	45186	"Arroyo de Navalacarreta"	40.85222	-4.03111	130	"AWI"	130	581	708	664	0	0	0	0	0	2	0	12	0	0	0	0	0	0	0	2	0	12	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	259	0	0	0	0	0	11	0	0	0	0	2	0	0	0	0	0	1	0	0
26051	45186	"Arroyo de Navalacarreta"	40.85222	-4.03111	132	"AWI"	132	585	730	672	0	1	0	0	0	0	0	12	0	0	0	0	0	0	0	4	2	17	0	14	0	0	0	0	2	0	0	1	4	0	0	0	0	0	277	0	0	0	1	0	6	0	0	0	0	0	1	0	0	1	0	0	0	0
26051	45186	"Arroyo de Navalacarreta"	40.85222	-4.03111	134	"AWI"	134	588	752	679	0	0	0	0	0	1	0	14	0	0	0	0	0	0	0	0	2	16	0	12	0	0	0	0	0	0	0	0	1	0	1	0	0	0	332	0	0	0	1	0	12	0	0	0	0	2	0	0	1	2	0	0	0	0
