"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Arbutus"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cotinus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Heliotropium"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Loranthaceae"	"Lythraceae"	"Malvaceae"	"Myrtus"	"Olea"	"Oleaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Phillyrea"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Punica"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Viburnum"	"Vitaceae"	"Zygophyllaceae"
15841	24376	"Lake Lerna"	37.577542	22.727804	108	"AWI"	108	1360	2076	1716	4	1	3	0	0	2	0	1	4	1	0	0	2	0	0	0	0	0	0	0	0	0	4	0	285	0	13	0	0	3	0	0	0	0	0	2	1	0	0	1	0	0	0	0	32	0	0	0	1	4	0	63	9	0	0	0	0	0	0	0	124	19	0	1	0	0	0	0	0	0	0	0	0	0	3	0	1	0
15841	24376	"Lake Lerna"	37.577542	22.727804	118	"AWI"	118	1497	2234	1863	14	2	4	0	0	4	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	404	0	6	0	0	0	0	0	0	0	0	3	0	0	1	0	0	2	0	0	32	0	0	0	0	13	1	140	1	0	0	0	0	0	0	0	78	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
15841	24376	"Lake Lerna"	37.577542	22.727804	130	"AWI"	130	1614	2503	2019	27	0	1	0	0	0	0	0	3	3	0	0	5	0	0	0	0	8	0	0	1	0	1	0	270	0	11	0	0	0	15	0	0	0	0	0	0	0	2	5	0	0	0	0	74	0	0	0	0	4	4	170	0	0	0	0	0	0	1	0	0	16	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
15841	24376	"Lake Lerna"	37.577542	22.727804	138	"AWI"	138	1702	2609	2125	8	2	0	0	0	3	0	1	5	4	0	0	1	0	0	0	1	0	1	0	0	0	1	0	243	0	22	0	0	3	0	0	0	0	0	1	1	0	1	0	0	0	0	1	45	0	1	0	0	24	1	97	3	0	0	1	0	0	0	0	76	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0
15841	24376	"Lake Lerna"	37.577542	22.727804	147	"AWI"	147	1764	2785	2233	3	0	0	0	0	7	0	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385	0	18	0	0	1	3	0	0	0	0	0	1	0	0	1	0	0	3	0	58	7	0	0	0	30	1	58	9	0	0	2	0	0	0	0	80	22	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0
15841	24376	"Lake Lerna"	37.577542	22.727804	158	"AWI"	158	1891	2942	2373	1	0	0	0	0	2	0	1	3	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	173	0	47	0	0	1	0	0	0	0	0	1	0	0	0	3	1	0	0	0	69	0	0	0	0	29	0	61	1	0	0	0	0	0	0	0	51	29	0	0	0	2	0	2	0	0	0	1	0	0	2	0	1	0
15841	24376	"Lake Lerna"	37.577542	22.727804	169	"AWI"	169	1989	3121	2502	12	0	1	0	0	1	0	0	2	5	0	0	1	0	0	2	0	0	0	0	0	0	1	0	530	0	17	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	37	0	5	10	0	22	2	69	2	0	0	4	0	0	0	0	60	53	0	1	0	0	0	0	0	0	0	0	0	1	2	0	2	0
15841	24376	"Lake Lerna"	37.577542	22.727804	179	"AWI"	179	2112	3225	2634	7	0	3	0	0	3	0	0	7	4	0	0	1	0	0	0	0	0	0	0	0	0	2	0	156	0	17	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	41	0	1	16	0	40	0	71	3	0	0	8	0	0	0	0	91	15	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0
15841	24376	"Lake Lerna"	37.577542	22.727804	184	"AWI"	184	2155	3305	2695	7	0	6	0	0	9	0	1	13	4	0	0	2	0	0	0	0	0	0	0	0	0	2	0	57	0	48	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	141	0	7	0	0	16	4	46	5	0	0	0	0	0	0	0	119	65	0	0	0	2	0	0	0	0	0	0	0	0	6	0	2	1
15841	24376	"Lake Lerna"	37.577542	22.727804	191	"AWI"	191	2252	3387	2785	6	0	3	0	1	5	0	0	15	1	0	0	2	0	0	0	0	0	1	0	1	0	1	0	174	0	29	0	0	0	0	0	0	0	0	2	2	0	0	1	0	0	0	0	75	0	0	0	0	58	0	47	5	0	0	0	0	0	0	0	187	56	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0
15841	24376	"Lake Lerna"	37.577542	22.727804	198	"AWI"	198	2327	3470	2877	0	0	5	12	0	3	0	2	20	2	0	1	0	0	0	0	0	0	1	0	0	0	3	0	303	0	27	0	0	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	13	0	0	17	0	21	1	69	8	0	1	2	0	0	0	0	0	67	0	2	0	0	0	2	0	0	0	0	0	0	10	0	1	0
15841	24376	"Lake Lerna"	37.577542	22.727804	206	"AWI"	206	2421	3574	2979	4	0	3	0	0	0	0	0	4	5	0	1	0	0	0	0	0	0	1	0	0	0	0	0	848	0	21	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	22	0	0	0	0	10	1	95	3	0	0	0	0	0	0	0	76	40	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0
15841	24376	"Lake Lerna"	37.577542	22.727804	214	"AWI"	214	2541	3655	3078	8	2	3	0	0	2	0	2	4	4	0	1	0	0	0	0	0	0	0	0	0	0	3	0	872	0	23	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	28	0	0	20	0	13	1	75	0	0	0	0	0	0	0	0	78	50	0	1	0	0	0	0	0	0	0	0	0	0	5	0	1	0
15841	24376	"Lake Lerna"	37.577542	22.727804	218	"AWI"	218	2580	3702	3128	5	1	0	0	0	4	0	0	12	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1311	0	16	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	15	0	0	0	0	33	0	87	3	0	0	0	0	0	0	0	100	26	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0
15841	24376	"Lake Lerna"	37.577542	22.727804	233	"AWI"	233	2824	3875	3307	15	0	3	0	0	3	0	0	18	1	0	0	4	0	0	0	0	0	0	0	0	0	4	0	177	0	16	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	25	0	0	20	0	9	0	66	17	0	0	0	0	0	0	0	154	64	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	0
15841	24376	"Lake Lerna"	37.577542	22.727804	240	"AWI"	240	2892	3968	3396	2	2	5	0	0	5	0	0	13	0	0	1	0	0	0	0	0	7	0	0	0	0	1	0	466	0	12	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	11	0	0	0	0	11	0	47	11	0	0	0	0	0	0	0	0	33	0	0	0	0	0	5	0	0	0	0	0	0	3	0	1	0
15841	24376	"Lake Lerna"	37.577542	22.727804	247	"AWI"	247	3058	4038	3492	0	0	1	0	0	1	0	0	3	2	0	0	2	0	0	0	0	0	0	0	0	0	2	0	342	0	10	0	0	0	0	0	0	0	0	0	2	0	0	2	0	5	0	0	6	0	0	0	0	3	2	104	13	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0
15841	24376	"Lake Lerna"	37.577542	22.727804	258	"AWI"	258	3207	4198	3653	5	1	4	0	0	2	0	1	5	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	325	0	13	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	14	0	0	0	0	15	2	149	4	0	0	0	0	0	0	0	219	67	0	0	0	0	1	0	0	0	0	0	0	4	1	0	1	0
15841	24376	"Lake Lerna"	37.577542	22.727804	268	"AWI"	268	3402	4357	3856	7	0	2	0	0	3	0	0	5	0	0	1	1	0	0	1	0	0	0	0	0	0	2	0	193	0	10	0	0	3	0	0	0	0	0	0	1	0	0	0	0	1	0	0	7	0	0	18	0	9	1	47	0	0	0	0	0	0	0	0	141	62	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0
15841	24376	"Lake Lerna"	37.577542	22.727804	276	"AWI"	276	3482	4550	4019	2	0	1	0	0	2	0	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	396	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	46	0	0	0	0	9	0	94	1	0	0	0	0	0	0	0	227	27	0	0	0	2	0	0	0	0	0	0	0	1	2	0	1	0
15841	24376	"Lake Lerna"	37.577542	22.727804	284	"AWI"	284	3695	4651	4170	1	1	0	0	0	0	0	0	9	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	422	0	24	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	0	0	0	0	2	1	160	2	0	0	0	0	0	0	0	183	98	0	2	0	0	0	0	0	0	0	1	1	1	5	0	8	0
15841	24376	"Lake Lerna"	37.577542	22.727804	297	"AWI"	297	3919	4855	4424	2	0	0	0	0	3	0	0	9	1	0	1	1	0	0	0	0	0	2	0	0	0	5	0	281	0	10	0	0	0	0	0	0	0	0	0	3	0	0	1	0	2	0	0	9	0	0	0	0	13	4	118	2	0	0	0	0	0	0	0	257	74	0	1	0	0	0	2	0	0	0	0	1	4	3	2	2	0
15841	24376	"Lake Lerna"	37.577542	22.727804	309	"AWI"	309	4168	5001	4630	1	1	4	6	0	2	2	0	15	1	0	0	3	0	0	0	0	0	0	0	2	0	18	0	256	2	12	0	0	1	9	0	0	0	0	0	3	0	0	4	0	0	0	0	8	0	0	39	0	20	2	95	6	0	0	0	0	0	0	0	250	67	0	0	0	0	2	0	0	0	0	0	0	2	4	1	0	0
15841	24376	"Lake Lerna"	37.577542	22.727804	319	"AWI"	319	4308	5187	4782	10	2	6	0	0	2	1	0	11	1	0	3	0	0	0	0	0	2	0	0	0	0	7	0	256	0	16	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	18	0	0	0	0	5	3	102	5	0	0	0	0	0	0	0	176	102	0	0	0	3	3	0	0	0	0	0	0	2	5	0	2	0
15841	24376	"Lake Lerna"	37.577542	22.727804	327	"AWI"	327	4416	5289	4892	9	2	2	0	0	2	0	0	6	2	0	0	0	0	1	0	0	0	0	0	0	0	8	0	250	0	18	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	14	0	0	60	0	5	0	88	3	0	0	0	0	0	0	0	249	49	0	0	0	4	3	0	0	0	0	0	0	5	5	0	1	0
15841	24376	"Lake Lerna"	37.577542	22.727804	335	"AWI"	335	4523	5421	5002	4	0	5	0	0	1	1	0	4	0	0	1	1	0	0	0	0	0	0	0	0	0	5	0	230	0	10	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	6	0	0	0	0	1	0	59	4	0	0	0	0	0	0	0	94	54	0	0	0	4	1	0	0	0	0	0	0	3	5	0	0	0
15841	24376	"Lake Lerna"	37.577542	22.727804	344	"AWI"	344	4685	5497	5131	3	1	4	0	0	5	2	0	17	0	0	1	0	0	0	0	0	0	0	0	0	0	20	0	259	7	6	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	8	0	0	0	0	13	0	93	2	0	0	0	0	0	0	0	228	83	0	0	0	0	1	2	0	0	0	0	0	4	5	0	1	0
15841	24376	"Lake Lerna"	37.577542	22.727804	354	"AWI"	354	4826	5631	5271	6	3	4	0	0	2	0	0	10	1	0	1	2	0	0	0	0	0	0	0	0	0	3	0	310	6	13	5	0	4	13	0	0	0	1	0	6	0	0	1	0	0	0	0	7	0	0	0	0	14	1	100	10	0	0	1	0	0	0	0	0	80	0	0	0	0	2	0	0	0	0	0	0	3	8	0	0	0
15841	24376	"Lake Lerna"	37.577542	22.727804	364	"AWI"	364	4977	5747	5405	4	0	3	0	0	1	1	0	10	1	0	1	1	0	0	0	0	0	0	0	0	0	3	0	177	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	6	0	0	32	0	4	0	54	5	0	0	0	0	0	0	0	336	51	0	0	0	0	2	0	0	0	1	0	0	5	2	0	1	0
15841	24376	"Lake Lerna"	37.577542	22.727804	371	"AWI"	371	5046	5891	5495	3	1	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	246	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	2	0	17	3	0	0	0	0	0	1	0	242	28	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	0
15841	24376	"Lake Lerna"	37.577542	22.727804	382	"AWI"	382	5155	6071	5630	1	0	1	0	0	3	1	0	6	0	0	0	2	0	0	0	0	5	0	0	0	0	7	0	189	3	6	0	0	1	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	17	0	3	0	24	8	0	0	0	0	0	0	0	385	34	0	0	0	0	0	0	0	0	0	0	0	3	2	0	1	0
15841	24376	"Lake Lerna"	37.577542	22.727804	391	"AWI"	391	5236	6278	5736	3	1	1	0	0	1	0	1	8	0	0	2	1	1	0	0	0	0	0	0	0	0	7	0	440	0	7	0	0	1	5	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	7	1	39	9	0	0	0	0	0	0	0	360	33	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
15841	24376	"Lake Lerna"	37.577542	22.727804	402	"AWI"	402	5357	6409	5869	9	1	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	238	0	3	0	0	0	6	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	6	0	56	3	0	0	0	0	0	0	0	183	27	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0
15841	24376	"Lake Lerna"	37.577542	22.727804	407	"AWI"	407	5402	6501	5928	5	0	1	0	0	1	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	136	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	25	1	0	0	0	0	0	0	0	228	13	0	1	0	0	0	2	0	0	0	0	0	4	4	0	3	0
15841	24376	"Lake Lerna"	37.577542	22.727804	417	"AWI"	417	5525	6607	6053	4	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	4	0	0	0	0	2	0	144	0	3	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	3	0	29	3	0	0	0	0	0	0	0	0	13	0	0	0	0	0	1	0	0	0	0	0	1	3	0	3	0
15841	24376	"Lake Lerna"	37.577542	22.727804	425	"AWI"	425	5599	6736	6149	1	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	10	0	1	0	13	3	0	0	0	0	0	0	0	0	13	0	1	0	0	3	1	0	0	0	1	0	3	2	0	2	0
15841	24376	"Lake Lerna"	37.577542	22.727804	434	"AWI"	434	5728	6830	6268	1	0	1	0	0	3	1	0	4	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	219	0	2	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	2	0	0	10	0	6	0	19	7	0	0	0	0	0	0	0	341	13	0	0	0	0	0	0	0	0	0	0	0	3	4	0	1	0
15841	24376	"Lake Lerna"	37.577542	22.727804	441	"AWI"	441	5796	6930	6356	0	1	1	0	0	3	0	0	3	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	1	0	0	1	0	0	0	0	2	0	13	8	0	0	0	0	0	0	0	0	15	0	0	0	0	0	1	0	0	0	1	0	2	3	0	0	0
15841	24376	"Lake Lerna"	37.577542	22.727804	452	"AWI"	452	5957	7049	6493	1	1	0	0	0	0	0	0	6	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	412	2	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	2	0	44	4	0	0	0	0	0	0	0	217	15	0	1	0	0	0	0	0	0	0	0	0	0	3	0	2	0
15841	24376	"Lake Lerna"	37.577542	22.727804	458	"AWI"	458	6029	7115	6571	4	0	0	0	0	2	0	0	8	0	0	1	1	0	0	0	0	0	3	0	1	0	7	0	753	0	2	0	0	0	6	0	0	0	0	0	4	0	0	0	0	1	0	0	1	0	0	0	0	4	0	29	5	0	1	0	0	0	0	0	407	16	0	0	0	0	1	0	1	0	0	0	0	0	4	0	6	0
15841	24376	"Lake Lerna"	37.577542	22.727804	470	"AWI"	470	6179	7258	6719	4	0	5	0	0	3	0	0	6	0	0	2	1	0	0	1	0	10	0	0	1	0	4	0	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	3	1	33	9	0	0	0	0	0	0	0	184	36	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0
15841	24376	"Lake Lerna"	37.577542	22.727804	480	"AWI"	480	6268	7394	6840	2	0	1	0	0	3	0	0	6	1	0	1	0	0	0	0	0	0	0	0	0	0	3	0	975	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	1	0	0	11	0	14	0	56	9	0	0	0	0	0	0	0	173	16	0	0	0	5	1	2	0	0	0	0	0	1	2	0	2	0
15841	24376	"Lake Lerna"	37.577542	22.727804	491	"AWI"	491	6419	7503	6973	3	0	1	0	0	6	2	0	5	0	0	0	1	0	0	0	0	0	0	0	1	0	4	0	279	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	8	2	45	15	0	0	0	0	0	0	0	0	15	0	0	0	0	1	1	0	0	0	0	0	4	2	0	1	0
15841	24376	"Lake Lerna"	37.577542	22.727804	502	"AWI"	502	6533	7639	7105	4	1	0	0	0	0	1	0	9	0	0	0	8	0	0	0	0	0	1	0	0	1	24	1	620	0	5	0	0	2	19	1	0	0	0	0	1	0	1	2	0	2	0	0	0	0	0	0	0	28	0	33	24	0	0	0	0	0	0	0	0	32	0	0	0	8	2	3	0	0	0	0	0	4	4	0	7	0
15841	24376	"Lake Lerna"	37.577542	22.727804	508	"AWI"	508	6629	7692	7178	12	0	4	0	0	1	0	1	10	0	0	0	1	0	0	0	0	0	0	0	0	0	9	0	455	0	0	0	0	0	22	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	40	0	44	34	0	0	0	0	0	0	0	173	70	0	0	0	4	3	1	0	0	0	0	0	2	3	0	3	0
15841	24376	"Lake Lerna"	37.577542	22.727804	518	"AWI"	518	6722	7807	7301	3	0	4	0	0	7	1	0	9	0	0	1	1	0	1	0	0	0	0	0	0	0	8	0	750	0	2	0	0	2	13	0	0	0	0	0	5	0	1	0	0	6	0	0	0	0	0	0	0	16	1	44	30	0	0	0	694	0	0	0	135	29	0	0	0	2	4	0	0	0	0	0	0	5	7	0	2	0
15841	24376	"Lake Lerna"	37.577542	22.727804	523	"AWI"	523	6834	7847	7356	6	0	2	0	0	12	0	0	7	2	0	0	1	0	0	0	0	0	0	0	0	0	21	0	541	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	16	0	19	0	31	30	0	0	0	0	0	0	0	0	19	0	0	0	2	4	1	0	0	0	0	0	1	6	0	2	0
15841	24376	"Lake Lerna"	37.577542	22.727804	534	"AWI"	534	6982	7955	7487	2	0	1	0	0	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	8	0	3487	0	0	0	0	3	43	0	0	0	0	0	9	0	1	4	0	4	0	0	1	0	0	0	0	14	0	31	17	0	0	0	0	0	0	0	0	44	0	1	0	0	6	1	0	0	0	0	9	1	1	0	1	0
15841	24376	"Lake Lerna"	37.577542	22.727804	547	"AWI"	547	7233	8074	7635	5	0	1	0	0	5	0	0	5	2	0	1	1	0	0	0	0	0	0	0	0	0	11	0	4213	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	9	0	0	1	0	48	20	0	0	0	0	0	0	0	157	20	0	1	0	2	1	0	0	0	0	0	0	4	6	0	2	0
