"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Juglans"	"Juniperus"	"Lythraceae"	"Myrica"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Taxus"	"Tilia"	"Ulmus"	"Urticaceae"
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	62.5	"AWI"	62.5	772.5	1257	1015	0	89	0	0	0	0	332	0	0	0	0	0	5	8	0	0	1	8	0	0	65	0	0	0	0	4	74	509	0	0	1	0	18	0	0	0	0	0	6	3	1	1	0
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	65	"AWI"	65	790	1279	1036	0	66	0	2	3	0	241	0	0	0	0	0	7	6	0	0	0	0	0	0	87	0	1	0	0	2	101	525	0	35	2	0	11	0	1	0	0	0	9	2	1	3	1
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	67.5	"AWI"	67.5	809.5	1303.5	1057.5	0	75	0	1	2	0	246	0	0	0	0	0	5	9	0	0	0	2	0	0	67	0	0	0	0	3	78	591	0	0	0	0	24	0	0	0	0	0	11	2	1	3	0
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	70	"AWI"	70	826	1336	1079	0	82	0	2	3	0	270	0	0	0	0	0	8	10	0	0	0	4	0	0	88	0	0	0	0	1	70	557	0	27	1	0	25	0	0	0	1	0	10	4	0	3	1
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	72.5	"AWI"	72.5	853	1352.5	1100.5	0	71	0	0	0	0	231	0	0	0	0	0	11	8	0	0	2	0	0	0	65	0	0	0	0	1	102	613	0	0	0	1	22	0	0	0	1	0	3	1	0	0	0
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	75	"AWI"	75	877	1374	1122	0	64	0	0	3	0	218	0	0	0	0	0	8	12	0	0	2	4	0	0	136	0	0	0	0	0	70	524	0	0	1	0	24	0	0	0	2	0	7	3	1	5	3
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	77.5	"AWI"	77.5	895.5	1398	1144.5	0	52	0	0	1	0	248	0	0	1	0	0	17	16	0	0	0	3	0	0	246	0	0	0	0	2	120	537	0	0	0	0	34	0	0	0	0	0	4	16	1	2	0
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	80	"AWI"	80	912	1427	1165	0	88	0	0	4	0	219	1	0	0	0	0	21	12	0	0	0	6	0	0	165	0	0	0	0	3	135	452	0	0	2	0	17	0	0	0	0	0	9	46	0	5	0
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	82.5	"AWI"	82.5	938	1440	1186	0	108	0	0	6	0	247	0	0	0	0	0	14	5	0	0	1	4	0	0	133	0	0	0	0	0	138	540	0	0	0	0	31	0	0	0	1	0	4	8	2	5	0
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	85	"AWI"	85	962	1456	1208	0	78	0	1	1	0	212	0	0	1	0	0	14	13	0	0	0	9	0	0	157	0	0	0	0	3	116	416	0	0	1	0	24	0	0	0	0	0	4	61	0	6	1
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	87.5	"AWI"	87.5	983	1478	1229.5	0	85	0	0	3	0	240	0	0	1	0	0	13	5	0	0	1	1	0	0	129	0	0	0	0	3	134	468	0	0	1	0	18	2	0	0	0	0	4	39	1	4	1
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	90	"AWI"	90	1000	1507	1250	0	52	0	0	1	0	109	0	0	1	0	0	10	9	0	0	1	1	0	0	41	0	0	0	0	1	54	227	0	0	1	0	27	0	0	0	0	0	2	46	2	1	0
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	92.5	"AWI"	92.5	1030.5	1522	1271.5	0	96	0	0	2	0	200	0	0	0	0	0	15	7	0	0	1	4	0	0	62	0	0	0	0	2	135	490	0	0	0	0	30	0	0	0	0	0	1	55	1	6	0
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	95	"AWI"	95	1054	1540	1293	0	103	1	0	8	0	263	0	1	2	0	0	26	16	0	0	0	7	0	0	98	0	0	0	0	2	87	388	0	0	5	0	25	0	1	0	0	0	8	76	0	1	0
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	97.5	"AWI"	97.5	1074	1560.5	1314.5	0	81	1	0	0	0	187	0	0	1	0	0	8	3	0	0	0	2	0	0	58	0	0	0	0	2	129	491	0	0	0	0	19	0	0	0	0	0	3	72	0	5	0
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	100	"AWI"	100	1088	1590	1336	0	91	1	0	6	0	206	0	0	0	0	0	33	6	0	0	0	8	0	0	75	0	0	0	1	5	110	418	0	0	2	1	48	0	0	0	0	0	6	83	0	5	0
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	102.5	"AWI"	102.5	1122	1602	1356	1	129	1	0	1	0	233	0	0	0	0	0	35	7	0	0	0	14	0	0	108	0	0	0	0	3	109	445	0	49	1	0	49	0	0	0	0	0	7	81	3	6	0
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	105	"AWI"	105	1147	1617	1376	0	81	0	1	4	0	219	0	0	1	0	0	17	5	0	0	0	6	0	0	50	0	0	0	0	2	120	445	0	0	2	0	30	0	0	0	0	0	6	71	2	11	1
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	107.5	"AWI"	107.5	1166.5	1635.5	1397	0	98	0	0	1	0	258	0	0	0	0	0	21	7	0	0	0	3	0	0	31	0	0	0	0	4	96	468	0	0	0	0	39	0	0	0	0	0	7	84	2	6	0
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	110	"AWI"	110	1185	1663	1418	0	84	0	0	3	0	234	0	0	1	0	0	21	3	0	0	0	13	0	0	34	0	0	0	1	1	120	414	0	0	2	0	26	0	0	0	0	0	0	91	0	5	1
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	112.5	"AWI"	112.5	1219	1676.5	1438.5	1	122	0	0	2	0	227	0	0	0	0	0	17	4	0	0	0	6	0	0	38	0	0	0	0	3	129	430	0	0	1	0	19	0	0	0	0	0	4	66	0	3	0
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	115	"AWI"	115	1247	1693	1459	0	87	0	0	1	0	190	0	0	0	0	0	27	4	0	0	0	8	0	0	46	0	0	0	1	2	103	470	0	0	2	0	26	0	0	0	0	0	1	79	3	7	2
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	117.5	"AWI"	117.5	1272.5	1712	1480	0	76	1	0	2	0	196	0	1	1	0	0	17	6	0	0	0	5	0	0	20	0	0	0	0	3	136	507	0	31	0	0	36	0	0	0	0	0	1	46	1	6	0
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	120	"AWI"	120	1292	1740	1500	0	115	0	1	3	0	250	0	0	1	0	0	1	10	0	0	0	7	0	0	53	0	0	0	0	4	91	418	0	47	10	0	53	0	1	0	0	0	6	53	1	4	0
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	122.5	"AWI"	122.5	1333	1756.5	1521.5	1	104	0	0	5	0	233	0	0	0	0	0	18	4	0	0	2	5	0	0	20	0	0	0	0	5	109	448	0	0	0	1	29	0	0	0	0	0	4	53	0	10	0
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	125	"AWI"	125	1364	1778	1544	0	104	1	0	1	0	261	0	0	0	0	0	26	6	0	0	0	8	0	0	42	0	0	0	0	5	122	414	0	0	1	0	32	0	0	0	1	0	13	35	1	6	0
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	127.5	"AWI"	127.5	1387	1806.5	1568.5	0	99	0	1	4	0	222	0	0	0	1	0	13	9	0	0	1	2	0	0	28	0	0	0	0	8	116	459	0	0	1	0	31	0	0	0	0	0	5	45	0	3	0
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	130	"AWI"	130	1404	1838	1592	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	16	0	0	0	0	3	94	427	0	0	6	0	27	3	0	0	1	0	9	29	0	2	0
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	135	"AWI"	135	1460	1884	1650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	5	0	21	3	0	0	0	0	10	0	0	5	0
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	140	"AWI"	140	1493	1971	1709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	2	0	23	0	0	0	0	0	5	0	0	6	0
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	145	"AWI"	145	1562	2020	1763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	3	0	31	0	0	0	0	0	9	0	0	4	0
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	150	"AWI"	150	1603	2096	1821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	6	0	51	0	0	0	0	0	12	0	0	6	0
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	155	"AWI"	155	1662	2151	1883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	4	0	59	0	0	0	0	0	3	0	0	10	1
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	160	"AWI"	160	1706	2266	1945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	1	0	68	0	0	0	0	0	10	0	0	17	0
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	165	"AWI"	165	1760	2351	2011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	4	0	70	0	0	0	0	0	9	0	0	7	0
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	170	"AWI"	170	1791	2484	2073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	2	0	0	8	0
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	175	"AWI"	175	1845	2567	2138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	4	0	0	10	0
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	180	"AWI"	180	1879	2681	2201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	5	0	73	0	0	0	0	0	7	0	0	11	0
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	185	"AWI"	185	1930	2753	2269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	1	0	61	0	0	0	0	0	8	0	0	21	2
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	190	"AWI"	190	1968	2860	2333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	12	0	0	9	1
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	195	"AWI"	195	2019	2937	2402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	14	0	0	12	3
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	200	"AWI"	200	2060	3041	2470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	5	0	0	9	0
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	205	"AWI"	205	2113	3119	2536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	64	0	0	0	0	0	2	0	0	8	0
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	210	"AWI"	210	2148	3212	2601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	6	0	0	10	0
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	215	"AWI"	215	2209	3281	2672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	1	0	0	9	0
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	220	"AWI"	220	2257	3375	2736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	2	0	0	15	0
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	225	"AWI"	225	2312	3450	2803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	3	0	0	15	0
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	230	"AWI"	230	2354	3539	2872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	3	0	0	8	0
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	235	"AWI"	235	2416	3613	2941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	44	0	0	0	0	0	3	0	0	13	0
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	240	"AWI"	240	2463	3701	3007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	7	2	0	0	11	0
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	245	"AWI"	245	2524	3770	3075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	1	0	0	6	0
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	250	"AWI"	250	2574	3859	3141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	60	0	0	0	0	0	1	0	0	9	0
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	255	"AWI"	255	2639	3934	3210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	2	0	68	0	0	0	0	0	4	0	0	6	0
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	260	"AWI"	260	2684	4028	3278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	2	0	73	0	0	0	0	0	7	0	0	12	0
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	265	"AWI"	265	2744	4093	3344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	3	0	68	0	0	0	0	0	6	0	0	13	0
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	270	"AWI"	270	2800	4180	3412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	4	0	0	14	1
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	275	"AWI"	275	2853	4255	3480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	2	0	43	0	0	0	0	0	1	0	0	8	0
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	280	"AWI"	280	2900	4342	3546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	3	0	0	6	0
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	285	"AWI"	285	2969	4411	3614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	1	0	72	0	0	0	0	0	2	0	0	7	0
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	290	"AWI"	290	3021	4485	3689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	66	0	0	0	0	0	2	0	0	12	0
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	295	"AWI"	295	3091	4559	3755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	4	0	0	6	0
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	300	"AWI"	300	3135	4642	3821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	3	0	0	8	0
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	305	"AWI"	305	3203	4709	3889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	58	0	0	0	0	0	3	0	0	13	0
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	310	"AWI"	310	3255	4784	3959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	3	0	0	12	0
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	315	"AWI"	315	3317	4856	4025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	1	0	0	11	1
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	320	"AWI"	320	3369	4935	4090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	3	0	0	4	1
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	325	"AWI"	325	3438	5001	4164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	3	0	0	8	1
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	330	"AWI"	330	3496	5082	4234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	5	0	0	14	0
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	335	"AWI"	335	3560	5147	4303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	2	0	0	5	0
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	340	"AWI"	340	3605	5231	4371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	2	0	0	4	0
24042	41766	"Lake Kvarnträsk"	60.34577	19.97168	345	"AWI"	345	3664	5289	4439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	1	0	0	13	0
