"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
2973	3875	"Amsoldingersee"	46.725	7.575	540	"AWI"	540	2297	4990	3502	105	2	183	0	1	0	3	0	0	0	0	0	0	0	0	40	11	0	0	0	0	189	1	41	0	0	1	0	2	21	17	0	25	0	38	3	0	0	0	4	0	0	0	0	1	12	20	0
2973	3875	"Amsoldingersee"	46.725	7.575	580	"AWI"	580	2697	5456	3960	121	2	202	0	4	1	0	0	19	4	0	3	0	0	0	41	24	0	0	0	0	119	3	28	0	0	1	0	19	12	19	0	0	0	43	0	0	1	0	1	0	0	0	0	0	3	15	0
2973	3875	"Amsoldingersee"	46.725	7.575	620	"AWI"	620	3023	6040	4407	164	4	258	0	0	2	1	0	67	5	1	5	0	0	0	124	22	0	0	0	0	129	0	33	0	0	4	0	38	27	17	0	50	0	63	6	0	0	0	5	0	0	0	0	0	13	14	2
2973	3875	"Amsoldingersee"	46.725	7.575	640	"AWI"	640	3263	6239	4642	104	4	266	0	0	0	6	0	0	7	0	3	0	0	0	167	27	0	0	0	0	84	0	26	0	0	4	4	4	23	15	0	0	0	49	1	0	0	0	19	0	0	0	0	0	6	6	0
2973	3875	"Amsoldingersee"	46.725	7.575	680	"AWI"	680	3561	6895	5110	94	4	306	0	4	2	0	0	27	1	0	3	0	0	0	76	23	0	0	0	0	139	0	70	0	0	3	0	11	4	13	0	22	0	43	1	0	0	0	8	0	5	0	0	0	9	22	1
2973	3875	"Amsoldingersee"	46.725	7.575	720	"AWI"	720	4115	7195	5578	186	3	270	0	4	1	3	0	43	0	1	6	0	0	0	39	30	1	0	1	0	103	3	56	0	0	3	0	8	9	22	0	43	0	54	0	0	0	0	5	0	2	0	4	1	14	24	2
2973	3875	"Amsoldingersee"	46.725	7.575	740	"AWI"	740	4254	7401	5813	290	3	298	1	3	2	1	0	43	3	0	6	0	0	0	56	24	0	0	0	0	118	5	54	0	0	7	0	31	18	29	0	37	0	93	3	0	1	0	3	1	2	0	0	0	10	42	2
2973	3875	"Amsoldingersee"	46.725	7.575	760	"AWI"	760	4591	7561	6037	166	3	260	0	3	0	2	0	31	4	0	7	0	0	0	92	16	0	0	0	0	120	4	58	0	0	1	0	24	20	28	0	26	0	55	2	0	1	0	1	0	4	0	0	1	15	40	3
2973	3875	"Amsoldingersee"	46.725	7.575	780	"AWI"	780	4836	7771	6282	116	6	183	1	5	0	3	0	21	2	0	7	0	0	0	73	16	0	0	0	0	150	3	58	0	0	3	0	7	11	31	0	25	0	21	1	0	0	0	1	0	1	0	0	0	21	54	5
2973	3875	"Amsoldingersee"	46.725	7.575	820	"AWI"	820	5407	8292	6760	126	4	120	0	0	0	0	0	9	0	1	2	0	0	0	52	19	0	0	0	0	176	1	64	0	0	0	0	7	5	26	0	0	0	55	0	0	0	0	1	0	0	0	0	0	24	68	0
2973	3875	"Amsoldingersee"	46.725	7.575	850	"AWI"	850	6063	8609	7143	133	8	182	0	0	5	1	0	15	1	0	2	0	0	0	75	23	0	0	0	0	143	4	95	0	0	2	0	12	0	26	0	0	0	50	2	0	0	0	1	0	1	0	0	0	41	62	2
2973	3875	"Amsoldingersee"	46.725	7.575	870	"AWI"	870	6284	8948	7406	86	7	173	0	3	0	1	0	14	1	0	2	0	0	0	56	18	0	0	0	0	72	2	118	0	0	4	0	2	0	41	0	0	0	55	1	0	0	0	1	0	1	0	0	0	32	126	0
2973	3875	"Amsoldingersee"	46.725	7.575	890	"AWI"	890	6785	9178	7849	39	5	159	0	1	6	2	0	17	0	0	4	0	0	0	127	15	0	0	0	0	15	1	167	0	0	0	0	0	0	23	0	0	0	96	0	0	1	0	2	0	1	0	0	1	88	116	0
2973	3875	"Amsoldingersee"	46.725	7.575	910	"AWI"	910	7101	9510	8387	3	5	47	0	3	6	0	0	34	1	0	4	0	0	0	235	12	0	0	0	0	2	0	267	0	0	1	0	0	0	50	0	0	0	116	0	0	0	0	0	0	0	0	0	1	0	138	1
2973	3875	"Amsoldingersee"	46.725	7.575	930	"AWI"	930	7259	10029	8862	0	7	75	0	2	1	2	0	32	2	0	3	0	0	0	288	15	0	0	0	0	0	0	130	0	0	3	0	0	0	45	0	0	0	93	0	0	0	0	2	0	1	0	0	0	64	152	2
2973	3875	"Amsoldingersee"	46.725	7.575	950	"AWI"	950	7861	10376	9308	0	13	67	0	1	13	0	0	40	2	0	3	0	0	0	388	17	0	0	0	0	1	0	29	0	0	2	0	0	0	105	0	0	0	92	4	0	0	0	1	0	3	0	0	0	66	324	0
2973	3875	"Amsoldingersee"	46.725	7.575	970	"AWI"	970	8811	10481	9736	0	7	31	0	0	4	2	0	36	0	0	1	0	0	0	694	9	0	0	0	0	7	0	6	0	0	1	0	0	0	85	0	0	0	117	0	0	0	0	1	0	2	0	0	0	27	192	1
2973	3875	"Amsoldingersee"	46.725	7.575	990	"AWI"	990	9723	10618	10162	0	2	32	0	0	13	2	0	31	3	0	2	0	0	0	541	9	0	0	0	0	0	0	0	0	0	1	0	0	0	142	0	0	0	120	0	0	0	0	2	0	0	0	0	0	2	130	0
2973	3875	"Amsoldingersee"	46.725	7.575	1010	"AWI"	1010	10561	11039	10735	0	2	37	0	2	3	0	0	76	3	0	2	0	0	0	558	12	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	92	2	0	0	0	4	0	0	0	0	0	13	128	0
2973	3875	"Amsoldingersee"	46.725	7.575	1020	"AWI"	1020	11080	11513	11241	0	0	18	0	1	0	6	0	104	0	0	0	0	0	0	587	10	0	0	0	0	0	0	0	0	0	2	0	0	0	360	0	0	0	39	0	0	1	0	1	0	0	0	0	2	18	109	0
2973	3875	"Amsoldingersee"	46.725	7.575	1030	"AWI"	1030	11529	12041	11747	0	0	21	0	2	0	5	0	87	1	0	2	0	0	0	325	5	0	0	0	0	0	0	2	0	0	1	0	0	0	720	0	0	0	11	2	0	1	0	3	0	0	0	0	0	8	84	0
2973	3875	"Amsoldingersee"	46.725	7.575	1034	"AWI"	1034	11701	12256	11948	0	0	9	0	2	0	4	0	34	0	0	0	0	0	0	107	4	0	0	0	0	0	0	0	0	0	1	0	0	0	524	0	0	0	1	2	0	0	0	1	0	0	0	0	0	1	24	0
2973	3875	"Amsoldingersee"	46.725	7.575	1038	"AWI"	1038	11864	12474	12150	0	0	3	0	0	0	3	0	67	1	1	0	0	0	0	60	3	0	0	0	0	0	0	0	0	0	1	0	0	0	770	0	0	0	4	1	0	0	0	3	0	0	0	0	0	1	39	0
2973	3875	"Amsoldingersee"	46.725	7.575	1040	"AWI"	1040	11947	12585	12250	0	0	7	0	1	0	4	0	190	1	0	0	0	0	0	58	6	0	0	0	0	0	0	1	0	0	3	0	0	0	1120	0	0	0	5	2	0	0	0	0	0	0	0	0	1	0	58	0
2973	3875	"Amsoldingersee"	46.725	7.575	1045	"AWI"	1045	12154	12866	12497	0	0	0	0	0	0	4	0	162	2	0	0	0	0	0	0	4	9	0	0	0	0	0	0	0	0	8	0	0	0	504	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0
2973	3875	"Amsoldingersee"	46.725	7.575	1050	"AWI"	1050	12354	13160	12742	0	0	0	1	2	0	10	0	122	1	0	0	1	0	0	0	7	5	0	0	0	0	0	0	0	0	17	0	0	0	685	0	0	0	0	1	0	0	0	1	0	0	0	0	3	0	1	0
2973	3875	"Amsoldingersee"	46.725	7.575	1052.5	"AWI"	1052.5	12452.5	13304	12865.5	0	0	0	1	0	0	25	0	61	1	1	0	0	0	3	0	7	1	0	0	0	0	0	0	0	0	10	0	0	0	469	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0
2973	3875	"Amsoldingersee"	46.725	7.575	1055	"AWI"	1055	12549	13443	12991	0	0	0	2	2	0	12	0	69	0	0	0	0	0	1	0	13	4	0	0	0	0	0	0	0	0	12	0	0	0	827	0	0	0	0	2	0	1	0	4	0	0	0	0	1	0	0	1
2973	3875	"Amsoldingersee"	46.725	7.575	1060	"AWI"	1060	12749	13727	13235	0	0	0	0	3	0	6	0	208	0	0	0	0	0	2	0	19	13	0	0	0	0	0	0	0	0	17	0	0	0	802	0	0	0	0	2	0	3	0	6	0	0	0	0	0	0	1	0
2973	3875	"Amsoldingersee"	46.725	7.575	1065	"AWI"	1065	12949	14010	13479	0	0	0	1	3	0	20	0	410	4	0	0	0	0	2	0	22	5	0	0	0	0	0	0	0	0	16	0	0	0	702	0	0	0	0	2	0	3	0	25	0	0	0	0	2	0	0	1
2973	3875	"Amsoldingersee"	46.725	7.575	1070	"AWI"	1070	13128	14278	13705	0	0	0	1	2	0	17	0	292	2	0	0	0	0	1	0	10	8	0	0	0	0	0	0	0	0	16	0	0	0	707	0	0	0	0	3	0	1	0	5	0	0	0	0	5	0	0	0
2973	3875	"Amsoldingersee"	46.725	7.575	1072.5	"AWI"	1072.5	13163.5	14339	13743	0	0	0	6	1	0	61	0	55	0	0	0	0	0	25	0	46	0	3	0	0	0	0	0	0	0	20	0	0	0	9	0	0	0	0	3	0	1	0	3	0	0	0	0	10	0	0	0
2973	3875	"Amsoldingersee"	46.725	7.575	1075	"AWI"	1075	13205	14397	13782	0	0	0	6	8	0	83	0	75	1	0	0	0	7	42	0	65	6	0	0	0	0	0	0	0	0	17	0	0	0	8	0	0	0	0	5	0	7	0	4	0	0	0	0	9	0	0	3
2973	3875	"Amsoldingersee"	46.725	7.575	1077.5	"AWI"	1077.5	13236	14453.5	13820.5	0	0	0	11	7	0	96	0	40	6	0	0	0	10	50	0	60	2	0	0	0	0	0	0	0	0	35	0	0	0	5	6	0	0	0	12	0	8	0	6	0	0	0	0	8	0	0	2
2973	3875	"Amsoldingersee"	46.725	7.575	1080	"AWI"	1080	13259	14514	13859	0	0	0	16	4	0	105	0	38	4	0	0	0	7	56	0	60	0	0	0	0	0	0	0	0	0	17	0	0	0	9	0	0	0	0	9	0	8	0	10	0	0	0	0	12	0	1	1
2973	3875	"Amsoldingersee"	46.725	7.575	1090	"AWI"	1090	13352	14882	13991	1	0	0	7	4	0	44	0	10	1	0	0	0	0	15	0	17	0	0	0	0	0	0	0	0	0	2	0	0	0	21	0	0	0	0	5	0	1	0	2	0	0	0	0	5	0	2	0
2973	3875	"Amsoldingersee"	46.725	7.575	1110	"AWI"	1110	13473	15759	14251	0	0	0	5	0	0	28	0	7	2	0	0	0	0	5	0	24	2	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0	0	5	0	2	0	6	0	0	0	0	2	0	0	0
2973	3875	"Amsoldingersee"	46.725	7.575	1120	"AWI"	1120	13518	16237	14375	0	0	1	29	1	0	70	0	18	1	0	0	0	0	13	0	39	0	0	0	0	0	0	0	0	0	1	0	0	0	47	0	0	0	0	5	0	1	0	2	0	0	0	0	9	0	0	0
2973	3875	"Amsoldingersee"	46.725	7.575	1140	"AWI"	1140	13630	16971	14639	0	0	0	2	0	0	7	0	6	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
2973	3875	"Amsoldingersee"	46.725	7.575	1160	"AWI"	1160	13826	17454	14947	0	0	0	13	2	0	24	0	3	4	0	0	0	0	5	0	14	0	0	0	0	0	0	0	0	0	2	0	0	0	15	0	0	0	0	3	0	0	0	1	0	0	0	0	2	0	0	0
2973	3875	"Amsoldingersee"	46.725	7.575	1180	"AWI"	1180	13938	17978	15273	0	0	0	2	0	0	13	0	3	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	1	0	1	0	0	0	0	0	0	3	1	0	0
2973	3875	"Amsoldingersee"	46.725	7.575	1200	"AWI"	1200	14020	18684	15558	0	0	0	28	0	0	62	0	12	0	0	0	0	4	17	0	28	0	3	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0	0	0
