"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Corylus"	"Cyperaceae"	"Ericales"	"Eucalyptus"	"Fabaceae"	"Lamiaceae"	"Liliaceae"	"Malvaceae"	"Orobanchaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Scrophulariaceae"	"Tilia"	"Urticaceae"
23924	41527	"Monte Areo mire"	43.52889	-5.76889	48	"AWI"	48	1393	1841	1626	63	0	0	2	0	0	198	0	9	25	0	0	0	0	0	0	0	3	0	32	0	208	1	0	1
23924	41527	"Monte Areo mire"	43.52889	-5.76889	50	"AWI"	50	1440	2130	1791	90	0	0	3	0	0	155	0	2	0	0	0	0	0	0	0	0	2	0	14	0	220	0	0	0
23924	41527	"Monte Areo mire"	43.52889	-5.76889	52.5	"AWI"	52.5	1925.5	2260	2089	66	0	0	2	0	0	0	0	13	16	0	0	0	0	0	0	0	0	0	24	0	230	0	0	0
23924	41527	"Monte Areo mire"	43.52889	-5.76889	55	"AWI"	55	2192	2602	2389	48	0	1	2	0	0	148	0	21	0	0	2	0	0	0	0	0	0	0	35	0	225	5	0	0
23924	41527	"Monte Areo mire"	43.52889	-5.76889	57.5	"AWI"	57.5	3103.5	3922.5	3563.5	87	0	0	6	1	0	197	0	9	34	0	0	0	0	0	0	0	14	0	27	0	218	0	0	0
23924	41527	"Monte Areo mire"	43.52889	-5.76889	60	"AWI"	60	3865	5411	4729	24	0	0	1	0	0	62	1	5	20	0	0	0	2	0	0	0	0	0	0	0	37	1	0	0
23924	41527	"Monte Areo mire"	43.52889	-5.76889	62.5	"AWI"	62.5	4859.5	5502	5211.5	56	0	0	1	0	0	102	0	1	28	0	0	0	0	0	0	0	0	0	37	0	64	0	0	0
23924	41527	"Monte Areo mire"	43.52889	-5.76889	65	"AWI"	65	5421	5973	5690	6	0	0	2	0	0	31	1	2	14	0	1	1	1	0	0	0	0	0	20	0	26	2	0	0
23924	41527	"Monte Areo mire"	43.52889	-5.76889	67.5	"AWI"	67.5	5660	6062.5	5856	13	0	0	2	0	0	48	0	4	18	0	0	0	0	0	0	0	9	0	0	0	52	0	0	0
23924	41527	"Monte Areo mire"	43.52889	-5.76889	70	"AWI"	70	5819	6220	6024	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	62	0	0	0
23924	41527	"Monte Areo mire"	43.52889	-5.76889	72.5	"AWI"	72.5	6095.5	6373.5	6241.5	65	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	24	0	44	0	93	0	0	0
23924	41527	"Monte Areo mire"	43.52889	-5.76889	75	"AWI"	75	6229	6669	6459	56	0	0	4	0	0	136	0	4	0	0	0	0	0	0	0	0	27	0	100	1	106	0	0	0
23924	41527	"Monte Areo mire"	43.52889	-5.76889	77.5	"AWI"	77.5	6488.5	6822	6658.5	27	0	2	0	0	0	144	0	4	68	0	0	0	0	0	0	2	0	0	47	0	125	0	0	0
23924	41527	"Monte Areo mire"	43.52889	-5.76889	80	"AWI"	80	6579	7166	6852	103	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	17	4	149	0	0	0
23924	41527	"Monte Areo mire"	43.52889	-5.76889	83.5	"AWI"	83.5	6770.5	7261	7060.5	111	0	0	1	0	0	0	0	3	42	0	0	0	0	0	0	0	23	0	0	0	273	2	0	0
23924	41527	"Monte Areo mire"	43.52889	-5.76889	86	"AWI"	86	6902	7361	7182	101	0	6	1	1	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	168	2	0	1
23924	41527	"Monte Areo mire"	43.52889	-5.76889	89.5	"AWI"	89.5	7034	7487	7315.5	73	1	2	1	1	0	0	2	3	81	0	0	2	2	1	0	0	25	0	0	2	61	13	0	2
23924	41527	"Monte Areo mire"	43.52889	-5.76889	92	"AWI"	92	7094	7581	7376	69	0	0	3	0	0	89	0	4	81	0	0	0	0	0	0	0	29	0	0	0	204	0	0	0
23924	41527	"Monte Areo mire"	43.52889	-5.76889	94.5	"AWI"	94.5	7137.5	7686	7425.5	103	0	0	0	0	0	169	0	26	93	0	56	0	0	0	0	0	0	0	0	0	207	0	0	0
23924	41527	"Monte Areo mire"	43.52889	-5.76889	97	"AWI"	97	7194	7769	7482	86	0	0	1	0	0	137	0	0	0	0	0	0	0	0	0	0	15	0	0	0	148	0	0	0
23924	41527	"Monte Areo mire"	43.52889	-5.76889	99.5	"AWI"	99.5	7234	7871	7539	82	0	0	4	0	0	149	0	0	56	0	1	0	0	0	0	0	0	0	0	0	132	0	0	0
23924	41527	"Monte Areo mire"	43.52889	-5.76889	102.5	"AWI"	102.5	7320.5	7973.5	7605.5	117	0	0	3	0	0	0	0	1	163	0	0	0	0	0	0	0	26	0	0	0	138	0	0	0
23924	41527	"Monte Areo mire"	43.52889	-5.76889	105	"AWI"	105	7383	8063	7659	139	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	13	0	0	0	119	0	0	0
23924	41527	"Monte Areo mire"	43.52889	-5.76889	107.5	"AWI"	107.5	7452	8150	7712.5	92	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	14	0	0	0	158	0	0	0
23924	41527	"Monte Areo mire"	43.52889	-5.76889	110	"AWI"	110	7506	8238	7769	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0
23924	41527	"Monte Areo mire"	43.52889	-5.76889	112.5	"AWI"	112.5	7606	8330.5	7820	144	0	0	2	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0
23924	41527	"Monte Areo mire"	43.52889	-5.76889	115	"AWI"	115	7675	8431	7875	70	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	121	0	0	0
23924	41527	"Monte Areo mire"	43.52889	-5.76889	117.5	"AWI"	117.5	7863.5	8656.5	8045	35	0	2	0	0	0	131	0	11	0	0	2	2	0	0	0	0	0	0	0	1	73	4	0	1
23924	41527	"Monte Areo mire"	43.52889	-5.76889	120	"AWI"	120	7936	9021	8220	35	0	2	0	0	0	141	0	3	45	0	0	0	0	0	0	0	14	0	0	0	103	2	0	2
23924	41527	"Monte Areo mire"	43.52889	-5.76889	122.5	"AWI"	122.5	8199.5	9383.5	8791.5	49	0	0	3	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0
23924	41527	"Monte Areo mire"	43.52889	-5.76889	125	"AWI"	125	8355	9999	9325	33	0	0	0	0	0	114	0	3	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0
23924	41527	"Monte Areo mire"	43.52889	-5.76889	127.5	"AWI"	127.5	9315	10110.5	9744.5	21	0	0	2	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	122	2	0	0
23924	41527	"Monte Areo mire"	43.52889	-5.76889	130	"AWI"	130	9779	10616	10192	59	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0
23924	41527	"Monte Areo mire"	43.52889	-5.76889	132.5	"AWI"	132.5	9959.5	10770.5	10381.5	27	0	0	4	0	0	184	0	0	0	0	9	0	0	0	0	0	0	0	0	0	103	11	0	0
23924	41527	"Monte Areo mire"	43.52889	-5.76889	135	"AWI"	135	10066	11063	10558	43	0	0	0	0	0	150	0	2	54	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0
23924	41527	"Monte Areo mire"	43.52889	-5.76889	137.5	"AWI"	137.5	10288	11168	10745.5	0	0	0	0	0	0	167	0	11	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0
23924	41527	"Monte Areo mire"	43.52889	-5.76889	140	"AWI"	140	10427	11387	10937	29	0	0	0	0	0	0	0	15	35	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0
23924	41527	"Monte Areo mire"	43.52889	-5.76889	142.5	"AWI"	142.5	10743	11525.5	11131.5	15	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0
23924	41527	"Monte Areo mire"	43.52889	-5.76889	145	"AWI"	145	10891	11797	11326	28	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0
23924	41527	"Monte Areo mire"	43.52889	-5.76889	147.5	"AWI"	147.5	11043	12163.5	11536	21	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0
23924	41527	"Monte Areo mire"	43.52889	-5.76889	150	"AWI"	150	11142	12756	11726	17	0	0	0	0	0	188	0	11	71	0	0	0	0	0	0	0	0	0	0	0	81	21	0	0
