"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Juglans"	"Juniperus"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
14533	22773	"Gamperfin"	47.17139	9.38111	154	"AWI"	154	4141	4996	4578	115	1	147	0	2	0	1	0	21	0	0	0	0	0	47	20	0	0	0	0	0	88	21	0	0	0	0	0	0	171	16	0	0	15	11	0	0	0	3	0	0	0	7	9	0	0
14533	22773	"Gamperfin"	47.17139	9.38111	164	"AWI"	164	4361	5183	4795	93	4	118	0	0	1	0	0	37	0	0	0	0	0	38	22	0	0	0	0	0	115	12	0	0	0	0	0	0	217	22	0	0	13	6	0	1	0	3	0	0	0	8	10	0	0
14533	22773	"Gamperfin"	47.17139	9.38111	174	"AWI"	174	4665	5359	5012	131	3	114	0	0	0	0	0	19	0	0	0	0	0	45	80	0	0	0	1	0	96	14	0	0	0	0	0	0	203	20	0	0	25	11	0	0	0	5	0	0	0	5	12	0	0
14533	22773	"Gamperfin"	47.17139	9.38111	184	"AWI"	184	4935	5554	5232	90	1	63	0	1	0	1	0	5	0	0	0	0	0	15	67	0	0	0	0	0	15	6	0	0	0	0	0	0	159	21	0	0	9	7	0	0	1	2	0	0	0	1	15	0	3
14533	22773	"Gamperfin"	47.17139	9.38111	194	"AWI"	194	5085	5832	5450	111	0	72	0	1	0	3	0	13	0	0	0	0	0	21	89	0	0	0	0	0	35	5	0	0	0	0	0	0	279	26	0	0	19	6	0	0	0	2	0	0	0	2	7	0	0
14533	22773	"Gamperfin"	47.17139	9.38111	204	"AWI"	204	5243	6058	5660	117	0	43	0	1	0	1	0	10	0	0	0	0	0	14	83	0	0	0	0	0	27	4	2	0	0	0	0	0	267	38	0	0	10	1	0	1	0	0	0	0	0	5	14	0	0
14533	22773	"Gamperfin"	47.17139	9.38111	214	"AWI"	214	5435	6245	5869	93	0	30	0	0	0	0	0	11	0	0	0	0	0	13	26	0	0	0	0	0	10	1	0	0	0	0	0	0	165	22	0	0	6	2	0	0	0	0	0	0	0	2	8	0	0
14533	22773	"Gamperfin"	47.17139	9.38111	224	"AWI"	224	5664	6401	6076	122	0	23	0	1	0	0	0	7	0	0	0	0	0	17	31	0	0	0	0	0	4	4	0	0	0	0	0	0	188	37	0	0	8	0	0	0	0	0	0	0	0	1	13	0	0
14533	22773	"Gamperfin"	47.17139	9.38111	234	"AWI"	234	5936	6545	6276	124	0	23	0	0	0	0	0	4	0	1	0	0	0	25	63	0	0	0	0	0	9	21	0	0	0	0	0	0	171	23	0	0	6	5	0	0	0	0	0	0	0	1	31	0	0
14533	22773	"Gamperfin"	47.17139	9.38111	244	"AWI"	244	6143	6681	6457	130	2	34	0	0	0	0	0	7	0	0	0	0	0	29	81	0	0	0	0	0	15	7	0	0	0	0	0	0	226	19	0	0	3	2	0	1	0	1	0	0	0	3	23	0	0
14533	22773	"Gamperfin"	47.17139	9.38111	255	"AWI"	255	6301	6880	6606	114	0	37	0	0	0	0	0	8	0	0	0	0	0	31	85	0	0	0	0	0	14	3	0	0	0	0	0	0	241	28	0	0	7	1	0	0	0	0	0	0	0	4	44	0	0
14533	22773	"Gamperfin"	47.17139	9.38111	264	"AWI"	264	6410	7017	6724	122	2	37	0	1	0	0	0	13	0	0	0	0	0	23	141	0	0	0	0	0	5	7	0	0	0	0	0	0	195	22	0	0	8	1	0	0	0	1	0	0	0	2	70	0	0
14533	22773	"Gamperfin"	47.17139	9.38111	274	"AWI"	274	6541	7131	6854	81	0	16	0	1	0	0	0	7	0	0	0	0	0	46	110	0	0	0	0	0	4	5	0	0	0	0	0	0	198	30	0	0	2	0	0	0	0	0	0	0	0	10	81	0	0
14533	22773	"Gamperfin"	47.17139	9.38111	284	"AWI"	284	6674	7241	6981	76	2	30	0	0	0	1	0	8	0	0	0	0	0	90	144	0	0	0	0	0	5	3	0	0	0	0	0	0	162	17	0	0	3	0	0	0	0	4	0	0	0	0	68	0	0
14533	22773	"Gamperfin"	47.17139	9.38111	294	"AWI"	294	6838	7336	7111	92	1	16	0	0	0	1	0	5	0	0	0	0	0	26	50	0	0	0	0	0	3	3	0	0	0	0	0	0	167	26	0	0	4	0	0	0	1	2	0	0	0	2	54	0	0
14533	22773	"Gamperfin"	47.17139	9.38111	299	"AWI"	299	6916	7381	7179	53	0	20	0	0	0	0	0	2	0	0	0	0	0	38	72	0	0	0	0	0	1	5	0	0	0	0	0	0	85	22	0	0	10	3	0	0	1	0	0	0	1	0	54	2	0
14533	22773	"Gamperfin"	47.17139	9.38111	304	"AWI"	304	6989	7426	7233	209	3	27	0	0	0	0	0	7	0	0	0	0	0	38	69	0	0	0	0	0	5	6	0	0	0	0	0	0	172	29	0	0	2	1	0	0	0	1	0	0	0	5	65	0	0
14533	22773	"Gamperfin"	47.17139	9.38111	309	"AWI"	309	7037	7495	7290	50	0	23	0	0	1	0	0	3	0	0	0	0	0	26	68	0	0	0	0	0	2	14	0	0	0	0	0	0	75	30	0	0	2	0	0	0	0	1	0	0	0	0	58	0	0
14533	22773	"Gamperfin"	47.17139	9.38111	314	"AWI"	314	7105	7548	7338	93	4	70	0	3	0	1	0	21	0	0	0	0	0	59	206	0	0	0	0	0	1	24	0	0	0	0	0	0	77	40	0	0	6	2	0	0	0	3	0	0	0	4	129	0	0
14533	22773	"Gamperfin"	47.17139	9.38111	319	"AWI"	319	7160	7616	7387	22	3	55	0	2	0	0	0	11	0	0	0	0	0	27	87	0	0	0	0	0	0	17	0	0	0	0	0	0	44	28	0	0	8	3	0	0	0	0	0	0	0	4	87	0	0
14533	22773	"Gamperfin"	47.17139	9.38111	324	"AWI"	324	7233	7664	7434	3	4	102	0	0	0	0	0	35	0	0	0	0	0	91	164	0	0	0	0	0	1	33	0	0	0	0	0	0	53	32	0	0	7	2	0	0	1	4	0	1	0	12	144	0	0
14533	22773	"Gamperfin"	47.17139	9.38111	329	"AWI"	329	7285	7722	7485	3	4	61	0	2	0	0	0	16	0	0	2	0	0	38	107	0	0	0	0	0	1	5	2	0	0	3	0	2	15	16	0	0	3	5	0	0	0	5	0	0	0	4	78	0	0
14533	22773	"Gamperfin"	47.17139	9.38111	334	"AWI"	334	7367	7782	7544	0	0	77	0	1	0	0	0	5	0	0	0	0	0	43	11	0	0	0	0	0	0	0	0	0	0	0	0	0	8	29	0	0	4	0	0	0	0	0	0	0	0	9	51	0	0
14533	22773	"Gamperfin"	47.17139	9.38111	344	"AWI"	344	7497	7938	7690	0	4	102	0	4	0	0	0	6	0	0	10	0	0	45	18	0	0	0	0	0	0	19	0	0	0	0	0	0	3	15	0	0	6	1	0	0	2	1	0	3	0	10	51	0	0
14533	22773	"Gamperfin"	47.17139	9.38111	354	"AWI"	354	7657	8172	7857	0	3	170	0	1	0	0	0	15	0	0	0	0	0	140	21	0	0	0	0	0	0	16	0	0	0	0	0	0	2	32	0	0	7	0	0	0	0	0	0	0	0	17	129	0	0
14533	22773	"Gamperfin"	47.17139	9.38111	359	"AWI"	359	7726	8301	7950	0	0	78	0	0	0	0	0	16	0	0	0	0	0	121	29	0	0	0	0	0	0	6	0	0	0	0	0	0	1	35	0	0	0	1	0	0	0	0	0	0	0	12	73	0	0
14533	22773	"Gamperfin"	47.17139	9.38111	364	"AWI"	364	7847	8547	8146	0	0	120	0	1	0	1	0	20	0	0	0	0	0	403	60	0	0	0	0	0	0	4	0	0	0	0	0	0	1	74	0	0	6	1	0	0	0	0	0	0	0	18	190	0	0
14533	22773	"Gamperfin"	47.17139	9.38111	374	"AWI"	374	8083	9254	8574	0	1	38	0	5	0	0	0	27	0	0	0	0	0	217	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	1	0	0	0	8	145	0	0
14533	22773	"Gamperfin"	47.17139	9.38111	384	"AWI"	384	8421	9676	9044	0	1	31	0	2	0	0	0	25	0	0	0	0	0	309	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	2	0	0	0	0	3	0	0	0	2	229	0	0
14533	22773	"Gamperfin"	47.17139	9.38111	394	"AWI"	394	8970	9993	9489	0	0	25	0	3	0	0	0	37	0	0	0	0	0	369	23	0	0	0	0	0	0	1	0	0	0	0	0	0	0	120	0	0	4	0	0	0	0	14	0	0	0	6	230	0	0
14533	22773	"Gamperfin"	47.17139	9.38111	404	"AWI"	404	9508	10259	9858	0	1	59	0	1	0	1	0	93	0	0	0	0	0	182	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	3	0	0	0	1	15	0	0	0	12	160	0	0
14533	22773	"Gamperfin"	47.17139	9.38111	414	"AWI"	414	9670	10580	10112	0	0	21	0	2	0	0	0	90	0	0	0	0	0	105	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	0	0	0	0	0	0	0	9	0	0	0	3	61	0	0
14533	22773	"Gamperfin"	47.17139	9.38111	424	"AWI"	424	9840	10858	10338	0	0	19	0	8	0	1	0	79	0	0	1	0	0	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	430	0	0	0	0	0	0	1	4	0	0	0	1	13	0	0
14533	22773	"Gamperfin"	47.17139	9.38111	435	"AWI"	435	10070	11112	10580	0	0	8	0	6	0	0	0	60	0	0	0	0	0	6	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383	0	0	0	1	0	0	0	7	0	0	2	0	13	0	0
14533	22773	"Gamperfin"	47.17139	9.38111	444	"AWI"	444	10261	11338	10776	0	0	7	0	10	0	1	0	22	0	0	0	0	0	4	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	682	0	0	2	0	0	0	0	8	0	0	0	0	6	0	0
14533	22773	"Gamperfin"	47.17139	9.38111	449	"AWI"	449	10355	11440	10895	0	0	1	0	3	0	0	0	28	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1	380	0	0	0	2	0	0	0	6	0	0	0	0	3	0	0
14533	22773	"Gamperfin"	47.17139	9.38111	454	"AWI"	454	10523	11537	11013	2	0	12	0	0	0	4	0	29	0	0	0	0	1	22	148	0	0	0	0	0	1	0	0	0	0	0	1	0	4	518	0	0	3	1	0	3	1	0	0	0	0	0	11	0	0
14533	22773	"Gamperfin"	47.17139	9.38111	459	"AWI"	459	10647	11650	11129	0	0	0	0	0	0	2	0	17	0	0	0	0	0	4	287	0	2	0	0	1	0	0	0	0	0	0	0	0	2	588	0	0	0	0	0	1	1	3	0	0	1	0	0	0	0
14533	22773	"Gamperfin"	47.17139	9.38111	464	"AWI"	464	10756	11770	11242	0	0	1	7	0	0	3	0	10	0	0	1	0	0	0	265	0	6	0	0	0	0	0	0	1	0	3	0	0	0	481	0	0	0	0	0	6	1	4	0	0	0	0	0	0	0
14533	22773	"Gamperfin"	47.17139	9.38111	469	"AWI"	469	10815	11959	11339	0	0	1	0	0	0	1	0	7	0	0	0	0	0	2	70	1	0	0	0	0	0	0	0	0	0	0	0	0	0	337	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0
14533	22773	"Gamperfin"	47.17139	9.38111	474	"AWI"	474	10890	12119	11450	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	106	1	4	0	0	0	0	0	0	0	0	0	0	0	0	380	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0
14533	22773	"Gamperfin"	47.17139	9.38111	479	"AWI"	479	10960	12321	11557	0	0	3	0	0	0	1	0	3	0	0	0	0	0	1	40	2	2	0	0	0	0	0	0	0	0	0	0	0	0	377	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
14533	22773	"Gamperfin"	47.17139	9.38111	482	"AWI"	482	11009	12416	11625	0	0	1	0	0	0	1	0	1	0	0	0	0	0	2	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
14533	22773	"Gamperfin"	47.17139	9.38111	486	"AWI"	486	11070	12531	11711	0	0	5	0	0	0	1	0	3	0	0	0	0	0	4	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
14533	22773	"Gamperfin"	47.17139	9.38111	490	"AWI"	490	11118	12696	11798	0	0	2	0	0	0	0	0	5	0	0	0	0	0	5	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
