"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Ilex"	"Iridaceae"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Lythraceae"	"Malvaceae"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Solanaceae"	"Tilia"	"Ulmus"	"Verbenaceae"
15973	24633	"Arzon"	47.53889	-2.89083	207	"AWI"	207	1968	2240	2100	0	0	28	0	3	0	0	0	0	18	0	0	1	0	0	0	0	0	0	0	49	16	0	0	0	0	15	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	32	0	0	0	0	21	1	0	0	0	3	0	0	0	0	0	0	0	0
15973	24633	"Arzon"	47.53889	-2.89083	210	"AWI"	210	1986	2281	2127	0	0	19	0	6	0	1	0	0	13	0	1	0	0	0	1	0	0	0	0	17	30	0	0	0	0	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	51	0	0	0	0	56	0	1	0	0	0	3	1	0	0	0	1	1	0
15973	24633	"Arzon"	47.53889	-2.89083	219	"AWI"	219	2033	2438	2207	0	0	6	0	2	1	0	0	0	4	0	2	0	0	0	0	0	0	0	0	1	51	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	48	0	0	0	0	15	0	1	0	0	9	6	0	0	0	0	0	0	0
15973	24633	"Arzon"	47.53889	-2.89083	222	"AWI"	222	2040	2495	2232	0	0	4	0	1	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	36	0	0	0	0	12	0	0	0	0	7	11	0	0	0	0	0	0	0
15973	24633	"Arzon"	47.53889	-2.89083	227	"AWI"	227	2087	2596	2294	0	0	3	0	3	1	0	0	8	3	0	1	0	0	0	0	0	0	0	0	2	88	0	0	0	0	2	0	0	0	0	0	1	2	1	0	1	0	0	0	0	0	0	0	0	54	0	0	0	0	13	0	1	0	0	2	6	0	0	0	0	0	0	0
15973	24633	"Arzon"	47.53889	-2.89083	232	"AWI"	232	2285	2721	2463	0	0	3	0	3	0	0	0	7	9	0	0	0	0	0	0	0	0	0	0	3	73	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	96	0	0	0	0	19	0	2	0	0	4	4	0	0	0	0	0	0	0
15973	24633	"Arzon"	47.53889	-2.89083	237	"AWI"	237	2453	2835	2637	0	0	6	0	18	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	10	15	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	21	0	0	1	0	5	5	2	0	0	0	0	0	0
15973	24633	"Arzon"	47.53889	-2.89083	242	"AWI"	242	2595	3005	2816	0	0	11	0	2	1	0	0	4	13	0	1	0	0	0	0	0	0	0	0	11	51	0	0	0	0	2	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	29	0	1	0	0	2	5	7	0	0	0	0	1	0
15973	24633	"Arzon"	47.53889	-2.89083	247	"AWI"	247	2725	3191	2997	0	0	13	0	12	1	0	0	0	5	0	0	0	1	0	0	0	0	0	0	12	57	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	62	0	0	0	0	46	0	1	1	0	2	0	6	0	2	0	0	2	0
15973	24633	"Arzon"	47.53889	-2.89083	252	"AWI"	252	2839	3373	3159	1	0	15	0	1	1	0	0	0	9	0	0	0	0	0	1	0	0	0	1	17	58	0	0	0	0	2	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	2	0	0	110	0	0	0	0	34	0	2	0	0	1	0	10	0	0	0	2	1	0
15973	24633	"Arzon"	47.53889	-2.89083	257	"AWI"	257	2917	3417	3215	0	1	10	0	1	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	22	87	0	0	0	0	2	2	0	0	0	1	0	0	0	0	1	0	0	0	0	1	2	0	0	89	0	0	0	0	51	0	1	1	0	2	2	14	0	1	0	2	2	0
15973	24633	"Arzon"	47.53889	-2.89083	262	"AWI"	262	2974	3482	3270	0	0	19	0	12	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	2	0	0	0	0	0	0	0	48	1	0	0	0	2	0	16	1	0	0	0	2	0
15973	24633	"Arzon"	47.53889	-2.89083	267	"AWI"	267	3019	3562	3323	0	0	9	0	1	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	49	42	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	100	0	0	0	0	43	0	0	16	0	2	0	8	0	0	0	0	0	0
15973	24633	"Arzon"	47.53889	-2.89083	272	"AWI"	272	3052	3661	3373	0	0	13	0	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	50	41	0	0	0	0	2	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	50	0	1	16	0	4	0	12	0	0	0	1	1	0
15973	24633	"Arzon"	47.53889	-2.89083	277	"AWI"	277	3082	3763	3422	0	0	7	0	2	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	7	77	2	0	0	0	0	1	0	0	0	0	0	3	0	0	2	0	0	0	0	0	2	2	0	63	0	0	0	0	38	0	0	0	0	2	5	4	0	0	0	1	2	1
15973	24633	"Arzon"	47.53889	-2.89083	282	"AWI"	282	3159	3786	3472	0	0	15	0	5	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	12	129	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	5	0	0	0	0	0	0	0	0	0	1	0	45	0	3	2	0	2	0	4	0	2	0	0	0	0
15973	24633	"Arzon"	47.53889	-2.89083	287	"AWI"	287	3224	3817	3528	0	0	12	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	17	92	0	0	0	0	1	1	0	0	0	0	0	1	0	0	9	0	0	0	0	0	2	0	0	87	0	0	0	0	44	0	0	0	0	2	0	2	0	0	0	1	0	0
15973	24633	"Arzon"	47.53889	-2.89083	292	"AWI"	292	3255	3851	3585	0	0	5	0	14	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	10	54	0	0	0	0	1	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	3	0	0	74	0	0	0	0	110	0	1	0	0	5	0	9	0	1	0	1	2	0
15973	24633	"Arzon"	47.53889	-2.89083	297	"AWI"	297	3289	3890	3639	0	0	7	0	4	0	1	0	0	4	0	3	0	0	0	0	0	0	0	0	22	65	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	102	0	0	0	0	85	0	3	2	0	0	0	10	0	1	0	2	2	0
15973	24633	"Arzon"	47.53889	-2.89083	302	"AWI"	302	3322	3962	3692	0	0	11	0	1	0	1	0	0	3	0	1	0	0	0	0	0	0	0	0	27	78	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	42	0	0	3	0	3	0	16	0	0	0	1	0	0
15973	24633	"Arzon"	47.53889	-2.89083	307	"AWI"	307	3437	3983	3736	0	0	10	0	5	1	0	0	0	23	0	0	0	0	0	0	0	0	0	0	15	45	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	55	0	0	0	0	58	0	1	0	0	1	0	30	0	0	0	2	2	0
15973	24633	"Arzon"	47.53889	-2.89083	312	"AWI"	312	3544	4002	3782	0	0	7	0	2	0	1	0	0	11	0	0	0	0	0	0	0	0	1	0	18	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	84	0	0	0	0	34	0	2	2	0	0	2	29	0	0	0	5	3	0
15973	24633	"Arzon"	47.53889	-2.89083	317	"AWI"	317	3630	4026	3830	0	0	9	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	10	22	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	67	0	0	0	0	25	0	0	0	0	1	0	2	0	0	0	2	1	0
15973	24633	"Arzon"	47.53889	-2.89083	322	"AWI"	322	3694	4059	3880	0	0	15	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	97	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	65	0	0	0	0	28	0	4	0	0	2	0	5	0	1	0	0	1	0
15973	24633	"Arzon"	47.53889	-2.89083	327	"AWI"	327	3738	4114	3930	0	0	10	0	1	0	1	0	0	6	0	1	0	0	0	1	0	0	0	0	10	52	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	66	0	0	0	0	74	0	1	0	0	4	0	6	0	0	0	2	0	0
15973	24633	"Arzon"	47.53889	-2.89083	332	"AWI"	332	3794	4160	3980	0	0	14	0	1	0	0	0	0	10	0	0	0	0	0	0	0	0	1	0	18	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	57	0	0	2	0	6	0	9	0	0	0	2	2	0
15973	24633	"Arzon"	47.53889	-2.89083	345	"AWI"	345	3879	4363	4108	0	0	8	0	10	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	16	56	0	0	0	0	2	3	0	0	0	0	0	1	0	0	2	0	0	0	2	0	2	0	0	86	0	0	0	0	52	0	1	0	0	4	2	1	0	0	0	2	0	0
15973	24633	"Arzon"	47.53889	-2.89083	352	"AWI"	352	3914	4509	4173	0	0	4	0	3	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	12	78	0	0	0	0	1	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	40	0	1	0	0	2	5	2	0	0	0	1	1	0
15973	24633	"Arzon"	47.53889	-2.89083	357	"AWI"	357	4066	4567	4306	0	0	5	0	17	0	2	0	6	7	0	0	0	0	0	1	0	0	0	0	29	22	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	2	0	0	0	0	2	0	0	65	0	0	0	0	21	0	1	0	0	3	3	0	0	0	0	2	1	0
15973	24633	"Arzon"	47.53889	-2.89083	360	"AWI"	360	4113	4619	4389	0	0	5	0	24	1	1	0	15	5	0	3	0	0	0	2	0	0	0	0	24	21	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	63	0	0	0	0	16	0	2	0	0	2	0	0	0	0	0	1	0	0
15973	24633	"Arzon"	47.53889	-2.89083	362	"AWI"	362	4134	4676	4440	0	0	6	0	15	1	1	0	9	3	0	2	0	0	0	1	0	1	0	0	40	16	0	0	0	2	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	2	0	2	43	0	0	0	0	35	0	2	0	0	2	0	0	0	0	0	2	1	0
15973	24633	"Arzon"	47.53889	-2.89083	367	"AWI"	367	4180	4867	4568	0	0	1	0	1	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0
15973	24633	"Arzon"	47.53889	-2.89083	372	"AWI"	372	4218	5107	4688	0	0	8	0	5	0	0	0	81	2	0	0	0	0	0	1	0	0	0	0	35	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	103	1	0	0	0	12	0	4	0	0	0	0	0	0	0	0	6	2	0
15973	24633	"Arzon"	47.53889	-2.89083	377	"AWI"	377	4249	5349	4809	0	0	8	0	5	0	3	0	0	6	0	1	0	0	0	0	0	0	0	0	21	60	0	0	0	0	2	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	42	0	1	2	0	2	0	12	0	0	0	0	0	0
