"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Arctostaphylos"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Juniperus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Ulmus"	"Urticaceae"
3419	4431	"Skvarran"	57.1894	16.15266	895	"AWI"	895	13021	13325	13160	0	5	0	0	30	0	200	0	0	0	0	0	0	15	1	1	0	0	0	19	0	221	2	21	0	0	0	0	0	2	8	4	0	0	0	1	0	0
3419	4431	"Skvarran"	57.1894	16.15266	896.5	"AWI"	896.5	13082.5	13388	13221	1	1	0	0	41	0	131	0	0	0	0	0	0	8	0	0	0	0	0	2	1	178	0	28	0	0	0	0	0	1	6	6	0	0	0	2	0	0
3419	4431	"Skvarran"	57.1894	16.15266	898	"AWI"	898	13131	13462	13281	2	8	0	0	37	0	166	0	0	0	0	0	0	12	0	0	0	0	0	6	0	200	0	36	0	0	0	1	0	1	7	18	0	0	0	1	0	1
3419	4431	"Skvarran"	57.1894	16.15266	899.5	"AWI"	899.5	13162.5	13540.5	13340.5	0	8	0	0	29	0	209	0	0	0	0	0	0	9	0	0	0	0	0	5	0	196	0	30	0	0	0	0	0	0	3	6	0	0	0	1	0	0
3419	4431	"Skvarran"	57.1894	16.15266	901	"AWI"	901	13216	13619	13413	1	6	0	0	38	0	242	0	0	0	0	0	0	4	0	0	0	0	0	4	0	169	0	35	0	0	0	0	0	1	13	20	0	0	0	4	1	0
3419	4431	"Skvarran"	57.1894	16.15266	903	"AWI"	903	13274	13828	13510	0	11	0	0	29	0	202	0	0	0	0	0	0	12	1	0	0	0	0	9	1	206	0	37	0	0	0	0	0	2	9	5	0	0	0	3	0	0
3419	4431	"Skvarran"	57.1894	16.15266	905	"AWI"	905	13314	14112	13594	1	2	0	0	9	0	60	0	0	0	0	0	0	21	0	0	0	0	0	0	0	264	0	31	0	1	0	0	0	1	1	9	0	1	1	1	0	0
3419	4431	"Skvarran"	57.1894	16.15266	909	"AWI"	909	13358	14701	13755	0	1	0	0	13	0	61	1	0	0	0	0	1	8	0	0	0	0	0	6	0	259	0	20	0	0	0	0	0	1	0	2	0	0	0	2	0	0
3419	4431	"Skvarran"	57.1894	16.15266	915	"AWI"	915	13497	15223	14050	0	8	0	0	18	0	47	0	0	0	0	0	0	12	0	0	0	0	0	5	0	201	0	22	0	0	0	0	0	1	4	5	0	0	0	6	0	0
3419	4431	"Skvarran"	57.1894	16.15266	925	"AWI"	925	13726	16025	14507	1	14	0	0	44	0	97	0	0	0	0	0	0	22	0	0	0	0	0	6	0	201	2	21	0	0	0	0	0	0	2	6	0	0	0	3	0	0
3419	4431	"Skvarran"	57.1894	16.15266	935	"AWI"	935	13957	16671	14968	0	6	0	0	16	0	79	0	0	0	0	0	0	7	0	0	0	0	0	6	0	286	0	22	0	0	0	0	0	0	4	5	0	0	0	0	0	0
3419	4431	"Skvarran"	57.1894	16.15266	950	"AWI"	950	14398	17732	15661	0	12	0	0	28	0	94	0	0	0	0	4	1	14	0	0	0	0	0	1	1	268	0	22	0	1	0	0	0	0	1	4	0	0	0	4	0	0
3419	4431	"Skvarran"	57.1894	16.15266	967	"AWI"	967	14933	18767	16493	2	6	0	0	36	0	39	0	0	0	0	0	0	8	0	0	0	0	0	2	0	180	0	16	0	0	0	0	0	2	1	4	0	0	0	2	0	0
