"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Hypericaceae"	"Iridaceae"	"Juglans"	"Lamiaceae"	"Liliaceae"	"Lythraceae"	"Malvaceae"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Viburnum"	"Vitaceae"
15965	24611	"La Prairie du Cassoir"	47.25667	0.1475	108	"AWI"	108	720	1074	842	0	0	325	2	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	4	0	0	0	17	0	1	0	0	0	0	1	0	0	0	0	0	15	0	1
15965	24611	"La Prairie du Cassoir"	47.25667	0.1475	115	"AWI"	115	758	1118	868	0	0	310	0	3	1	1	0	1	0	0	0	1	1	0	1	0	0	0	0	1	6	0	0	0	1	2	0	0	1	1	0	1	0	0	0	1	0	2	1	10	0	0	0	22	0	1	0	0	0	2	2	0	0	0	0	0	13	0	2
15965	24611	"La Prairie du Cassoir"	47.25667	0.1475	120	"AWI"	120	781	1148	889	0	0	315	0	4	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	1	11	0	0	0	0	0	4	0	0	0	1	0	0	5	15	0	0	0	37	1	3	0	0	0	0	4	0	1	0	0	0	13	0	1
15965	24611	"La Prairie du Cassoir"	47.25667	0.1475	125	"AWI"	125	795	1177	909	0	0	215	0	4	1	2	0	2	0	4	0	0	1	0	0	0	0	0	0	2	3	0	0	0	1	5	0	0	0	0	0	0	0	0	0	1	0	0	5	8	0	0	0	18	0	1	0	0	0	0	1	0	0	0	0	0	13	0	3
15965	24611	"La Prairie du Cassoir"	47.25667	0.1475	130	"AWI"	130	982	1297	1080	0	0	310	1	1	1	1	0	2	1	1	0	0	1	0	0	0	0	0	0	1	4	0	0	1	1	14	0	0	1	0	0	1	0	0	0	0	0	1	2	6	0	0	0	42	0	0	0	0	0	0	1	0	0	0	0	1	13	0	0
15965	24611	"La Prairie du Cassoir"	47.25667	0.1475	135	"AWI"	135	1152	1419	1253	0	0	165	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	5	0	0	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	1	11	0	0	0	10	0	0	0	0	0	0	1	0	0	0	0	0	9	0	2
15965	24611	"La Prairie du Cassoir"	47.25667	0.1475	140	"AWI"	140	1304	1551	1426	1	0	200	2	13	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	3	12	0	0	1	5	3	0	0	0	0	0	0	0	1	0	0	0	3	3	40	0	0	0	39	0	1	0	0	0	0	8	0	0	0	0	1	7	0	1
15965	24611	"La Prairie du Cassoir"	47.25667	0.1475	145	"AWI"	145	1445	1714	1599	0	0	300	0	1	0	2	0	1	1	1	0	2	0	0	0	0	0	0	0	1	6	0	0	2	1	10	0	0	0	0	0	0	0	0	0	0	0	0	1	20	0	0	0	42	0	2	1	0	0	0	2	0	1	0	0	0	8	0	3
15965	24611	"La Prairie du Cassoir"	47.25667	0.1475	150	"AWI"	150	1585	1902	1767	1	0	52	2	32	0	1	0	1	0	1	1	0	0	0	3	0	0	1	0	3	39	0	0	1	2	0	0	0	0	0	0	1	0	0	0	1	1	5	9	81	0	0	0	50	0	5	0	0	0	0	12	0	1	0	0	0	4	1	1
15965	24611	"La Prairie du Cassoir"	47.25667	0.1475	155	"AWI"	155	1633	1920	1794	0	0	95	12	42	0	1	0	6	0	0	0	0	0	1	0	0	0	0	0	10	21	0	0	2	8	1	0	0	0	0	0	0	0	0	0	0	0	2	6	66	0	0	0	24	0	4	0	0	0	0	8	0	4	0	0	0	1	1	0
15965	24611	"La Prairie du Cassoir"	47.25667	0.1475	160	"AWI"	160	1659	1945	1823	0	0	14	4	11	0	0	0	1	0	2	1	0	0	0	0	1	0	0	0	1	25	0	0	0	7	2	0	0	1	0	0	0	0	0	0	0	1	5	9	99	0	0	0	57	0	5	0	0	1	0	13	0	0	0	0	0	1	0	0
15965	24611	"La Prairie du Cassoir"	47.25667	0.1475	165	"AWI"	165	1686	1982	1851	0	0	12	5	40	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	7	26	0	0	5	9	0	0	0	0	0	0	1	0	0	0	0	0	1	3	119	0	0	0	45	0	1	0	0	0	8	2	0	0	0	0	0	7	0	0
15965	24611	"La Prairie du Cassoir"	47.25667	0.1475	170	"AWI"	170	1711	2029	1877	0	0	16	4	15	0	0	0	5	0	0	0	1	0	0	1	0	0	0	0	2	32	0	0	0	5	3	0	0	0	1	0	0	0	0	0	0	0	3	5	83	0	0	0	80	0	6	0	0	0	2	3	0	0	0	0	2	4	0	1
15965	24611	"La Prairie du Cassoir"	47.25667	0.1475	175	"AWI"	175	1728	2085	1902	0	0	28	11	18	0	0	0	4	0	5	0	0	0	0	0	0	0	0	0	8	46	0	0	0	6	1	0	0	0	0	0	0	0	0	0	1	0	1	7	76	0	0	0	54	0	8	0	0	0	6	1	0	0	0	0	0	2	0	0
15965	24611	"La Prairie du Cassoir"	47.25667	0.1475	180	"AWI"	180	1776	2101	1926	0	0	45	4	24	1	0	0	8	0	1	0	0	1	0	4	2	0	0	0	10	8	0	0	5	12	5	0	0	0	0	0	0	1	0	0	1	0	5	5	50	0	0	0	74	0	4	0	0	0	7	2	0	0	0	0	0	4	0	0
15965	24611	"La Prairie du Cassoir"	47.25667	0.1475	185	"AWI"	185	1815	2120	1950	0	0	51	8	24	0	1	0	12	0	1	0	0	0	0	0	0	0	0	0	12	30	0	0	0	7	2	0	0	0	1	0	1	1	2	0	0	0	1	11	63	0	0	0	47	0	15	0	0	0	0	1	0	0	0	0	0	1	0	1
15965	24611	"La Prairie du Cassoir"	47.25667	0.1475	190	"AWI"	190	1849	2161	1976	0	0	71	7	12	1	2	0	12	0	0	0	0	0	0	0	0	0	1	0	7	34	0	0	1	12	0	0	0	0	0	0	0	1	0	0	0	0	2	6	77	0	1	0	53	0	4	0	0	2	5	1	0	0	0	0	1	5	0	1
15965	24611	"La Prairie du Cassoir"	47.25667	0.1475	195	"AWI"	195	1870	2206	2002	0	0	320	1	3	0	0	0	2	0	1	0	0	1	0	1	0	0	0	0	3	11	0	0	2	3	8	0	0	0	0	0	0	0	0	0	1	0	2	2	35	0	0	0	17	0	1	0	0	0	2	5	0	2	0	0	1	12	0	0
15965	24611	"La Prairie du Cassoir"	47.25667	0.1475	200	"AWI"	200	1886	2250	2028	0	0	45	14	21	0	1	0	14	0	0	0	0	1	0	1	0	0	0	0	18	5	0	0	2	18	0	0	0	0	0	0	1	1	0	0	1	0	5	5	58	0	0	0	73	0	5	0	0	0	6	0	0	0	0	0	0	2	0	0
