"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cedrus"	"Celastraceae"	"Cistaceae"	"Convolvulaceae"	"Crassulaceae"	"Crataegus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Heliotropium"	"Hypericaceae"	"Ilex"	"Iridaceae"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Lythraceae"	"Olea"	"Orobanchaceae"	"Phillyrea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Resedaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Sorbus"	"Thymelaeaceae"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
26050	45184	"Arroyo de Valdeconejos"	40.86104	-4.06103	92	"AWI"	92	106	260	194	0	0	0	0	0	6	0	0	0	0	2	0	0	0	0	3	0	0	0	0	21	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	1	0	14	5	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0
26050	45184	"Arroyo de Valdeconejos"	40.86104	-4.06103	96	"AWI"	96	140	268	217	0	0	0	0	0	3	0	0	0	0	2	1	0	0	0	7	0	0	0	0	21	0	0	0	0	3	3	0	0	0	0	0	3	2	0	0	0	3	0	0	75	0	0	0	0	1	0	14	1	0	0	0	0	0	7	0	0	1	0	0	0	0	0	2
26050	45184	"Arroyo de Valdeconejos"	40.86104	-4.06103	100	"AWI"	100	168	281	244	0	1	0	0	0	3	0	0	0	0	1	0	0	0	1	14	0	0	0	0	17	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	2	0	1	67	0	0	0	0	2	0	13	4	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0
26050	45184	"Arroyo de Valdeconejos"	40.86104	-4.06103	104	"AWI"	104	183	319	267	0	1	0	0	0	6	0	0	0	0	2	2	0	0	0	0	0	0	0	0	27	0	0	0	2	0	5	0	0	0	0	1	3	0	0	0	0	1	0	0	87	1	0	125	0	0	1	12	5	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0
26050	45184	"Arroyo de Valdeconejos"	40.86104	-4.06103	108	"AWI"	108	219	359	294	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	12	0	0	0	0	31	0	0	0	1	1	1	0	0	0	0	0	4	0	0	1	0	4	0	0	81	0	0	0	0	0	0	12	2	0	0	1	0	0	2	0	0	1	0	0	0	0	0	1
26050	45184	"Arroyo de Valdeconejos"	40.86104	-4.06103	112	"AWI"	112	272	408	324	0	0	0	0	0	7	0	0	0	0	3	0	0	0	1	6	0	0	0	0	42	0	0	0	0	2	1	0	0	0	0	0	3	0	0	0	0	1	0	0	81	0	0	0	0	1	0	31	8	0	0	0	0	1	4	0	0	1	0	0	0	0	0	0
26050	45184	"Arroyo de Valdeconejos"	40.86104	-4.06103	116	"AWI"	116	308	475	351	0	2	0	0	0	5	0	0	1	0	2	0	0	0	0	1	0	0	0	0	29	0	0	0	1	2	2	0	0	0	0	0	2	0	0	0	0	2	0	0	107	0	0	91	0	1	1	34	5	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0
26050	45184	"Arroyo de Valdeconejos"	40.86104	-4.06103	118	"AWI"	118	316	513	366	0	1	0	0	0	3	0	0	0	0	2	1	0	0	0	2	0	0	1	0	57	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	3	0	0	95	0	0	0	0	0	0	49	7	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
26050	45184	"Arroyo de Valdeconejos"	40.86104	-4.06103	122	"AWI"	122	331	579	398	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0	1	0	0	0	0	34	8	0	0	1	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	80	0	0	100	0	1	2	56	3	0	0	0	0	1	2	0	0	1	0	0	1	0	0	0
26050	45184	"Arroyo de Valdeconejos"	40.86104	-4.06103	124	"AWI"	124	339	595	413	0	0	0	0	0	5	0	0	0	1	2	0	0	0	0	6	0	0	2	0	41	0	0	0	1	4	0	0	0	0	0	0	1	0	0	0	0	1	0	0	115	0	0	67	0	0	0	47	3	0	0	0	0	1	4	0	0	1	0	0	0	0	0	0
26050	45184	"Arroyo de Valdeconejos"	40.86104	-4.06103	126	"AWI"	126	346	618	427	0	0	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	45	0	0	0	0	3	0	0	0	0	0	0	2	0	0	1	0	2	0	0	112	0	0	0	0	0	0	59	4	0	0	1	0	0	2	0	1	2	0	0	0	0	0	0
26050	45184	"Arroyo de Valdeconejos"	40.86104	-4.06103	128	"AWI"	128	350	641	442	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	31	0	0	0	1	4	0	0	0	0	0	0	3	1	0	0	0	2	0	0	98	0	0	0	0	0	0	61	8	0	0	0	0	0	5	0	1	3	1	0	0	0	0	0
26050	45184	"Arroyo de Valdeconejos"	40.86104	-4.06103	130	"AWI"	130	355	668	455	1	0	0	0	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	46	5	0	0	1	0	0	0	0	0	1	0	5	0	0	0	0	1	0	0	84	0	0	92	0	2	0	62	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0
26050	45184	"Arroyo de Valdeconejos"	40.86104	-4.06103	132	"AWI"	132	359	699	469	0	0	0	0	0	9	0	0	0	0	1	0	0	0	0	3	0	0	2	0	44	0	0	0	2	1	2	0	0	0	0	0	2	0	0	0	0	1	0	0	83	0	0	0	0	0	0	30	7	0	0	0	0	2	9	0	0	2	0	0	0	0	0	0
26050	45184	"Arroyo de Valdeconejos"	40.86104	-4.06103	134	"AWI"	134	362	737	481	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	1	0	0	1	0	63	0	6	0	1	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	83	0	0	0	0	1	1	55	8	0	1	0	0	2	2	0	0	0	0	0	1	0	0	0
26050	45184	"Arroyo de Valdeconejos"	40.86104	-4.06103	136	"AWI"	136	365	773	495	0	0	0	0	0	11	0	0	0	0	2	1	0	0	0	1	0	0	2	0	69	0	0	0	0	1	1	0	1	0	0	0	4	0	0	0	0	1	0	0	102	0	0	0	0	0	0	58	2	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0
26050	45184	"Arroyo de Valdeconejos"	40.86104	-4.06103	138	"AWI"	138	375	786	509	0	1	1	0	1	3	0	0	0	0	1	0	0	0	0	1	3	0	1	0	46	0	0	0	1	3	4	0	0	0	0	0	4	0	0	0	0	3	0	0	88	0	0	0	0	1	0	67	7	6	1	0	0	0	1	0	0	1	0	0	0	0	0	0
26050	45184	"Arroyo de Valdeconejos"	40.86104	-4.06103	140	"AWI"	140	383	803	524	0	1	0	0	0	6	0	0	1	0	2	1	0	0	0	0	0	0	1	0	56	0	0	0	0	1	0	1	0	0	0	0	6	0	0	0	0	1	0	0	98	0	0	75	0	1	0	55	10	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
26050	45184	"Arroyo de Valdeconejos"	40.86104	-4.06103	142	"AWI"	142	389	826	539	0	0	0	0	0	8	0	0	0	0	1	0	0	0	0	4	0	0	0	0	32	0	0	0	1	4	0	0	0	0	0	0	7	0	0	0	0	1	0	0	93	0	0	0	0	1	1	64	7	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0
26050	45184	"Arroyo de Valdeconejos"	40.86104	-4.06103	144	"AWI"	144	396	847	554	0	3	0	0	0	7	0	0	0	0	2	0	0	0	0	2	0	0	1	1	35	0	0	0	0	2	2	0	0	0	0	0	0	0	0	1	0	1	0	0	103	0	0	83	0	0	2	57	6	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0
26050	45184	"Arroyo de Valdeconejos"	40.86104	-4.06103	146	"AWI"	146	400	871	568	0	1	0	0	0	10	0	0	0	0	1	0	0	0	0	1	0	0	1	0	19	0	0	0	0	4	0	0	0	0	0	0	7	0	0	0	0	0	0	0	54	0	0	0	0	1	0	42	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
