"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Hypericaceae"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Montiaceae"	"Onagraceae"	"Orobanchaceae"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Pyrus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Urticaceae"
3142	4087	"Hawks Tor"	50.540892	-4.612328	32.5	"AWI"	32.5	14131	15165	14596	1	1	5	0	0	6	2	0	0	0	0	0	0	166	0	0	1	1	0	31	4	0	0	1	1	0	0	2	0	0	101	0	0	0	0	11	0	11	0	0	0
3142	4087	"Hawks Tor"	50.540892	-4.612328	33.5	"AWI"	33.5	14189	15233	14661.5	0	3	4	0	0	6	0	1	0	0	0	0	0	175	0	0	0	0	0	23	2	0	0	1	1	0	0	2	0	0	98	0	0	0	0	3	0	5	2	0	0
3142	4087	"Hawks Tor"	50.540892	-4.612328	34.5	"AWI"	34.5	14247	15303	14726.5	0	0	8	0	0	5	4	0	0	0	0	2	0	162	0	0	0	0	0	42	0	0	0	0	0	0	0	1	0	0	99	0	0	0	0	5	0	10	0	2	0
3142	4087	"Hawks Tor"	50.540892	-4.612328	35.5	"AWI"	35.5	14306.5	15371	14789.5	0	2	4	0	0	6	3	0	0	0	0	0	0	166	0	0	0	0	1	43	0	0	0	2	0	0	0	1	0	0	98	0	0	0	0	3	0	4	0	2	0
3142	4087	"Hawks Tor"	50.540892	-4.612328	36.5	"AWI"	36.5	14369	15438	14852.5	0	1	7	0	0	6	1	0	0	0	0	1	0	167	0	0	0	0	0	42	0	0	0	0	0	0	0	1	0	0	102	0	0	5	0	6	0	6	1	0	1
3142	4087	"Hawks Tor"	50.540892	-4.612328	37.5	"AWI"	37.5	14431.5	15507.5	14917	0	2	4	0	0	2	1	0	0	0	0	0	1	166	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	111	0	0	8	0	1	0	5	1	1	0
3142	4087	"Hawks Tor"	50.540892	-4.612328	38.5	"AWI"	38.5	14494	15577	14982	0	0	3	0	0	5	0	0	0	0	0	0	0	149	0	0	0	1	0	43	2	0	0	1	0	0	0	1	0	0	137	0	0	3	0	6	0	6	2	0	0
3142	4087	"Hawks Tor"	50.540892	-4.612328	39.5	"AWI"	39.5	14557	15645.5	15047.5	0	1	3	0	0	3	1	0	0	0	0	0	0	124	0	0	0	0	1	41	0	1	0	1	0	0	0	3	0	0	121	1	0	2	0	5	0	7	0	3	0
3142	4087	"Hawks Tor"	50.540892	-4.612328	40.5	"AWI"	40.5	14618	15715	15113.5	0	3	2	2	0	4	1	0	0	0	0	1	0	149	0	0	0	0	0	51	0	0	0	0	0	2	0	1	3	0	110	0	0	0	0	7	36	4	2	1	1
3142	4087	"Hawks Tor"	50.540892	-4.612328	42.5	"AWI"	42.5	14743	15848	15243.5	0	0	0	0	0	4	1	0	0	0	0	1	0	46	0	0	0	0	0	56	0	0	1	0	0	0	1	1	0	0	32	0	0	0	0	1	0	2	0	0	0
3142	4087	"Hawks Tor"	50.540892	-4.612328	44.5	"AWI"	44.5	14867.5	15978	15372	0	3	0	0	0	4	1	0	0	0	0	0	0	132	0	0	0	0	0	26	0	0	0	0	0	1	0	1	0	0	120	0	0	0	0	1	0	5	2	0	0
3142	4087	"Hawks Tor"	50.540892	-4.612328	45.5	"AWI"	45.5	14925.5	16044.5	15436	0	2	0	0	0	9	1	0	0	0	1	1	0	144	0	0	0	1	0	41	1	0	0	1	0	1	0	1	0	0	123	0	0	0	0	4	0	5	0	0	0
3142	4087	"Hawks Tor"	50.540892	-4.612328	46.5	"AWI"	46.5	14989	16110	15500	0	0	0	4	0	4	1	0	0	0	0	0	0	143	0	0	0	1	1	28	0	0	0	0	0	0	0	2	3	0	118	0	0	0	0	2	0	4	1	2	0
3142	4087	"Hawks Tor"	50.540892	-4.612328	47.5	"AWI"	47.5	15053.5	16174.5	15565	0	0	0	0	0	6	1	0	0	0	0	0	0	142	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	2	0	5	0	1	0
3142	4087	"Hawks Tor"	50.540892	-4.612328	48.5	"AWI"	48.5	15115.5	16239.5	15630.5	0	1	0	0	0	12	0	0	0	0	0	0	0	124	0	0	0	1	0	58	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	1	0	8	0	0	0
3142	4087	"Hawks Tor"	50.540892	-4.612328	49.5	"AWI"	49.5	15176.5	16307	15695.5	0	1	0	0	0	18	3	0	0	0	0	0	0	137	0	0	0	0	0	69	0	0	0	0	0	0	0	2	0	0	122	0	0	0	0	5	0	11	0	0	0
