"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Fabaceae"	"Fraxinus"	"Gentianaceae"	"Iridaceae"	"Lamiaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Salix"	"Tilia"	"Ulmus"
3449	4466	"Sudoble Lake"	54.03333	28.1	665	"AWI"	665	9901	10836	10249	0	0	1	0	6	1	225	4	0	0	1	2	1	0	0	0	0	0	5	155	18	0	4	0	2	0	0	0	0	0
3449	4466	"Sudoble Lake"	54.03333	28.1	680	"AWI"	680	10139	11035	10411	0	0	0	1	3	0	222	2	0	0	1	4	0	0	0	0	0	0	0	119	12	0	4	0	0	0	0	0	0	3
3449	4466	"Sudoble Lake"	54.03333	28.1	690	"AWI"	690	10261	11288	10629	0	0	1	1	5	0	225	4	0	0	1	3	0	0	0	0	0	0	1	100	15	0	3	0	1	0	0	0	0	1
3449	4466	"Sudoble Lake"	54.03333	28.1	700	"AWI"	700	10398	11576	10871	0	2	5	0	7	0	238	0	0	0	1	1	0	0	0	0	0	0	1	109	15	0	4	0	1	0	0	0	0	1
3449	4466	"Sudoble Lake"	54.03333	28.1	715	"AWI"	715	10648	12001	11256	0	3	10	0	47	0	113	1	0	0	3	3	0	0	0	0	0	0	61	229	21	0	1	3	2	0	1	6	1	1
3449	4466	"Sudoble Lake"	54.03333	28.1	725	"AWI"	725	10799	12273	11521	0	0	8	0	55	0	70	2	0	0	0	5	0	0	1	0	1	0	29	114	19	0	2	0	1	0	0	6	0	0
3449	4466	"Sudoble Lake"	54.03333	28.1	730	"AWI"	730	10910	12349	11654	0	0	5	0	24	1	41	2	1	0	0	3	0	0	0	0	0	0	38	215	13	0	0	0	0	0	0	0	0	1
3449	4466	"Sudoble Lake"	54.03333	28.1	735	"AWI"	735	10988	12459	11781	0	0	22	1	73	2	85	2	1	0	0	0	0	0	0	0	0	0	27	139	18	0	4	0	1	0	0	6	0	0
3449	4466	"Sudoble Lake"	54.03333	28.1	745	"AWI"	745	11231	12619	12042	0	0	8	0	37	1	33	0	1	0	0	5	0	0	0	0	0	0	50	218	12	0	3	0	1	0	0	0	0	0
3449	4466	"Sudoble Lake"	54.03333	28.1	755	"AWI"	755	11443	12781	12297	0	0	15	0	38	0	51	3	0	0	0	2	0	0	0	0	0	0	38	327	14	0	3	0	0	0	0	7	0	0
3449	4466	"Sudoble Lake"	54.03333	28.1	765	"AWI"	765	11655	12917	12554	0	0	5	1	21	1	22	2	0	0	0	8	0	0	0	0	0	0	26	271	15	0	2	0	2	0	0	4	0	0
3449	4466	"Sudoble Lake"	54.03333	28.1	775	"AWI"	775	11868	13031	12750	0	1	13	1	40	0	36	1	0	0	1	3	0	0	0	0	0	0	21	275	13	0	1	0	0	0	0	5	3	1
3449	4466	"Sudoble Lake"	54.03333	28.1	785	"AWI"	785	12021	13185	12906	0	2	9	0	51	1	44	2	0	0	0	5	1	0	0	0	0	0	17	144	24	0	2	1	1	0	0	8	1	3
3449	4466	"Sudoble Lake"	54.03333	28.1	795	"AWI"	795	12132	13290	12975	0	1	18	0	77	1	27	1	0	0	2	4	0	0	0	0	0	0	11	154	17	0	4	1	2	0	0	1	0	0
3449	4466	"Sudoble Lake"	54.03333	28.1	805	"AWI"	805	12274	13385	13044	0	1	8	0	33	0	41	0	1	2	1	5	0	0	0	0	0	0	10	267	13	1	1	2	1	0	0	1	0	1
3449	4466	"Sudoble Lake"	54.03333	28.1	815	"AWI"	815	12413	13495	13112	0	0	13	0	58	0	52	1	1	2	0	5	0	0	0	0	0	0	20	267	18	0	1	0	1	0	0	3	0	0
3449	4466	"Sudoble Lake"	54.03333	28.1	825	"AWI"	825	12550	13587	13180	0	0	7	1	20	1	28	1	0	0	0	4	0	0	0	0	0	0	7	216	14	0	3	0	0	0	0	2	0	0
3449	4466	"Sudoble Lake"	54.03333	28.1	835	"AWI"	835	12710	13682	13249	0	0	10	0	23	0	44	1	0	0	0	5	0	0	0	0	0	0	8	264	8	0	1	0	0	0	0	0	0	0
3449	4466	"Sudoble Lake"	54.03333	28.1	845	"AWI"	845	12849	13773	13315	0	0	15	0	26	1	30	1	0	0	0	6	0	0	0	0	0	0	6	241	8	0	1	0	1	0	0	2	0	0
3449	4466	"Sudoble Lake"	54.03333	28.1	855	"AWI"	855	13002	13865	13382	0	0	13	0	21	2	48	1	0	0	0	4	0	0	0	0	0	0	3	282	8	0	2	0	0	0	1	3	0	0
3449	4466	"Sudoble Lake"	54.03333	28.1	865	"AWI"	865	13154	13934	13449	0	0	10	0	21	0	101	0	0	0	0	6	1	0	0	0	0	0	2	232	9	0	3	0	0	0	0	3	0	0
3449	4466	"Sudoble Lake"	54.03333	28.1	875	"AWI"	875	13283	14044	13548	0	0	10	0	12	0	60	1	0	0	0	3	0	0	0	0	0	0	0	258	5	0	1	0	0	0	1	12	0	0
3449	4466	"Sudoble Lake"	54.03333	28.1	885	"AWI"	885	13358	14246	13650	0	3	6	0	14	0	51	1	0	0	0	3	0	0	0	0	0	0	0	231	3	0	2	1	0	0	0	15	1	1
