"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Lamiaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Tilia"	"Ulmus"	"Urticaceae"
3498	4523	"Vôhma Mire"	58.5205	25.42171	250	"AWI"	250	2249	2582	2405	0	122	0	0	2	0	158	0	0	7	9	7	0	0	3	0	2	152	314	0	0	9	0	0	0	0	2	2	10	0
3498	4523	"Vôhma Mire"	58.5205	25.42171	260	"AWI"	260	2352	2675	2512	0	136	1	0	1	0	172	0	0	18	6	3	0	0	2	0	3	179	183	0	0	20	0	0	0	0	2	6	20	0
3498	4523	"Vôhma Mire"	58.5205	25.42171	270	"AWI"	270	2468	2751	2621	0	111	0	0	0	0	195	0	0	22	3	2	0	1	0	0	3	60	160	1	0	29	0	0	0	0	1	5	16	1
3498	4523	"Vôhma Mire"	58.5205	25.42171	280	"AWI"	280	2557	2912	2728	0	73	0	1	1	0	135	1	0	14	1	5	0	0	2	0	2	105	139	0	0	15	0	0	0	0	1	7	8	0
3498	4523	"Vôhma Mire"	58.5205	25.42171	290	"AWI"	290	2652	3037	2835	0	110	0	0	2	0	292	0	0	27	1	7	0	0	9	0	2	64	281	1	0	32	0	0	0	0	1	7	13	0
3498	4523	"Vôhma Mire"	58.5205	25.42171	300	"AWI"	300	2753	3161	2940	0	97	0	2	0	0	165	1	0	11	0	4	0	0	0	0	0	84	96	0	0	8	0	0	0	0	8	5	9	1
3498	4523	"Vôhma Mire"	58.5205	25.42171	310	"AWI"	310	2872	3294	3050	0	75	0	0	0	0	170	1	0	15	1	2	0	0	0	0	0	62	118	0	0	3	0	0	0	0	8	8	10	0
3498	4523	"Vôhma Mire"	58.5205	25.42171	320	"AWI"	320	3006	3499	3235	1	127	0	1	0	0	226	0	0	29	6	15	0	0	0	0	3	136	162	0	0	22	0	0	0	1	3	9	22	0
3498	4523	"Vôhma Mire"	58.5205	25.42171	330	"AWI"	330	3180	3681	3435	0	118	0	2	0	0	178	0	0	48	3	3	0	0	0	0	3	126	149	0	0	33	0	0	0	0	2	7	30	0
3498	4523	"Vôhma Mire"	58.5205	25.42171	340	"AWI"	340	3378	3849	3628	0	187	0	0	0	0	305	0	0	34	14	3	0	0	0	0	1	62	162	0	0	36	0	0	0	0	4	6	26	0
3498	4523	"Vôhma Mire"	58.5205	25.42171	350	"AWI"	350	3655	3974	3823	0	124	0	0	1	0	169	0	0	45	8	6	0	0	3	0	1	66	225	0	0	31	0	0	0	0	1	13	39	0
3498	4523	"Vôhma Mire"	58.5205	25.42171	360	"AWI"	360	3783	4213	3982	0	143	0	0	1	0	154	0	0	48	5	3	0	0	4	0	0	53	228	0	0	35	0	0	0	0	1	20	39	0
3498	4523	"Vôhma Mire"	58.5205	25.42171	370	"AWI"	370	3927	4409	4156	1	143	0	0	6	0	180	0	0	58	2	2	0	0	6	0	0	94	241	0	0	41	0	0	0	0	0	16	31	0
3498	4523	"Vôhma Mire"	58.5205	25.42171	380	"AWI"	380	4100	4604	4324	0	173	0	0	0	0	171	0	0	45	6	2	0	0	10	0	0	18	223	0	0	53	0	3	0	0	0	27	51	0
3498	4523	"Vôhma Mire"	58.5205	25.42171	390	"AWI"	390	4314	4783	4492	1	167	0	0	1	0	198	0	0	72	11	1	0	0	10	0	1	17	169	0	0	18	0	0	0	0	0	12	38	0
3498	4523	"Vôhma Mire"	58.5205	25.42171	400	"AWI"	400	4509	5090	4758	0	175	1	0	2	0	335	0	0	92	5	11	0	0	0	0	0	60	220	0	0	33	0	0	0	0	11	25	60	0
3498	4523	"Vôhma Mire"	58.5205	25.42171	410	"AWI"	410	4707	5334	5036	1	72	0	0	1	0	77	0	0	26	10	2	0	0	2	0	2	10	52	0	0	15	0	0	0	0	0	11	17	0
3498	4523	"Vôhma Mire"	58.5205	25.42171	420	"AWI"	420	4988	5555	5311	0	122	0	0	1	0	153	0	0	72	7	0	0	0	0	0	0	10	71	0	0	10	0	0	0	0	2	18	52	0
3498	4523	"Vôhma Mire"	58.5205	25.42171	430	"AWI"	430	5339	5711	5589	1	138	1	0	2	0	195	0	0	74	6	1	0	0	0	0	0	21	90	0	0	27	0	0	0	0	8	19	69	0
3498	4523	"Vôhma Mire"	58.5205	25.42171	440	"AWI"	440	5484	5920	5718	0	191	0	0	6	0	273	0	0	94	6	3	0	0	0	0	1	28	100	0	0	23	0	0	0	0	5	17	99	0
3498	4523	"Vôhma Mire"	58.5205	25.42171	450	"AWI"	450	5638	6077	5868	0	106	1	0	1	0	159	0	0	72	6	0	0	0	0	0	0	10	86	0	0	28	0	0	0	0	4	13	62	0
3498	4523	"Vôhma Mire"	58.5205	25.42171	460	"AWI"	460	5809	6210	6023	0	49	0	0	1	0	99	0	0	43	3	1	0	0	1	0	0	3	45	0	0	13	0	0	0	0	0	12	25	0
3498	4523	"Vôhma Mire"	58.5205	25.42171	470	"AWI"	470	6011	6301	6195	0	170	2	0	1	0	166	0	0	113	10	1	0	0	3	0	0	61	134	0	0	16	0	0	0	0	0	21	65	0
3498	4523	"Vôhma Mire"	58.5205	25.42171	480	"AWI"	480	6113	6589	6311	0	129	1	0	1	0	136	0	0	29	5	2	0	0	1	1	0	11	73	0	0	4	0	0	0	0	2	19	38	0
3498	4523	"Vôhma Mire"	58.5205	25.42171	490	"AWI"	490	6262	6835	6438	0	99	0	0	1	0	174	0	0	42	12	1	0	0	2	0	0	21	100	0	0	5	0	0	0	0	0	15	25	0
3498	4523	"Vôhma Mire"	58.5205	25.42171	500	"AWI"	500	6572	7453	7042	0	118	0	0	1	0	153	0	1	63	4	6	0	0	0	0	0	11	79	0	0	5	0	0	0	0	0	17	30	0
3498	4523	"Vôhma Mire"	58.5205	25.42171	510	"AWI"	510	7433	7683	7595	0	113	0	0	0	0	149	0	0	62	7	0	0	0	0	0	0	3	139	0	0	3	0	0	1	0	2	10	21	1
3498	4523	"Vôhma Mire"	58.5205	25.42171	520	"AWI"	520	7574	8015	7776	0	102	0	0	0	0	131	0	0	35	4	1	0	0	0	1	0	2	93	0	0	3	0	0	0	0	0	9	32	0
3498	4523	"Vôhma Mire"	58.5205	25.42171	530	"AWI"	530	7747	8213	7974	0	90	0	0	2	0	180	0	0	51	8	0	0	0	0	0	0	2	106	0	0	2	0	0	0	0	1	6	38	0
3498	4523	"Vôhma Mire"	58.5205	25.42171	540	"AWI"	540	7983	8378	8195	0	67	0	0	0	0	137	0	0	25	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	1	1	13	0
3498	4523	"Vôhma Mire"	58.5205	25.42171	550	"AWI"	550	8080	8530	8279	0	150	0	0	1	0	212	0	0	47	10	0	0	0	3	0	0	3	150	0	0	3	0	0	0	0	2	3	25	1
3498	4523	"Vôhma Mire"	58.5205	25.42171	555	"AWI"	555	8128	8619	8325	0	73	0	0	1	0	130	0	0	32	3	1	0	0	0	0	0	0	64	0	0	0	0	0	0	0	8	6	17	1
3498	4523	"Vôhma Mire"	58.5205	25.42171	560	"AWI"	560	8179	8704	8372	0	67	0	0	1	0	150	0	0	24	33	0	0	0	0	1	0	3	115	0	0	1	0	0	0	0	1	0	17	0
3498	4523	"Vôhma Mire"	58.5205	25.42171	565	"AWI"	565	8235	8779	8421	0	121	2	0	3	0	377	2	0	55	39	0	0	0	0	0	0	1	287	0	0	4	0	0	0	0	0	2	30	0
3498	4523	"Vôhma Mire"	58.5205	25.42171	570	"AWI"	570	8307	8871	8479	0	34	3	0	0	0	155	0	0	21	9	1	0	0	0	0	0	0	192	0	0	1	0	0	0	0	0	1	15	0
3498	4523	"Vôhma Mire"	58.5205	25.42171	575	"AWI"	575	8356	8959	8555	0	58	0	0	2	0	263	1	0	30	31	1	0	0	3	0	0	1	173	0	0	2	0	0	0	0	6	0	18	1
