"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Crataegus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Linaceae"	"Lythraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
3147	4095	"Hockham Mere"	52.5	0.83333	404	"AWI"	404	5692	6862	6343	0	0	184	0	0	0	0	0	80	0	0	0	0	0	0	386	0	0	5	0	0	0	0	34	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	31	98	0	0
3147	4095	"Hockham Mere"	52.5	0.83333	412	"AWI"	412	5774	7033	6523	0	0	194	0	0	2	4	0	0	0	0	0	0	0	0	458	0	0	4	0	0	0	0	24	0	0	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	191	0	0	0	0	2	0	0	0	0	0	1	47	70	0	0
3147	4095	"Hockham Mere"	52.5	0.83333	416	"AWI"	416	5934	7067	6591	1	0	122	1	0	3	3	0	0	0	0	0	0	0	0	383	0	0	8	0	0	0	0	22	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	209	0	0	0	0	1	0	0	0	0	1	0	34	49	0	0
3147	4095	"Hockham Mere"	52.5	0.83333	420	"AWI"	420	6119	7098	6652	0	0	165	0	0	3	4	0	0	0	0	0	0	0	0	286	0	0	12	0	0	0	0	21	0	0	30	0	0	0	0	0	0	0	7	0	0	0	0	0	3	0	0	179	0	0	0	0	3	0	0	0	0	2	0	32	55	0	0
3147	4095	"Hockham Mere"	52.5	0.83333	424	"AWI"	424	6295	7118	6715	0	0	152	0	0	6	0	0	0	0	0	0	0	0	0	631	0	0	2	0	0	0	0	26	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	259	0	0	0	0	2	0	0	0	0	0	0	47	35	0	0
3147	4095	"Hockham Mere"	52.5	0.83333	428	"AWI"	428	6434	7150	6784	0	0	117	0	0	3	0	0	68	0	0	0	0	0	0	203	0	0	3	0	0	0	0	10	0	0	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	149	0	0	0	0	3	0	0	0	0	0	0	24	125	0	0
3147	4095	"Hockham Mere"	52.5	0.83333	432	"AWI"	432	6542	7205	6858	0	0	163	0	0	3	2	0	0	0	0	0	0	0	0	386	0	0	2	0	0	0	0	18	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	223	0	0	0	0	1	0	0	0	0	0	0	32	93	0	0
3147	4095	"Hockham Mere"	52.5	0.83333	436	"AWI"	436	6617	7270	6936	0	0	70	1	0	2	0	0	42	0	0	0	0	0	0	362	0	0	8	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	1	0	0	0	0	15	70	0	0
3147	4095	"Hockham Mere"	52.5	0.83333	438	"AWI"	438	6647	7322	6973	0	0	107	0	0	3	3	0	0	0	0	0	0	0	0	597	0	0	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	180	0	0	0	0	3	0	0	0	0	0	1	27	114	0	0
3147	4095	"Hockham Mere"	52.5	0.83333	444	"AWI"	444	6694	7509	7082	0	0	96	0	0	3	0	0	0	0	0	0	0	0	0	442	0	0	2	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	24	55	0	1
3147	4095	"Hockham Mere"	52.5	0.83333	448	"AWI"	448	6721	7656	7148	0	0	119	1	0	4	2	0	0	0	0	0	0	0	0	580	0	0	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	164	0	0	0	0	2	0	0	0	0	2	0	14	77	1	0
3147	4095	"Hockham Mere"	52.5	0.83333	452	"AWI"	452	6824	7677	7207	0	0	127	1	0	4	2	0	35	0	0	0	0	0	0	576	0	0	3	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	10	0	0	0	0	0	6	0	0	203	0	0	0	0	0	0	0	0	0	2	0	16	74	0	0
3147	4095	"Hockham Mere"	52.5	0.83333	456	"AWI"	456	6916	7695	7269	0	0	91	0	0	1	0	0	0	0	0	0	0	0	0	521	0	0	8	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	1	27	91	0	0
3147	4095	"Hockham Mere"	52.5	0.83333	460	"AWI"	460	6999	7715	7328	0	0	117	0	0	5	1	0	0	0	0	0	0	0	0	678	0	0	5	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	175	0	0	0	0	3	0	0	0	0	0	0	20	94	0	0
3147	4095	"Hockham Mere"	52.5	0.83333	464	"AWI"	464	7077	7738	7391	0	0	78	1	0	1	1	0	0	0	0	0	0	0	0	628	0	0	8	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	186	0	0	0	0	3	0	0	0	0	0	0	21	92	0	0
3147	4095	"Hockham Mere"	52.5	0.83333	468	"AWI"	468	7143	7762	7454	0	0	62	0	0	4	1	0	0	0	0	0	0	0	0	696	0	0	4	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	17	98	0	0
3147	4095	"Hockham Mere"	52.5	0.83333	472	"AWI"	472	7209	7791	7517	0	0	97	0	0	0	2	0	0	0	0	0	0	0	0	698	0	0	12	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	154	0	0	0	0	3	0	0	0	0	0	0	23	105	0	0
3147	4095	"Hockham Mere"	52.5	0.83333	476	"AWI"	476	7261	7831	7582	0	0	78	0	0	2	0	0	0	0	0	0	0	0	0	690	0	0	9	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	18	0	0	0	0	0	0	1	0	198	0	0	0	0	2	0	0	0	0	0	2	25	107	1	0
3147	4095	"Hockham Mere"	52.5	0.83333	480	"AWI"	480	7300	7878	7643	0	0	62	1	0	4	0	0	0	0	0	0	0	0	0	638	0	0	13	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	1	0	0	1	0	16	112	0	1
3147	4095	"Hockham Mere"	52.5	0.83333	484	"AWI"	484	7352	7927	7695	0	0	31	2	0	0	0	0	42	0	0	0	0	0	0	460	0	0	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	13	0	0	0	0	0	3	0	0	131	0	0	0	0	1	0	0	0	0	4	0	13	78	0	0
3147	4095	"Hockham Mere"	52.5	0.83333	488	"AWI"	488	7434	7936	7732	0	0	34	0	0	3	0	0	91	0	0	0	0	0	0	567	0	0	12	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	15	103	1	0
3147	4095	"Hockham Mere"	52.5	0.83333	492	"AWI"	492	7510	7948	7767	0	0	34	0	0	1	1	0	0	0	0	0	0	0	0	643	0	0	1	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	162	0	0	0	0	1	0	0	0	0	0	1	7	103	0	0
3147	4095	"Hockham Mere"	52.5	0.83333	496	"AWI"	496	7588	7959	7802	0	0	19	0	0	4	2	0	0	0	0	0	0	0	0	631	0	1	12	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	32	0	0	0	0	0	1	0	0	184	0	0	0	0	1	0	0	0	0	0	0	4	104	0	0
3147	4095	"Hockham Mere"	52.5	0.83333	500	"AWI"	500	7648	7975	7837	0	0	14	0	0	5	0	0	83	0	0	0	0	0	0	514	0	0	3	0	0	0	0	1	0	0	8	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	179	0	0	0	0	3	0	0	0	0	0	0	9	69	0	0
3147	4095	"Hockham Mere"	52.5	0.83333	504	"AWI"	504	7707	7997	7875	0	0	29	0	0	0	1	0	0	0	0	0	0	0	0	624	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	223	0	0	0	0	4	0	0	0	0	0	0	13	124	0	0
3147	4095	"Hockham Mere"	52.5	0.83333	508	"AWI"	508	7761	8023	7909	0	0	25	0	0	4	2	0	88	0	0	0	0	0	0	531	0	0	5	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	1	11	109	0	0
3147	4095	"Hockham Mere"	52.5	0.83333	512	"AWI"	512	7803	8067	7946	0	0	39	0	0	5	1	0	0	0	0	0	0	0	0	568	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	31	0	0	0	0	0	1	0	0	191	0	0	0	0	2	0	0	0	0	0	0	8	116	0	0
3147	4095	"Hockham Mere"	52.5	0.83333	516	"AWI"	516	7830	8118	7981	0	0	40	0	0	2	1	0	91	0	0	0	0	0	0	498	0	0	6	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	19	0	0	0	0	0	2	0	0	217	0	0	0	0	2	0	0	0	0	1	0	18	95	0	0
3147	4095	"Hockham Mere"	52.5	0.83333	520	"AWI"	520	7860	8151	8006	0	0	10	0	0	1	1	0	0	0	0	0	0	0	0	333	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	164	0	0	0	0	1	0	0	0	0	0	0	8	81	0	0
3147	4095	"Hockham Mere"	52.5	0.83333	524	"AWI"	524	7890	8160	8021	0	0	19	0	0	0	1	0	0	0	0	0	0	0	0	577	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	30	0	0	0	0	0	0	0	0	144	0	0	0	0	3	1	0	0	0	0	0	6	103	0	0
3147	4095	"Hockham Mere"	52.5	0.83333	528	"AWI"	528	7913	8170	8039	0	0	17	0	0	4	2	0	0	0	1	0	0	0	0	477	0	0	6	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	123	0	0	0	0	3	0	0	0	0	0	0	6	77	0	0
3147	4095	"Hockham Mere"	52.5	0.83333	532	"AWI"	532	7933	8185	8056	0	0	27	0	0	2	2	0	0	0	0	0	0	0	0	623	0	0	4	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	28	0	0	0	0	0	0	0	0	150	0	0	0	0	2	0	0	0	0	0	1	4	94	0	1
3147	4095	"Hockham Mere"	52.5	0.83333	536	"AWI"	536	7947	8206	8074	0	0	12	1	0	5	1	0	0	0	0	0	0	0	0	602	0	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	170	0	0	0	0	3	0	0	0	0	0	0	5	82	0	0
3147	4095	"Hockham Mere"	52.5	0.83333	540	"AWI"	540	7956	8233	8092	0	0	12	2	0	4	3	0	0	0	0	0	0	0	0	662	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	1	93	1	0
3147	4095	"Hockham Mere"	52.5	0.83333	548	"AWI"	548	7969	8296	8125	0	0	8	1	0	2	2	0	74	0	1	0	0	0	0	634	0	0	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	28	0	0	0	0	0	1	0	0	177	0	0	0	0	2	0	0	0	0	1	0	4	58	0	0
3147	4095	"Hockham Mere"	52.5	0.83333	556	"AWI"	556	7995	8350	8154	0	0	19	2	0	0	0	0	60	2	0	0	0	0	0	675	0	0	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	166	0	0	0	0	1	0	0	0	0	0	0	2	66	0	0
3147	4095	"Hockham Mere"	52.5	0.83333	564	"AWI"	564	8026	8372	8181	0	0	13	0	0	1	0	0	76	0	0	0	0	0	0	675	0	0	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	139	0	0	0	0	2	0	0	0	0	1	0	1	66	0	0
3147	4095	"Hockham Mere"	52.5	0.83333	572	"AWI"	572	8052	8399	8210	0	0	11	0	0	3	1	0	39	0	0	0	0	0	0	646	0	0	1	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	40	0	0	0	0	0	0	1	0	124	0	0	0	0	0	0	0	0	0	0	0	2	69	0	0
3147	4095	"Hockham Mere"	52.5	0.83333	580	"AWI"	580	8069	8438	8238	0	0	3	0	0	3	0	0	51	0	0	0	0	0	0	710	0	0	1	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	51	0	0	0	0	0	2	0	0	159	0	0	0	0	1	0	0	0	0	1	0	2	88	0	0
3147	4095	"Hockham Mere"	52.5	0.83333	588	"AWI"	588	8085	8484	8266	0	0	5	0	0	4	0	0	0	0	0	0	0	0	0	692	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	130	0	0	0	0	1	0	0	0	0	0	0	0	73	0	0
3147	4095	"Hockham Mere"	52.5	0.83333	596	"AWI"	596	8145	8508	8299	0	0	10	0	0	2	0	0	52	0	0	0	0	0	0	737	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	136	0	0	0	0	2	0	0	0	0	0	0	3	85	0	0
3147	4095	"Hockham Mere"	52.5	0.83333	604	"AWI"	604	8182	8537	8332	0	0	11	0	0	7	2	0	68	0	0	0	0	0	0	785	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	145	0	0	0	0	0	1	0	0	0	2	0	0	92	0	0
3147	4095	"Hockham Mere"	52.5	0.83333	612	"AWI"	612	8208	8580	8367	0	0	2	1	0	0	1	0	47	0	0	0	0	0	0	743	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	49	0	0	0	0	0	2	0	0	125	0	0	0	0	1	0	1	0	0	1	0	0	64	0	0
3147	4095	"Hockham Mere"	52.5	0.83333	620	"AWI"	620	8225	8631	8401	0	0	3	0	0	1	0	0	68	0	0	0	0	0	0	673	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	127	0	0	0	0	3	0	0	0	0	2	0	2	69	0	0
3147	4095	"Hockham Mere"	52.5	0.83333	628	"AWI"	628	8279	8682	8448	0	0	0	1	0	3	0	0	40	0	0	0	0	0	0	745	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	115	0	0	0	0	5	0	0	0	0	0	0	0	63	0	0
3147	4095	"Hockham Mere"	52.5	0.83333	636	"AWI"	636	8327	8738	8507	0	0	2	0	0	3	0	0	37	0	0	0	0	0	0	691	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	126	0	0	0	0	2	0	0	0	0	0	1	1	75	0	0
3147	4095	"Hockham Mere"	52.5	0.83333	644	"AWI"	644	8360	8822	8564	0	0	1	0	0	1	1	0	66	0	0	0	0	0	0	755	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	88	0	0	0	0	0	3	1	0	185	0	0	0	0	0	0	0	0	0	1	0	0	79	0	0
3147	4095	"Hockham Mere"	52.5	0.83333	652	"AWI"	652	8380	8927	8618	0	0	2	1	0	1	1	0	0	0	0	0	0	0	0	688	0	0	8	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	96	0	0	0	0	0	0	0	0	145	0	0	0	0	3	0	0	0	0	0	0	0	68	0	0
3147	4095	"Hockham Mere"	52.5	0.83333	660	"AWI"	660	8413	9016	8667	0	0	1	0	0	1	0	0	61	0	0	0	0	0	0	676	0	0	7	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	118	0	0	0	0	4	0	0	0	0	0	0	1	64	0	0
3147	4095	"Hockham Mere"	52.5	0.83333	668	"AWI"	668	8490	9048	8714	0	0	2	0	0	3	1	0	72	0	0	0	0	0	0	745	0	0	2	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	139	0	0	0	0	3	0	0	0	0	1	1	0	50	0	0
3147	4095	"Hockham Mere"	52.5	0.83333	676	"AWI"	676	8539	9082	8768	0	0	0	0	0	1	1	0	54	0	0	0	0	0	0	684	0	0	0	0	0	0	0	0	0	1	14	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	98	0	0	0	0	2	0	0	0	0	2	0	0	52	0	0
3147	4095	"Hockham Mere"	52.5	0.83333	684	"AWI"	684	8567	9123	8816	0	0	1	0	0	7	0	0	58	0	0	0	0	0	0	775	0	0	5	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	110	0	0	0	0	0	0	0	0	110	0	0	0	0	3	0	0	0	0	2	0	0	71	0	0
3147	4095	"Hockham Mere"	52.5	0.83333	692	"AWI"	692	8589	9175	8866	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	988	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	138	0	0	0	0	1	0	0	0	0	0	0	0	85	0	0
3147	4095	"Hockham Mere"	52.5	0.83333	700	"AWI"	700	8638	9200	8905	0	0	0	0	0	2	1	0	63	0	0	0	0	0	0	702	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	81	0	0	0	0	5	0	0	0	0	0	0	0	67	0	0
3147	4095	"Hockham Mere"	52.5	0.83333	708	"AWI"	708	8681	9226	8942	0	0	0	0	0	1	0	0	51	0	0	0	0	0	0	642	0	0	6	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	88	0	0	0	0	0	4	0	0	130	0	0	0	0	1	0	0	0	0	1	0	0	42	0	0
3147	4095	"Hockham Mere"	52.5	0.83333	716	"AWI"	716	8714	9254	8980	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	703	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	135	0	0	0	0	2	0	0	0	0	1	0	0	74	0	0
