"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Caryophyllaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Iridaceae"	"Juglans"	"Juniperus"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
26561	46447	"Poteryanny Zub"	68.82667	35.32822	212	"AWI"	212	10291	10819	10553	0	0.198412698412698	0	0.793650793650794	0	79.3650793650794	0.198412698412698	0	0	0	1.98412698412698	0	4.76190476190476	0	0	0	0	0	0.396825396825397	0	0	0	10.9126984126984	0.198412698412698	0	0	0	0	1.19047619047619	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	216	"AWI"	216	10394	10923	10649	0	0.200400801603206	0	1.40280561122244	0.400801603206413	62.124248496994	0	0	0	0	2.40480961923848	0	12.8256513026052	0	0	0	0	0.400801603206413	0	0	0	0	16.2324649298597	0.601202404809619	0	0	0	0	3.40681362725451	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	220	"AWI"	220	10525	11003	10742	0	0.204498977505113	0	2.24948875255624	0	60.1226993865031	0.204498977505113	0	0.408997955010225	0	0	0	15.9509202453988	0	0	0	0	0.204498977505113	0	0	0	0	16.359918200409	0.408997955010225	0	0	0	0	3.88548057259714	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	224	"AWI"	224	10596	11066	10843	0	0.209643605870021	0	1.88679245283019	0	67.9245283018868	0.628930817610063	0	0.628930817610063	0	2.72536687631027	0	8.38574423480084	0	0	0	0	0.209643605870021	0	0.209643605870021	0	0	12.5786163522013	0.209643605870021	0	0.209643605870021	0	0	3.14465408805031	0	1.0482180293501	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	228	"AWI"	228	10654	11133	10947	0	0.410677618069815	0	2.6694045174538	0.616016427104723	67.3511293634497	0.205338809034908	0	0.205338809034908	0	1.84804928131417	0	4.31211498973306	0	0	0	0	0.616016427104723	0.205338809034908	0	0	0	16.4271047227926	0.205338809034908	0	0.205338809034908	0	0	4.51745379876797	0	0	0	0	0.205338809034908
26561	46447	"Poteryanny Zub"	68.82667	35.32822	230	"AWI"	230	10677	11173	10994	0.206611570247934	0	0.206611570247934	2.06611570247934	0	65.9090909090909	0	0	0.206611570247934	0	2.47933884297521	0	5.16528925619835	0	0	0	0	0.413223140495868	0	0	0	0	17.3553719008264	0	0	0	0	0	5.57851239669422	0	0	0	0	0.413223140495868
26561	46447	"Poteryanny Zub"	68.82667	35.32822	232	"AWI"	232	10739	11307	11065	0.413223140495868	1.03305785123967	0.206611570247934	2.68595041322314	0.413223140495868	63.8429752066116	0.206611570247934	0	0.206611570247934	0	2.06611570247934	0	2.47933884297521	0	0	0	0	0.413223140495868	0	0	0	0	18.595041322314	0.206611570247934	0	0.206611570247934	0	0	7.02479338842975	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	234	"AWI"	234	10780	11490	11121	0	0.23094688221709	0.69284064665127	2.3094688221709	0.23094688221709	61.8937644341801	0.46189376443418	0	1.15473441108545	0	0	0	1.38568129330254	0	0	0	0	0.23094688221709	0	0.23094688221709	0	0	18.2448036951501	0.92378752886836	0	0.23094688221709	0	0	10.8545034642032	0	0.23094688221709	0	0	0.69284064665127
26561	46447	"Poteryanny Zub"	68.82667	35.32822	236	"AWI"	236	10836	11641	11189	0	0.886917960088692	0	1.55210643015521	0.221729490022173	37.0288248337029	0.886917960088692	0	0.443458980044346	0	6.43015521064302	0	0.221729490022173	0	0	0	0.443458980044346	0.665188470066519	0	0	0	0	37.4722838137472	1.55210643015521	0	0	0	0	12.1951219512195	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	238	"AWI"	238	10892	11739	11267	0	1.59574468085106	0	3.72340425531915	0	31.1170212765957	0.265957446808511	0	0.797872340425532	0	11.436170212766	0.265957446808511	0	0	0	0	0	1.32978723404255	0.265957446808511	0	0	0	20.7446808510638	2.92553191489362	0	0	0	0	25	0	0.531914893617021	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	240	"AWI"	240	10932	11871	11340	0	1.19617224880383	0	5.50239234449761	0.239234449760766	25.5980861244019	1.91387559808612	0	1.67464114832536	0	11.244019138756	0	0.239234449760766	0	0	0	0	0.239234449760766	0	0	0	0	17.4641148325359	3.58851674641148	0	1.19617224880383	0	0	29.6650717703349	0	0.239234449760766	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	242	"AWI"	242	11013	11962	11420	0	1.86915887850467	0	7.78816199376947	0.623052959501558	25.2336448598131	0.311526479750779	0	2.49221183800623	0	16.5109034267913	0	0	0	0	0	0	0	0	0	0	0	16.8224299065421	0.311526479750779	0	0	0	0	26.4797507788162	0	0	0	0	1.55763239875389
26561	46447	"Poteryanny Zub"	68.82667	35.32822	244	"AWI"	244	11065	12089	11495	0	0.954653937947494	0	10.2625298329356	0.238663484486874	17.8997613365155	2.86396181384248	0	0.715990453460621	0	10.9785202863962	0	0	0	0	0	0	0	0	0	0	0	14.7971360381862	2.62529832935561	0	0	0	0	38.4248210023866	0	0.238663484486874	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	246	"AWI"	246	11137	12194	11575	0	2.63157894736842	0	6.05263157894737	1.05263157894737	20.2631578947368	1.05263157894737	0	1.05263157894737	0	8.94736842105263	0	0	0	0	0	0	0	0	0	0	0	19.2105263157895	2.63157894736842	0	0	0	0	36.5789473684211	0	0.526315789473684	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	248	"AWI"	248	11213	12278	11657	0.288184438040346	0.864553314121038	0	6.62824207492795	0.288184438040346	21.3256484149856	1.15273775216138	0	0.864553314121038	0	21.6138328530259	0	0	0	0	0	0	0	0	0	0	0	12.6801152737752	0.576368876080692	0	0.288184438040346	0	0	33.4293948126801	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	250	"AWI"	250	11267	12413	11731	0	0.740740740740741	0	7.40740740740741	0.493827160493827	25.9259259259259	1.97530864197531	0	0.246913580246914	0	13.5802469135802	0	0	0	0	0	0	0	0	0	0	0	8.64197530864197	0	0	0	0	0	40.7407407407407	0	0.246913580246914	0	0	0
