"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Juniperus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Quercus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Ulmus"
3372	4372	"Råttuvarri"	69.35	20.31667	140	"AWI"	140	6622	7620	7137	51	0	0	0	221	0	0	0	0	15	0	5	1	0	175	0	3	1	4	0	0	1	0	1	1
3372	4372	"Råttuvarri"	69.35	20.31667	150	"AWI"	150	6899	7822	7420	55	1	0	0	241	0	1	0	0	12	0	2	2	0	216	0	3	0	0	0	0	3	0	0	0
3372	4372	"Råttuvarri"	69.35	20.31667	160	"AWI"	160	7320	8007	7689	47	0	0	0	213	0	0	0	0	8	0	0	2	0	206	1	3	0	0	0	0	4	0	0	2
3372	4372	"Råttuvarri"	69.35	20.31667	170	"AWI"	170	7607	8288	7924	45	0	0	0	214	1	0	0	1	3	0	3	2	0	133	0	2	0	0	0	0	1	0	0	0
3372	4372	"Råttuvarri"	69.35	20.31667	180	"AWI"	180	7761	8581	8126	16	0	0	0	317	0	0	0	0	5	0	0	5	0	166	0	3	0	0	0	1	2	0	0	1
3372	4372	"Råttuvarri"	69.35	20.31667	190	"AWI"	190	7927	8819	8333	7	0	0	0	449	0	0	0	0	6	0	3	11	0	40	0	1	0	0	0	1	2	0	0	0
3372	4372	"Råttuvarri"	69.35	20.31667	200	"AWI"	200	8120	9019	8541	12	0	0	0	385	0	0	0	1	7	1	9	8	0	47	0	4	1	0	0	0	1	0	0	0
3372	4372	"Råttuvarri"	69.35	20.31667	210	"AWI"	210	8349	9245	8745	9	0	0	1	384	0	0	0	0	8	0	2	8	0	48	0	3	0	0	0	1	5	0	0	0
3372	4372	"Råttuvarri"	69.35	20.31667	220	"AWI"	220	8593	9557	9012	6	0	0	0	342	0	0	0	0	1	2	0	7	0	30	0	5	0	0	0	0	2	0	0	0
3372	4372	"Råttuvarri"	69.35	20.31667	230	"AWI"	230	8829	10123	9396	8	0	0	1	445	0	0	0	2	6	0	2	2	0	25	0	4	0	0	0	0	5	0	0	0
3372	4372	"Råttuvarri"	69.35	20.31667	240	"AWI"	240	9141	10521	9805	4	0	0	0	333	0	0	0	1	10	1	8	0	0	37	0	4	0	0	0	1	6	0	0	1
3372	4372	"Råttuvarri"	69.35	20.31667	250	"AWI"	250	9492	10842	10224	0	0	1	0	438	0	0	0	1	6	0	4	0	1	6	0	5	0	0	0	1	3	0	0	0
3372	4372	"Råttuvarri"	69.35	20.31667	260	"AWI"	260	10015	11095	10604	1	0	0	0	366	0	0	0	0	17	0	19	0	0	4	0	12	0	0	0	2	8	0	0	0
3372	4372	"Råttuvarri"	69.35	20.31667	270	"AWI"	270	10257	11611	10864	0	0	0	0	255	0	0	0	0	10	0	36	0	0	7	0	1	0	0	0	8	1	0	0	1
3372	4372	"Råttuvarri"	69.35	20.31667	275	"AWI"	275	10354	11800	10998	1	1	0	0	221	0	0	0	0	8	0	46	0	0	5	0	4	0	0	0	4	4	0	0	0
3372	4372	"Råttuvarri"	69.35	20.31667	280	"AWI"	280	10425	12070	11125	0	0	0	0	223	0	0	2	0	13	0	18	0	0	1	0	5	0	0	0	11	3	0	0	1
3372	4372	"Råttuvarri"	69.35	20.31667	285	"AWI"	285	10541	12234	11267	1	0	0	0	133	0	0	1	1	6	0	40	0	0	7	0	4	0	0	0	6	1	0	0	0
3372	4372	"Råttuvarri"	69.35	20.31667	290	"AWI"	290	10607	12488	11397	1	0	2	0	60	0	0	0	0	8	0	42	0	0	2	0	2	0	0	0	2	3	1	0	0
