"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cucurbitaceae"	"Cyperaceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Linaceae"	"Lythraceae"	"Malvaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Oxalidaceae"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
15771	24238	"Stará Boleslav"	50.198036	14.66948	150	"AWI"	150	1179	1512	1347	23	0	47	1	0	0	24	0	0	12	0	0	0	3	0	0	0	0	6	0	5	4	0	0	0	25	0	9	0	0	1	0	0	0	2	0	1	8	0	0	5	40	0	0	0	0	0	146	0	0	1	3	202	0	0	0	0	0	0	2	2	0
15771	24238	"Stará Boleslav"	50.198036	14.66948	155	"AWI"	155	1211	1543	1377	24	1	31	3	0	0	30	0	0	21	0	0	0	2	0	0	0	0	6	1	4	0	0	0	0	18	2	13	0	0	1	0	2	0	0	0	0	7	0	0	4	92	5	0	0	0	0	163	0	0	0	7	154	0	0	0	2	0	0	3	1	0
15771	24238	"Stará Boleslav"	50.198036	14.66948	160	"AWI"	160	1239	1577	1406	50	2	55	1	6	0	21	0	0	26	0	0	0	4	0	0	1	0	7	1	11	0	0	0	0	17	1	9	0	0	0	0	0	0	0	0	1	8	0	0	7	60	5	0	0	0	0	165	0	0	1	4	111	11	1	0	0	1	0	5	0	0
15771	24238	"Stará Boleslav"	50.198036	14.66948	165	"AWI"	165	1264	1615	1435	19	0	73	0	0	0	41	0	0	8	0	0	4	4	0	0	1	0	14	2	6	0	0	0	0	28	1	4	1	0	0	6	0	0	2	0	0	15	0	0	1	45	5	0	0	0	0	226	0	0	2	6	85	5	0	0	1	1	0	5	0	0
15771	24238	"Stará Boleslav"	50.198036	14.66948	170	"AWI"	170	1291	1644	1464	37	2	43	4	0	0	17	0	0	14	0	0	0	31	0	0	0	0	8	1	7	0	0	1	0	22	1	10	0	0	0	0	2	0	0	0	1	16	0	0	4	48	5	0	0	2	1	160	0	0	0	7	129	0	0	0	1	2	0	4	0	2
15771	24238	"Stará Boleslav"	50.198036	14.66948	175	"AWI"	175	1321	1677	1494	23	0	75	1	0	0	7	0	0	20	0	0	0	8	0	0	0	0	2	0	3	0	0	0	0	27	0	17	0	0	0	0	0	0	6	1	0	15	0	0	3	62	0	0	0	0	0	82	0	0	0	1	187	0	0	0	0	0	0	3	2	0
15771	24238	"Stará Boleslav"	50.198036	14.66948	180	"AWI"	180	1344	1706	1523	40	1	53	1	0	0	31	0	0	20	0	6	0	8	0	0	0	0	7	3	6	0	0	1	0	42	1	2	0	0	0	0	2	1	1	0	0	12	0	0	8	76	3	0	0	0	0	165	0	0	3	4	78	0	0	0	0	1	0	6	4	3
15771	24238	"Stará Boleslav"	50.198036	14.66948	185	"AWI"	185	1374	1733	1552	13	0	108	1	0	0	17	0	0	24	0	0	0	12	0	0	0	0	23	1	2	0	0	0	0	18	1	18	0	0	0	0	1	0	6	0	0	7	0	0	2	74	0	0	0	0	0	76	0	0	2	3	197	0	0	0	0	0	0	3	0	0
15771	24238	"Stará Boleslav"	50.198036	14.66948	190	"AWI"	190	1401	1761	1583	10	1	250	0	0	1	6	0	0	29	0	0	0	7	0	0	0	0	31	0	1	0	0	0	0	18	0	3	0	0	0	0	0	0	2	0	0	22	0	0	1	39	0	0	0	0	0	74	0	0	2	0	51	0	0	0	0	0	0	12	1	3
15771	24238	"Stará Boleslav"	50.198036	14.66948	195	"AWI"	195	1428	1792	1611	4	2	232	1	0	0	2	0	0	41	0	0	0	5	0	0	0	0	17	1	6	0	0	0	0	11	0	1	0	0	1	0	0	0	1	0	0	12	0	0	3	61	0	0	0	1	0	100	0	0	0	1	15	0	0	0	0	1	7	8	0	0
15771	24238	"Stará Boleslav"	50.198036	14.66948	200	"AWI"	200	1460	1817	1641	10	1	203	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	11	0	6	0	0	0	0	17	0	1	1	0	0	0	1	0	0	0	0	14	0	0	1	46	0	0	0	0	0	122	0	0	1	1	17	0	0	0	0	0	0	12	0	0
15771	24238	"Stará Boleslav"	50.198036	14.66948	205	"AWI"	205	1494	1846	1671	12	1	166	1	0	0	8	0	0	38	0	0	0	1	0	0	0	0	9	0	7	0	0	0	0	16	1	10	0	0	1	0	1	0	0	0	0	20	0	0	4	84	0	0	0	0	0	130	0	0	0	0	18	0	0	0	0	1	0	12	0	0
15771	24238	"Stará Boleslav"	50.198036	14.66948	210	"AWI"	210	1521	1875	1701	11	0	184	0	0	0	3	0	0	47	0	0	0	0	0	0	1	0	17	0	4	0	0	0	0	22	1	1	0	0	0	0	0	0	1	0	0	15	0	0	1	77	0	0	0	0	0	136	0	0	0	3	11	0	0	0	0	2	0	13	0	0
15771	24238	"Stará Boleslav"	50.198036	14.66948	215	"AWI"	215	1554	1899	1730	11	1	164	0	0	0	5	0	0	36	0	0	0	2	0	0	0	0	12	0	5	0	0	0	0	25	0	1	1	0	1	0	2	0	0	0	3	11	0	0	4	82	0	0	0	0	0	143	0	0	1	1	11	0	0	1	0	0	0	15	0	0
15771	24238	"Stará Boleslav"	50.198036	14.66948	220	"AWI"	220	1583	1929	1758	7	1	162	0	0	0	5	0	0	57	0	0	0	1	0	0	0	0	7	0	8	0	0	1	0	20	1	6	1	0	0	0	2	0	0	0	1	7	0	0	2	91	2	0	0	0	0	111	0	0	1	0	18	0	0	1	0	0	0	25	0	0
15771	24238	"Stará Boleslav"	50.198036	14.66948	225	"AWI"	225	1609	1957	1787	10	1	147	0	0	0	6	0	0	50	0	0	0	1	0	0	0	0	16	0	5	0	0	1	0	29	0	6	1	0	0	0	1	0	0	0	1	13	0	0	7	109	0	0	0	1	0	120	0	0	0	3	21	0	0	0	0	1	0	14	0	0
15771	24238	"Stará Boleslav"	50.198036	14.66948	230	"AWI"	230	1636	1988	1815	16	2	129	0	0	0	4	0	0	51	0	0	0	3	0	0	0	0	22	0	10	0	0	1	0	28	0	16	0	0	0	0	7	0	0	0	1	15	0	0	8	92	0	0	0	0	0	106	0	0	0	1	23	0	0	0	0	0	0	16	0	0
15771	24238	"Stará Boleslav"	50.198036	14.66948	235	"AWI"	235	1657	2024	1843	11	0	239	3	0	0	8	0	0	25	0	0	0	8	0	0	0	0	7	0	41	0	0	0	0	13	3	5	1	0	2	0	0	0	0	0	0	8	0	0	14	140	0	0	0	0	0	61	0	0	0	0	18	0	0	0	0	0	15	3	52	0
15771	24238	"Stará Boleslav"	50.198036	14.66948	240	"AWI"	240	1677	2065	1869	33	0	145	4	0	0	19	0	0	18	0	0	0	12	0	0	0	0	8	0	31	0	0	0	0	53	1	7	0	0	0	0	0	0	0	0	0	10	0	0	7	93	0	0	0	2	0	84	0	0	1	2	43	0	0	1	0	0	0	10	2	0
15771	24238	"Stará Boleslav"	50.198036	14.66948	243	"AWI"	243	1691	2084	1886	46	3	141	0	0	0	8	0	0	22	0	0	0	21	0	0	0	0	16	0	38	0	0	0	0	42	0	12	0	0	2	0	2	0	0	0	2	25	0	0	16	57	15	119	0	5	0	74	0	0	0	11	47	0	0	1	1	1	0	9	3	0
