"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Eucalyptus"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Olea"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"	"Vitaceae"
16662	26446	"Tauernmoos"	47.16688	12.65191	100	"AWI"	100	3322	4455	3863	62	2	222	1	0	0	7	0	26	0	0	0	0	0	0	0	13	54	0	0	0	18	0	0	0	3	0	0	0	1	0	0	0	449	89	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
16662	26446	"Tauernmoos"	47.16688	12.65191	110	"AWI"	110	3613	4801	4179	140	1	88	0	0	0	3.00000023841858	0	2	0	1	0	0	0	0	0	5	33	0	0	0	42	0	0	0	3.00000023841858	0	0	0	0	0	0	0	620	58.9999961853027	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
16662	26446	"Tauernmoos"	47.16688	12.65191	130	"AWI"	130	4214	5482	4819	38	0	244	1	0	0	6	0	46	1	0	0	0	0	0	0	18	67	0	0	0	44	0	1	1	3	0	0	0	1	0	0	3	356	71	0	0	0	0	4	0	0	0	0	0	0	4	0	0	2	2	0	0	0	0
16662	26446	"Tauernmoos"	47.16688	12.65191	140	"AWI"	140	4524	5811	5134	28	0	207	0	0	0	3	0	22.0000019073486	2	0	0	0	0	0	0	11.0000009536743	126.999992370605	0	0	0	31	0	2	0	3	0	3	1	0	0	0	0	248	59.0000019073486	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0
16662	26446	"Tauernmoos"	47.16688	12.65191	150	"AWI"	150	4815	6128	5459	43	0.999999940395355	236.000000238419	0	0	0	7.99999952316284	0	10	1.99999988079071	1.99999988079071	0	0	0	0	0	6.99999952316284	68	0	0	0	45	0	0	0	5	0	0	0	0	0	0	0	286	54.0000019073486	0	0	0	4.00000017881394	0.999999940395355	0	0	0	0	0	0	0	0	0	0	0.999999940395355	0	0	0	0
16662	26446	"Tauernmoos"	47.16688	12.65191	170	"AWI"	170	5445	6771	6101	2	0	251	0	0	0	3	0	10	0	0	0	0	0	0	0	11	650	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	202.999984741211	63	0	0	0	0	4	0	0	2	0	0	0	0	2	4	3	17	0	0	0	0
16662	26446	"Tauernmoos"	47.16688	12.65191	180	"AWI"	180	5757	7102	6421	1	2	196	0	0	0	2	0	7	0	0	0	0	0	0	0	6	68	0	0	0	8	0	0	0	4	0	1	0	0	0	0	0	518	171	0	0	0	0	3	0	0	0	0	0	0	0	0	1	7	5	0	0	0	0
16662	26446	"Tauernmoos"	47.16688	12.65191	190	"AWI"	190	6081	7408	6743	0	0	287	0	0	0	2	0	13	0	0	0	0	0	0	0	12	74	0	0	0	6	0	0	0	4	0	1	1	0	0	0	0	323	149.999992370605	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	6	0	0	0	0
16662	26446	"Tauernmoos"	47.16688	12.65191	200	"AWI"	200	6400	7715	7069	5	0.999999940395355	288	0	0	0	0.999999940395355	0	7.99999952316284	0	0.999999940395355	0	0	0	0	0	6	317	0	0	0	7.99999952316284	3	0	0	1.99999988079071	0	0	0	0	0	0	0	428	181.000007629395	0	0	0	0	0	0	0	0	0	0	0	0	0	0.999999940395355	6	3.99999976158142	0.999999940395355	0	0	0
16662	26446	"Tauernmoos"	47.16688	12.65191	210	"AWI"	210	6737	8026	7392	2	0	463	1	0	0	0	0	8	0	1	0	0	0	0	0	10	511	0	0	0	3	5	0	0	3	0	1	0	0	0	0	0	362	73	0	0	0	0	3	0	0	0	0	0	0	0	0	2	4	13	0	0	0	0
16662	26446	"Tauernmoos"	47.16688	12.65191	220	"AWI"	220	7079	8332	7715	0	0	377	0	0	0	1	0	17	1	0	0	0	0	0	0	4	345	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	357	173.999988555908	0	0	0	0	4	0	0	0	0	0	0	0	0	6	13.0000009536743	11	0	0	0	0
16662	26446	"Tauernmoos"	47.16688	12.65191	230	"AWI"	230	7424	8629	8037	0	0	291	0	0	0	2	0	18	1	8	0	0	0	0	0	21.0000019073486	300	0	0	0	0	4	0	0	5	0	0	0	1	0	0	0	332	110	0	0	0	0	6	0	0	3	0	0	0	0	0	3	14	15	0	0	0	0
16662	26446	"Tauernmoos"	47.16688	12.65191	240	"AWI"	240	7762	8920	8355	0	1	223	0	0	1	2	0	7	0	0	0	0	0	0	0	19	909	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	189	123	0	0	1	0	1	0	0	0	0	0	0	0	0	0	7	10	0	0	0	0
16662	26446	"Tauernmoos"	47.16688	12.65191	250	"AWI"	250	8124	9214	8678	0	0.999999940395355	157.999999523163	0	0	0	1.99999988079071	0	20	0.999999940395355	0	0	0	0	0	0	31.9999980926514	793.000061035156	0	0	0	0.999999940395355	0.999999940395355	0	0	3	0	0	0	0	0	0	0	405	153	0	0	0	0	0.999999940395355	0	0	0	0	0	0	0	0	0.999999940395355	1.99999988079071	26	0	0.999999940395355	0	0
16662	26446	"Tauernmoos"	47.16688	12.65191	260	"AWI"	260	8487	9502	8998	0	0	132	0	0	0	0	0	15	0	0	0	0	0	0	0	60	215.999984741211	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	495.999969482422	138	0	0	0	0	4	0	0	1	0	0	0	0	0	2	5	12	0	0	0	0
16662	26446	"Tauernmoos"	47.16688	12.65191	270	"AWI"	270	8856	9798	9312	0	1	144	0	0	0	0	0	13	0	0	0	0	0	0	0	74	198	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	585	196	0	0	0	0	2	0	0	0	0	0	0	0	0	2	3	40	0	0	0	0
16662	26446	"Tauernmoos"	47.16688	12.65191	280	"AWI"	280	9240	10070	9612	0	2	170	0	0	0	4	0	12	3	0	0	0	0	0	0	242	42	0	0	0	0	2	0	0	3	0	1	0	0	0	0	0	719	207	0	0	0	0	0	0	0	0	0	0	0	0	0	3	12	35	0	0	0	0
16662	26446	"Tauernmoos"	47.16688	12.65191	290	"AWI"	290	9549	10437	9933	0	1	122	0	0	0	1	0	11	0	0	0	0	0	0	0	35	72	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	1008	305	0	0	0	0	1	0	0	1	0	0	0	0	0	2	4	16	0	0	0	0
16662	26446	"Tauernmoos"	47.16688	12.65191	300	"AWI"	300	9799	10827	10251	0	3	404	0	0	0	8	0	13.0000009536743	0	2	0	3	0	0	0	176	71	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	156	191	0	0	0	0	2	0	0	0	0	0	0	0	0	4	6	37	0	0	0	0
16662	26446	"Tauernmoos"	47.16688	12.65191	310	"AWI"	310	10065	11196	10579	0	0	322	0	0	0	5	0	21	0	0	1	0	0	0	0	219	38	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	96	201	0	0	0	0	0	0	0	0	0	0	0	0	0	2	13	27	0	0	0	0
16662	26446	"Tauernmoos"	47.16688	12.65191	320	"AWI"	320	10322	11574	10896	0	1	227.999999046326	0	0	0	7	0	24	0	0	0	0	0	0	0	66	397	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	192	297	0	0	0	0	0	0	0	1	0	0	0	0	0	1	17	19.9999980926514	0	0	0	0
16662	26446	"Tauernmoos"	47.16688	12.65191	330	"AWI"	330	10595	11931	11209	0	0	300.000000476837	0	0	0	2	0	21	0	1	0	0	0	0	0	99	124.000007629395	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	134	445	0	0	0	0	0	0	0	0	0	0	0	0	0	2	14.9999990463257	27.0000019073486	0	0	0	0
16662	26446	"Tauernmoos"	47.16688	12.65191	340	"AWI"	340	10873	12308	11531	0	0	0	1	0	0	13	0	16	0	0	0	0	0	0	3	20	8	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	10	740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	0	0	0
16662	26446	"Tauernmoos"	47.16688	12.65191	345	"AWI"	345	11002	12497	11688	0	0	254.999999940395	0.999999940395355	0	0	3.99999976158142	0	20	0	0	0	0	0	0	0.999999940395355	37	63.0000038146973	0	0	0	0	0	0	0	3.99999976158142	0	0.999999940395355	0.999999940395355	0	0	0	0	65	668	0	0	0	0	0	0	0	0	0	0	0	0	0	6	12	10	0	0	0	0
