"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fagus"	"Frangula"	"Fraxinus"	"Geraniaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Violaceae"
23444	40454	"Montilier"	46.935	7.12361	88	"AWI"	88	3124	3675	3362	6	0	27	1	0	1	0	2	0	5	0	0	0	0	0	0	0	19	10	0	0	0	24	0	5	0	0	3	0	1	1	0	5	5	0	0	28	0	0	47	3	0	0	0	3	4	0	0	0	0	2	0	0
23444	40454	"Montilier"	46.935	7.12361	92	"AWI"	92	3328	3964	3576	1	0	40	1	0	0	0	0	0	0	0	0	0	0	0	0	0	32	7	0	0	0	23	0	2	0	0	1	0	0	1	0	0	1	0	0	13	0	0	48	5	1	0	2	9	2	0	0	0	0	1	4	0
23444	40454	"Montilier"	46.935	7.12361	95	"AWI"	95	3399	4513	3767	25	0	66	2	0	2	0	3	0	3	0	0	0	0	0	0	0	53	13	0	0	0	67	0	4	0	0	5	0	0	9	0	16	14	0	0	54	0	0	108	5	1	0	0	14	5	0	0	0	0	4	1	0
23444	40454	"Montilier"	46.935	7.12361	97	"AWI"	97	3510	4630	3943	9	0	32	0	0	3	0	1	0	0	1	1	0	0	0	0	0	33	12	0	0	0	39	0	2	0	0	2	0	0	4	0	1	4	0	0	34	0	0	86	1	0	0	0	14	4	0	0	0	0	4	0	0
23444	40454	"Montilier"	46.935	7.12361	105	"AWI"	105	3867	5380	4590	15	0	76	0	0	6	0	3	0	5	0	0	0	0	0	0	0	71	21	0	0	0	67	0	5	0	0	2	0	0	2	0	2	7	0	0	40	0	0	114	2	0	0	0	10	5	0	1	0	0	7	0	0
23444	40454	"Montilier"	46.935	7.12361	110	"AWI"	110	4128	5719	4998	8	0	58	0	0	1	0	3	0	7	0	0	0	0	0	0	0	64	6	0	0	0	51	1	6	0	0	1	0	0	1	0	2	8	0	0	14	0	0	73	1	0	0	0	2	2	0	1	0	0	7	0	0
23444	40454	"Montilier"	46.935	7.12361	120	"AWI"	120	4787	6084	5813	7	0	43	1	0	0	0	2	0	7	0	0	0	0	0	0	0	71	2	0	0	0	23	0	4	0	0	0	0	0	0	0	7	6	0	0	11	0	0	25	1	0	0	0	0	0	0	0	0	0	1	1	0
23444	40454	"Montilier"	46.935	7.12361	130	"AWI"	130	5093	6262	6002	37	0	39	0	0	2	0	0	0	0	0	0	0	0	0	0	0	34	17	0	0	0	32	0	11	0	0	0	0	0	0	0	2	13	0	0	20	0	0	30	1	0	0	0	0	1	0	0	0	0	0	0	0
23444	40454	"Montilier"	46.935	7.12361	140	"AWI"	140	5415	6412	6150	43	0	79	1	0	0	0	4	0	7	0	0	0	0	0	0	0	70	28	0	0	0	75	0	17	0	0	0	0	0	0	0	5	18	0	0	31	0	0	48	0	0	0	0	0	1	0	0	0	0	2	0	0
23444	40454	"Montilier"	46.935	7.12361	145	"AWI"	145	5593	6479	6225	22	0	76	2	0	0	0	1	0	9	0	0	0	0	0	0	0	66	12	0	0	0	72	0	15	0	0	0	0	0	0	1	9	10	0	0	18	0	0	36	0	0	0	0	0	2	1	0	0	0	4	0	0
23444	40454	"Montilier"	46.935	7.12361	150	"AWI"	150	5730	6552	6302	44	3	132	0	0	0	0	2	0	12	0	0	0	0	0	0	0	88	9	0	0	0	96	0	14	1	0	0	0	0	0	0	16	8	0	0	8	0	0	46	0	1	0	0	0	2	0	0	0	0	3	0	0
23444	40454	"Montilier"	46.935	7.12361	155	"AWI"	155	5903	6611	6381	30	0	48	2	1	3	0	12	0	14	2	0	0	0	0	0	0	93	3	0	0	0	26	0	21	0	0	1	0	0	1	0	3	9	0	0	16	0	0	30	2	3	0	0	1	4	0	0	0	0	7	1	0
23444	40454	"Montilier"	46.935	7.12361	160	"AWI"	160	6084	6673	6458	17	0	43	0	0	2	2	3	0	16	0	0	0	0	0	0	0	105	9	0	0	0	45	0	21	0	0	0	0	0	0	1	1	6	0	0	14	0	0	30	4	2	0	0	0	12	0	0	0	3	6	2	0
23444	40454	"Montilier"	46.935	7.12361	165	"AWI"	165	6270	6742	6536	70	0	20	0	4	1	1	2	0	2	0	0	0	0	0	0	0	39	1	0	0	0	26	0	15	0	0	0	0	0	0	2	2	2	0	0	4	0	0	24	4	0	0	0	0	3	1	1	0	4	5	1	0
23444	40454	"Montilier"	46.935	7.12361	170	"AWI"	170	6466	6822	6627	80	1	42	0	1	0	0	0	0	6	1	0	0	0	0	0	0	45	10	0	0	0	170	0	25	0	0	4	0	0	0	0	8	4	0	0	12	0	0	33	0	0	0	0	1	2	0	6	0	7	2	0	0
23444	40454	"Montilier"	46.935	7.12361	174	"AWI"	174	10017	11955	10785	44	0	72	0	3	3	0	3	0	18	0	0	0	0	0	0	0	96	10	0	0	0	111	0	38	0	0	5	0	0	0	0	0	3	0	0	18	0	0	67	0	0	0	0	0	10	0	0	0	6	24	0	0
23444	40454	"Montilier"	46.935	7.12361	176	"AWI"	176	10059	11981	10819	4	2	27	0	0	0	0	0	0	1	0	0	0	0	0	0	0	85	2	0	0	0	25	0	17	0	0	4	0	0	0	0	0	2	0	0	1	0	0	49	0	0	0	0	1	2	0	2	0	6	16	0	0
23444	40454	"Montilier"	46.935	7.12361	180	"AWI"	180	10158	12059	10891	18	0	30	0	0	0	1	0	0	1	0	0	0	0	0	0	0	105	3	0	0	0	90	0	19	0	0	1	0	0	0	0	1	12	0	0	9	0	0	45	0	1	0	0	2	3	0	0	0	14	29	0	0
23444	40454	"Montilier"	46.935	7.12361	190	"AWI"	190	10376	12219	11069	9	1	38	0	0	0	0	0	0	4	0	0	0	0	0	0	0	81	9	0	0	0	18	0	36	0	0	0	0	0	0	0	0	12	0	0	23	0	0	33	0	1	0	0	0	0	0	0	1	20	51	0	0
23444	40454	"Montilier"	46.935	7.12361	200	"AWI"	200	10591	12380	11248	1	3	18	0	0	0	3	0	0	8	0	0	0	0	0	0	0	75	5	0	0	0	0	0	34	0	0	1	0	0	0	0	0	42	0	0	11	0	0	57	0	0	0	0	1	5	0	0	0	29	88	0	0
23444	40454	"Montilier"	46.935	7.12361	210	"AWI"	210	10848	12528	11420	0	0	5	0	0	0	0	5	0	31	0	0	0	0	0	0	0	560	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333	0	0	13	0	0	3	0	0	0	0	1	1	0	0	0	0	101	0	0
23444	40454	"Montilier"	46.935	7.12361	220	"AWI"	220	11085	12702	11613	0	0	3	0	0	1	0	0	0	170	0	0	0	0	0	0	0	30	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	585	0	0	4	0	0	0	0	1	0	0	0	0	1	0	1	0	3	0	1
23444	40454	"Montilier"	46.935	7.12361	230	"AWI"	230	12619	14110	13382	0	0	3	1	0	2	0	11	0	557	0	0	0	0	0	1	0	8	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	328	0	0	29	0	0	5	0	1	13	2	3	0	0	0	1	0	1	0	1
23444	40454	"Montilier"	46.935	7.12361	240	"AWI"	240	12832	14259	13558	0	0	2	0	0	1	0	15	0	388	0	0	0	0	0	0	0	11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386	0	0	6	0	0	2	0	1	0	1	3	0	0	0	2	0	2	0	0
23444	40454	"Montilier"	46.935	7.12361	245	"AWI"	245	12952	14328	13648	0	0	6	0	0	4	0	11	0	429	0	0	0	0	0	1	0	8	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	44	0	0	2	0	1	14	2	8	4	0	0	2	0	0	0	0
23444	40454	"Montilier"	46.935	7.12361	250	"AWI"	250	13049	14411	13732	0	0	0	1	0	4	0	1	0	48	0	0	0	0	0	0	0	9	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	376	0	0	12	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0
23444	40454	"Montilier"	46.935	7.12361	260	"AWI"	260	13267	14561	13901	0	0	1	0	0	1	0	16	0	230	0	0	0	0	0	2	0	2	12	0	0	0	0	0	0	0	0	2	0	0	0	0	0	502	0	0	31	0	0	2	0	0	0	2	4	1	0	0	3	0	0	0	0
23444	40454	"Montilier"	46.935	7.12361	270	"AWI"	270	13491	14698	14074	0	0	0	0	0	1	0	14	0	205	2	0	0	0	0	1	0	2	3	1	0	0	0	0	0	0	0	1	0	0	1	6	0	354	0	0	16	0	0	5	0	3	0	2	1	1	1	0	2	0	0	0	0
23444	40454	"Montilier"	46.935	7.12361	280	"AWI"	280	13730	14834	14254	0	0	1	0	0	0	0	18	0	77	0	0	0	0	2	19	0	0	14	0	1	0	0	0	0	0	0	0	0	0	0	0	1	15	0	0	8	0	0	0	0	8	0	1	1	0	0	0	6	0	0	0	0
23444	40454	"Montilier"	46.935	7.12361	287	"AWI"	287	13907	14927	14373	0	0	4	4	0	4	0	19	0	66	0	0	0	1	0	13	0	2	14	9	0	0	0	0	0	0	0	81	0	0	0	0	0	4	0	0	63	0	0	0	0	2	0	2	7	2	0	0	5	0	2	0	0
23444	40454	"Montilier"	46.935	7.12361	292	"AWI"	292	14039	15007	14461	1	0	1	4	0	4	0	14	0	66	0	0	0	0	0	38	0	0	10	0	2	0	0	0	0	0	0	3	0	0	0	0	0	17	0	1	31	0	0	0	0	7	0	1	3	1	0	0	7	0	0	0	0
