"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Fagus"	"Fraxinus"	"Juniperus"	"Olea"	"Ostrya.Carpinus"	"Phillyrea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Tilia"	"Ulmus"
26023	45105	"Rezina marsh"	39.98778	20.77556	506	"AWI"	506	2865	3380	3138	8	0	2	13	11	0	0	12	7	38	0	0	0	0	1	0	1	37	1	0	144	3	10	0	2	0	0	0	2
26023	45105	"Rezina marsh"	39.98778	20.77556	516	"AWI"	516	2931	3431	3198	8	0	3	10	20	3	17	14	6	21	0	1	0	0	0	10	2	45	2	4	156	2	6	0	0	11	1	0	1
26023	45105	"Rezina marsh"	39.98778	20.77556	532	"AWI"	532	2992	3592	3288	4	1	2	9	5	1	12	3	6	15	0	1	0	0	0	15	2	50	0	0	96	4	37	0	0	3	0	1	2
26023	45105	"Rezina marsh"	39.98778	20.77556	540	"AWI"	540	3017	3691	3329	9	1	1	1	2	1	13	8	5	28	0	1	0	0	4	27	3	30	1	0	204	1	33	0	4	16	0	0	0
26023	45105	"Rezina marsh"	39.98778	20.77556	556	"AWI"	556	3109	3765	3426	10	3	0	3	1	0	10	1	4	23	0	1	0	1	2	22	1	129	0	0	109	1	37	1	0	7	0	0	1
26023	45105	"Rezina marsh"	39.98778	20.77556	564	"AWI"	564	3133	3817	3474	17	3	0	1	4	0	0	0	6	45	0	4	0	1	0	20	1	97	0	0	87	0	30	0	0	8	0	0	2
26023	45105	"Rezina marsh"	39.98778	20.77556	572	"AWI"	572	3155	3893	3518	15	1	1	1	3	2	0	1	5	35	0	3	0	1	0	25	2	83	0	0	115	2	22	2	3	6	0	0	1
26023	45105	"Rezina marsh"	39.98778	20.77556	584	"AWI"	584	3206	3992	3586	6	1	2	0	3	0	7	1	4	82	0	2	0	0	0	12	1	101	0	0	98	0	37	1	3	14	0	1	1
26023	45105	"Rezina marsh"	39.98778	20.77556	596	"AWI"	596	3298	4030	3661	21	0	2	3	6	3	5	1	2	21	0	0	0	0	0	29	6	66	1	0	53	0	35	0	0	2	1	0	1
26023	45105	"Rezina marsh"	39.98778	20.77556	612	"AWI"	612	3369	4113	3761	11	1	0	1	6	2	0	2	10	40	0	2	0	0	0	11	0	58	0	0	102	0	10	0	3	10	0	0	1
26023	45105	"Rezina marsh"	39.98778	20.77556	628	"AWI"	628	3472	4196	3855	4	0	4	2	8	2	8	6	2	35	0	0	0	0	1	0	1	46	0	0	81	0	20	0	8	5	0	0	1
26023	45105	"Rezina marsh"	39.98778	20.77556	644	"AWI"	644	3601	4243	3950	6	0	0	1	8	2	0	2	5	41	0	8	0	1	0	6	0	42	0	0	92	1	17	0	3	4	1	0	0
26023	45105	"Rezina marsh"	39.98778	20.77556	660	"AWI"	660	3685	4318	4047	1	2	1	3	0	0	0	4	3	64	0	1	0	0	0	0	2	43	2	0	114	3	14	0	0	10	0	0	0
26023	45105	"Rezina marsh"	39.98778	20.77556	676	"AWI"	676	3856	4369	4133	7	0	1	0	4	3	7	3	3	14	0	2	0	0	0	26	1	80	0	0	87	3	30	0	0	0	0	1	2
26023	45105	"Rezina marsh"	39.98778	20.77556	682	"AWI"	682	3911	4386	4166	8	0	2	5	9	2	13	2	3	46	0	1	0	0	3	22	4	48	0	3	122	4	22	2	29	22	0	2	0
26023	45105	"Rezina marsh"	39.98778	20.77556	692	"AWI"	692	3965	4430	4221	5	2	1	1	3	0	7	13	7	25	0	0	0	1	0	0	1	23	0	0	89	2	14	0	0	1	1	2	1
26023	45105	"Rezina marsh"	39.98778	20.77556	708	"AWI"	708	4034	4590	4309	2	1	1	4	3	3	4	5	3	12	0	1	0	0	0	0	0	51	0	0	79	2	11	0	1	22	0	2	0
26023	45105	"Rezina marsh"	39.98778	20.77556	756	"AWI"	756	4207	4929	4530	13	0	1	4	3	2	0	2	4	31	0	1	0	0	1	32	2	45	0	0	100	1	24	0	2	8	0	0	1
26023	45105	"Rezina marsh"	39.98778	20.77556	772	"AWI"	772	4264	5019	4607	12	0	1	2	2	0	0	2	7	27	0	0	0	0	0	26	2	47	0	0	83	0	32	0	1	17	1	0	1
26023	45105	"Rezina marsh"	39.98778	20.77556	788	"AWI"	788	4309	5145	4679	6	1	2	1	1	0	0	6	6	9	0	0	0	0	2	9	5	30	0	4	37	0	38	0	0	3	1	1	0
26023	45105	"Rezina marsh"	39.98778	20.77556	804	"AWI"	804	4392	5205	4760	20	8	1	2	4	0	0	0	17	28	0	0	0	0	2	31	3	47	0	0	111	0	60	0	1	8	0	0	0
26023	45105	"Rezina marsh"	39.98778	20.77556	820	"AWI"	820	4452	5299	4842	23	4	7	1	3	4	7	0	5	58	0	1	0	0	0	32	10	70	0	0	96	2	68	0	0	10	0	2	0
26023	45105	"Rezina marsh"	39.98778	20.77556	836	"AWI"	836	4525	5385	4917	37	2	1	2	3	0	0	1	5	25	0	2	0	0	1	24	0	54	0	0	60	2	19	0	2	14	1	0	1
26023	45105	"Rezina marsh"	39.98778	20.77556	852	"AWI"	852	4597	5449	4996	41	1	2	2	3	1	0	1	4	4	0	1	0	1	0	31	2	23	0	0	24	0	26	0	0	1	0	0	0
26023	45105	"Rezina marsh"	39.98778	20.77556	868	"AWI"	868	4657	5529	5076	13	2	1	4	1	2	0	2	5	25	0	0	0	4	0	51	6	52	0	0	55	1	54	1	0	10	0	1	1
26023	45105	"Rezina marsh"	39.98778	20.77556	884	"AWI"	884	4786	5604	5157	32	7	2	9	9	1	0	4	4	10	0	1	0	0	0	26	2	40	0	0	57	0	20	0	0	7	3	1	0
26023	45105	"Rezina marsh"	39.98778	20.77556	900	"AWI"	900	4870	5685	5235	57	4	2	32	4	0	7	8	1	36	0	1	0	2	0	34	2	37	0	0	77	0	17	0	3	3	0	0	0
26023	45105	"Rezina marsh"	39.98778	20.77556	916	"AWI"	916	4949	5785	5330	1	2	1	18	5	0	5	3	3	14	0	0	0	2	2	0	0	42	6	0	42	2	25	0	1	0	2	2	2
26023	45105	"Rezina marsh"	39.98778	20.77556	932	"AWI"	932	5060	5970	5496	31	1	1	10	8	0	14	5	2	13	0	3	0	1	0	9	1	48	0	5	74	1	19	0	4	2	1	1	0
26023	45105	"Rezina marsh"	39.98778	20.77556	948	"AWI"	948	5127	6288	5636	27	2	3	3	1	2	5	1	1	29	0	1	0	0	0	47	0	54	0	0	86	0	52	0	7	5	3	1	1
26023	45105	"Rezina marsh"	39.98778	20.77556	964	"AWI"	964	5254	6471	5791	24	3	3	6	2	3	11	2	7	14	0	1	0	1	0	72	7	41	1	3	79	0	40	0	0	13	1	0	2
26023	45105	"Rezina marsh"	39.98778	20.77556	980	"AWI"	980	5357	6630	5960	52	10	2	4	1	2	0	0	18	63	0	1	0	0	0	161	4	98	0	0	55	0	129	0	0	14	2	3	1
26023	45105	"Rezina marsh"	39.98778	20.77556	992	"AWI"	992	5400	6805	6079	35	4	2	4	3	0	9	4	5	23	0	1	0	0	0	13	0	46	0	0	66	0	29	0	0	3	0	1	0
26023	45105	"Rezina marsh"	39.98778	20.77556	1012	"AWI"	1012	5627	6939	6276	16	4	3	81	15	2	18	6	1	14	0	0	0	0	0	0	6	25	0	0	79	16	16	0	3	7	0	1	0
26023	45105	"Rezina marsh"	39.98778	20.77556	1036	"AWI"	1036	5804	7138	6530	27	25	0	23	12	1	21	10	4	5	0	0	0	0	0	26	1	52	1	2	78	1	41	0	0	2	2	2	1
26023	45105	"Rezina marsh"	39.98778	20.77556	1044	"AWI"	1044	5912	7178	6600	23	13	0	9	8	2	9	7	8	42	0	0	0	0	0	57	2	59	0	2	57	1	56	1	1	1	1	2	0
26023	45105	"Rezina marsh"	39.98778	20.77556	1060	"AWI"	1060	6117	7262	6756	36	7	0	2	4	0	0	1	4	13	0	1	0	0	1	73	1	110	0	0	74	1	69	0	2	3	1	1	5
26023	45105	"Rezina marsh"	39.98778	20.77556	1076	"AWI"	1076	6228	7392	6924	21	1	1	4	1	1	0	0	3	17	0	0	0	0	0	59	8	31	0	0	51	0	31	0	0	1	0	1	4
26023	45105	"Rezina marsh"	39.98778	20.77556	1084	"AWI"	1084	6487	7455	7030	113	25	1	1	6	1	0	1	39	8	0	3	19	1	0	171	9	122	1	6	55	0	104	0	3	6	1	3	34
26023	45105	"Rezina marsh"	39.98778	20.77556	1092	"AWI"	1092	6751	7527	7148	53	10	1	0	10	0	0	2	14	23	0	1	27	1	0	98	3	70	0	0	51	1	71	0	1	8	9	5	22
26023	45105	"Rezina marsh"	39.98778	20.77556	1100	"AWI"	1100	6925	7644	7282	114	7	1	0	5	1	4	1	6	10	1	0	13	0	2	137	0	87	0	0	28	0	92	0	2	2	4	12	18
26023	45105	"Rezina marsh"	39.98778	20.77556	1108	"AWI"	1108	7017	7861	7406	94	9	4	3	0	0	0	1	2	7	0	0	0	0	0	0	3	72	3	0	28	1	58	0	0	2	10	2	0
26023	45105	"Rezina marsh"	39.98778	20.77556	1116	"AWI"	1116	7073	8176	7514	91	2	3	0	2	1	0	0	1	8	1	0	15	0	0	0	5	105	0	0	45	0	104	1	0	2	6	15	19
26023	45105	"Rezina marsh"	39.98778	20.77556	1124	"AWI"	1124	7216	8435	7731	21	0	1	4	2	1	0	0	11	8	0	1	0	0	0	8	7	52	0	2	17	0	53	0	1	1	5	8	12
26023	45105	"Rezina marsh"	39.98778	20.77556	1140	"AWI"	1140	7464	9131	8336	33	4	6	3	2	2	3	0	13	12	0	0	0	0	0	0	6	46	0	0	35	1	71	0	1	4	6	11	8
26023	45105	"Rezina marsh"	39.98778	20.77556	1156	"AWI"	1156	7607	10148	8882	9	3	1	0	1	0	0	1	5	10	0	1	0	1	0	0	7	39	1	0	20	0	59	1	0	5	0	3	7
26023	45105	"Rezina marsh"	39.98778	20.77556	1164	"AWI"	1164	7855	10514	9168	8	0	4	0	3	3	0	0	11	5	0	1	0	2	0	0	2	76	0	0	51	0	73	1	1	9	2	0	9
26023	45105	"Rezina marsh"	39.98778	20.77556	1172	"AWI"	1172	8442	10621	9475	8	0	1	2	1	1	0	1	4	9	0	2	0	0	0	0	10	61	1	0	68	1	113	9	1	7	1	5	7
26023	45105	"Rezina marsh"	39.98778	20.77556	1180	"AWI"	1180	8978	10722	9780	15	1	0	4	0	0	0	2	7	6	1	0	0	1	1	0	1	79	3	0	34	0	102	2	0	3	1	0	1
26023	45105	"Rezina marsh"	39.98778	20.77556	1188	"AWI"	1188	9500	10832	10083	8	5	1	3	3	4	8	0	5	17	1	0	4	3	0	6	0	90	0	0	50	1	93	15	0	5	15	2	14
26023	45105	"Rezina marsh"	39.98778	20.77556	1196	"AWI"	1196	9981	11000	10370	6	1	2	14	10	10	0	2	5	3	2	0	0	0	0	0	8	50	0	0	117	1	133	0	2	20	7	0	7
26023	45105	"Rezina marsh"	39.98778	20.77556	1212	"AWI"	1212	10534	11292	10807	4	1	3	17	24	12	23	6	1	4	1	0	0	1	0	0	0	58	0	0	88	0	48	0	12	12	10	1	1
26023	45105	"Rezina marsh"	39.98778	20.77556	1220	"AWI"	1220	10766	11367	10977	2	0	1	6	6	7	0	1	1	6	0	1	0	0	0	5	0	18	0	0	41	0	50	1	1	5	0	0	0
26023	45105	"Rezina marsh"	39.98778	20.77556	1228	"AWI"	1228	10962	11467	11153	0	0	1	17	10	2	0	2	1	15	2	0	0	0	0	0	0	39	0	0	82	0	64	1	1	8	4	1	0
26023	45105	"Rezina marsh"	39.98778	20.77556	1236	"AWI"	1236	11120	11626	11316	2	0	0	18	4	57	12	7	1	28	0	0	0	0	0	0	0	34	0	3	65	1	15	0	1	1	0	0	0
26023	45105	"Rezina marsh"	39.98778	20.77556	1240	"AWI"	1240	11190	11724	11396	2	0	1	15	5	51	19	3	2	18	1	0	0	3	0	0	0	74	0	0	92	0	18	0	2	8	1	1	0
26023	45105	"Rezina marsh"	39.98778	20.77556	1244	"AWI"	1244	11248	11817	11478	9	0	4	32	11	89	0	10	1	14	1	0	0	3	0	0	0	84	0	0	97	0	25	0	4	3	0	1	3
