"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Fraxinus"	"Juniperus"	"Liliaceae"	"Lythraceae"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	88	"AWI"	88	11163	11666	11413	0	0	0	0	0	0	9.30232558139535	0	0	0	0	0	0	0	0	70.9302325581395	0	0	0	4.65116279069767	0	0	0	0	0	0	13.953488372093	0	0	0	0	0	0	1.16279069767442	0	0	0	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	90	"AWI"	90	11259	11685	11457	0	0	0	0	0	0	4.04040404040404	1.01010101010101	0	0	0	0	0	0	0	86.8686868686869	0	0	0	1.01010101010101	0	0	0	0	0	0	6.06060606060606	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	94	"AWI"	94	11369	11760	11571	0	0	0	0	1.6304347826087	0	2.17391304347826	3.26086956521739	0	0	0	0	0	0	0	79.0760869565217	0	0	0	7.06521739130435	0	0	0	0	0	0	6.52173913043478	0	0	0	0	0.271739130434783	0	0	0	0	0	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	96	"AWI"	96	11408	11896	11613	0	0	0	0	0	0	0.851063829787234	8.29787234042553	0	0	0	0	0	0	0	84.6808510638298	0	0	0	1.48936170212766	0	0	0	0	0	0	3.19148936170213	0	0	0	0	0	0.212765957446809	1.06382978723404	0	0	0.212765957446809	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	98	"AWI"	98	11434	12060	11649	0	0.0819672131147541	0	0	0.0819672131147541	0	1.9672131147541	0.0819672131147541	0	0	0	0	0	0	0	69.672131147541	0.163934426229508	0	0	1.88524590163934	0	0	0	0	22.9508196721311	0	2.95081967213115	0	0.0819672131147541	0	0	0	0	0.0819672131147541	0	0	0	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	100	"AWI"	100	11468	12231	11693	0	0.352526439482961	0	0	1.05757931844888	0	2.58519388954172	0	0	0	0	0	0	0	0	89.0716803760282	0.352526439482961	0	0	1.52761457109283	0	0	0	0	0	0	4.70035252643948	0	0	0	0	0.235017626321974	0	0.117508813160987	0	0	0	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	102	"AWI"	102	11666	12303	11846	0	0.177619893428064	0	0	0	0	2.13143872113677	0	0	0	0	0	0	0	0	90.0532859680284	0.532859680284192	0.177619893428064	0	0.710479573712256	0	0.177619893428064	0	0	0	0	5.68383658969805	0	0	0	0	0.355239786856128	0	0	0	0	0	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	104	"AWI"	104	11856	12372	11998	0	0.302114803625378	0	0	0.906344410876133	0	1.51057401812689	0	0	0	0	0	0	0	0	93.3534743202417	0.151057401812689	0	0	0.453172205438067	0	0	0	0	0	0	2.56797583081571	0	0.151057401812689	0	0	0.151057401812689	0.151057401812689	0	0	0	0.302114803625378	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	106	"AWI"	106	12026	12439	12151	0	0.193423597678917	0	0	0.967117988394584	0	4.06189555125725	0	0	0	0	0	0	0	0	81.2379110251451	0	0.193423597678917	0	0.773694390715667	0.193423597678917	0	0	0	0	0	11.605415860735	0	0	0	0	0	0	0	0	0	0.773694390715667	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	108	"AWI"	108	12185	12510	12303	0	0.18796992481203	0	0	2.25563909774436	0	4.88721804511278	0	0	0	0	0	0	0	0	75.5639097744361	0.18796992481203	0	0	0.75187969924812	0	0	0	0	0	0	15.2255639097744	0	0	0	0	0.37593984962406	0.37593984962406	0	0	0	0.18796992481203	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	110	"AWI"	110	12326	12595	12475	0	0.79155672823219	0	0	1.58311345646438	0	3.95778364116095	0	0	0	0	0.263852242744063	0	0	0	79.4195250659631	0	0.263852242744063	0	0.263852242744063	0	0	0	0	0	0	11.6094986807388	0	0	0	0	1.05540897097625	0	0.263852242744063	0	0	0.527704485488127	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	114	"AWI"	114	12496	12703	12636	0	0	0	0	0.354609929078014	0	11.5248226950355	0	0	0	0	0.177304964539007	0	0	0	72.3404255319149	0.177304964539007	0	0	0.709219858156028	0	0	0.177304964539007	0	0	0	12.4113475177305	0	0.354609929078014	0	0	0.531914893617021	0.177304964539007	0.709219858156028	0	0	0.354609929078014	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	118	"AWI"	118	12542	12766	12697	0	1.37614678899083	0	0	0.917431192660551	0	7.79816513761468	0	0	0	0	0	0	0	0	80.7339449541284	0	0	0	0	0	0	0	0	0	0	8.71559633027523	0	0	0	0	0	0	0	0	0	0.458715596330275	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	122	"AWI"	122	12574	12930	12753	0	0.50125313283208	0	0	1.2531328320802	0	14.5363408521303	2.75689223057644	0	0	0	0	0	0	0	71.1779448621554	0.25062656641604	0	0	0.75187969924812	0	0	0	0	0	0	7.26817042606516	0	0.25062656641604	0	0	0.75187969924812	0	0.50125313283208	0	0	0	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	126	"AWI"	126	12711	13156	12923	0	0	0	0	1.25	0	10	1.25	0	0	0	0	0	0	0	73.125	0.625	0	0	3.125	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0.625
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	130	"AWI"	130	12790	13546	13141	0	0	0	0	0	0	7.63888888888889	0	0	0	0	0	0	0	0	70.8333333333333	0	0	0	0	0	0	0	0	0	0	20.1388888888889	0	0.694444444444444	0	0	0	0	0	0	0	0.694444444444444	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	134	"AWI"	134	12836	13985	13354	0	0	0	0	0	0	5.36912751677852	0	0	0	0	0	0	0	0	79.1946308724832	3.35570469798658	0	0	0	0	0	0	0	0	0	11.4093959731544	0	0	0	0	0	0	0	0	0	0.671140939597315	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	138	"AWI"	138	13140	14200	13577	0	0	0	0	0.719424460431655	0	9.35251798561151	0	0	0	0	0.359712230215827	0	0	0	65.4676258992806	0.359712230215827	0	0	3.9568345323741	0	0	0	0	0	0	18.705035971223	0.359712230215827	0	0	0	0	0	0.719424460431655	0	0	0	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	140	"AWI"	140	13309	14303	13698	0	0.307692307692308	0	0	0	0	20.3076923076923	0	0	0	0	0	0	0	0	62.1538461538461	0.307692307692308	0.307692307692308	0	1.53846153846154	0	0	0	0	0	0	12.3076923076923	0	0	0	0	0.615384615384615	0	1.84615384615385	0	0	0.307692307692308	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	142	"AWI"	142	13439	14430	13821	0	0	0	0	1.55642023346304	0	18.2879377431907	0	0	0	0	0	0	0	0	60.7003891050584	0.778210116731518	0	0	6.22568093385214	0	0	0	0	0	0	8.94941634241245	0	0	0	0	1.55642023346304	0.389105058365759	1.16731517509728	0	0	0.389105058365759	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	144	"AWI"	144	13521	14606	13949	0	0	0	0	1.06382978723404	0	6.73758865248227	0	0	0	0	0.709219858156028	0	0	0	80.4964539007092	0.354609929078014	0	0	0.709219858156028	0	0	0	0	0	0	7.4468085106383	0	0	0	0	1.06382978723404	0	1.41843971631206	0	0	0	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	146	"AWI"	146	13591	14765	14066	0	0	0	0	1.16550116550117	0	9.09090909090909	0.233100233100233	0	0	0	0	0	0	0	73.6596736596737	0.466200466200466	0	0	2.7972027972028	0	0	0	0	0	0	10.02331002331	0	0.233100233100233	0	0	0.466200466200466	0.233100233100233	0.932400932400932	0	0	0.699300699300699	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	148	"AWI"	148	13691	14885	14181	0	0	0	0	1.61443494776828	0	12.2507122507123	0	0	0	0	0	0	0	0	68.5660018993352	0.474833808167141	0	0	6.07787274453941	0	0	0	0.0949667616334283	0	0	8.07217473884141	0.189933523266857	0	0	0	0.56980056980057	0.0949667616334283	1.329534662868	0	0	0.664767331433998	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	150	"AWI"	150	13793	14977	14306	0	0	0	0	2.22841225626741	0	8.07799442896936	0	0	0	0	0	0	0	0	61.5598885793872	0.278551532033426	0	0	14.4846796657382	0	0	0	0	0	0	8.63509749303621	0	0	0	0	1.1142061281337	0	3.62116991643454	0	0	0	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	152	"AWI"	152	13871	15075	14426	0	0	0	0	2.14521452145215	0	9.24092409240924	0	0.165016501650165	0	0	0.33003300330033	0	0	0	66.996699669967	0.33003300330033	0	0	8.74587458745875	0	0	0	0	0	0	7.59075907590759	0	0	0	0	0.66006600660066	0.495049504950495	2.47524752475248	0	0	0.66006600660066	0	0	0.165016501650165
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	154	"AWI"	154	13936	15185	14552	0	0	0	0	0.173310225303293	0	6.06585788561525	0.519930675909879	0	0	0	0	0.173310225303293	0	0	65.3379549393414	0.173310225303293	0	0	19.7573656845754	0	0	0	0	0	0	3.46620450606586	0	0.173310225303293	0	0	0.519930675909879	0.519930675909879	2.77296360485269	0	0	0.346620450606586	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	156	"AWI"	156	13984	15342	14667	0	0.416666666666667	0	0	1.25	0	7.91666666666667	0	0	0	0	0	0	0	0	52.0833333333333	1.45833333333333	0	0	22.5	0	0	0	0	0	0	9.58333333333333	0	0	0	0	1.04166666666667	0.208333333333333	3.125	0	0	0.416666666666667	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	158	"AWI"	158	14022	15527	14782	0	0	0.18348623853211	0	0.55045871559633	0	3.85321100917431	0	0	0	0	0.36697247706422	0	0	0	38.7155963302752	0.73394495412844	0	0	44.4036697247706	0	0	0	0	0	0	8.99082568807339	0	0	0	0	0	0	2.20183486238532	0	0	0	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	160	"AWI"	160	14167	15616	14892	0	0	0	0	0	0	1.81347150259067	0.259067357512953	0	0	0	0	0	0	0	54.1450777202073	1.03626943005181	0	0	38.2556131260794	0	0	0	0	0	0	3.62694300518135	0	0	0	0	0.259067357512953	0.0863557858376511	0.259067357512953	0	0	0.259067357512953	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	162	"AWI"	162	14323	15675	15011	0	0.0371609067261241	0	0	0.185804533630621	0	0.780379041248606	0	0	0	0	0.0371609067261241	0	0	0	85.8416945373467	0.668896321070234	0	0	9.58751393534002	0	0	0.0371609067261241	0	0	0	2.19249349684132	0.0371609067261241	0	0	0	0.0743218134522482	0.0743218134522482	0.408769973987365	0	0	0.0371609067261241	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	164	"AWI"	164	14459	15723	15132	0	0.040453074433657	0	0	0.161812297734628	0	0.566343042071197	0.161812297734628	0	0	0	0	0	0	0	88.915857605178	0.323624595469256	0	0	6.43203883495146	0	0	0	0	0	0	2.87216828478964	0	0	0	0	0	0.0809061488673139	0.323624595469256	0	0	0.121359223300971	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	166	"AWI"	166	14530	15791	15255	0	0	0	0	0	0	0.257400257400257	0.128700128700129	0	0	0	0	0	0	0	91.6344916344916	0.128700128700129	0	0	5.14800514800515	0	0	0	0	0	0	2.18790218790219	0	0	0	0	0.128700128700129	0.128700128700129	0.128700128700129	0	0	0.128700128700129	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	168	"AWI"	168	14597	15877	15386	0	0.24330900243309	0	0	0.851581508515815	0	0.364963503649635	0.121654501216545	0	0	0	0	0	0	0	92.8223844282238	0.121654501216545	0	0	0.851581508515815	0	0	0	0	0	0	4.25790754257908	0	0.121654501216545	0	0	0	0	0	0.121654501216545	0	0.121654501216545	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	170	"AWI"	170	14649	16009	15506	0	0	0	0	0.72992700729927	0	0.48661800486618	0	0	0	0	0	0	0	0	96.2287104622871	0	0.121654501216545	0	0.364963503649635	0	0	0	0	0	0	1.82481751824817	0	0	0	0	0	0	0.24330900243309	0	0	0	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	174	"AWI"	174	14805	16208	15651	0	0	0	0	1.66666666666667	0	0.666666666666667	0	0	0	0	0	0	0	0	89.3333333333333	0.333333333333333	0.333333333333333	0	0.666666666666667	0	0	0	0	0	0	6.33333333333333	0	0	0	0	0.333333333333333	0	0.333333333333333	0	0	0	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	178	"AWI"	178	14920	16465	15768	0	0	0	0	3.42465753424658	0	0	1.36986301369863	0	0	0	0	0	0	0	92.4657534246575	0	0	0	0	0	0	0	0	0	0	2.73972602739726	0	0	0	0	0	0	0	0	0	0	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	182	"AWI"	182	15028	16819	15880	0	0.911854103343465	0	0	2.43161094224924	0	0.303951367781155	0	0	0	0	0	0	0	0	87.5379939209726	0.303951367781155	0	0	0.60790273556231	0	0	0	0	0	0	7.29483282674772	0	0	0	0	0	0	0	0	0	0.60790273556231	0	0	0
