"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Aesculus"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Hypericaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Scrophulariaceae"	"Taxus"	"Tilia"	"Ulmus"	"Urticaceae"
14641	22971	"Sauborst"	50.27611	12.09944	80	"AWI"	80	1785	3120	2465	100	1	0	38	1	4	0	2	0	110	1	0	0	0	0	0	49	83	0	0	0	55	1	0	0	13	2	124	45	0	0	0	0	0	18	0	0	0	0	0	2	0	0	0	3	2	0
14641	22971	"Sauborst"	50.27611	12.09944	85	"AWI"	85	2114	3220	2608	70	0	0	31	0	5	0	4	0	54	1	0	0	0	1	0	26	293	0	0	0	37	2	0	0	3	1	138	50	0	0	0	0	0	14	0	0	0	0	1	1	0	0	0	0	1	0
14641	22971	"Sauborst"	50.27611	12.09944	90	"AWI"	90	2308	3371	2757	210	0	0	28	0	2	0	0	0	15	0	0	0	0	0	0	30	287	0	0	0	24	2	0	0	3	2	154	67	0	0	0	0	0	12	0	0	0	0	0	1	0	0	0	0	5	0
14641	22971	"Sauborst"	50.27611	12.09944	95	"AWI"	95	2564	3828	3071	150	1	0	40	0	2	0	0	0	38	0	0	0	0	3	0	33	425	0	0	0	23	3	0	0	0	0	179	55	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	4	1
14641	22971	"Sauborst"	50.27611	12.09944	100	"AWI"	100	2660	4594	3355	100	0	0	36	0	9	0	1	0	21	3	0	0	0	0	0	32	179	0	0	0	60	2	0	1	1	0	226	60	0	0	0	0	0	30	0	0	0	1	0	1	0	0	0	0	1	0
14641	22971	"Sauborst"	50.27611	12.09944	105	"AWI"	105	2875	4939	3720	95	1	0	22	0	5	0	0	0	24	1	0	0	0	2	0	23	121	0	0	0	36	2	0	0	0	1	230	67	0	0	0	1	0	27	0	0	0	0	0	3	0	0	0	0	0	0
14641	22971	"Sauborst"	50.27611	12.09944	110	"AWI"	110	3026	5610	4046	127	1	0	39	1	3	0	1	0	35	1	0	0	0	1	0	38	121	0	0	0	35	2	0	0	2	0	250	51	0	0	0	0	0	26	0	0	0	0	0	4	0	0	0	5	1	0
14641	22971	"Sauborst"	50.27611	12.09944	115	"AWI"	115	3353	5842	4436	54	0	0	38	0	1	0	1	0	42	2	0	0	0	0	0	31	22	0	0	0	61	3	0	0	0	0	240	45	0	0	0	0	0	26	0	0	0	0	0	3	0	0	0	5	5	0
14641	22971	"Sauborst"	50.27611	12.09944	120	"AWI"	120	3556	6312	4817	31	1	0	27	1	0	0	2	0	91	0	0	0	0	0	0	53	16	0	0	0	54	3	0	0	1	0	250	41	0	0	0	0	0	32	0	0	0	0	0	2	0	0	1	6	8	0
14641	22971	"Sauborst"	50.27611	12.09944	125	"AWI"	125	3914	6527	5200	9	0	0	91	0	1	0	2	0	81	1	0	0	0	0	0	84	2	0	0	0	30	1	0	0	0	0	250	43	0	0	0	0	0	28	0	0	0	0	0	3	0	0	0	8	9	1
14641	22971	"Sauborst"	50.27611	12.09944	130	"AWI"	130	4134	6905	5572	20	0	0	69	0	0	1	2	0	81	0	0	0	0	0	0	88	2	0	0	0	39	6	0	0	2	0	325	44	0	0	0	0	0	39	0	0	0	0	0	3	0	0	0	12	7	0
14641	22971	"Sauborst"	50.27611	12.09944	135	"AWI"	135	4566	7108	5951	15	0	0	91	0	0	0	2	0	70	0	0	0	0	0	0	127	8	0	0	0	37	3	0	0	2	0	222	47	0	0	0	0	0	33	0	0	0	2	0	3	0	0	0	6	6	0
14641	22971	"Sauborst"	50.27611	12.09944	140	"AWI"	140	4836	7446	6313	8	1	0	100	0	1	1	2	0	79	1	0	0	0	0	0	205	3	0	0	0	20	3	0	0	0	0	200	48	0	0	0	0	2	39	0	0	0	1	0	1	0	0	0	30	16	0
14641	22971	"Sauborst"	50.27611	12.09944	145	"AWI"	145	5408	7583	6680	1	1	0	87	0	0	2	3	0	151	2	0	0	0	0	0	233	4	0	0	0	2	7	0	0	0	0	123	54	0	0	0	0	2	41	0	0	0	0	0	6	2	0	0	29	16	0
14641	22971	"Sauborst"	50.27611	12.09944	150	"AWI"	150	5745	7855	7062	0	1	0	62	0	0	0	0	0	151	1	0	0	0	0	0	400	3	0	0	0	2	5	0	1	0	0	105	90	0	0	0	0	5	33	0	0	0	0	0	2	1	0	0	87	51	0
14641	22971	"Sauborst"	50.27611	12.09944	155	"AWI"	155	6475	7946	7360	0	1	0	52	0	1	0	0	0	125	0	0	0	0	2	0	291	7	0	0	0	1	1	0	0	1	0	40	150	0	0	0	1	2	27	0	0	0	2	2	12	2	0	0	56	40	1
14641	22971	"Sauborst"	50.27611	12.09944	160	"AWI"	160	6900	8148	7700	0	1	0	41	0	2	1	4	0	102	0	1	0	0	1	0	357	11	0	0	0	3	2	0	0	1	0	63	250	0	0	0	0	1	38	0	0	0	2	0	17	1	0	0	56	51	0
14641	22971	"Sauborst"	50.27611	12.09944	165	"AWI"	165	7693	8331	8011	0	0	0	26	0	0	0	0	0	144	0	0	0	0	0	0	414	51	0	0	0	0	2	0	0	0	0	34	251	0	0	0	0	3	28	0	0	0	0	0	14	1	0	1	39	35	0
14641	22971	"Sauborst"	50.27611	12.09944	170	"AWI"	170	7882	9155	8330	0	1	0	24	0	0	1	1	0	148	0	0	0	0	0	0	487	95	0	0	0	2	1	0	0	0	0	21	300	0	0	0	0	0	20	0	0	0	2	0	5	0	0	0	29	29	1
14641	22971	"Sauborst"	50.27611	12.09944	175	"AWI"	175	8068	9757	8671	0	0	0	4	0	1	0	1	0	173	1	0	0	0	0	0	647	30	0	0	0	0	1	0	0	0	0	8	250	0	0	0	0	0	16	0	0	0	1	1	6	0	0	0	33	51	0
14641	22971	"Sauborst"	50.27611	12.09944	177.5	"AWI"	177.5	8110.5	10213	8824.5	0	0	0	0	0	0	0	2	0	75	0	0	0	0	0	0	300	121	0	0	0	0	0	0	0	1	0	2	402	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	13	1
