"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Montiaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
15894	24461	"Tourbière des Narses Mortes"	44.43333	3.6	50	"AWI"	50	2194	4123	3195	13	0	10	0	2	10	0	15	0	2	0	1	4	0	0	9	45	0	0	0	0	1	90	0	0	0	0	0	1	0	0	0	0	23	0	1	0	0	26	0	1	0	0	0	0	1	0	0	0
15894	24461	"Tourbière des Narses Mortes"	44.43333	3.6	55	"AWI"	55	2535	4393	3516	20	0	6	0	1	7	0	26	1	1	0	1	3	0	0	11	33	1	0	0	0	0	86	0	1	0	0	0	0	0	0	2	1	18	0	1	36	4	38	0	0	0	1	0	1	0	0	0	0
15894	24461	"Tourbière des Narses Mortes"	44.43333	3.6	60	"AWI"	60	2880	4636	3833	19	1	6	1	0	13	0	28	2	0	0	1	5	0	0	11	17	0	10	0	0	0	88	1	0	0	0	0	0	0	0	0	0	11	0	0	30	0	34	1	3	0	1	1	0	1	1	0	0
15894	24461	"Tourbière des Narses Mortes"	44.43333	3.6	65	"AWI"	65	3243	4857	4149	24	0	7	0	0	13	0	29	0	0	0	5	0	0	0	19	9	0	8	0	0	0	77	0	0	0	0	0	0	0	0	0	0	18	0	2	0	0	32	0	2	0	0	0	0	1	1	0	0
15894	24461	"Tourbière des Narses Mortes"	44.43333	3.6	70	"AWI"	70	3720	5101	4451	17	0	6	2	0	13	7	26	0	0	0	2	0	0	0	22	7	0	16	0	0	1	81	0	0	0	0	0	0	0	0	1	0	20	0	0	0	2	35	2	0	0	0	0	0	0	0	0	0
15894	24461	"Tourbière des Narses Mortes"	44.43333	3.6	72.2	"AWI"	72.2	4017.2	5173.2	4584	13	0	12	0	3	10	0	41	0	0	0	1	0	0	0	21	11	0	0	0	0	0	60	0	2	0	0	0	1	0	0	4	0	17	0	0	34	2	45	0	1	0	0	0	3	4	2	0	0
15894	24461	"Tourbière des Narses Mortes"	44.43333	3.6	75	"AWI"	75	4285	5304	4757	10	0	8	0	0	18	8	48	0	0	0	3	0	0	0	32	6	0	11	0	0	0	50	1	1	0	0	0	6	0	0	3	0	12	0	0	0	0	44	3	2	2	0	0	1	2	2	0	0
15894	24461	"Tourbière des Narses Mortes"	44.43333	3.6	77.2	"AWI"	77.2	4581.2	5447.2	4965.6	7	1	3	0	1	6	0	55	2	0	0	1	4	0	0	28	16	0	0	0	0	0	42	1	1	0	0	0	3	0	0	1	0	22	0	1	0	3	51	0	1	0	0	0	1	3	1	0	0
15894	24461	"Tourbière des Narses Mortes"	44.43333	3.6	80	"AWI"	80	4744	5836	5249	2	0	0	0	2	2	0	41	0	0	0	8	0	0	0	50	5	0	0	0	0	0	9	1	0	0	0	0	6	0	0	4	0	35	0	1	0	0	64	0	2	3	1	0	1	5	7	0	0
15894	24461	"Tourbière des Narses Mortes"	44.43333	3.6	82.2	"AWI"	82.2	5045.4	5964	5504.8	2	1	0	0	2	2	0	55	0	0	0	0	1	0	0	29	6	0	0	0	0	0	16	3	3	0	0	0	9	0	0	7	0	24	1	0	0	0	45	0	2	5	0	1	2	5	7	0	0
15894	24461	"Tourbière des Narses Mortes"	44.43333	3.6	85	"AWI"	85	5282	6254	5845	0	0	1	0	2	2	0	36	0	0	2	2	0	0	1	73	4	0	0	0	0	0	0	1	0	0	0	0	15	0	0	2	0	38	0	0	0	0	66	1	7	0	0	2	0	7	8	0	0
15894	24461	"Tourbière des Narses Mortes"	44.43333	3.6	87.2	"AWI"	87.2	5895.4	6439.2	6165.6	0	0	1	0	3	0	0	66	0	0	0	4	0	0	0	60	4	0	0	0	0	0	0	1	2	0	0	0	20	0	0	0	0	16	0	0	0	0	56	0	0	0	0	0	2	8	4	0	0
15894	24461	"Tourbière des Narses Mortes"	44.43333	3.6	90	"AWI"	90	6132	7218	6555	0	0	0	1	4	5	0	49	0	0	1	3	0	0	0	100	1	0	0	0	0	0	6	1	1	0	0	0	20	0	0	1	0	28	0	1	0	0	70	1	7	11	0	1	14	3	3	0	0
15894	24461	"Tourbière des Narses Mortes"	44.43333	3.6	92.2	"AWI"	92.2	6369	7605.6	6946	0	0	0	0	3	1	0	52	0	0	0	0	0	0	0	37	1	0	0	0	0	0	0	1	2	0	0	0	6	0	0	2	0	18	0	0	0	0	50	0	5	3	0	0	55	1	4	0	0
15894	24461	"Tourbière des Narses Mortes"	44.43333	3.6	95	"AWI"	95	6549	8472	7388	0	0	2	0	5	1	0	34	1	0	0	0	0	0	0	61	0	0	0	0	0	0	1	0	0	0	0	0	10	0	0	1	0	34	0	0	0	0	59	0	4	6	0	1	11	2	3	0	0
15894	24461	"Tourbière des Narses Mortes"	44.43333	3.6	97.2	"AWI"	97.2	6903.8	8643	7807.2	0	1	0	0	3	1	0	43	0	0	0	3	0	0	0	72	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	11	0	30	0	0	0	0	37	0	4	7	0	0	44	4	2	0	0
15894	24461	"Tourbière des Narses Mortes"	44.43333	3.6	100	"AWI"	100	7170	9039	8350	0	0	4	0	2	5	4	43	0	0	1	5	0	0	0	52	3	0	0	0	0	0	8	1	2	0	0	0	3	0	0	3	0	54	0	0	0	0	50	0	4	6	2	0	15	0	6	0	0
15894	24461	"Tourbière des Narses Mortes"	44.43333	3.6	102.2	"AWI"	102.2	8044.8	9115.6	8692.6	0	1	0	0	1	1	0	21	0	0	0	0	1	0	0	61	2	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	52	0	0	0	0	37	0	5	7	0	0	26	1	3	0	0
15894	24461	"Tourbière des Narses Mortes"	44.43333	3.6	105	"AWI"	105	8824	9407	9143	0	1	0	0	0	4	0	8	0	0	0	1	0	0	0	76	6	0	0	0	0	0	0	0	0	0	1	0	3	0	1	1	0	76	0	0	0	0	47	0	1	8	2	0	13	0	6	0	0
15894	24461	"Tourbière des Narses Mortes"	44.43333	3.6	107.2	"AWI"	107.2	9033	10189.4	9443.4	0	0	0	0	1	7	0	13	0	0	0	1	0	0	0	100	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	60	0	0	0	0	23	0	1	0	2	0	13	1	3	0	0
15894	24461	"Tourbière des Narses Mortes"	44.43333	3.6	110	"AWI"	110	9153	11497	9781	0	0	0	1	3	15	0	10	0	0	0	0	0	0	0	123	1	0	0	0	0	1	0	0	0	0	0	1	4	0	1	1	0	66	0	0	0	1	24	0	7	0	1	2	6	0	2	0	0
15894	24461	"Tourbière des Narses Mortes"	44.43333	3.6	115	"AWI"	115	9448	12787	10522	0	0	0	2	2	28	0	13	1	0	1	0	0	0	0	120	2	1	0	0	0	1	0	0	0	0	0	1	1	1	1	1	0	70	0	1	0	2	20	0	0	0	0	10	4	0	4	0	0
