"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Celastraceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Linaceae"	"Olea"	"Oleaceae"	"Ostrya.Carpinus"	"Phillyrea"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
335	342	"Selle di Carnino"	44.15	7.69444	90	"AWI"	90	552	1819	971	61	0	8	1	3	4	0	1	3	0	0	0	0	0	0	0	0	0	4	0	0	13	0	0	0	0	0	5	0	0	3	0	0	0	4	0	0	2	0	0	0	2	0	1	0	0	63	2	8	0	0	0	0	0	1	4	0	0	0	0	0	4	0
335	342	"Selle di Carnino"	44.15	7.69444	95	"AWI"	95	658	1946	1052	102	0	1	1	0	10	5	0	4	0	0	0	0	0	0	0	0	0	5	0	0	11	0	0	0	0	0	9	0	0	1	2	0	0	1	1	0	1	0	0	0	1	0	0	0	0	47	0	10	0	5	0	1	0	0	0	0	0	0	1	1	5	1
335	342	"Selle di Carnino"	44.15	7.69444	100	"AWI"	100	735	2106	1129	150	0	4	1	1	2	0	1	1	0	0	0	0	2	0	0	3	0	2	0	1	12	0	0	0	0	0	10	0	0	7	3	0	1	2	0	0	0	0	0	0	2	0	0	0	0	80	0	7	2	5	0	1	0	0	4	0	0	1	0	0	2	0
335	342	"Selle di Carnino"	44.15	7.69444	105	"AWI"	105	785	2303	1208	83	0	2	0	0	3	10	1	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	42	0	0	10	0	1	1	4	0	0	4	0	0	0	0	0	0	1	0	0	0	0	36	2	8	0	0	0	1	0	0	0	0	0	1	1	0	1	0
335	342	"Selle di Carnino"	44.15	7.69444	110	"AWI"	110	823	2534	1284	11	0	2	2	8	7	29	1	0	0	0	0	0	0	0	0	0	0	2	1	0	10	0	0	0	0	4	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	1	9	0	0	0	0	0	1	0	0	0	0	0	0	0	1
335	342	"Selle di Carnino"	44.15	7.69444	115	"AWI"	115	848	2756	1363	97	1	18	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	3	8	0	0	0	0	0	1	0	0	1	0	0	0	0	0
335	342	"Selle di Carnino"	44.15	7.69444	120	"AWI"	120	1106	3103	1771	200	5	8	0	2	1	0	4	0	0	0	0	0	0	0	0	0	0	11	0	1	74	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	1	23	2	0	0	0	0	0	0	0	0	0	3	1	0	1
335	342	"Selle di Carnino"	44.15	7.69444	125	"AWI"	125	1237	3640	2279	151	6	12	0	8	1	0	2	0	0	0	0	0	0	0	0	0	0	8	0	2	20	0	0	0	0	0	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	1	14	0	0	0	1	1	0	2
335	342	"Selle di Carnino"	44.15	7.69444	130	"AWI"	130	1336	4343	2756	180	5	11	0	8	0	0	2	0	0	0	0	0	0	0	0	0	0	10	0	0	7	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	56	0	0	0	0	0	10	0	0	1	0	0	0	7	1	0	0	0	0	0	0
335	342	"Selle di Carnino"	44.15	7.69444	135	"AWI"	135	1425	5190	3211	260	3	9	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	80	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	1	0	1	0	0	2	3	0	0
335	342	"Selle di Carnino"	44.15	7.69444	140	"AWI"	140	1502	6137	3661	130	6	10	0	7	1	0	8	0	0	0	0	0	0	0	0	0	0	16	0	0	45	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	14	0	5	1	0	0	0	2	3	0	0	4	8	0	0
335	342	"Selle di Carnino"	44.15	7.69444	145	"AWI"	145	1565	7100	4114	111	6	10	0	11	5	0	17	0	0	7	0	0	0	0	1	0	0	7	0	0	54	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	13	0	1	0	0	3	7	0	0	3	6	0	1
335	342	"Selle di Carnino"	44.15	7.69444	150	"AWI"	150	2389	7214	4527	107	3	6	0	8	1	10	5	0	0	0	0	0	0	0	1	0	0	15	0	0	37	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	13	0	8	0	0	0	0	5	2	0	0	5	4	0	0
335	342	"Selle di Carnino"	44.15	7.69444	155	"AWI"	155	3129	7318	4974	82	6	18	0	7	4	11	7	0	0	0	0	0	0	0	0	0	0	25	0	0	53	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	19	0	8	0	2	0	0	3	5	0	1	4	12	0	1
335	342	"Selle di Carnino"	44.15	7.69444	160	"AWI"	160	3758	7464	5408	35	6	10	1	5	1	0	5	1	0	0	0	0	0	0	1	0	0	21	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	9	0	0	0	0	2	1	0	2	7	12	0	0
335	342	"Selle di Carnino"	44.15	7.69444	165	"AWI"	165	4281	7648	5905	72	6	12	0	0	0	0	9	2	0	0	0	0	0	0	0	0	0	15	0	0	51	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	9	0	0	0	0	2	3	0	1	4	7	0	0
335	342	"Selle di Carnino"	44.15	7.69444	170	"AWI"	170	4617	7849	6409	81	5	7	0	9	1	0	13	0	0	0	0	0	0	0	0	0	0	24	0	0	47	0	0	0	0	3	0	2	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	25	0	10	0	0	0	0	5	3	2	2	5	6	0	0
335	342	"Selle di Carnino"	44.15	7.69444	180	"AWI"	180	5992	8217	7293	33	1	3	0	3	1	0	6	1	0	0	0	0	0	0	0	0	0	13	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	1	6	0	0	0	0	0	2	0	0	2	4	0	0
335	342	"Selle di Carnino"	44.15	7.69444	185	"AWI"	185	6907	8295	7696	21	0	4	0	1	1	0	4	0	0	0	0	0	0	0	0	0	0	8	0	0	14	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	1	0	1	0	2	2	0	0
335	342	"Selle di Carnino"	44.15	7.69444	187	"AWI"	187	7264	8353	7851	57	2	7	0	2	0	0	12	0	0	0	0	0	0	0	0	0	0	17	0	0	19	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	20	0	9	0	0	0	0	3	4	2	1	2	3	1	1
335	342	"Selle di Carnino"	44.15	7.69444	190	"AWI"	190	7712	8483	8088	79	3	7	0	12	2	0	10	0	0	0	0	0	0	0	0	0	0	15	0	0	22	0	0	0	0	1	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	11	0	0	0	0	2	3	0	2	4	9	0	0
335	342	"Selle di Carnino"	44.15	7.69444	255	"AWI"	255	11167	12166	11710	0	0	1	1	0	16	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	1	0	0	0	0	0	0	3	0	4	0	0	0	0	0	2	1	0	0	0	1	0
335	342	"Selle di Carnino"	44.15	7.69444	260	"AWI"	260	11296	12551	11963	2	1	1	4	4	60	0	4	1	0	0	0	0	0	1	0	0	0	1	0	0	20	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	1	0	0	0	1	22	0	5	0	8	0	0	0	0	0	0	0	0	1	1	1	0
335	342	"Selle di Carnino"	44.15	7.69444	262	"AWI"	262	11350	12650	12030	2	0	0	7	4	56	0	5	0	0	0	0	0	0	0	0	0	0	1	0	4	20	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	1	2	0	1	1	0	1	0
335	342	"Selle di Carnino"	44.15	7.69444	265	"AWI"	265	11450	12671	12079	0	0	0	3	4	32	0	4	1	0	0	0	0	0	1	0	0	0	1	0	2	17	0	5	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0
335	342	"Selle di Carnino"	44.15	7.69444	267	"AWI"	267	11501	12686	12121	0	1	0	5	2	20	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	1	0	0	0
335	342	"Selle di Carnino"	44.15	7.69444	270	"AWI"	270	11579	12717	12175	0	0	0	0	1	26	0	3	1	0	0	0	0	0	0	0	0	0	0	0	2	19	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	1	0	0	0	0	34	0	8	0	0	0	0	0	0	1	0	2	0	2	2	0	0
335	342	"Selle di Carnino"	44.15	7.69444	272	"AWI"	272	11619	12741	12211	0	0	0	5	1	41	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	1	1	0	1	0	0	0
335	342	"Selle di Carnino"	44.15	7.69444	275	"AWI"	275	11695	12795	12275	0	0	1	6	3	46	0	4	1	0	0	0	0	1	0	0	0	0	0	0	5	10	0	0	0	0	1	0	1	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	2	0	0	0
335	342	"Selle di Carnino"	44.15	7.69444	276	"AWI"	276	11713	12820	12296	18	0	0	0	2	21	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4	18	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	5	0	11	0	0	0	0	1	0	1	0	1	1	0	0
335	342	"Selle di Carnino"	44.15	7.69444	280	"AWI"	280	11782	12920	12383	2	0	1	2	1	28	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	14	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	1	8	0	0	0	0	0	0	0	0	0	0	3	0	0	0
335	342	"Selle di Carnino"	44.15	7.69444	285	"AWI"	285	11854	13080	12495	0	0	0	5	1	31	8	1	0	0	0	0	0	0	1	0	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
335	342	"Selle di Carnino"	44.15	7.69444	290	"AWI"	290	11897	13268	12594	0	0	0	1	1	12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0
335	342	"Selle di Carnino"	44.15	7.69444	300	"AWI"	300	12146	13357	12717	30	0	1	6	1	52	0	9	0	0	0	0	0	0	0	0	0	0	4	0	0	33	0	0	0	0	0	1	0	0	0	0	0	1	0	8	0	0	0	0	1	0	0	0	0	0	0	1	9	0	5	0	1	0	0	3	0	0	1	1	1	0	0
335	342	"Selle di Carnino"	44.15	7.69444	310	"AWI"	310	12307	13481	12840	5	0	0	2	1	36	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	8	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	2	0	0	0
335	342	"Selle di Carnino"	44.15	7.69444	315	"AWI"	315	12366	13574	12908	3	0	1	6	1	60	0	5	0	0	0	0	0	0	2	0	0	0	4	0	5	18	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	2	0	2	0	5	0	0	0
335	342	"Selle di Carnino"	44.15	7.69444	320	"AWI"	320	12446	13673	12986	2	0	0	3	1	59	0	1	2	0	0	0	0	0	0	0	0	0	0	0	3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	6	0	1	0	0	0
335	342	"Selle di Carnino"	44.15	7.69444	325	"AWI"	325	12612	13766	13114	0	0	0	1	0	15	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	2	0	0	0
335	342	"Selle di Carnino"	44.15	7.69444	330	"AWI"	330	12716	13880	13255	0	0	0	1	2	24	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	3	0	0	0	3	1	0	0
335	342	"Selle di Carnino"	44.15	7.69444	335	"AWI"	335	12799	14030	13391	0	0	0	2	0	12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	1	0	1	2	0	0
335	342	"Selle di Carnino"	44.15	7.69444	340	"AWI"	340	12862	14224	13518	0	0	3	3	3	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	1	0	0
335	342	"Selle di Carnino"	44.15	7.69444	345	"AWI"	345	12900	14470	13637	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
335	342	"Selle di Carnino"	44.15	7.69444	350	"AWI"	350	13015	14650	13765	2	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	1	0	0	0	0	0	0
335	342	"Selle di Carnino"	44.15	7.69444	355	"AWI"	355	13245	14710	13906	0	0	1	1	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	2	0	0	0
335	342	"Selle di Carnino"	44.15	7.69444	360	"AWI"	360	13437	14781	14044	1	0	0	1	0	11	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0
335	342	"Selle di Carnino"	44.15	7.69444	365	"AWI"	365	13588	14859	14188	3	0	0	0	0	33	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	1	0	0	0	1	0	0	0
335	342	"Selle di Carnino"	44.15	7.69444	370	"AWI"	370	13708	14979	14332	0	0	1	3	1	52	0	3	2	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	1	1	0	0
335	342	"Selle di Carnino"	44.15	7.69444	375	"AWI"	375	13795	15152	14475	1	0	1	17	7	191	0	6	1	0	0	0	0	0	1	0	0	0	1	0	5	3	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	4	0	1	0	0	0	0	0
335	342	"Selle di Carnino"	44.15	7.69444	380	"AWI"	380	13995	15347	14654	0	0	0	19	5	250	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	4	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
335	342	"Selle di Carnino"	44.15	7.69444	390	"AWI"	390	14246	16240	15044	0	0	0	17	2	185	0	3	3	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0
335	342	"Selle di Carnino"	44.15	7.69444	395	"AWI"	395	14316	16840	15213	0	0	0	20	1	200	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	1	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
335	342	"Selle di Carnino"	44.15	7.69444	400	"AWI"	400	14387	17458	15378	2	0	0	15	0	150	0	1	0	0	0	0	0	0	1	0	0	0	0	0	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	5	2	0	0	0	0	0	0	0
335	342	"Selle di Carnino"	44.15	7.69444	405	"AWI"	405	14436	18096	15541	3	0	2	11	1	190	0	0	2	0	0	0	0	0	0	0	0	0	1	0	6	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	2	0	0	0	0	0
335	342	"Selle di Carnino"	44.15	7.69444	410	"AWI"	410	14583	18402	15753	3	0	1	29	4	200	0	7	0	0	0	0	0	0	0	0	0	0	0	0	17	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	4	0	0	0	0	0
335	342	"Selle di Carnino"	44.15	7.69444	415	"AWI"	415	14711	18682	15981	1	0	0	32	3	200	0	1	0	0	0	0	0	0	4	0	0	0	0	0	19	3	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0
335	342	"Selle di Carnino"	44.15	7.69444	420	"AWI"	420	14816	19040	16207	0	0	1	20	4	130	0	4	1	0	0	0	0	0	0	0	0	0	1	0	7	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
335	342	"Selle di Carnino"	44.15	7.69444	425	"AWI"	425	14888	19535	16419	0	0	0	20	0	150	0	3	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	6	0	0	0	0	0	0	0	0
335	342	"Selle di Carnino"	44.15	7.69444	430	"AWI"	430	14946	19989	16615	0	0	0	32	3	205	0	1	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	7	0	1	0	0	0
335	342	"Selle di Carnino"	44.15	7.69444	435	"AWI"	435	14991	20541	16819	0	0	0	11	0	125	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
