"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Celastraceae"	"Cistaceae"	"Coriariaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Gentianaceae"	"Geraniaceae"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Lythraceae"	"Olea"	"Onagraceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
14600	22887	"Tourbière de Champlong"	45.824862	7.644858	215	"AWI"	215	8513	9257	8915	7	0	6	0	1	5	0	17	3	1	0	0	0	0	0	0	0	0	3	0	17	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	2	351	0	0	0	0	0	1	2	5	0	0	0	5	0	1	3	0	1	1	0
14600	22887	"Tourbière de Champlong"	45.824862	7.644858	220	"AWI"	220	8733	9416	9101	5	0	0	0	6	2	0	11	0	1	0	0	0	0	0	0	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	338	0	0	0	0	0	2	0	2	0	0	2	1	1	1	2	0	1	1	0
14600	22887	"Tourbière de Champlong"	45.824862	7.644858	225	"AWI"	225	8832	9579	9228	3	0	0	0	7	6	0	11	2	1	0	0	0	0	0	0	0	0	5	0	2	1	0	0	0	0	0	0	0	1	0	18	0	0	0	0	0	0	0	304	0	0	0	0	0	4	0	2	0	0	0	1	0	0	0	1	0	4	0
14600	22887	"Tourbière de Champlong"	45.824862	7.644858	230	"AWI"	230	8894	9834	9355	2	0	0	0	5	3	0	7	1	0	0	0	0	0	0	0	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	334	0	0	0	0	0	1	0	2	0	0	4	0	0	1	0	1	2	8	0
14600	22887	"Tourbière de Champlong"	45.824862	7.644858	235	"AWI"	235	9025	10017	9489	2	0	0	0	2	3	0	7	1	2	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	1	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	3	0	0	1	0	0	4	6	0
14600	22887	"Tourbière de Champlong"	45.824862	7.644858	240	"AWI"	240	9185	10105	9642	2	1	0	0	2	3	0	21	0	0	0	0	0	0	0	0	0	0	6	0	3	0	0	0	0	0	0	0	0	1	1	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	1	3	3	0
14600	22887	"Tourbière de Champlong"	45.824862	7.644858	245	"AWI"	245	9289	10242	9795	1	1	0	0	2	16	0	5	1	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	1	1	0	0	1	12	0
14600	22887	"Tourbière de Champlong"	45.824862	7.644858	250	"AWI"	250	9434	10344	9902	0	0	2	1	3	25	0	21	0	1	0	0	0	0	0	0	0	0	1	0	15	1	1	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	7	0	0	0	0	2	0	5	0	0	8	0	0	0	0	0	0	6	0
14600	22887	"Tourbière de Champlong"	45.824862	7.644858	260	"AWI"	260	9682	10464	10111	0	0	0	3	3	51	19	3	0	0	0	0	0	1	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	2	3	0	0	0
14600	22887	"Tourbière de Champlong"	45.824862	7.644858	270	"AWI"	270	9813	10668	10256	0	0	0	3	4	51	0	4	1	1	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	2	0	0	0	0	2	0	1	0
14600	22887	"Tourbière de Champlong"	45.824862	7.644858	275	"AWI"	275	9859	10818	10317	0	0	4	5	5	83	0	6	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	4	1	1	1	4	0	0	0	0
14600	22887	"Tourbière de Champlong"	45.824862	7.644858	285	"AWI"	285	9990	10986	10458	0	0	0	4	6	48	0	3	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	1	0	4	0	0	0	0
14600	22887	"Tourbière de Champlong"	45.824862	7.644858	290	"AWI"	290	10035	11119	10528	0	0	0	6	3	53	0	4	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	2	1	0	1	0	3	0	0	0	0
14600	22887	"Tourbière de Champlong"	45.824862	7.644858	295	"AWI"	295	10107	11188	10604	0	0	3	7	7	177	26	13	0	0	0	0	0	1	0	0	0	0	0	0	10	0	4	0	0	0	0	0	1	2	0	0	0	0	0	2	0	0	0	362	0	0	0	0	0	1	0	9	0	2	3	0	2	0	4	2	0	0	0
14600	22887	"Tourbière de Champlong"	45.824862	7.644858	305	"AWI"	305	10209	11384	10750	0	0	0	7	7	82	0	9	0	0	0	0	0	0	0	0	0	0	2	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9	0	1	2	0	1	3	4	1	0	1	0
14600	22887	"Tourbière de Champlong"	45.824862	7.644858	310	"AWI"	310	10270	11453	10825	0	0	0	7	2	88	22	3	0	0	0	0	0	1	0	2	0	0	0	1	9	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	0	2	2	0	2	1	6	0	0	0	0
14600	22887	"Tourbière de Champlong"	45.824862	7.644858	315	"AWI"	315	10325	11530	10895	0	0	2	4	7	46	8	4	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	2	0	0	1	0
14600	22887	"Tourbière de Champlong"	45.824862	7.644858	320	"AWI"	320	10378	11630	10967	0	0	0	8	2	80	21	3	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	1	0	0	1	1	5	0	0	0	0
14600	22887	"Tourbière de Champlong"	45.824862	7.644858	330	"AWI"	330	10516	11781	11120	0	0	0	1	0	57	0	4	0	1	0	0	0	0	0	0	0	0	0	0	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	1	0	1	2	0	0	0	0
14600	22887	"Tourbière de Champlong"	45.824862	7.644858	340	"AWI"	340	10636	11939	11259	1	0	0	2	2	20	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0
14600	22887	"Tourbière de Champlong"	45.824862	7.644858	345	"AWI"	345	10697	12013	11333	0	0	0	6	4	81	19	6	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	1	0	6	0	2	1	0	1	0	5	0	0	1	0
14600	22887	"Tourbière de Champlong"	45.824862	7.644858	350	"AWI"	350	10753	12097	11410	1	0	0	2	2	55	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	1	0	9	0	1	0	0	1	0	4	1	0	1	0
14600	22887	"Tourbière de Champlong"	45.824862	7.644858	355	"AWI"	355	10846	12152	11484	0	0	0	6	5	110	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	1	1	0	0	0	3	0	0	1	0
14600	22887	"Tourbière de Champlong"	45.824862	7.644858	365	"AWI"	365	10966	12328	11628	0	0	0	6	3	50	0	4	0	0	0	0	0	0	0	1	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	2	0	2	0	0	1	0	2	1	0	0	0
14600	22887	"Tourbière de Champlong"	45.824862	7.644858	370	"AWI"	370	11037	12389	11703	0	0	0	3	3	74	0	5	0	0	0	0	0	0	0	2	0	0	0	0	2	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	2	1	0	0	0	2	0	0	0	0
14600	22887	"Tourbière de Champlong"	45.824862	7.644858	375	"AWI"	375	11101	12469	11782	2	0	0	4	4	72	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	181	0	0	0	0	0	0	0	7	0	0	3	0	1	0	0	0	0	0	0
14600	22887	"Tourbière de Champlong"	45.824862	7.644858	380	"AWI"	380	11170	12549	11858	0	0	0	3	4	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	1	0	0	0	0	1	0	0	0	0
14600	22887	"Tourbière de Champlong"	45.824862	7.644858	385	"AWI"	385	11237	12612	11930	0	0	0	6	3	63	11	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	0	1	3	0	0	0	3	0	0	0	0
14600	22887	"Tourbière de Champlong"	45.824862	7.644858	395	"AWI"	395	11391	12764	12071	1	0	0	8	10	134	0	8	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	548	0	0	0	2	0	0	0	10	0	0	2	0	8	0	4	4	0	1	0
14600	22887	"Tourbière de Champlong"	45.824862	7.644858	400	"AWI"	400	11477	12830	12145	1	1	0	4	6	67	0	4	0	0	0	0	0	0	0	0	0	1	2	0	2	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	198	0	0	0	2	0	0	0	8	0	4	3	0	6	0	1	2	0	1	0
14600	22887	"Tourbière de Champlong"	45.824862	7.644858	405	"AWI"	405	11538	12904	12222	0	0	0	3	10	76	18	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	3	1	2	0	0	2	0
14600	22887	"Tourbière de Champlong"	45.824862	7.644858	420	"AWI"	420	11789	13097	12445	0	0	0	1	1	44	0	3	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	1	0	4	0	2	0	1	0	0
14600	22887	"Tourbière de Champlong"	45.824862	7.644858	430	"AWI"	430	11966	13225	12599	0	0	2	2	5	43	0	9	1	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	7	0	0	0	6	0	0	0	0
14600	22887	"Tourbière de Champlong"	45.824862	7.644858	435	"AWI"	435	12032	13314	12673	0	0	0	5	1	50	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	3	0	0	1	0
14600	22887	"Tourbière de Champlong"	45.824862	7.644858	440	"AWI"	440	12160	13363	12742	0	0	3	0	2	56	0	5	0	0	0	0	0	0	0	0	0	0	2	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	1	0	0
14600	22887	"Tourbière de Champlong"	45.824862	7.644858	445	"AWI"	445	12255	13410	12811	1	0	0	0	4	16	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	1	1	0	0	0	1	3	0	0	0
14600	22887	"Tourbière de Champlong"	45.824862	7.644858	450	"AWI"	450	12329	13483	12889	0	0	0	2	3	45	5	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	2	0	1	1	1	1	0	0	0
