"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Grossulariaceae"	"Hypericaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Lamiaceae"	"Ligustrum"	"Lythraceae"	"Myrica"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Verbenaceae"	"Viburnum"	"Vitaceae"
3248	4216	"Logné"	47.32833	-1.50111	95	"AWI"	95	658	1023	832	0	0	28	0	2	0	0	0	22	0	2	0	0	1	0	0	0	0	0	0	21	0	60	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	11	0	0	2	0	1	0	50	0	0	0	0	115	0	0	0	0	1	0	7	0	0	0	1	0	0	0	5	0	0	0
3248	4216	"Logné"	47.32833	-1.50111	100	"AWI"	100	689	1239	960	0	0	19	0	0	0	1	0	21	0	0	0	0	0	0	0	0	0	0	0	34	0	42	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	1	0	0	0	0	0	1	141	2	0	0	0	0	0	0	0	0	0	1	1	1	0	3	0	0	0
3248	4216	"Logné"	47.32833	-1.50111	105	"AWI"	105	711	1467	1084	0	12	23	3	0	0	0	0	13	0	2	0	1	1	0	0	1	0	0	0	0	0	28	6	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	13	0	0	0	0	0	0	0	0	0	0	0	121	0	0	2	0	1	0	12	0	0	0	4	0	0	0	0	0	0	0
3248	4216	"Logné"	47.32833	-1.50111	110	"AWI"	110	734	1699	1209	0	0	4	2	2	0	0	0	5	0	0	0	2	1	0	0	0	0	0	0	8	0	93	0	0	0	0	10	0	0	0	0	0	0	0	0	1	0	2	2	0	0	0	0	1	0	120	0	0	0	0	45	2	4	1	0	0	0	1	0	0	0	1	1	0	0	3	0	0	0
3248	4216	"Logné"	47.32833	-1.50111	115	"AWI"	115	758	1928	1333	0	0	5	1	1	0	1	0	9	0	0	0	1	2	0	0	2	0	0	0	10	0	22	77	0	0	0	2	0	0	0	1	0	0	0	3	0	0	0	23	0	0	1	0	1	0	71	0	1	0	0	70	3	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
3248	4216	"Logné"	47.32833	-1.50111	120	"AWI"	120	870	2063	1455	0	0	13	2	1	0	4	0	3	0	0	0	1	2	0	0	0	0	0	0	3	0	90	0	0	0	0	6	1	0	0	1	0	0	0	2	0	2	2	4	0	0	1	0	2	0	103	0	0	0	0	79	0	2	0	0	0	0	2	0	0	0	1	0	0	1	2	0	0	0
3248	4216	"Logné"	47.32833	-1.50111	125	"AWI"	125	1082	2095	1575	0	0	7	2	1	1	2	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	87	0	0	0	0	8	0	0	0	0	0	0	0	0	0	1	2	6	0	0	0	0	2	0	82	0	0	0	0	32	1	2	0	0	0	0	3	0	0	0	1	0	1	1	2	1	0	0
3248	4216	"Logné"	47.32833	-1.50111	130	"AWI"	130	1277	2127	1693	0	0	3	2	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	12	1	74	0	0	0	0	8	1	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	1	0	108	0	0	0	0	45	0	0	1	0	0	0	2	0	0	0	3	0	2	0	1	0	0	0
3248	4216	"Logné"	47.32833	-1.50111	135	"AWI"	135	1438	2164	1815	0	0	12	2	0	0	3	0	3	0	2	0	0	0	0	1	0	0	0	0	6	0	90	0	0	0	0	8	1	0	0	0	0	0	0	0	3	0	3	3	0	0	1	0	1	0	131	0	1	0	1	44	2	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
3248	4216	"Logné"	47.32833	-1.50111	140	"AWI"	140	1582	2212	1942	0	0	9	2	1	0	2	0	4	0	1	0	2	0	0	0	0	0	0	0	6	0	115	0	0	0	0	8	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	98	0	0	0	0	39	2	1	0	0	0	0	3	0	0	0	0	1	1	0	0	0	0	0
3248	4216	"Logné"	47.32833	-1.50111	145	"AWI"	145	1698	2286	2076	0	1	13	1	2	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	12	0	105	0	0	0	0	8	0	0	0	0	0	0	0	0	2	0	2	6	0	0	0	0	1	0	77	0	0	0	1	67	0	1	0	0	0	0	3	0	0	0	1	0	1	0	0	0	0	0
3248	4216	"Logné"	47.32833	-1.50111	150	"AWI"	150	1766	2341	2148	0	0	24	2	1	1	3	0	10	0	0	0	1	0	0	0	2	0	0	0	30	0	34	0	0	0	0	42	2	0	0	0	0	1	1	0	0	0	2	3	0	0	1	0	2	0	61	0	0	0	0	100	2	2	2	0	0	0	7	0	0	0	1	0	3	0	3	0	0	0
3248	4216	"Logné"	47.32833	-1.50111	155	"AWI"	155	1808	2367	2178	0	0	30	2	0	1	0	0	13	1	0	0	0	0	0	1	0	0	0	0	22	0	34	0	0	0	0	35	5	0	0	1	0	0	0	0	0	1	0	9	0	0	2	0	2	0	34	0	0	0	0	157	0	2	0	0	0	0	7	0	0	0	0	0	1	0	2	0	0	0
3248	4216	"Logné"	47.32833	-1.50111	160	"AWI"	160	1845	2413	2207	0	0	24	2	1	2	1	0	13	0	1	0	0	0	0	0	1	0	0	0	27	0	31	0	0	0	0	24	4	0	0	0	0	0	0	0	0	0	2	19	0	0	0	0	2	0	46	0	0	0	0	132	0	0	1	0	0	0	4	0	0	0	0	0	1	0	3	0	0	0
3248	4216	"Logné"	47.32833	-1.50111	165	"AWI"	165	1866	2471	2235	0	0	21	2	1	2	1	0	5	0	2	0	0	0	0	1	0	0	0	0	27	0	81	6	0	0	0	9	4	0	0	0	0	1	0	0	2	0	4	0	0	0	0	0	2	0	0	0	0	0	2	118	2	3	2	0	1	0	2	0	0	0	0	3	2	1	3	0	1	0
3248	4216	"Logné"	47.32833	-1.50111	170	"AWI"	170	1892	2531	2263	0	0	17	2	2	2	3	0	10	0	8	0	2	0	0	2	0	0	0	0	8	0	55	15	0	0	0	6	0	0	0	0	0	0	0	0	4	0	4	1	0	0	0	0	4	0	130	0	0	0	1	56	0	3	2	0	0	0	2	0	0	0	0	0	3	4	3	0	0	0
3248	4216	"Logné"	47.32833	-1.50111	175	"AWI"	175	1914	2603	2291	0	0	30	3	1	2	2	0	3	1	5	0	1	0	0	1	0	0	0	0	14	0	74	16	0	0	0	3	0	0	0	0	0	0	0	0	3	0	3	2	0	0	0	0	2	0	126	0	0	0	0	42	2	3	2	0	0	0	3	0	0	0	4	0	2	2	2	0	0	0
3248	4216	"Logné"	47.32833	-1.50111	180	"AWI"	180	1944	2642	2318	0	0	38	3	1	2	3	0	10	0	12	0	1	0	0	1	0	0	0	0	6	1	45	0	0	0	0	5	1	0	0	0	0	1	0	0	2	0	3	0	0	0	0	0	3	0	99	0	0	0	0	58	0	3	3	0	2	0	3	0	0	0	1	2	2	2	2	0	0	0
3248	4216	"Logné"	47.32833	-1.50111	190	"AWI"	190	2014	2704	2372	0	0	61	2	3	0	2	0	7	0	1	0	2	0	0	1	0	0	0	0	28	0	21	0	0	0	0	11	0	0	0	0	0	2	0	0	2	0	2	2	0	0	0	0	2	0	0	0	0	0	1	42	2	4	4	0	0	0	6	0	0	0	1	0	0	4	1	0	0	0
3248	4216	"Logné"	47.32833	-1.50111	195	"AWI"	195	2039	2740	2398	0	1	72	2	2	4	3	0	4	0	0	0	0	0	0	0	0	0	0	0	10	0	16	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	62	0	0	13	0	0	0	38	0	0	0	0	1	2	3	0	0	0	0
3248	4216	"Logné"	47.32833	-1.50111	205	"AWI"	205	2081	2823	2450	0	0	159	3	2	1	2	0	2	0	0	0	0	1	0	2	0	0	0	0	3	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	10	0	0	0	0	2	0	0	0	0	0	0	49	0	1	23	0	0	0	14	0	0	0	0	0	0	3	2	0	2	2
3248	4216	"Logné"	47.32833	-1.50111	215	"AWI"	215	2144	2867	2508	0	0	174	3	0	1	2	0	4	0	0	0	0	1	0	1	0	0	0	0	24	0	13	0	0	0	0	3	2	0	0	0	0	0	0	0	1	0	2	2	0	0	0	0	3	0	0	0	0	0	1	61	0	3	13	0	0	0	18	0	0	0	1	1	0	4	4	0	2	0
3248	4216	"Logné"	47.32833	-1.50111	225	"AWI"	225	2193	2920	2565	0	1	145	2	1	4	1	0	3	0	0	0	1	0	0	0	0	0	0	0	21	0	11	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	40	0	1	11	0	0	0	22	0	0	0	0	0	0	5	2	0	0	0
3248	4216	"Logné"	47.32833	-1.50111	235	"AWI"	235	2232	3006	2621	0	0	145	2	2	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	12	0	7	0	1	0	0	1	4	0	0	0	0	1	1	0	1	0	0	4	0	0	0	0	3	0	0	0	0	0	0	74	3	2	6	0	0	0	41	0	0	0	0	0	2	4	2	0	0	0
3248	4216	"Logné"	47.32833	-1.50111	240	"AWI"	240	2269	3026	2651	0	0	165	1	0	4	1	0	3	0	0	0	0	0	0	0	0	0	0	0	10	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	79	0	0	8	0	0	0	80	0	0	0	1	0	2	5	2	0	0	0
3248	4216	"Logné"	47.32833	-1.50111	250	"AWI"	250	2338	3064	2709	0	2	119	1	0	2	1	0	3	0	0	0	0	0	0	0	0	0	0	0	19	0	12	0	0	0	0	2	4	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	1	0	0	0	0	0	0	82	0	2	10	0	0	0	71	0	0	0	1	0	2	4	0	0	0	0
3248	4216	"Logné"	47.32833	-1.50111	255	"AWI"	255	2363	3090	2737	0	0	115	0	1	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	22	0	12	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	2	0	0	0	0	6	1	99	1	0	24	0	0	0	68	0	0	0	5	0	0	5	3	0	1	0
3248	4216	"Logné"	47.32833	-1.50111	265	"AWI"	265	2401	3157	2796	0	1	240	1	2	3	2	0	5	0	0	0	0	0	0	0	0	0	0	0	12	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	3	0	0	0	0	0	0	66	1	0	3	0	0	0	22	0	0	0	0	0	0	3	2	0	0	0
3248	4216	"Logné"	47.32833	-1.50111	270	"AWI"	270	2446	3176	2823	1	0	230	2	3	2	1	0	4	0	1	0	0	0	0	0	0	0	0	0	5	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2	3	0	0	0	0	5	0	0	0	0	0	0	52	0	1	6	0	0	0	3	0	0	0	2	0	0	5	2	0	2	0
3248	4216	"Logné"	47.32833	-1.50111	280	"AWI"	280	2520	3211	2882	0	1	220	2	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	9	0	0	0	0	0	1	0	0	0	0	0	2	0	2	0	3	3	0	0	0	0	3	0	9	0	0	13	0	55	0	1	4	0	0	0	4	0	1	0	0	0	2	9	1	0	0	0
3248	4216	"Logné"	47.32833	-1.50111	285	"AWI"	285	2548	3235	2910	0	0	221	2	2	5	3	0	3	0	0	0	0	0	0	0	0	0	0	0	10	0	7	0	0	0	0	0	1	0	0	0	0	2	1	0	1	1	2	2	0	0	0	0	5	0	4	0	0	0	0	65	1	1	7	0	0	0	4	0	0	0	0	0	2	5	1	0	0	0
3248	4216	"Logné"	47.32833	-1.50111	295	"AWI"	295	2604	3293	2965	0	0	23	1	0	4	2	0	20	0	2	0	0	0	0	0	0	0	0	0	29	0	29	0	0	0	0	80	1	0	0	0	0	1	0	0	0	0	3	0	0	0	2	0	1	0	11	0	0	0	0	122	0	0	0	0	0	0	5	0	0	0	0	0	0	0	4	0	0	0
3248	4216	"Logné"	47.32833	-1.50111	300	"AWI"	300	2655	3305	2993	0	0	19	2	1	2	1	0	15	0	0	0	1	1	0	0	0	0	0	0	55	0	33	3	0	0	0	47	4	0	0	0	0	3	0	0	1	1	3	6	0	0	2	0	4	0	0	0	0	0	0	126	2	0	3	0	0	0	3	0	0	0	0	0	2	1	3	0	0	0
3248	4216	"Logné"	47.32833	-1.50111	305	"AWI"	305	2686	3327	3021	0	0	24	5	1	2	3	0	23	0	2	0	0	0	0	2	0	0	0	0	15	0	48	0	2	0	0	31	1	0	0	0	0	2	0	0	0	0	6	22	0	0	1	0	2	0	0	0	0	0	0	135	0	1	2	0	0	0	3	0	0	0	1	1	2	0	1	0	0	0
3248	4216	"Logné"	47.32833	-1.50111	310	"AWI"	310	2726	3345	3048	0	0	25	2	1	3	1	0	16	0	1	0	1	0	0	0	0	0	0	0	22	0	66	0	0	0	0	13	2	0	0	0	0	0	0	0	2	0	5	3	0	0	0	0	2	0	72	0	0	0	0	81	2	0	2	0	0	0	3	0	0	0	1	2	2	0	3	0	0	0
3248	4216	"Logné"	47.32833	-1.50111	315	"AWI"	315	2764	3367	3077	0	0	22	2	2	0	3	0	2	0	1	0	1	0	0	0	0	0	0	0	5	0	62	0	0	0	0	9	1	0	0	0	0	1	0	0	2	2	3	2	0	0	2	0	2	0	121	0	0	0	0	75	1	2	2	0	0	0	3	0	0	0	2	0	4	2	2	0	0	0
3248	4216	"Logné"	47.32833	-1.50111	325	"AWI"	325	2832	3419	3134	0	0	58	5	3	0	3	0	12	0	2	0	0	0	0	1	0	0	0	0	25	0	58	0	0	0	0	15	0	0	0	0	0	0	0	0	1	0	1	10	0	0	0	0	2	0	62	0	0	0	1	73	2	1	3	0	1	0	4	0	0	0	0	0	1	4	2	0	0	0
3248	4216	"Logné"	47.32833	-1.50111	330	"AWI"	330	2909	3441	3168	0	1	53	2	1	2	2	0	6	0	1	0	0	0	0	3	0	0	0	0	17	0	23	0	0	0	0	6	0	0	0	0	0	0	0	0	2	0	2	2	0	0	0	0	3	0	168	0	0	0	0	52	2	2	2	0	0	0	4	0	0	0	3	0	3	2	2	0	0	0
3248	4216	"Logné"	47.32833	-1.50111	340	"AWI"	340	3016	3510	3241	0	0	46	2	2	2	3	0	8	0	2	0	0	0	0	0	0	0	0	0	8	0	11	0	0	0	0	3	0	0	0	0	0	1	0	0	2	0	3	3	0	0	0	0	2	0	0	0	0	0	1	69	0	2	8	0	0	0	11	0	0	0	0	0	2	4	2	0	0	0
3248	4216	"Logné"	47.32833	-1.50111	350	"AWI"	350	3076	3600	3317	0	0	190	3	2	3	5	0	4	1	2	0	0	0	0	2	0	0	0	0	20	0	7	0	0	0	0	3	2	0	0	0	0	0	1	1	3	0	2	0	0	0	0	0	3	0	16	0	0	0	2	54	2	7	29	0	0	0	21	0	0	0	1	1	3	5	3	0	1	2
3248	4216	"Logné"	47.32833	-1.50111	355	"AWI"	355	3128	3663	3373	0	0	127	2	0	2	2	0	3	0	0	0	2	0	0	0	0	0	0	0	15	0	12	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	2	33	0	0	0	0	4	0	0	0	0	0	0	66	0	5	9	0	0	0	26	0	0	0	1	0	0	8	4	0	2	0
3248	4216	"Logné"	47.32833	-1.50111	360	"AWI"	360	3193	3752	3458	0	1	153	2	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	17	0	0	0	0	3	5	0	1	0	0	3	0	0	2	0	0	3	0	0	0	0	4	0	0	0	0	0	0	97	3	5	13	0	0	0	13	0	0	0	0	0	2	3	4	0	0	0
3248	4216	"Logné"	47.32833	-1.50111	370	"AWI"	370	3264	4042	3624	0	0	84	1	1	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	24	0	12	0	0	0	0	1	3	0	0	0	0	1	2	0	2	0	2	3	0	0	0	0	3	0	0	0	0	0	0	139	0	1	5	0	0	0	52	0	0	0	0	0	4	10	2	0	0	0
3248	4216	"Logné"	47.32833	-1.50111	380	"AWI"	380	3313	4386	3791	0	0	94	0	2	3	2	0	10	0	1	0	0	0	0	0	0	0	0	0	9	0	22	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0	0	2	0	0	0	0	0	0	102	0	1	5	0	0	0	79	0	0	0	0	0	4	3	3	0	0	0
3248	4216	"Logné"	47.32833	-1.50111	390	"AWI"	390	3522	4522	3963	1	0	178	1	0	4	2	0	4	0	0	0	0	0	0	0	0	0	0	0	15	0	16	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	3	0	0	0	0	17	0	86	4	0	13	0	0	0	46	0	0	0	0	0	0	3	2	0	0	0
3248	4216	"Logné"	47.32833	-1.50111	395	"AWI"	395	3605	4563	4055	0	1	216	2	3	2	2	0	8	0	1	0	0	0	0	0	0	0	0	0	7	0	4	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	3	0	0	0	0	11	0	79	1	2	26	0	0	0	26	0	0	0	0	0	1	3	3	0	5	0
3248	4216	"Logné"	47.32833	-1.50111	405	"AWI"	405	3718	4675	4257	0	0	208	2	2	2	2	0	3	0	1	0	0	0	0	0	0	0	0	0	2	0	17	0	0	0	0	0	4	0	0	0	0	0	1	0	2	4	0	4	0	0	0	0	3	0	0	0	0	0	0	54	0	0	5	0	0	0	5	0	0	0	2	0	0	3	2	0	2	0
3248	4216	"Logné"	47.32833	-1.50111	415	"AWI"	415	3885	4817	4421	0	0	213	2	2	3	0	0	2	0	0	0	0	0	0	1	0	0	0	0	6	0	21	0	0	0	0	2	0	0	0	0	0	0	1	0	3	2	2	13	0	1	0	0	2	0	0	0	1	0	0	60	0	0	4	0	0	0	4	0	1	0	1	1	3	6	2	0	0	0
3248	4216	"Logné"	47.32833	-1.50111	425	"AWI"	425	4126	4911	4567	0	0	207	0	2	2	1	0	2	0	0	0	1	0	0	0	0	0	0	0	8	0	27	0	2	0	0	0	2	0	0	0	0	0	2	0	1	0	0	2	0	0	0	1	2	0	0	0	0	0	0	76	1	0	2	0	0	0	3	0	0	0	2	0	1	5	1	0	0	0
3248	4216	"Logné"	47.32833	-1.50111	427	"AWI"	427	4149	4935	4598	0	2	225	2	2	4	1	0	2	0	0	0	0	0	0	0	0	0	0	0	10	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	5	0	0	0	0	4	0	0	0	0	0	0	79	0	1	2	0	0	0	4	0	1	0	1	0	3	9	3	0	0	0
3248	4216	"Logné"	47.32833	-1.50111	429	"AWI"	429	4177	4968	4631	0	0	167	2	3	1	1	0	2	0	0	0	1	0	0	0	0	0	0	0	3	0	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0	2	0	0	0	0	0	0	102	0	0	2	0	0	0	3	0	0	0	0	1	5	7	2	0	0	0
