"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Crassulaceae"	"Crataegus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Ilex"	"Lamiaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Scrophulariaceae"	"Sorbus"	"Tilia"	"Ulmus"
23795	41224	"Cut Hill"	50.6275	-3.98194	133	"AWI"	133	5201	5495	5372	32	0	0	0	0	0	10	0	0	0	0	104	0	0	8	0	0	0	3	0	0	0	1	0	2	0	0	0	0	0	36	0	0	0	0	1	0	0	3	12
23795	41224	"Cut Hill"	50.6275	-3.98194	134	"AWI"	134	5217	5508	5394	45	0	0	0	0	0	8	0	1	0	0	90	0	0	7	0	0	0	2	0	0	0	0	0	2	1	0	0	0	0	54	0	0	0	0	1	0	0	1	8
23795	41224	"Cut Hill"	50.6275	-3.98194	135	"AWI"	135	5226	5527	5414	43	0	0	0	0	0	15	0	0	0	0	89	0	0	14	0	0	0	3	0	0	1	0	0	7	1	0	0	0	0	40	0	0	0	0	0	0	0	0	10
23795	41224	"Cut Hill"	50.6275	-3.98194	136	"AWI"	136	5263	5532	5431	38	1	1	0	0	0	9	0	1	1	0	95	0	0	7	61	0	0	3	0	0	0	0	0	2	0	0	0	0	0	41	0	0	0	0	1	0	0	1	9
23795	41224	"Cut Hill"	50.6275	-3.98194	137	"AWI"	137	5286	5538	5450	36	1	0	0	0	0	13	0	1	0	0	124	0	0	15	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	63	0	0	0	0	0	0	0	3	5
23795	41224	"Cut Hill"	50.6275	-3.98194	138	"AWI"	138	5304	5545	5469	51	0	0	0	0	0	14	0	1	1	0	104	0	0	17	0	0	0	2	0	0	1	0	0	6	2	0	0	0	0	61	0	0	0	0	0	1	0	0	11
23795	41224	"Cut Hill"	50.6275	-3.98194	139	"AWI"	139	5319	5556	5491	42	0	0	0	0	0	10	0	3	0	1	77	0	0	3	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	44	0	0	0	0	0	1	0	1	8
23795	41224	"Cut Hill"	50.6275	-3.98194	140	"AWI"	140	5333	5570	5511	45	0	0	0	0	0	10	0	0	0	0	106	0	0	10	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	53	0	0	0	0	0	0	0	0	6
23795	41224	"Cut Hill"	50.6275	-3.98194	141	"AWI"	141	5357	5586	5529	47	0	0	0	0	0	7	0	0	0	0	106	0	0	15	0	0	0	3	0	0	0	0	1	4	1	0	0	0	0	56	0	0	0	0	0	0	0	1	7
23795	41224	"Cut Hill"	50.6275	-3.98194	142	"AWI"	142	5376	5617	5547	47	0	0	0	0	0	11	0	0	0	0	95	0	0	18	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	61	0	0	0	0	0	0	0	0	6
23795	41224	"Cut Hill"	50.6275	-3.98194	143	"AWI"	143	5390	5654	5562	50	0	0	0	0	0	9	1	0	0	0	73	0	0	13	0	0	0	5	0	0	0	0	0	3	0	0	0	0	0	46	0	0	0	0	0	0	2	0	12
23795	41224	"Cut Hill"	50.6275	-3.98194	144	"AWI"	144	5403	5695	5576	42	0	0	1	0	0	11	0	0	0	0	101	0	0	11	62	0	0	3	0	0	1	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	2	9
23795	41224	"Cut Hill"	50.6275	-3.98194	145	"AWI"	145	5414	5740	5590	49	0	1	1	0	0	8	0	1	1	0	101	0	0	17	0	0	0	4	0	0	0	1	0	2	0	0	0	0	0	66	0	0	0	0	0	0	1	2	11
23795	41224	"Cut Hill"	50.6275	-3.98194	146	"AWI"	146	5440	5753	5609	45	0	0	0	0	0	8	0	0	0	0	79	0	0	16	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	52	0	0	0	0	0	0	0	0	12
23795	41224	"Cut Hill"	50.6275	-3.98194	147	"AWI"	147	5459	5768	5626	41	0	0	0	0	0	18	0	0	0	0	79	0	0	19	45	0	0	2	0	0	0	0	0	3	1	0	0	0	0	52	0	0	0	0	1	0	1	1	4
23795	41224	"Cut Hill"	50.6275	-3.98194	148	"AWI"	148	5479	5787	5644	46	0	0	0	0	0	16	0	0	0	0	93	0	0	22	0	0	0	6	0	0	0	0	0	7	2	0	0	0	0	60	0	0	0	0	0	0	0	1	9
23795	41224	"Cut Hill"	50.6275	-3.98194	150	"AWI"	150	5513	5845	5680	39	0	0	0	0	0	13	0	0	0	1	102	0	0	22	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	57	0	0	0	0	0	0	0	0	11
23795	41224	"Cut Hill"	50.6275	-3.98194	152	"AWI"	152	5565	5869	5717	51	0	0	0	0	0	20	0	0	0	0	113	0	0	8	15	0	0	4	1	0	0	0	0	5	1	0	0	0	0	51	0	0	0	0	2	0	1	0	15
23795	41224	"Cut Hill"	50.6275	-3.98194	156	"AWI"	156	5653	5946	5795	46	0	0	0	1	0	18	0	0	0	0	97	0	0	20	31	0	0	6	0	0	0	0	0	0	1	0	0	0	0	48	0	0	0	0	2	0	0	1	12
23795	41224	"Cut Hill"	50.6275	-3.98194	160	"AWI"	160	5739	6048	5879	33	0	0	0	0	0	11	0	0	0	0	108	0	0	13	45	0	0	2	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	1	11
23795	41224	"Cut Hill"	50.6275	-3.98194	164	"AWI"	164	5843	6314	6036	42	1	0	0	0	0	9	0	0	1	0	82	0	0	23	35	0	0	0	0	0	0	0	0	3	0	0	0	0	0	53	2	0	0	0	4	0	0	0	10
23795	41224	"Cut Hill"	50.6275	-3.98194	168	"AWI"	168	5965	6549	6239	42	0	0	0	0	0	15	0	0	1	0	88	0	0	26	35	0	0	0	0	0	0	0	0	5	0	0	0	0	0	64	0	0	0	0	5	0	0	1	12
23795	41224	"Cut Hill"	50.6275	-3.98194	172	"AWI"	172	6124	6740	6448	26	0	0	0	0	0	11	0	0	0	0	95	0	0	29	34	0	0	0	0	0	0	0	0	1	1	0	0	1	0	52	1	0	0	0	0	0	2	0	12
23795	41224	"Cut Hill"	50.6275	-3.98194	176	"AWI"	176	6355	6868	6657	18	0	0	0	0	0	17	0	0	0	0	82	0	0	35	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	66	0	0	0	0	6	0	0	0	11
23795	41224	"Cut Hill"	50.6275	-3.98194	180	"AWI"	180	6733	6969	6862	9	0	0	0	0	0	20	0	0	1	0	91	0	0	10	73	0	0	0	0	0	0	0	0	7	0	0	0	1	0	24	0	0	0	0	0	0	0	2	8
23795	41224	"Cut Hill"	50.6275	-3.98194	184	"AWI"	184	6821	7290	6983	13	0	0	0	0	0	17	0	0	0	0	114	0	0	21	71	0	0	0	0	0	2	0	0	3	0	0	0	0	0	11	0	0	0	0	0	0	0	3	3
23795	41224	"Cut Hill"	50.6275	-3.98194	188	"AWI"	188	6889	7538	7116	11	0	0	0	0	0	17	0	0	1	0	70	0	0	7	44	0	0	0	0	0	0	0	0	6	0	89	0	3	0	16	0	0	0	0	0	0	3	1	3
