"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Juglans"	"Larix"	"Malvaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Scrophulariaceae"	"Sorbus"	"Tilia"	"Ulmus"	"Urticaceae"
23907	41476	"Broad Down"	50.6125	-3.96222	160.5	"AWI"	160.5	2099	2538	2278	0	26	0	1	0	0	8	0	0	0	110	12	42	1	0	2	1	0	0	0	0	0	0	0	0	6	0	44	0	0	0	0	0	0	0	0	0	0
23907	41476	"Broad Down"	50.6125	-3.96222	168.5	"AWI"	168.5	2222	2746.5	2468.5	0	18	1	0	1	0	8	0	0	0	148	9	0	0	1	3	0	0	0	0	0	0	0	0	1	8	0	44	0	0	0	1	0	0	0	0	0	0
23907	41476	"Broad Down"	50.6125	-3.96222	176.5	"AWI"	176.5	2331.5	2951.5	2664	0	23	1	1	0	0	8	0	0	0	103	13	0	0	0	3	0	0	0	0	0	0	0	0	0	11	0	51	1	0	0	1	0	0	0	0	3	1
23907	41476	"Broad Down"	50.6125	-3.96222	184.5	"AWI"	184.5	2483	3087.5	2848.5	0	14	0	0	0	0	5	0	1	0	141	10	0	0	1	3	0	0	0	0	0	0	0	0	1	5	0	54	0	0	0	0	0	0	0	0	4	0
23907	41476	"Broad Down"	50.6125	-3.96222	192.5	"AWI"	192.5	2785	3193.5	3026.5	0	45	0	1	0	0	11	0	0	0	141	10	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	44	0	0	1	0	0	0	0	0	1	0
23907	41476	"Broad Down"	50.6125	-3.96222	200.5	"AWI"	200.5	3048	3316	3189	0	33	0	0	0	0	3	0	0	0	141	9	52	0	0	1	0	0	0	0	0	0	0	0	1	7	0	26	0	0	0	0	0	0	0	1	1	0
23907	41476	"Broad Down"	50.6125	-3.96222	208.5	"AWI"	208.5	3142.5	3468.5	3313	0	29	0	1	0	0	6	0	0	0	168	3	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	43	1	0	0	0	0	0	0	0	0	0
23907	41476	"Broad Down"	50.6125	-3.96222	216.5	"AWI"	216.5	3231	3630	3424.5	0	18	0	0	0	0	5	0	0	0	170	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	41	0	0	0	0	0	0	0	0	0	0
23907	41476	"Broad Down"	50.6125	-3.96222	224.5	"AWI"	224.5	3324.5	3726	3531	0	23	0	1	0	0	6	0	0	0	158	1	0	0	0	2	0	0	0	0	0	0	0	0	3	1	0	25	4	0	0	0	0	0	0	0	2	0
23907	41476	"Broad Down"	50.6125	-3.96222	232.5	"AWI"	232.5	3423	3808.5	3633.5	0	40	0	0	0	0	4	0	0	0	141	12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	69	0	0	0	0	0	0	0	0	1	0
23907	41476	"Broad Down"	50.6125	-3.96222	240.5	"AWI"	240.5	3559.5	3888.5	3741	0	33	0	0	0	0	10	0	0	0	96	12	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	38	3	0	0	1	0	0	0	0	0	0
23907	41476	"Broad Down"	50.6125	-3.96222	248.5	"AWI"	248.5	3728	3953	3844.5	0	38	0	1	0	0	5	0	1	0	113	7	0	0	0	3	0	0	0	0	0	0	0	0	1	2	0	52	0	0	0	0	0	0	0	0	3	0
23907	41476	"Broad Down"	50.6125	-3.96222	256.5	"AWI"	256.5	3837.5	4170.5	3971.5	0	25	0	1	0	0	5	0	0	0	120	20	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	39	3	0	0	0	0	0	0	0	1	0
23907	41476	"Broad Down"	50.6125	-3.96222	264.5	"AWI"	264.5	3918.5	4410	4119	0	17	0	1	0	0	6	0	0	0	121	9	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	40	0	0	0	0	0	0	0	1	0	0
23907	41476	"Broad Down"	50.6125	-3.96222	272.5	"AWI"	272.5	4014.5	4562.5	4288	0	20	0	0	0	0	7	0	0	0	191	7	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	42	0	0	0	1	0	0	0	0	2	0
23907	41476	"Broad Down"	50.6125	-3.96222	280.5	"AWI"	280.5	4173	4691	4458.5	0	28	0	0	0	0	10	0	0	0	150	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	1	0	0	2	0	0
23907	41476	"Broad Down"	50.6125	-3.96222	288.5	"AWI"	288.5	4342	4786.5	4630	0	29	0	0	0	0	7	0	0	0	167	12	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	32	1	0	0	0	0	1	0	1	1	0
23907	41476	"Broad Down"	50.6125	-3.96222	296.5	"AWI"	296.5	4585	4877.5	4778	0	23	0	0	0	0	2	0	0	0	165	21	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	56	0	0	0	0	0	0	0	1	4	0
23907	41476	"Broad Down"	50.6125	-3.96222	304.5	"AWI"	304.5	4706.5	5026	4898	0	33	0	1	0	0	5	0	0	0	131	34	0	0	0	4	0	0	0	0	0	0	0	0	1	1	0	51	1	0	0	0	0	0	0	0	3	0
23907	41476	"Broad Down"	50.6125	-3.96222	312.5	"AWI"	312.5	4788.5	5182	5003.5	0	31	0	0	0	0	2	0	0	0	130	40	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	58	0	0	0	0	0	0	0	1	4	0
23907	41476	"Broad Down"	50.6125	-3.96222	320.5	"AWI"	320.5	4876	5291.5	5104.5	0	35	0	0	0	0	11	0	0	0	124	36	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	56	3	0	0	0	0	0	0	2	2	0
23907	41476	"Broad Down"	50.6125	-3.96222	328.5	"AWI"	328.5	5006	5396	5219.5	0	41	0	0	0	0	4	0	0	0	125	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	3	0
23907	41476	"Broad Down"	50.6125	-3.96222	336.5	"AWI"	336.5	5124.5	5475.5	5331.5	0	35	0	0	0	0	5	0	0	0	88	23	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	36	2	0	0	0	0	0	0	1	0	0
23907	41476	"Broad Down"	50.6125	-3.96222	344.5	"AWI"	344.5	5270	5539.5	5440.5	0	34	0	0	0	0	2	0	0	0	103	32	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	65	0	0	0	0	0	0	0	4	4	0
23907	41476	"Broad Down"	50.6125	-3.96222	352.5	"AWI"	352.5	5369	5630.5	5541.5	0	29	1	0	0	0	6	0	0	0	108	50	0	0	0	1	0	0	0	0	0	0	0	0	5	2	0	39	2	0	0	1	1	0	1	0	7	0
23907	41476	"Broad Down"	50.6125	-3.96222	360.5	"AWI"	360.5	5458.5	5789	5630	0	32	0	0	0	0	1	0	0	0	101	19	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	57	0	0	0	0	1	1	0	2	5	0
23907	41476	"Broad Down"	50.6125	-3.96222	368.5	"AWI"	368.5	5545	5915	5718.5	0	24	0	2	0	0	5	0	0	0	92	13	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	10	0
23907	41476	"Broad Down"	50.6125	-3.96222	376.5	"AWI"	376.5	5626.5	6002	5812.5	0	42	0	0	0	0	9	0	0	0	74	34	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	51	0	0	0	0	1	0	0	2	14	0
23907	41476	"Broad Down"	50.6125	-3.96222	384.5	"AWI"	384.5	5713	6083.5	5909.5	0	31	0	1	0	0	8	0	0	0	96	6	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	45	2	0	0	0	0	0	0	2	17	0
23907	41476	"Broad Down"	50.6125	-3.96222	392.5	"AWI"	392.5	5818.5	6141.5	6003.5	0	31	0	0	0	0	9	0	0	0	113	19	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	65	0	0	0	0	0	0	0	3	15	0
23907	41476	"Broad Down"	50.6125	-3.96222	400.5	"AWI"	400.5	5948	6187	6100	0	20	0	0	0	0	12	0	0	0	113	9	0	0	0	1	0	0	0	0	1	0	0	0	10	0	0	44	1	0	0	0	0	0	0	0	15	0
23907	41476	"Broad Down"	50.6125	-3.96222	408.5	"AWI"	408.5	6023	6600.5	6254	0	23	0	0	2	0	14	0	0	0	91	29	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	44	0	0	0	1	1	0	0	4	7	0
23907	41476	"Broad Down"	50.6125	-3.96222	416.5	"AWI"	416.5	6150	6823	6430.5	0	29	0	1	0	0	12	0	0	0	107	7	0	0	0	1	0	0	0	0	0	0	1	0	3	0	0	56	2	0	0	0	0	0	0	0	19	0
23907	41476	"Broad Down"	50.6125	-3.96222	424.5	"AWI"	424.5	6272.5	7020	6613	0	37	0	0	0	0	2	0	0	0	132	2	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	63	0	0	0	0	0	0	0	2	11	0
23907	41476	"Broad Down"	50.6125	-3.96222	432.5	"AWI"	432.5	6417	7214.5	6803.5	0	22	0	0	0	0	28	0	0	0	96	4	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	53	1	0	0	0	0	0	0	1	15	0
23907	41476	"Broad Down"	50.6125	-3.96222	440.5	"AWI"	440.5	6575	7374.5	6992.5	0	12	0	0	0	0	9	0	0	0	94	5	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	35	0	0	0	0	0	0	0	1	3	0
23907	41476	"Broad Down"	50.6125	-3.96222	448.5	"AWI"	448.5	6731.5	7515	7179.5	0	5	0	0	0	0	26	0	0	0	143	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	29	0	0	0	0	0	0	0	0	12	0
23907	41476	"Broad Down"	50.6125	-3.96222	456.5	"AWI"	456.5	6947.5	7630	7360	0	7	0	1	0	0	5	0	0	2	171	16	0	0	0	2	0	0	0	0	0	0	0	0	13	0	0	23	0	0	0	0	0	0	0	0	9	0
23907	41476	"Broad Down"	50.6125	-3.96222	464.5	"AWI"	464.5	7247.5	7725	7559.5	0	3	0	0	0	0	41	0	0	0	84	3	0	0	0	0	0	0	0	0	0	0	0	0	17	1	0	32	0	0	0	0	0	0	0	0	17	0
