"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Juniperus"	"Onagraceae"	"Orobanchaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"
13381	20012	"Donvold"	68.13333	13.58333	88	"AWI"	88	981	1367	1166	0	2	0	0	0	0	102	0	0	0	0	87	84	0	0	0	1	32	0	0	0	0	0	2	0	0	0	0	0	0	0
13381	20012	"Donvold"	68.13333	13.58333	98	"AWI"	98	1102	1748	1360	0	13	0	1	0	4	163	0	2	0	0	83	83	0	0	0	2	72	3	0	0	0	0	4	52	0	2	0	1	0	0
13381	20012	"Donvold"	68.13333	13.58333	108	"AWI"	108	1235	2045	1579	0	16	0	0	0	0	223	1	1	2	0	8	243	0	0	0	3	64	0	0	0	0	0	0	37	0	0	0	1	0	0
13381	20012	"Donvold"	68.13333	13.58333	118	"AWI"	118	1393	2279	1805	0	34	1	0	0	5	172	0	5	3	0	16	338	0	0	0	1	89	0	0	0	0	0	7	23	0	0	0	0	0	0
13381	20012	"Donvold"	68.13333	13.58333	126	"AWI"	126	1533	2432	1977	0	7	0	1	0	3	50	0	1	0	0	89	70	0	0	0	1	36	0	0	0	0	0	0	0	0	1	0	0	0	0
13381	20012	"Donvold"	68.13333	13.58333	136	"AWI"	136	1708	2613	2180	0	3	0	0	0	0	102	0	1	0	0	8	837	0	0	0	1	37	3	0	0	0	0	4	75	0	0	0	1	0	0
13381	20012	"Donvold"	68.13333	13.58333	144	"AWI"	144	1854	2741	2345	0	19	0	0	0	0	246	0	0	0	0	36	81	0	0	0	3	103	0	0	0	0	0	7	22	2	0	0	0	0	0
13381	20012	"Donvold"	68.13333	13.58333	152	"AWI"	152	2025	2860	2510	0	26	0	0	0	6	163	0	1	0	0	93	150	0	0	0	2	132	0	0	0	0	0	9	0	4	0	0	1	0	0
13381	20012	"Donvold"	68.13333	13.58333	159	"AWI"	159	2189	2967	2663	0	26	0	0	0	0	185	0	0	0	0	268	0	0	0	0	3	96	0	0	0	0	0	25	38	22	0	0	0	0	0
13381	20012	"Donvold"	68.13333	13.58333	167	"AWI"	167	2420	3083	2813	0	25	0	0	0	0	221	0	1	0	0	51	96	0	1	0	0	81	0	0	0	0	0	1	33	0	3	0	0	0	0
13381	20012	"Donvold"	68.13333	13.58333	173	"AWI"	173	2522	3193	2916	0	20	0	0	0	3	348	0	0	0	0	2	85	0	0	0	0	42	0	0	0	0	0	4	0	0	0	0	0	0	0
13381	20012	"Donvold"	68.13333	13.58333	182	"AWI"	182	2643	3357	3036	0	12	0	1	0	0	360	0	1	0	0	7	73	0	0	0	0	23	0	0	0	0	0	6	32	0	0	0	0	0	0
13381	20012	"Donvold"	68.13333	13.58333	191	"AWI"	191	2777	3499	3161	0	29	4	0	0	3	312	0	1	0	0	18	73	0	0	0	0	38	0	0	0	0	0	2	22	0	0	0	0	0	0
13381	20012	"Donvold"	68.13333	13.58333	198	"AWI"	198	2888	3578	3260	0	28	0	0	1	0	263	0	1	0	0	32	81	0	0	0	2	87	0	0	0	0	0	3	0	0	0	0	2	1	0
13381	20012	"Donvold"	68.13333	13.58333	206	"AWI"	206	3026	3685	3378	0	19	0	0	0	0	206	1	1	0	0	348	251	0	0	0	0	77	0	0	0	0	0	2	45	0	0	0	1	0	2
13381	20012	"Donvold"	68.13333	13.58333	214	"AWI"	214	3169	3781	3497	0	18	0	0	0	0	201	0	2	0	0	105	132	0	0	0	1	81	0	0	0	0	0	1	43	0	0	0	0	0	0
13381	20012	"Donvold"	68.13333	13.58333	222	"AWI"	222	3308	3882	3615	0	12	0	2	0	0	264	0	0	0	0	134	52	0	0	0	0	27	0	0	0	0	1	0	0	0	0	0	0	0	0
13381	20012	"Donvold"	68.13333	13.58333	229	"AWI"	229	3447	3956	3715	0	15	0	1	0	2	350	0	0	0	0	111	87	0	0	0	0	52	0	0	0	0	1	2	0	0	0	0	0	0	0
13381	20012	"Donvold"	68.13333	13.58333	237	"AWI"	237	3694	4075	3853	0	15	0	1	1	0	381	0	0	0	0	12	103	0	1	0	1	30	0	0	1	0	0	2	0	0	0	0	0	0	0
13381	20012	"Donvold"	68.13333	13.58333	245	"AWI"	245	3816	4372	4042	0	10	0	0	0	0	293	0	1	1	0	6	165	0	0	0	1	82	0	0	0	0	0	1	0	0	0	0	0	0	0
13381	20012	"Donvold"	68.13333	13.58333	248	"AWI"	248	3839	4558	4116	0	12	0	2	0	0	258	0	0	0	0	1	277	0	0	0	0	32	0	0	0	0	0	1	0	0	0	0	0	0	0
13381	20012	"Donvold"	68.13333	13.58333	253	"AWI"	253	3936	4774	4264	0	14	0	1	0	0	270	0	0	1	0	0	391	0	0	0	0	23	0	0	0	3	1	1	11	0	0	0	0	2	0
13381	20012	"Donvold"	68.13333	13.58333	255	"AWI"	255	3971	4831	4331	0	17	0	0	0	3	224	1	1	2	0	3	734	2	0	0	0	59	0	0	0	0	0	1	0	0	0	0	1	0	0
13381	20012	"Donvold"	68.13333	13.58333	259	"AWI"	259	4028	5005	4461	0	17	0	0	0	0	230	0	0	0	0	0	817	0	0	0	0	53	0	0	0	1	0	0	23	0	1	0	0	0	1
13381	20012	"Donvold"	68.13333	13.58333	263	"AWI"	263	4150	5106	4582	0	7	0	0	1	3	135	0	0	0	0	0	801	0	0	0	0	69	0	0	0	0	0	0	26	0	0	0	0	0	0
13381	20012	"Donvold"	68.13333	13.58333	270	"AWI"	270	4275	5316	4820	0	10	0	0	0	0	212	1	1	0	0	1	209	0	0	0	1	51	0	0	0	0	0	2	0	0	0	0	1	0	0
13381	20012	"Donvold"	68.13333	13.58333	277	"AWI"	277	4527	5432	5034	0	16	0	0	0	0	257	0	0	3	0	1	216	0	0	0	0	34	0	0	0	0	1	4	0	0	0	0	0	0	0
13381	20012	"Donvold"	68.13333	13.58333	284	"AWI"	284	4932	5649	5305	0	16	0	2	0	0	462	0	0	0	1	0	157	0	0	8	0	13	0	0	0	0	0	1	40	0	3	0	0	0	1
13381	20012	"Donvold"	68.13333	13.58333	291	"AWI"	291	5172	6191	5631	0	11	1	6	0	2	356	0	1	0	0	5	53	1	0	7	0	17	0	0	0	0	0	2	0	0	0	0	1	0	2
13381	20012	"Donvold"	68.13333	13.58333	299	"AWI"	299	5436	7080	6201	0	12	0	0	0	0	292	3	3	1	0	9	0	1	0	0	0	29	0	0	0	0	0	0	0	0	0	0	3	0	0
13381	20012	"Donvold"	68.13333	13.58333	306	"AWI"	306	5899	7465	6795	0	21	0	0	0	0	322	0	0	0	0	17	109	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0
13381	20012	"Donvold"	68.13333	13.58333	313	"AWI"	313	6586	7791	7341	0	28	0	0	0	0	251	0	0	1	0	225	0	0	0	0	0	36	0	0	0	0	0	1	0	0	0	0	0	0	3
13381	20012	"Donvold"	68.13333	13.58333	320	"AWI"	320	7503	8049	7797	0	16	0	0	0	0	258	0	0	2	0	616	0	0	0	2	0	33	0	0	0	0	2	0	0	0	1	0	0	0	1
13381	20012	"Donvold"	68.13333	13.58333	328	"AWI"	328	7745	8443	8087	0	16	0	0	0	0	296	0	0	0	0	136	0	2	0	0	0	30	0	0	0	0	0	0	0	0	1	0	0	0	0
13381	20012	"Donvold"	68.13333	13.58333	335	"AWI"	335	8047	8698	8325	3	3	0	1	0	0	250	1	0	0	0	86	0	0	0	0	0	76	0	0	0	0	1	1	0	0	3	0	0	0	1
13381	20012	"Donvold"	68.13333	13.58333	342	"AWI"	342	8242	8968	8553	0	1	0	1	0	0	368	0	0	0	0	88	0	1	1	0	0	19	0	0	1	0	0	1	0	0	9	1	0	0	4
13381	20012	"Donvold"	68.13333	13.58333	349	"AWI"	349	8351	9407	8743	0	1	1	0	0	0	285	0	0	2	0	331	0	1	0	0	0	17	0	0	0	0	0	0	0	0	7	0	0	0	1
13381	20012	"Donvold"	68.13333	13.58333	356	"AWI"	356	8483	9757	8944	2	2	5	0	0	0	276	2	1	0	0	1831	363	0	0	0	0	21	0	0	0	0	0	0	50	0	13	0	0	0	1
