"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caryophyllaceae"	"Cistaceae"	"Coriariaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Geraniaceae"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Olea"	"Oleaceae"	"Phillyrea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Ulmus"	"Vitaceae"
3383	4386	"Roquetas de Mar"	36.79444	-2.58889	160	"AWI"	160	3904	4430	4209	0	0	2	388	1	83	0	0	1	0	0	0	0	0	3	6	39	1	0	0	0	3	0	6	0	2	29	0	16	32	3	71	0	0	0	0	0
3383	4386	"Roquetas de Mar"	36.79444	-2.58889	170	"AWI"	170	4037	4632	4348	0	0	1	383	0	106	0	0	0	0	0	0	0	1	2	0	30	0	0	0	0	0	0	6	0	1	41	0	10	26	16	72	0	0	0	0	0
3383	4386	"Roquetas de Mar"	36.79444	-2.58889	180	"AWI"	180	4139	4836	4474	0	0	1	677	1	68	10	0	0	0	0	0	0	2	5	3	32	0	0	0	0	0	0	7	0	4	40	0	14	16	13	118	0	0	0	0	0
3383	4386	"Roquetas de Mar"	36.79444	-2.58889	190	"AWI"	190	4247	5023	4594	0	0	2	576	2	33	0	0	1	0	0	0	0	3	4	8	19	1	0	0	0	0	0	27	0	3	54	0	11	0	18	88	1	0	0	0	0
3383	4386	"Roquetas de Mar"	36.79444	-2.58889	200	"AWI"	200	4337	5182	4725	0	0	1	561	1	29	0	0	0	0	0	0	0	0	0	2	21	0	0	0	0	0	0	17	0	5	51	0	16	38	8	112	0	0	1	0	0
3383	4386	"Roquetas de Mar"	36.79444	-2.58889	210	"AWI"	210	4445	5337	4856	0	0	0	682	3	38	0	1	0	0	0	0	1	2	0	4	18	5	0	0	0	0	1	25	0	3	73	0	8	13	5	82	0	0	0	0	0
3383	4386	"Roquetas de Mar"	36.79444	-2.58889	220	"AWI"	220	4551	5479	4989	0	0	9	802	3	24	0	0	0	0	0	0	0	1	3	0	12	0	0	0	0	0	0	30	0	6	115	0	16	29	17	156	0	0	1	0	0
3383	4386	"Roquetas de Mar"	36.79444	-2.58889	230	"AWI"	230	4668	5619	5123	0	0	0	532	0	44	0	0	0	0	0	0	0	0	0	3	24	0	0	0	0	0	0	43	0	5	102	0	7	24	7	144	0	0	0	0	0
3383	4386	"Roquetas de Mar"	36.79444	-2.58889	240	"AWI"	240	4783	5746	5253	0	0	0	582	0	21	0	0	0	0	0	0	0	0	2	15	32	0	0	0	0	0	0	87	0	7	94	0	8	0	5	161	0	0	0	1	0
3383	4386	"Roquetas de Mar"	36.79444	-2.58889	250	"AWI"	250	4915	5878	5385	0	0	2	367	0	12	0	0	0	0	1	6	0	0	0	2	14	1	0	0	0	0	0	35	0	6	118	1	6	0	8	73	0	0	0	0	0
3383	4386	"Roquetas de Mar"	36.79444	-2.58889	260	"AWI"	260	5032	6030	5519	0	0	2	302	0	0	0	1	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	27	0	5	67	0	3	37	30	67	0	0	0	0	0
3383	4386	"Roquetas de Mar"	36.79444	-2.58889	270	"AWI"	270	5156	6154	5658	0	0	0	557	0	10	0	3	5	0	0	4	0	0	0	4	16	0	0	0	0	0	0	46	0	7	94	4	6	45	29	88	0	1	0	0	0
3383	4386	"Roquetas de Mar"	36.79444	-2.58889	280	"AWI"	280	5288	6264	5790	0	0	0	1953	3	18	0	2	0	0	0	0	0	0	2	3	9	3	0	0	0	0	0	12	0	0	74	0	0	0	33	45	0	0	0	0	0
3383	4386	"Roquetas de Mar"	36.79444	-2.58889	290	"AWI"	290	5424	6382	5918	0	0	0	1608	7	24	0	0	0	0	0	0	0	0	6	4	16	0	0	0	0	0	0	84	0	2	83	3	2	0	78	84	0	0	0	0	0
3383	4386	"Roquetas de Mar"	36.79444	-2.58889	300	"AWI"	300	5559	6502	6049	0	0	0	1442	6	9	0	0	0	0	0	0	1	0	7	3	18	0	0	0	0	0	0	67	0	13	96	2	3	0	22	60	0	0	0	0	0
3383	4386	"Roquetas de Mar"	36.79444	-2.58889	310	"AWI"	310	5710	6616	6179	1	1	0	1948	2	3	24	0	2	0	0	5	0	0	7	10	21	2	0	0	0	0	0	54	0	14	133	0	3	0	4	47	0	0	0	0	0
3383	4386	"Roquetas de Mar"	36.79444	-2.58889	330	"AWI"	330	6017	6836	6441	0	0	0	2282	17	3	9	0	0	0	0	0	0	0	8	9	6	2	0	0	2	0	0	64	0	2	93	3	0	0	9	32	0	0	0	0	0
3383	4386	"Roquetas de Mar"	36.79444	-2.58889	350	"AWI"	350	6354	7057	6697	0	0	0	3044	6	2	43	0	0	0	0	6	0	0	11	5	18	0	0	0	0	0	0	43	0	7	149	1	4	0	31	77	0	0	0	0	0
3383	4386	"Roquetas de Mar"	36.79444	-2.58889	360	"AWI"	360	6561	7147	6816	1	0	0	442	9	4	2	0	0	0	0	0	0	1	5	4	13	0	0	1	0	0	0	9	0	7	47	4	0	14	42	29	1	0	0	0	0
