"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Crataegus"	"Cyperaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Juglans"	"Juniperus"	"Ostrya.Carpinus"	"Papaveraceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Tilia"	"Ulmus"	"Urticaceae"
14548	22803	"Lago Pratignano"	44.173266	10.817828	600	"AWI"	600	1656	3264	2452	145	3	6	1	0	0	1	0	5	1	0	0	0	0	13	0	90	0	79	1	1	0	0	0	0	1	3	0	0	0	36	0	0	0	0	0	0	5	0
14548	22803	"Lago Pratignano"	44.173266	10.817828	620	"AWI"	620	1737	3348	2543	141	1	8	1	5	0	0	0	2	2	0	1	0	0	27	1	49	0	90	1	1	0	0	0	0	0	10	0	0	0	41	0	0	0	3	1	1	3	1
14548	22803	"Lago Pratignano"	44.173266	10.817828	640	"AWI"	640	1808	3446	2635	168	3	11	0	10	0	1	0	1	4	0	1	0	0	17	0	49	0	84	0	0	0	0	0	0	0	1	0	0	0	34	0	0	0	2	0	0	3	1
14548	22803	"Lago Pratignano"	44.173266	10.817828	660	"AWI"	660	1899	3526	2718	142	3	9	0	4	0	4	0	1	2	0	2	0	0	20	0	44	0	121	0	0	0	0	0	0	2	11	0	0	0	42	0	0	2	2	1	0	1	0
14548	22803	"Lago Pratignano"	44.173266	10.817828	680	"AWI"	680	1972	3596	2811	156	1	8	0	7	0	1	0	2	2	0	1	0	0	21	0	47	0	106	3	0	0	0	0	0	0	9	0	0	0	36	0	0	0	1	1	0	6	1
14548	22803	"Lago Pratignano"	44.173266	10.817828	700	"AWI"	700	2047	3679	2897	261	0	3	0	0	0	0	2	0	1	0	1	0	0	5	0	41	0	46	2	0	0	0	0	0	0	4	0	0	0	23	0	0	1	5	1	0	0	0
14548	22803	"Lago Pratignano"	44.173266	10.817828	720	"AWI"	720	2142	3763	2977	302	3	6	1	0	0	1	0	0	3	0	3	0	0	11	0	7	0	32	0	0	0	0	0	0	0	4	0	0	0	18	0	0	0	0	0	1	10	0
14548	22803	"Lago Pratignano"	44.173266	10.817828	740	"AWI"	740	2222	3857	3061	215	3	8	1	1	0	0	0	1	0	0	0	0	0	24	0	6	0	99	0	0	0	0	0	0	1	6	0	0	0	18	0	0	2	2	3	0	5	0
14548	22803	"Lago Pratignano"	44.173266	10.817828	760	"AWI"	760	2329	3917	3150	201	1	6	0	1	0	1	0	0	0	0	1	0	0	16	0	6	0	121	3	2	0	0	0	0	0	5	0	0	0	21	0	0	0	1	10	1	0	0
14548	22803	"Lago Pratignano"	44.173266	10.817828	780	"AWI"	780	2410	3975	3240	257	2	5	0	0	0	2	0	1	1	0	0	0	1	13	0	8	0	61	2	0	0	0	0	0	0	6	0	0	0	31	0	0	0	0	1	0	4	0
14548	22803	"Lago Pratignano"	44.173266	10.817828	800	"AWI"	800	2506	4057	3328	202	1	5	0	2	0	2	0	0	6	0	1	0	0	13	0	12	0	97	1	0	0	0	0	0	0	8	0	0	0	29	0	0	0	1	5	1	2	0
14548	22803	"Lago Pratignano"	44.173266	10.817828	820	"AWI"	820	2596	4127	3409	181	1	4	0	1	0	0	0	0	6	0	0	0	0	26	0	15	0	91	3	0	0	0	0	0	0	4	1	0	0	37	0	0	0	0	7	1	2	1
14548	22803	"Lago Pratignano"	44.173266	10.817828	840	"AWI"	840	2689	4199	3494	108	2	3	2	1	0	1	0	0	4	0	0	0	0	7	0	15	0	46	2	0	0	4	0	1	1	9	0	0	0	14	0	0	0	3	7	2	4	0
14548	22803	"Lago Pratignano"	44.173266	10.817828	860	"AWI"	860	2798	4248	3587	154	2	7	0	3	0	4	0	1	1	0	3	0	0	34	0	16	0	93	6	0	0	0	0	0	1	17	0	0	0	39	0	0	2	3	3	2	10	0
14548	22803	"Lago Pratignano"	44.173266	10.817828	880	"AWI"	880	2884	4328	3676	129	4	6	1	3	0	3	0	0	10	0	1	0	0	24	0	9	0	36	3	0	29	6	0	0	0	3	0	0	0	20	6	0	0	6	43	0	5	0
14548	22803	"Lago Pratignano"	44.173266	10.817828	900	"AWI"	900	2969	4415	3761	183	1	8	0	3	0	0	0	0	2	0	0	0	0	31	0	10	0	89	1	0	0	0	0	0	1	6	0	0	0	36	0	0	2	0	8	2	9	0
14548	22803	"Lago Pratignano"	44.173266	10.817828	920	"AWI"	920	3080	4470	3844	173	1	10	0	3	0	1	0	2	3	0	1	0	0	30	0	6	3	104	0	0	0	0	0	0	1	12	0	0	0	42	0	0	0	0	0	0	5	0
14548	22803	"Lago Pratignano"	44.173266	10.817828	940	"AWI"	940	3161	4545	3920	262	0	7	0	1	0	1	0	1	1	0	1	0	0	10	0	7	0	47	0	0	0	0	0	0	0	4	0	0	1	41	0	0	0	0	0	1	11	1
14548	22803	"Lago Pratignano"	44.173266	10.817828	960	"AWI"	960	3286	4599	4001	185	3	13	0	0	0	1	0	5	5	0	1	0	1	31	0	6	0	82	6	0	0	0	0	0	0	9	0	0	0	44	0	0	0	0	0	2	6	0
14548	22803	"Lago Pratignano"	44.173266	10.817828	980	"AWI"	980	3374	4655	4091	237	2	12	0	1	0	1	0	0	1	0	0	0	0	24	0	15	0	48	3	0	0	0	0	0	0	4	0	0	0	46	0	0	1	0	2	0	9	0
14548	22803	"Lago Pratignano"	44.173266	10.817828	1000	"AWI"	1000	3469	4717	4172	270	0	12	0	0	0	0	0	3	3	0	1	0	1	13	0	8	0	35	1	1	0	0	0	0	0	10	0	0	0	28	0	4	0	0	2	1	5	0
14548	22803	"Lago Pratignano"	44.173266	10.817828	1020	"AWI"	1020	3602	4760	4263	187	0	8	0	0	0	0	0	4	4	0	0	0	1	15	0	14	0	115	6	0	0	0	0	0	1	7	0	0	0	23	0	0	1	0	0	0	7	0
14548	22803	"Lago Pratignano"	44.173266	10.817828	1040	"AWI"	1040	3697	4835	4354	231	3	2	0	0	0	0	0	1	0	0	1	0	0	15	0	6	0	65	6	0	0	0	0	0	0	13	0	0	0	47	0	0	0	1	0	2	10	0
14548	22803	"Lago Pratignano"	44.173266	10.817828	1060	"AWI"	1060	3830	4878	4436	184	0	9	0	4	0	0	0	3	5	0	0	0	0	10	0	61	0	66	2	0	0	0	0	0	0	22	0	0	0	32	0	0	0	1	0	1	9	0
14548	22803	"Lago Pratignano"	44.173266	10.817828	1080	"AWI"	1080	3947	4932	4523	191	1	9	1	0	1	0	0	1	9	0	0	0	0	22	0	14	0	78	8	0	0	0	0	0	0	14	0	0	0	44	0	0	0	0	0	3	11	0
14548	22803	"Lago Pratignano"	44.173266	10.817828	1100	"AWI"	1100	4069	4995	4602	206	0	9	0	0	2	0	0	0	2	0	0	0	0	9	0	7	0	81	7	0	0	7	0	0	0	13	0	0	0	48	0	0	0	0	3	3	8	0
14548	22803	"Lago Pratignano"	44.173266	10.817828	1120	"AWI"	1120	4206	5047	4682	234	0	10	0	1	1	0	0	2	2	0	0	0	0	19	0	11	0	39	3	0	0	0	0	0	0	12	1	0	0	43	0	0	0	0	1	4	10	0
14548	22803	"Lago Pratignano"	44.173266	10.817828	1140	"AWI"	1140	4297	5106	4764	188	1	11	1	0	0	1	0	2	1	0	2	0	0	10	0	9	0	92	0	0	0	0	0	0	0	13	0	0	0	44	0	0	0	0	1	2	16	0
14548	22803	"Lago Pratignano"	44.173266	10.817828	1160	"AWI"	1160	4480	5144	4834	246	0	7	0	0	0	1	0	0	1	0	0	0	0	14	0	4	5	48	2	0	0	0	0	0	1	15	0	0	0	43	0	0	0	0	0	2	8	0
14548	22803	"Lago Pratignano"	44.173266	10.817828	1180	"AWI"	1180	4633	5186	4902	205	0	9	0	0	0	0	0	0	0	0	0	0	0	7	0	2	0	82	2	0	0	0	0	0	0	55	0	0	0	43	3	0	0	0	0	2	6	0
14548	22803	"Lago Pratignano"	44.173266	10.817828	1200	"AWI"	1200	4766	5230	4974	170	0	13	0	1	0	1	0	0	3	0	1	0	0	16	0	0	0	73	2	0	0	0	0	0	1	69	0	0	1	24	0	0	0	0	1	3	13	0
14548	22803	"Lago Pratignano"	44.173266	10.817828	1220	"AWI"	1220	4867	5266	5047	182	1	12	0	0	0	0	0	0	5	0	0	0	0	13	0	8	0	85	2	0	0	0	0	0	0	47	0	0	0	38	0	0	0	1	0	2	13	0
14548	22803	"Lago Pratignano"	44.173266	10.817828	1240	"AWI"	1240	4891	5327	5133	217	2	15	1	0	0	0	0	2	2	0	1	0	1	23	0	9	0	67	3	0	0	0	0	0	0	2	0	0	0	48	0	0	0	0	0	2	14	0
14548	22803	"Lago Pratignano"	44.173266	10.817828	1260	"AWI"	1260	5003	5636	5325	200	16	8	0	0	0	0	0	4	3	0	0	0	0	25	0	36	0	77	3	0	0	0	0	0	0	7	0	0	0	33	0	0	0	0	0	3	12	0
14548	22803	"Lago Pratignano"	44.173266	10.817828	1280	"AWI"	1280	5063	6076	5512	203	1	16	0	0	0	0	0	0	5	0	1	0	0	20	0	29	0	59	3	0	0	0	0	0	1	8	1	0	0	42	0	0	0	0	0	7	17	0
14548	22803	"Lago Pratignano"	44.173266	10.817828	1300	"AWI"	1300	5231	6366	5709	194	7	3	0	0	0	1	0	0	6	0	0	0	0	27	0	26	2	42	12	0	0	0	0	0	0	4	2	0	0	38	0	0	0	0	1	9	30	0
14548	22803	"Lago Pratignano"	44.173266	10.817828	1320	"AWI"	1320	5430	6449	5956	147	3	5	0	1	0	0	0	1	0	0	0	0	0	22	0	96	0	55	5	0	0	0	0	0	0	8	0	1	0	52	0	0	0	0	0	1	13	0
14548	22803	"Lago Pratignano"	44.173266	10.817828	1340	"AWI"	1340	5549	6584	6205	134	4	6	0	4	0	0	0	0	3	0	0	0	2	63	0	8	0	64	36	0	0	0	0	0	0	4	0	0	0	33	0	0	1	1	2	8	40	0
14548	22803	"Lago Pratignano"	44.173266	10.817828	1360	"AWI"	1360	6443	6740	6587	101	15	13	0	0	1	1	0	1	3	0	1	0	0	64	0	11	5	12	12	0	0	0	0	1	0	13	4	0	0	54	4	11	0	0	3	28	47	0
14548	22803	"Lago Pratignano"	44.173266	10.817828	1380	"AWI"	1380	6586	7698	6978	276	2	3	0	1	0	0	0	0	0	0	0	0	0	25	0	20	0	2	6	0	0	0	0	0	0	7	3	0	0	28	0	9	0	1	0	8	18	0
14548	22803	"Lago Pratignano"	44.173266	10.817828	1400	"AWI"	1400	6828	8411	7449	259	5	5	0	1	0	0	0	1	0	0	2	0	0	27	0	26	3	0	5	0	0	0	0	0	0	3	3	0	0	12	0	0	0	0	0	7	32	0
14548	22803	"Lago Pratignano"	44.173266	10.817828	1420	"AWI"	1420	7098	8825	8038	227	1	3	2	0	0	1	0	0	1	0	0	0	0	29	0	35	4	0	7	0	0	0	0	0	0	12	0	0	0	21	0	0	0	1	1	9	45	0
14548	22803	"Lago Pratignano"	44.173266	10.817828	1440	"AWI"	1440	7252	9535	8577	200	6	4	1	0	0	0	0	1	0	0	0	0	0	73	0	27	0	0	10	0	0	0	0	0	0	7	0	0	0	42	0	0	0	2	0	13	30	0
14548	22803	"Lago Pratignano"	44.173266	10.817828	1450	"AWI"	1450	7779	9582	8824	171	5	2	0	0	0	0	0	0	0	0	0	0	0	69	0	51	0	0	17	0	0	0	1	0	0	6	0	0	0	27	0	0	1	1	0	3	54	0
14548	22803	"Lago Pratignano"	44.173266	10.817828	1460	"AWI"	1460	8315	9636	9071	203	3	1	0	0	0	0	0	0	0	1	0	0	0	14	0	55	2	0	6	0	0	0	0	0	0	3	0	0	0	27	0	0	1	0	1	5	25	0
14548	22803	"Lago Pratignano"	44.173266	10.817828	1470	"AWI"	1470	8858	9709	9309	305	8	2	0	0	0	0	0	2	1	0	0	0	0	20	0	5	0	0	0	0	0	0	0	0	0	3	1	1	0	33	0	0	0	0	0	7	21	0
14548	22803	"Lago Pratignano"	44.173266	10.817828	1480	"AWI"	1480	9350	9853	9542	300	3	0	0	0	0	0	0	0	0	0	0	0	0	24	0	4	0	0	4	0	0	0	0	0	0	7	0	0	0	35	0	0	0	0	1	5	17	0
14548	22803	"Lago Pratignano"	44.173266	10.817828	1490	"AWI"	1490	9614	10142	9795	325	4	0	0	0	0	0	0	0	0	0	0	0	0	31	0	5	0	0	0	0	0	0	0	0	0	5	1	0	0	26	0	0	0	0	0	4	5	0
