"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Genista"	"Gentianaceae"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Lythraceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"
14464	22642	"Borkum Riffgrund"	53.97	6.46	152	"AWI"	152	8427	8867	8644	0	0	3	12	6	0	0	0	94	0	0	2	0	0	0	202	25	0	0	1	0	0	0	0	0	0	28	1	0	0	0	0	0	1	148	0	271	0	0	0	48	0	0	0	0	21	0	0	0	0	0	9	0	0	0
14464	22642	"Borkum Riffgrund"	53.97	6.46	154	"AWI"	154	8490	8900	8686	0	0	1	11	3	0	0	0	73	1	0	2	0	0	0	184	47	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	201	0	250	3	0	0	30	0	0	0	5	50	0	0	0	1	0	7	0	1	0
14464	22642	"Borkum Riffgrund"	53.97	6.46	156	"AWI"	156	8545	8941	8733	0	0	0	5	5	0	2	0	76	0	0	5	0	0	0	152	43	0	0	2	0	0	0	0	1	0	37	0	0	0	0	0	0	0	234	0	295	1	0	0	32	1	0	1	0	93	0	4	0	0	0	3	1	0	0
14464	22642	"Borkum Riffgrund"	53.97	6.46	158	"AWI"	158	8587	8983	8782	0	0	3	3	4	0	4	0	85	0	0	3	0	0	0	117	20	0	0	0	1	0	0	1	0	0	38	0	2	1	0	1	0	0	254	0	143	0	0	0	32	0	0	1	2	342	0	3	0	0	0	9	3	0	0
14464	22642	"Borkum Riffgrund"	53.97	6.46	160	"AWI"	160	8631	9025	8828	0	0	1	1	6	0	1	0	88	0	0	4	0	0	0	139	19	0	0	0	1	0	0	0	0	0	24	0	2	1	0	0	1	0	225	0	95	1	0	0	33	1	0	2	0	146	0	2	0	1	2	10	0	1	0
14464	22642	"Borkum Riffgrund"	53.97	6.46	162	"AWI"	162	8676	9070	8877	0	0	1	4	10	0	1	0	83	1	0	4	0	0	0	89	21	0	0	0	1	0	0	0	0	0	44	0	0	2	0	1	0	0	280	0	75	0	0	0	39	0	0	0	0	211	0	5	1	0	0	7	0	2	0
14464	22642	"Borkum Riffgrund"	53.97	6.46	164	"AWI"	164	8727	9111	8924	0	0	1	3	4	0	0	0	81	0	0	5	0	0	0	80	21	0	0	0	0	0	0	0	0	0	38	0	3	0	0	0	0	0	295	0	146	1	0	0	37	0	0	0	0	202	1	10	1	0	0	3	1	1	0
14464	22642	"Borkum Riffgrund"	53.97	6.46	166	"AWI"	166	8773	9155	8972	0	0	1	1	7	0	1	0	83	0	0	6	0	0	0	70	28	0	0	0	0	0	1	0	0	0	31	0	0	0	0	0	0	0	303	0	134	2	0	0	34	0	0	1	2	144	0	4	0	0	0	11	5	1	0
14464	22642	"Borkum Riffgrund"	53.97	6.46	168	"AWI"	168	8813	9203	9016	0	0	1	1	9	0	1	0	101	1	0	4	0	0	0	77	17	0	0	0	1	0	0	0	0	0	30	0	0	1	0	0	0	0	300	0	65	5	0	0	17	0	0	1	0	161	0	9	0	0	0	7	1	1	0
14464	22642	"Borkum Riffgrund"	53.97	6.46	170	"AWI"	170	8849	9259	9057	0	0	0	0	18	0	0	0	111	0	0	12	0	0	0	112	33	0	0	0	0	0	0	0	0	0	69	0	0	1	0	0	0	0	587	0	113	1	0	0	33	0	0	0	0	182	0	8	0	2	0	13	8	5	0
14464	22642	"Borkum Riffgrund"	53.97	6.46	172	"AWI"	172	8886	9319	9099	0	0	1	0	11	0	1	0	82	0	0	2	0	0	0	109	17	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	288	0	51	2	0	0	18	1	0	0	0	103	0	2	0	0	1	2	1	4	0
14464	22642	"Borkum Riffgrund"	53.97	6.46	174	"AWI"	174	8926	9365	9143	0	0	0	0	7	0	1	0	101	1	0	2	0	0	0	94	22	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	283	0	87	2	0	0	17	0	0	2	0	207	0	7	0	0	0	5	3	2	0
14464	22642	"Borkum Riffgrund"	53.97	6.46	176	"AWI"	176	8967	9411	9186	0	0	0	0	5	0	1	0	71	0	0	3	0	0	0	72	11	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	337	0	57	0	0	0	17	0	0	2	0	172	0	7	0	0	0	3	1	1	0
14464	22642	"Borkum Riffgrund"	53.97	6.46	178	"AWI"	178	9006	9462	9229	0	0	0	0	9	0	1	0	61	0	0	3	0	0	0	72	5	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	346	0	55	1	0	0	12	0	0	2	0	116	0	4	1	1	0	4	1	3	0
14464	22642	"Borkum Riffgrund"	53.97	6.46	180	"AWI"	180	9048	9511	9271	0	0	3	1	5	0	1	0	72	0	0	5	0	0	0	85	18	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	315	0	56	2	0	0	17	2	0	0	0	93	0	7	0	0	0	6	2	1	0
14464	22642	"Borkum Riffgrund"	53.97	6.46	182	"AWI"	182	9084	9560	9313	0	0	0	0	8	0	0	0	90	0	0	3	0	0	0	75	13	0	0	0	0	0	0	0	0	0	17	0	0	1	0	0	0	0	308	0	59	3	0	0	20	1	0	2	0	86	0	9	0	0	0	4	2	0	0
14464	22642	"Borkum Riffgrund"	53.97	6.46	184	"AWI"	184	9125	9603	9357	0	0	1	0	5	1	1	0	85	1	0	4	0	0	0	90	16	0	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	302	0	71	0	0	0	18	0	0	2	0	90	0	11	0	0	0	3	1	2	0
14464	22642	"Borkum Riffgrund"	53.97	6.46	186	"AWI"	186	9162	9649	9400	0	0	0	0	6	0	0	0	88	1	0	3	0	0	0	69	18	0	0	0	0	0	0	0	0	0	21	1	0	1	0	0	0	0	323	0	42	1	0	0	13	0	0	1	0	94	0	7	0	0	0	5	0	0	0
14464	22642	"Borkum Riffgrund"	53.97	6.46	188	"AWI"	188	9207	9691	9443	0	0	0	0	2	0	0	0	90	0	0	5	0	0	0	89	17	0	0	0	0	0	0	0	0	0	24	0	0	1	0	0	0	0	299	0	74	3	0	0	12	0	0	0	0	79	0	6	0	0	0	8	0	0	0
14464	22642	"Borkum Riffgrund"	53.97	6.46	190	"AWI"	190	9248	9739	9487	0	0	0	1	5	2	0	0	95	0	0	6	0	0	0	87	21	0	0	0	0	0	0	0	0	1	14	0	0	0	0	0	0	0	295	0	44	2	0	1	14	0	0	0	0	164	1	3	1	0	0	4	1	0	0
14464	22642	"Borkum Riffgrund"	53.97	6.46	192	"AWI"	192	9288	9787	9531	0	0	0	0	1	0	0	0	78	0	0	9	0	0	0	75	12	0	0	0	1	0	0	0	0	0	16	0	0	0	0	0	0	0	329	0	48	2	0	0	15	0	0	0	0	76	0	2	0	0	0	4	2	1	0
14464	22642	"Borkum Riffgrund"	53.97	6.46	194	"AWI"	194	9335	9828	9576	0	0	1	0	7	0	1	0	86	0	0	6	0	0	0	73	18	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	318	0	46	1	0	0	13	0	0	0	0	103	0	3	1	0	0	7	0	0	0
14464	22642	"Borkum Riffgrund"	53.97	6.46	196	"AWI"	196	9375	9870	9621	0	0	0	0	5	0	0	0	93	0	0	7	0	0	0	71	23	0	0	0	0	0	0	0	0	0	30	0	0	1	0	0	0	0	322	0	48	1	0	0	9	0	0	3	2	89	0	2	0	0	0	1	0	3	0
14464	22642	"Borkum Riffgrund"	53.97	6.46	198	"AWI"	198	9418	9911	9664	0	0	0	0	11	0	0	0	95	0	0	4	0	0	0	62	23	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	321	0	50	2	0	0	15	0	0	0	0	100	0	5	1	0	0	4	2	0	0
14464	22642	"Borkum Riffgrund"	53.97	6.46	200	"AWI"	200	9458	9954	9708	0	0	0	0	8	0	0	0	114	0	0	2	0	0	0	65	22	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	300	0	78	1	0	0	16	1	0	0	0	111	0	1	0	0	0	4	2	0	0
14464	22642	"Borkum Riffgrund"	53.97	6.46	202	"AWI"	202	9498	9998	9752	0	0	0	0	8	0	0	0	84	0	0	3	0	0	0	72	14	0	0	0	0	0	0	0	0	0	26	0	0	0	0	2	0	0	327	0	40	3	0	0	10	0	0	0	0	78	0	2	0	0	0	4	2	0	0
14464	22642	"Borkum Riffgrund"	53.97	6.46	204	"AWI"	204	9543	10035	9795	0	0	0	0	2	0	0	0	85	0	0	2	0	0	0	62	16	0	0	0	0	1	0	0	0	0	19	0	0	0	0	0	0	0	337	0	43	3	0	0	10	1	0	1	0	76	0	2	0	0	0	2	2	0	0
14464	22642	"Borkum Riffgrund"	53.97	6.46	206	"AWI"	206	9591	10074	9839	0	0	0	0	3	0	0	0	85	0	0	2	0	0	0	86	8	0	0	0	0	0	0	0	0	0	25	0	0	1	0	0	0	0	321	0	26	3	0	0	12	0	0	0	2	91	0	0	0	0	0	3	2	0	0
14464	22642	"Borkum Riffgrund"	53.97	6.46	208	"AWI"	208	9638	10114	9881	0	0	0	0	8	0	1	0	105	0	0	5	0	0	0	77	13	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	302	0	38	4	0	0	8	1	0	1	0	133	0	2	0	0	0	4	0	0	0
14464	22642	"Borkum Riffgrund"	53.97	6.46	210	"AWI"	210	9682	10156	9925	0	0	0	0	10	0	0	0	90	0	0	0	0	0	0	60	15	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	343	0	41	1	0	0	5	0	0	2	2	114	0	6	0	0	0	4	1	0	0
14464	22642	"Borkum Riffgrund"	53.97	6.46	212	"AWI"	212	9723	10200	9968	0	0	0	1	6	0	1	0	110	0	0	5	0	0	0	54	5	0	0	0	0	0	0	0	0	0	23	0	0	1	0	0	0	0	326	0	41	1	0	0	7	0	0	2	0	123	0	6	0	0	0	3	4	0	0
14464	22642	"Borkum Riffgrund"	53.97	6.46	214	"AWI"	214	9773	10240	10013	0	0	0	0	2	0	0	0	93	1	0	3	0	0	0	58	25	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	333	0	23	3	0	0	9	1	0	0	0	76	0	4	0	1	0	3	0	2	0
14464	22642	"Borkum Riffgrund"	53.97	6.46	216	"AWI"	216	9822	10284	10058	0	0	0	0	5	0	0	0	137	0	0	5	0	0	0	52	34	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	299	0	59	4	0	0	3	0	0	4	0	94	0	1	0	4	0	5	4	0	0
14464	22642	"Borkum Riffgrund"	53.97	6.46	218	"AWI"	218	9870	10326	10103	0	0	0	0	8	0	0	0	88	0	0	2	0	0	0	53	19	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	352	0	42	2	0	0	4	0	0	0	0	71	0	1	0	1	0	1	1	0	0
14464	22642	"Borkum Riffgrund"	53.97	6.46	220	"AWI"	220	9907	10373	10145	0	0	0	1	11	0	2	0	167	0	0	3	0	0	0	54	62	20	0	0	0	0	0	0	0	0	36	0	0	0	1	1	0	0	273	0	154	3	0	0	3	1	0	5	0	114	0	4	0	2	0	3	10	0	0
14464	22642	"Borkum Riffgrund"	53.97	6.46	222	"AWI"	222	9941	10438	10187	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	4	38	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	23	0	405	0	0	0	1	0	0	1	0	3	0	0	0	0	0	0	0	0	1
14464	22642	"Borkum Riffgrund"	53.97	6.46	224	"AWI"	224	9977	10489	10230	0	0	0	0	1	0	0	0	42	0	0	0	0	0	0	3	75	0	0	0	0	0	0	0	0	0	77	0	0	0	3	0	0	0	32	0	408	0	0	0	1	1	0	1	0	8	0	0	0	0	0	0	0	0	0
